time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,train/critic_loss,train/learning_rate,train/actor_loss,rollout/success_rate,train/ent_coef,train/n_updates,time/total_timesteps,time/fps,train/ent_coef_loss,time/episodes
58216,86.99,-86.94,0.29430765588767827,0.0001,8.947240993380547,0.05,0.2162259859032929,15360,491968,8,-7.648596003651619,5216
58223,87.1,-87.05,,,,0.05,,,492320,8,,5220
58227,88.29,-88.25,,,,0.04,,,492512,8,,5224
58234,89.36,-89.32,,,,0.04,,,492896,8,,5228
58238,89.83,-89.79,,,,0.04,,,493152,8,,5232
58450,89.65,-89.6,0.27630039933137596,0.0001,9.026120439171791,0.05,0.21484446665272117,15424,493600,8,-7.657706938683987,5236
58453,89.75,-89.7,,,,0.05,,,493760,8,,5240
58457,90.22,-90.17,,,,0.05,,,493920,8,,5244
58470,90.14,-90.09,,,,0.05,,,494752,8,,5248
58474,89.75,-89.7,,,,0.05,,,494944,8,,5252
58484,89.36,-89.31,,,,0.05,,,495392,8,,5256
58691,89.14,-89.08,0.2555010933429003,0.0001,9.11894904077053,0.06,0.21347596286796033,15488,495680,8,-7.662262067198753,5260
58698,88.74,-88.67,,,,0.07,,,496096,8,,5264
58702,88.42,-88.35,,,,0.07,,,496288,8,,5268
58708,88.19,-88.12,,,,0.07,,,496576,8,,5272
58714,89.45,-89.4,,,,0.05,,,496960,8,,5276
58725,89.1,-89.05,,,,0.05,,,497536,8,,5280
58728,89.32,-89.28,,,,0.04,,,497664,8,,5284
58936,88.19,-88.14,0.24765703547745943,0.0001,9.151559874415398,0.05,0.21212148363702,15552,497984,8,-7.661780625581741,5288
58941,87.74,-87.68,,,,0.06,,,498304,8,,5292
58949,87.84,-87.78,,,,0.06,,,498784,8,,5296
58957,87.44,-87.38,,,,0.06,,,499104,8,,5300
58964,87.2,-87.13,,,,0.07,,,499520,8,,5304
59170,86.72,-86.65,0.2249813515227288,0.0001,9.229888528585434,0.07,0.21077892277389765,15616,499776,8,-7.687972381711006,5308
59176,86.8,-86.74,,,,0.06,,,500096,8,,5312
59181,86.68,-86.62,,,,0.06,,,500320,8,,5316
59191,86.19,-86.12,,,,0.07,,,500864,8,,5320
59197,85.31,-85.24,,,,0.07,,,501184,8,,5324
59200,85.04,-84.97,,,,0.07,,,501376,8,,5328
59203,84.84,-84.77,,,,0.07,,,501568,8,,5332
59413,85.43,-85.37,0.23622552561573684,0.0001,9.278255134820938,0.06,0.20944497478194535,15680,502048,8,-7.707581661641598,5336
59423,85.76,-85.7,,,,0.06,,,502496,8,,5340
59429,85.39,-85.33,,,,0.06,,,502816,8,,5344
59434,85.11,-85.05,,,,0.06,,,503104,8,,5348
59441,85.6,-85.54,,,,0.06,,,503520,8,,5352
59649,85.7,-85.65,0.21300251339562237,0.0001,9.296294808387756,0.05,0.20812138332985342,15744,503936,8,-7.725502282381058,5356
59655,85.12,-85.06,,,,0.06,,,504224,8,,5360
59660,85.43,-85.38,,,,0.05,,,504416,8,,5364
59664,84.97,-84.92,,,,0.05,,,504640,8,,5368
59670,85.22,-85.17,,,,0.05,,,504960,8,,5372
59680,84.89,-84.84,,,,0.05,,,505536,8,,5376
59888,84.94,-84.88,0.20277980959508568,0.0001,9.363783359527588,0.06,0.20680720987729728,15808,505888,8,-7.747071348130703,5380
59897,85.01,-84.95,,,,0.06,,,506304,8,,5384
59903,85.29,-85.24,,,,0.05,,,506624,8,,5388
59908,85.14,-85.1,,,,0.04,,,506848,8,,5392
59912,84.82,-84.78,,,,0.04,,,507104,8,,5396
59914,84.85,-84.81,,,,0.04,,,507200,8,,5400
59920,84.04,-84.0,,,,0.04,,,507520,8,,5404
59927,84.35,-84.31,,,,0.04,,,507872,8,,5408
60139,83.19,-83.14,0.2156622294569388,0.0001,9.430800408124924,0.05,0.20550192543305457,15872,508384,8,-7.768727600574493,5412
60147,82.84,-82.79,,,,0.05,,,508800,8,,5416
60153,82.89,-82.85,,,,0.04,,,509152,8,,5420
60156,82.47,-82.43,,,,0.04,,,509376,8,,5424
60159,82.6,-82.56,,,,0.04,,,509504,8,,5428
60372,83.15,-83.11,0.2051952484762296,0.0001,9.48496076464653,0.04,0.20420447597280145,15936,510112,8,-7.802020534873009,5432
60377,82.93,-82.89,,,,0.04,,,510368,8,,5436
60383,83.21,-83.17,,,,0.04,,,510720,8,,5440
60394,83.43,-83.39,,,,0.04,,,511392,8,,5444
60400,83.48,-83.44,,,,0.04,,,511648,8,,5448
60404,83.09,-83.05,,,,0.04,,,511904,8,,5452
60611,83.09,-83.05,0.20109659910667688,0.0001,9.569277614355087,0.04,0.20291481027379632,16000,512160,8,-7.826666459441185,5456
60615,83.7,-83.67,,,,0.03,,,512352,8,,5460
60620,84.21,-84.18,,,,0.03,,,512608,8,,5464
60635,84.08,-84.05,,,,0.03,,,513504,8,,5468
60638,84.09,-84.06,,,,0.03,,,513664,8,,5472
60849,83.96,-83.93,0.6171321463771164,0.0001,9.463894709944725,0.03,0.20163446478545666,16064,514144,8,-7.80434825271368,5476
60852,84.33,-84.31,,,,0.02,,,514304,8,,5480
60859,83.82,-83.8,,,,0.02,,,514720,8,,5484
60862,83.99,-83.97,,,,0.02,,,514848,8,,5488
60867,84.27,-84.25,,,,0.02,,,515072,8,,5492
60873,84.49,-84.47,,,,0.02,,,515392,8,,5496
60880,84.27,-84.25,,,,0.02,,,515776,8,,5500
60885,84.7,-84.69,,,,0.01,,,516032,8,,5504
61091,83.63,-83.62,0.31586307589896023,0.0001,9.455728948116302,0.01,0.20037025259807706,16128,516256,8,-7.840113140642643,5508
61099,83.68,-83.68,,,,0.0,,,516672,8,,5512
61102,83.57,-83.57,,,,0.0,,,516736,8,,5516
61107,82.91,-82.91,,,,0.0,,,517056,8,,5520
61111,82.75,-82.74,,,,0.01,,,517216,8,,5524
61116,82.0,-81.99,,,,0.01,,,517504,8,,5528
61119,80.84,-80.83,,,,0.01,,,517664,8,,5532
61333,80.17,-80.16,0.24521129252389073,0.0001,9.556245893239975,0.01,0.19910903833806515,16192,518336,8,-7.887063056230545,5536
61340,79.03,-79.02,,,,0.01,,,518624,8,,5540
61343,78.6,-78.59,,,,0.01,,,518816,8,,5544
61348,77.72,-77.71,,,,0.01,,,519136,8,,5548
61350,77.31,-77.29,,,,0.02,,,519232,8,,5552
61355,76.41,-76.39,,,,0.02,,,519488,8,,5556
61360,76.41,-76.39,,,,0.02,,,519840,8,,5560
61364,75.01,-74.99,,,,0.02,,,520096,8,,5564
61574,74.92,-74.9,0.25011384347453713,0.0001,9.553864613175392,0.02,0.1978534902445972,16256,520384,8,-7.905233651399612,5568
61581,73.49,-73.47,,,,0.02,,,520768,8,,5572
61583,73.03,-73.01,,,,0.02,,,520896,8,,5576
61591,72.03,-72.01,,,,0.02,,,521344,8,,5580
61595,71.95,-71.93,,,,0.02,,,521568,8,,5584
61599,71.08,-71.06,,,,0.02,,,521792,8,,5588
61605,69.95,-69.92,,,,0.03,,,522048,8,,5592
61812,69.21,-69.18,0.231575520709157,0.0001,9.606319516897202,0.03,0.19660735432989895,16320,522336,8,-7.9207088351249695,5596
61822,68.78,-68.74,,,,0.04,,,522880,8,,5600
61824,69.04,-69.0,,,,0.04,,,522944,8,,5604
61830,68.99,-68.95,,,,0.04,,,523296,8,,5608
61835,68.88,-68.84,,,,0.04,,,523552,8,,5612
61839,69.12,-69.07,,,,0.05,,,523776,8,,5616
61845,69.56,-69.51,,,,0.05,,,524064,8,,5620
62054,70.2,-70.16,0.38499634922482073,0.0001,9.715244635939598,0.04,0.19536870275624096,16384,524480,8,-7.9786771684885025,5624
62060,70.65,-70.61,,,,0.04,,,524800,8,,5628
62065,70.83,-70.79,,,,0.04,,,525024,8,,5632
62071,70.83,-70.78,,,,0.05,,,525376,8,,5636
62073,70.63,-70.58,,,,0.05,,,525472,8,,5640
62081,70.14,-70.08,,,,0.06,,,525824,8,,5644
62084,70.61,-70.55,,,,0.06,,,526016,8,,5648
62089,70.79,-70.74,,,,0.05,,,526304,8,,5652
62299,71.11,-71.05,0.6391311204060912,0.0001,10.07683864235878,0.06,0.19413183094002306,16448,526688,8,-8.038093850016594,5656
62304,70.52,-70.46,,,,0.06,,,526944,8,,5660
62313,70.86,-70.8,,,,0.06,,,527392,8,,5664
62317,70.69,-70.63,,,,0.06,,,527616,8,,5668
62323,70.81,-70.74,,,,0.07,,,527936,8,,5672
62326,71.01,-70.94,,,,0.07,,,528064,8,,5676
62331,70.96,-70.89,,,,0.07,,,528288,8,,5680
62538,71.69,-71.62,0.654820354655385,0.0001,10.575943499803543,0.07,0.1929009328596294,16512,528544,8,-8.0693349391222,5684
62542,71.35,-71.27,,,,0.08,,,528736,8,,5688
62552,71.7,-71.63,,,,0.07,,,529248,8,,5692
62558,71.43,-71.36,,,,0.07,,,529568,8,,5696
62567,71.65,-71.59,,,,0.06,,,530112,8,,5700
62572,71.57,-71.51,,,,0.06,,,530400,8,,5704
62776,72.04,-71.98,0.4880403042770922,0.0001,10.341754272580147,0.06,0.1916767037473619,16576,530496,8,-8.086767181754112,5708
62781,72.07,-72.01,,,,0.06,,,530720,8,,5712
62785,72.39,-72.34,,,,0.05,,,530880,8,,5716
62792,71.88,-71.82,,,,0.06,,,531328,8,,5720
62795,70.99,-70.92,,,,0.07,,,531488,8,,5724
62798,71.24,-71.17,,,,0.07,,,531648,8,,5728
62802,71.11,-71.04,,,,0.07,,,531872,8,,5732
62810,70.3,-70.22,,,,0.08,,,532384,8,,5736
63023,71.0,-70.93,0.4206846854649484,0.0001,10.241055250167847,0.07,0.1904619529377669,16640,532928,8,-8.104678601026535,5740
63026,70.67,-70.6,,,,0.07,,,533056,8,,5744
63029,70.24,-70.17,,,,0.07,,,533216,8,,5748
63033,70.6,-70.53,,,,0.07,,,533408,8,,5752
63037,70.97,-70.91,,,,0.06,,,533664,8,,5756
63043,71.1,-71.04,,,,0.06,,,534016,8,,5760
63050,70.6,-70.53,,,,0.07,,,534304,8,,5764
63263,70.84,-70.77,0.350628285901621,0.0001,10.15804935991764,0.07,0.1892566354945302,16704,534976,8,-8.118141025304794,5768
63267,71.33,-71.27,,,,0.06,,,535200,8,,5772
63271,71.59,-71.53,,,,0.06,,,535392,8,,5776
63274,71.97,-71.91,,,,0.06,,,535552,8,,5780
63278,71.25,-71.19,,,,0.06,,,535744,8,,5784
63286,71.87,-71.82,,,,0.05,,,536128,8,,5788
63290,71.43,-71.37,,,,0.06,,,536352,8,,5792
63293,71.99,-71.93,,,,0.06,,,536480,8,,5796
63497,71.83,-71.77,0.31329510430805385,0.0001,10.089114278554916,0.06,0.188062445493415,16768,536608,8,-8.111367136240005,5800
63506,70.57,-70.5,,,,0.07,,,537088,8,,5804
63512,70.08,-70.01,,,,0.07,,,537440,8,,5808
63516,70.1,-70.03,,,,0.07,,,537632,8,,5812
63523,70.08,-70.01,,,,0.07,,,537984,8,,5816
63527,69.56,-69.5,,,,0.06,,,538144,8,,5820
63531,69.82,-69.77,,,,0.05,,,538432,8,,5824
63738,69.07,-69.02,0.2766488608904183,0.0001,10.030587509274483,0.05,0.1868807866703719,16832,538656,8,-8.090486541390419,5828
63743,68.82,-68.77,,,,0.05,,,538880,8,,5832
63748,69.57,-69.53,,,,0.04,,,539168,8,,5836
63758,69.02,-68.97,,,,0.05,,,539648,8,,5840
63760,69.62,-69.57,,,,0.05,,,539776,8,,5844
63767,69.48,-69.43,,,,0.05,,,540160,8,,5848
63772,69.2,-69.15,,,,0.05,,,540448,8,,5852
63980,69.42,-69.37,0.28447097539901733,0.0001,9.938731104135513,0.05,0.18571107694879174,16896,540704,8,-8.0922080129385,5856
63984,68.98,-68.92,,,,0.06,,,540896,8,,5860
63986,69.08,-69.03,,,,0.05,,,541024,8,,5864
63995,69.04,-68.99,,,,0.05,,,541472,8,,5868
63999,68.65,-68.6,,,,0.05,,,541632,8,,5872
64002,67.0,-66.93,,,,0.07,,,541824,8,,5876
64010,66.82,-66.75,,,,0.07,,,542272,8,,5880
64012,65.79,-65.71,,,,0.08,,,542400,8,,5884
64014,65.46,-65.38,,,,0.08,,,542496,8,,5888
64222,65.65,-65.58,0.27928779600188136,0.0001,9.878885954618454,0.07,0.1845519000198692,16960,542816,8,-8.087971106171608,5892
64229,65.42,-65.35,,,,0.07,,,543072,8,,5896
64235,65.03,-64.96,,,,0.07,,,543424,8,,5900
64240,65.84,-65.78,,,,0.06,,,543648,8,,5904
64245,66.21,-66.15,,,,0.06,,,543968,8,,5908
64251,65.64,-65.57,,,,0.07,,,544320,8,,5912
64254,64.56,-64.48,,,,0.08,,,544448,8,,5916
64259,65.19,-65.11,,,,0.08,,,544672,8,,5920
64466,65.5,-65.42,0.30267831054516137,0.0001,9.811490952968597,0.08,0.18340202933177352,17024,544928,8,-8.096538811922073,5924
64475,65.34,-65.26,,,,0.08,,,545376,8,,5928
64478,65.68,-65.6,,,,0.08,,,545568,8,,5932
64482,65.34,-65.26,,,,0.08,,,545760,8,,5936
64487,66.36,-66.29,,,,0.07,,,546016,8,,5940
64492,66.1,-66.04,,,,0.06,,,546304,8,,5944
64500,66.02,-65.96,,,,0.06,,,546656,8,,5948
64707,64.76,-64.69,0.30834084330126643,0.0001,9.740825489163399,0.07,0.18226128676906228,17088,546912,8,-8.089716784656048,5952
64712,64.42,-64.35,,,,0.07,,,547168,8,,5956
64717,64.4,-64.34,,,,0.06,,,547456,8,,5960
64722,64.29,-64.23,,,,0.06,,,547744,8,,5964
64724,64.53,-64.47,,,,0.06,,,547872,8,,5968
64730,64.65,-64.59,,,,0.06,,,548128,8,,5972
64734,65.71,-65.67,,,,0.04,,,548320,8,,5976
64741,65.66,-65.62,,,,0.04,,,548768,8,,5980
64948,66.49,-66.46,0.2898419997654855,0.0001,9.70808920264244,0.03,0.1811311161145568,17152,549024,8,-8.088192388415337,5984
64954,66.86,-66.83,,,,0.03,,,549344,8,,5988
64957,66.56,-66.53,,,,0.03,,,549504,8,,5992
64965,66.12,-66.09,,,,0.03,,,549888,8,,5996
64968,65.87,-65.84,,,,0.03,,,550048,8,,6000
64971,65.9,-65.87,,,,0.03,,,550176,8,,6004
64976,66.4,-66.37,,,,0.03,,,550464,8,,6008
64980,66.62,-66.6,,,,0.02,,,550624,8,,6012
65188,66.93,-66.92,0.2677744517568499,0.0001,9.70773109793663,0.01,0.18000838486477733,17216,550944,8,-8.126435697078705,6016
65193,66.22,-66.21,,,,0.01,,,551232,8,,6020
65203,65.95,-65.94,,,,0.01,,,551712,8,,6024
65209,65.8,-65.79,,,,0.01,,,552064,8,,6028
65212,65.73,-65.72,,,,0.01,,,552256,8,,6032
65216,65.85,-65.84,,,,0.01,,,552480,8,,6036
65219,65.35,-65.34,,,,0.01,,,552672,8,,6040
65222,65.02,-65.01,,,,0.01,,,552832,8,,6044
65225,65.27,-65.26,,,,0.01,,,552960,8,,6048
65436,66.07,-66.06,0.27685000211931765,0.0001,9.656494289636612,0.01,0.17888849508017302,17280,553344,8,-8.164469748735428,6052
65439,66.35,-66.34,,,,0.01,,,553504,8,,6056
65447,65.97,-65.96,,,,0.01,,,553952,8,,6060
65451,65.67,-65.66,,,,0.01,,,554208,8,,6064
65458,65.62,-65.61,,,,0.01,,,554592,8,,6068
65462,65.29,-65.28,,,,0.01,,,554848,8,,6072
65463,64.93,-64.9,,,,0.03,,,554912,8,,6076
65673,64.62,-64.59,0.26033320487476885,0.0001,9.635660588741302,0.03,0.17777456459589303,17344,555200,8,-8.180449515581131,6080
65675,64.84,-64.81,,,,0.03,,,555328,8,,6084
65682,65.02,-64.99,,,,0.03,,,555712,8,,6088
65688,65.75,-65.72,,,,0.03,,,556032,8,,6092
65695,65.55,-65.52,,,,0.03,,,556448,8,,6096
65700,65.8,-65.76,,,,0.04,,,556768,8,,6100
65701,65.87,-65.83,,,,0.04,,,556800,8,,6104
65707,65.26,-65.22,,,,0.04,,,557024,8,,6108
65910,65.28,-65.24,0.2713673624675721,0.0001,9.619229689240456,0.04,0.17666742182336748,17408,557088,8,-8.19446924328804,6112
65920,65.08,-65.03,,,,0.05,,,557632,8,,6116
65925,64.25,-64.18,,,,0.07,,,557952,8,,6120
65927,64.85,-64.78,,,,0.07,,,558048,8,,6124
65933,65.42,-65.35,,,,0.07,,,558400,8,,6128
65937,65.52,-65.45,,,,0.07,,,558624,8,,6132
65942,65.47,-65.4,,,,0.07,,,558848,8,,6136
65947,65.17,-65.1,,,,0.07,,,559072,8,,6140
66155,65.33,-65.26,0.26627036021091044,0.0001,9.618474707007408,0.07,0.17556781647726893,17472,559392,8,-8.213911712169647,6144
66162,64.97,-64.89,,,,0.08,,,559776,8,,6148
66165,64.81,-64.73,,,,0.08,,,559904,8,,6152
66170,64.97,-64.9,,,,0.07,,,560224,8,,6156
66178,65.47,-65.4,,,,0.07,,,560608,8,,6160
66180,65.67,-65.6,,,,0.07,,,560672,8,,6164
66184,65.3,-65.23,,,,0.07,,,560896,8,,6168
66188,65.41,-65.34,,,,0.07,,,561120,8,,6172
66397,65.93,-65.88,0.2654526757542044,0.0001,9.588912114501,0.05,0.174474191153422,17536,561472,8,-8.241190060973167,6176
66403,65.8,-65.75,,,,0.05,,,561760,8,,6180
66412,65.44,-65.39,,,,0.05,,,562144,8,,6184
66413,64.71,-64.65,,,,0.06,,,562208,8,,6188
66418,64.1,-64.04,,,,0.06,,,562496,8,,6192
66422,64.67,-64.61,,,,0.06,,,562720,8,,6196
66426,64.56,-64.51,,,,0.05,,,562880,8,,6200
66431,64.02,-63.96,,,,0.06,,,563168,8,,6204
66639,64.38,-64.32,0.25756617984734476,0.0001,9.541937991976738,0.06,0.1733862366527319,17600,563456,8,-8.24873548746109,6208
66641,64.15,-64.09,,,,0.06,,,563552,8,,6212
66648,64.12,-64.07,,,,0.05,,,563904,8,,6216
66652,63.94,-63.89,,,,0.05,,,564064,8,,6220
66657,64.11,-64.07,,,,0.04,,,564352,8,,6224
66662,63.26,-63.22,,,,0.04,,,564576,8,,6228
66663,62.82,-62.78,,,,0.04,,,564640,8,,6232
66668,62.42,-62.38,,,,0.04,,,564896,8,,6236
66880,62.25,-62.21,0.26093509746715426,0.0001,9.586388543248177,0.04,0.1723054137546569,17664,565376,8,-8.299518823623657,6240
66882,61.99,-61.94,,,,0.05,,,565472,8,,6244
66886,61.72,-61.67,,,,0.05,,,565696,8,,6248
66890,60.57,-60.5,,,,0.07,,,565888,8,,6252
66894,60.45,-60.38,,,,0.07,,,566048,8,,6256
66900,59.79,-59.71,,,,0.08,,,566400,8,,6260
66904,59.76,-59.68,,,,0.08,,,566560,8,,6264
66907,59.45,-59.36,,,,0.09,,,566720,8,,6268
66914,58.96,-58.87,,,,0.09,,,567072,8,,6272
66918,58.69,-58.6,,,,0.09,,,567264,8,,6276
67125,58.66,-58.57,0.2755658836103976,0.0001,9.570195704698563,0.09,0.17122833291068673,17728,567488,8,-8.315686464309692,6280
67128,58.5,-58.42,,,,0.08,,,567648,8,,6284
67135,58.51,-58.43,,,,0.08,,,568032,8,,6288
67140,58.67,-58.59,,,,0.08,,,568320,8,,6292
67146,57.93,-57.85,,,,0.08,,,568640,8,,6296
67151,58.15,-58.07,,,,0.08,,,568800,8,,6300
67153,58.53,-58.46,,,,0.07,,,568896,8,,6304
67157,58.04,-57.97,,,,0.07,,,569120,8,,6308
67366,57.99,-57.92,0.257391145452857,0.0001,9.602897629141808,0.07,0.17015769518911839,17792,569472,8,-8.337522312998772,6312
67369,58.42,-58.35,,,,0.07,,,569600,8,,6316
67374,58.75,-58.69,,,,0.06,,,569856,8,,6320
67385,58.52,-58.46,,,,0.06,,,570400,8,,6324
67388,58.65,-58.59,,,,0.06,,,570560,8,,6328
67393,58.76,-58.7,,,,0.06,,,570784,8,,6332
67396,59.03,-58.97,,,,0.06,,,570944,8,,6336
67401,58.78,-58.73,,,,0.05,,,571232,8,,6340
67402,58.86,-58.81,,,,0.05,,,571296,8,,6344
67609,58.63,-58.58,0.23999046301469207,0.0001,9.603987112641335,0.05,0.1690939620602876,17856,571520,8,-8.361808374524117,6348
67614,59.57,-59.54,,,,0.03,,,571808,8,,6352
67620,59.68,-59.64,,,,0.04,,,572032,8,,6356
67625,59.78,-59.75,,,,0.03,,,572320,8,,6360
67631,59.27,-59.23,,,,0.04,,,572640,8,,6364
67636,59.64,-59.61,,,,0.03,,,572896,8,,6368
67640,59.86,-59.83,,,,0.03,,,573152,8,,6372
67645,59.92,-59.89,,,,0.03,,,573376,8,,6376
67849,59.97,-59.93,0.2542706127278507,0.0001,9.64551155269146,0.04,0.16803535330109298,17920,573472,8,-8.385941401124,6380
67854,59.86,-59.81,,,,0.05,,,573600,8,,6384
67860,59.93,-59.87,,,,0.06,,,573952,8,,6388
67865,60.25,-60.19,,,,0.06,,,574240,8,,6392
67867,60.37,-60.31,,,,0.06,,,574400,8,,6396
67877,60.19,-60.13,,,,0.06,,,574976,8,,6400
67882,60.17,-60.11,,,,0.06,,,575296,8,,6404
67884,60.09,-60.02,,,,0.07,,,575424,8,,6408
68092,60.51,-60.44,0.26108617638237774,0.0001,9.684175863862038,0.07,0.1669834281783551,17984,575648,8,-8.416153848171234,6412
68096,60.55,-60.48,,,,0.07,,,575808,8,,6416
68099,61.1,-61.03,,,,0.07,,,576000,8,,6420
68103,61.61,-61.54,,,,0.07,,,576224,8,,6424
68108,61.24,-61.16,,,,0.08,,,576480,8,,6428
68116,61.09,-61.01,,,,0.08,,,576992,8,,6432
68120,61.22,-61.14,,,,0.08,,,577216,8,,6436
68329,61.97,-61.89,0.26058251573704183,0.0001,9.709836900234222,0.08,0.16593651263974607,18048,577568,8,-8.445695012807846,6440
68331,61.98,-61.9,,,,0.08,,,577664,8,,6444
68337,62.45,-62.38,,,,0.07,,,577952,8,,6448
68339,62.75,-62.68,,,,0.07,,,578080,8,,6452
68343,62.52,-62.46,,,,0.06,,,578272,8,,6456
68346,63.08,-63.02,,,,0.06,,,578432,8,,6460
68352,63.13,-63.07,,,,0.06,,,578752,8,,6464
68358,62.95,-62.89,,,,0.06,,,579008,8,,6468
68367,63.03,-62.97,,,,0.06,,,579584,8,,6472
68572,63.17,-63.11,0.2543236007913947,0.0001,9.727679893374443,0.06,0.1648946707136929,18112,579712,8,-8.471113413572311,6476
68577,62.97,-62.92,,,,0.05,,,580000,8,,6480
68581,63.55,-63.51,,,,0.04,,,580192,8,,6484
68585,63.61,-63.58,,,,0.03,,,580384,8,,6488
68587,63.69,-63.66,,,,0.03,,,580480,8,,6492
68593,63.56,-63.53,,,,0.03,,,580736,8,,6496
68600,63.18,-63.14,,,,0.04,,,581088,8,,6500
68602,63.42,-63.38,,,,0.04,,,581248,8,,6504
68814,62.59,-62.54,0.25936953513883054,0.0001,9.770364925265312,0.05,0.16385907912626863,18176,581792,8,-8.508383885025978,6508
68814,62.26,-62.21,,,,0.05,,,581824,8,,6512
68818,62.06,-62.01,,,,0.05,,,581984,8,,6516
68824,62.21,-62.16,,,,0.05,,,582336,8,,6520
68829,61.78,-61.73,,,,0.05,,,582496,8,,6524
68833,61.85,-61.8,,,,0.05,,,582752,8,,6528
68837,62.23,-62.18,,,,0.05,,,582944,8,,6532
68842,61.69,-61.63,,,,0.06,,,583200,8,,6536
68845,61.46,-61.4,,,,0.06,,,583360,8,,6540
68851,60.71,-60.64,,,,0.07,,,583680,8,,6544
69059,60.96,-60.89,0.23857588274404407,0.0001,9.794855639338493,0.07,0.16282914020121098,18240,584000,8,-8.51561938226223,6548
69061,60.57,-60.5,,,,0.07,,,584096,8,,6552
69069,60.23,-60.16,,,,0.07,,,584448,8,,6556
69073,60.18,-60.11,,,,0.07,,,584704,8,,6560
69079,60.72,-60.66,,,,0.06,,,585056,8,,6564
69083,60.94,-60.88,,,,0.06,,,585248,8,,6568
69085,60.72,-60.66,,,,0.06,,,585376,8,,6572
69091,60.51,-60.44,,,,0.07,,,585696,8,,6576
69300,60.68,-60.61,0.2702944215852767,0.0001,9.85581262409687,0.07,0.16180715896189213,18304,585984,8,-8.534122958779335,6580
69301,60.08,-60.0,,,,0.08,,,586048,8,,6584
69305,60.18,-60.1,,,,0.08,,,586272,8,,6588
69314,59.63,-59.54,,,,0.09,,,586688,8,,6592
69318,59.64,-59.55,,,,0.09,,,586912,8,,6596
69322,60.09,-60.01,,,,0.08,,,587136,8,,6600
69327,59.93,-59.85,,,,0.08,,,587392,8,,6604
69537,60.98,-60.91,0.253090777201578,0.0001,9.808930322527885,0.07,0.16079124459065497,18368,587840,8,-8.55690123140812,6608
69541,61.52,-61.46,,,,0.06,,,588032,8,,6612
69545,61.6,-61.54,,,,0.06,,,588224,8,,6616
69547,61.63,-61.57,,,,0.06,,,588320,8,,6620
69555,61.3,-61.24,,,,0.06,,,588640,8,,6624
69560,61.21,-61.16,,,,0.05,,,588960,8,,6628
69564,61.59,-61.54,,,,0.05,,,589216,8,,6632
69568,62.17,-62.13,,,,0.04,,,589376,8,,6636
69573,62.06,-62.02,,,,0.04,,,589696,8,,6640
69778,62.41,-62.38,0.2539968325290829,0.0001,9.840630769729614,0.03,0.1597808466758579,18432,589856,8,-8.591205388307571,6644
69783,61.86,-61.82,,,,0.04,,,590080,8,,6648
69786,62.07,-62.03,,,,0.04,,,590176,8,,6652
69792,61.62,-61.57,,,,0.05,,,590528,8,,6656
69798,61.14,-61.09,,,,0.05,,,590880,8,,6660
69800,60.65,-60.59,,,,0.06,,,590976,8,,6664
69804,60.47,-60.41,,,,0.06,,,591200,8,,6668
69809,60.49,-60.43,,,,0.06,,,591456,8,,6672
69815,60.95,-60.9,,,,0.05,,,591872,8,,6676
70022,60.91,-60.86,0.25327127845957875,0.0001,9.84150718152523,0.05,0.1587764744181186,18496,591968,8,-8.607404246926308,6680
70026,61.36,-61.32,,,,0.04,,,592160,8,,6684
70031,61.1,-61.06,,,,0.04,,,592448,8,,6688
70037,60.97,-60.93,,,,0.04,,,592768,8,,6692
70042,61.45,-61.42,,,,0.03,,,593024,8,,6696
70046,61.27,-61.24,,,,0.03,,,593248,8,,6700
70050,61.02,-60.98,,,,0.04,,,593472,8,,6704
70055,60.42,-60.38,,,,0.04,,,593632,8,,6708
70059,60.15,-60.11,,,,0.04,,,593888,8,,6712
70266,59.7,-59.65,0.23480828618630767,0.0001,9.849436819553375,0.05,0.15777799976058304,18560,594048,8,-8.634871572256088,6716
70271,59.71,-59.66,,,,0.05,,,594336,8,,6720
70275,59.4,-59.35,,,,0.05,,,594528,8,,6724
70282,60.01,-59.96,,,,0.05,,,594912,8,,6728
70286,59.42,-59.37,,,,0.05,,,595072,8,,6732
70294,59.25,-59.2,,,,0.05,,,595456,8,,6736
70296,59.2,-59.15,,,,0.05,,,595584,8,,6740
70301,59.55,-59.5,,,,0.05,,,595872,8,,6744
70506,59.9,-59.86,0.2467843188205734,0.0001,9.869167000055313,0.04,0.15678601735271513,18624,596000,8,-8.661374032497406,6748
70511,59.73,-59.69,,,,0.04,,,596224,8,,6752
70516,60.08,-60.05,,,,0.03,,,596512,8,,6756
70526,59.97,-59.93,,,,0.04,,,596992,8,,6760
70529,60.21,-60.18,,,,0.03,,,597152,8,,6764
70532,60.25,-60.22,,,,0.03,,,597344,8,,6768
70538,61.04,-61.01,,,,0.03,,,597664,8,,6772
70542,60.72,-60.69,,,,0.03,,,597856,8,,6776
70750,60.32,-60.27,0.26355597586371005,0.0001,9.90704396367073,0.05,0.155799544416368,18688,598144,8,-8.683304354548454,6780
70752,60.3,-60.25,,,,0.05,,,598272,8,,6784
70759,60.41,-60.36,,,,0.05,,,598592,8,,6788
70763,60.4,-60.35,,,,0.05,,,598784,8,,6792
70769,60.81,-60.76,,,,0.05,,,599104,8,,6796
70774,61.29,-61.24,,,,0.05,,,599392,8,,6800
