train/ent_coef_loss,train/critic_loss,time/episodes,time/total_timesteps,train/learning_rate,time/fps,time/time_elapsed,rollout/ep_len_mean,train/ent_coef,train/n_updates,rollout/ep_rew_mean,train/actor_loss,rollout/success_rate
,,1448,140640,,10,12999,96.18,,,-96.09,,0.09
,,1452,140800,,10,13003,96.18,,,-96.09,,0.09
-2.213627692312002,0.08595845731906593,1456,141504,0.0001,10,13169,96.79,0.6450447766110301,4416,-96.71,-8.178064972162247,0.08
,,1460,141728,,10,13174,96.46,,,-96.38,,0.08
,,1464,141984,,10,13181,95.81,,,-95.72,,0.09
,,1468,142336,,10,13190,95.81,,,-95.72,,0.09
,,1472,142816,,10,13201,95.81,,,-95.72,,0.09
,,1476,143008,,10,13206,95.81,,,-95.72,,0.09
-2.246190909296274,0.09360751835629344,1480,143808,0.0001,10,13366,95.81,0.6409300165250897,4480,-95.72,-8.021569855511189,0.09
,,1484,144000,,10,13371,95.81,,,-95.72,,0.09
,,1488,144608,,10,13385,96.15,,,-96.07,,0.08
,,1492,144928,,10,13393,96.5,,,-96.43,,0.07
,,1496,145184,,10,13400,96.5,,,-96.43,,0.07
-2.2785882465541363,0.097704631567467,1500,145536,0.0001,10,13551,96.65,0.636841306462884,4544,-96.59,-7.84841288626194,0.06
,,1504,146016,,10,13562,97.23,,,-97.18,,0.05
,,1508,146208,,10,13567,97.23,,,-97.18,,0.05
,,1512,146816,,10,13580,96.68,,,-96.62,,0.06
,,1516,147136,,10,13588,97.2,,,-97.15,,0.05
,,1520,147296,,10,13593,97.19,,,-97.14,,0.05
-2.3107018433511257,0.09035640541696921,1524,147936,0.0001,10,13750,96.21,0.6327793067321181,4608,-96.14,-7.664128057658672,0.07
,,1528,148192,,10,13756,96.49,,,-96.43,,0.06
,,1532,148512,,10,13764,96.49,,,-96.43,,0.06
,,1536,149088,,10,13777,96.49,,,-96.43,,0.06
,,1540,149344,,10,13784,96.49,,,-96.43,,0.06
-2.343091458082199,0.08679531241068617,1544,149984,0.0001,10,13942,95.85,0.6287426874041557,4672,-95.78,-7.477844662964344,0.07
,,1548,150240,,10,13948,95.85,,,-95.78,,0.07
,,1552,150464,,10,13954,96.21,,,-96.15,,0.06
,,1556,151104,,10,13968,96.21,,,-96.15,,0.06
,,1560,151360,,10,13974,96.9,,,-96.85,,0.05
-2.3749715760350227,0.08322081441292539,1564,151648,0.0001,10,14124,97.55,0.6247322596609592,4736,-97.51,-7.2971725687384605,0.04
,,1568,152288,,10,14139,97.55,,,-97.51,,0.04
,,1572,152544,,10,14145,97.53,,,-97.49,,0.04
,,1576,153024,,10,14156,95.93,,,-95.86,,0.07
,,1580,153216,,10,14161,95.93,,,-95.86,,0.07
,,1584,153536,,10,14168,95.93,,,-95.86,,0.07
-2.407801803201437,0.08715787000255659,1588,154208,0.0001,10,14326,96.2,0.6207473920658231,4800,-96.13,-7.120854049921036,0.07
,,1592,154336,,10,14330,95.53,,,-95.45,,0.08
,,1596,154592,,10,14337,95.53,,,-95.45,,0.08
,,1600,154976,,10,14346,95.53,,,-95.45,,0.08
,,1604,155616,,10,14360,95.13,,,-95.04,,0.09
-2.439468339085579,0.08467015571659431,1608,155904,0.0001,10,14512,95.13,0.616787631995976,4864,-95.04,-6.950183093547821,0.09
,,1612,156288,,10,14520,95.68,,,-95.6,,0.08
,,1616,156640,,10,14529,95.03,,,-94.94,,0.09
,,1620,156800,,10,14533,94.63,,,-94.53,,0.1
,,1624,157472,,10,14547,95.61,,,-95.53,,0.08
-2.4723398946225643,0.08446305932011455,1628,157728,0.0001,10,14697,95.61,0.6128535317257047,4928,-95.53,-6.811453722417355,0.08
,,1632,157888,,10,14702,95.23,,,-95.14,,0.09
,,1636,158176,,10,14709,94.09,,,-93.98,,0.11
,,1640,158848,,10,14723,93.51,,,-93.39,,0.12
,,1644,159264,,10,14733,94.15,,,-94.04,,0.11
,,1648,159584,,10,14741,94.15,,,-94.04,,0.11
-2.504761792719364,0.08797901752404869,1652,159840,0.0001,10,14891,94.02,0.6089439196512103,4992,-93.9,-6.645325556397438,0.12
,,1656,160640,,10,14908,93.98,,,-93.86,,0.12
,,1660,160928,,10,14915,93.98,,,-93.86,,0.12
,,1664,161088,,10,14920,93.98,,,-93.86,,0.12
,,1668,161376,,10,14927,93.57,,,-93.44,,0.13
-2.53738159686327,0.08568250155076385,1672,162016,0.0001,10,15085,93.57,0.6050588004291058,5056,-93.44,-6.481059469282627,0.13
,,1676,162208,,10,15090,94.4,,,-94.29,,0.11
,,1680,162784,,10,15103,95.17,,,-95.07,,0.1
,,1684,163040,,10,15109,95.17,,,-95.07,,0.1
,,1688,163808,,10,15126,94.99,,,-94.88,,0.11
-2.567988209426403,0.08447044948115945,1692,164128,0.0001,10,15277,95.66,0.6011994304135442,5120,-95.56,-6.318095356225967,0.1
,,1696,164288,,10,15281,95.66,,,-95.56,,0.1
,,1700,164512,,10,15287,95.21,,,-95.1,,0.11
,,1704,164832,,10,15294,95.08,,,-94.97,,0.11
,,1708,165312,,10,15305,95.08,,,-94.97,,0.11
,,1712,165664,,10,15314,94.55,,,-94.43,,0.12
-2.6014193817973137,0.08068377600284293,1716,166112,0.0001,10,15466,94.03,0.5973651893436909,5184,-93.9,-6.160609848797321,0.13
,,1720,166400,,10,15473,95.09,,,-94.98,,0.11
,,1724,167072,,10,15489,95.09,,,-94.98,,0.11
,,1728,167392,,10,15497,94.49,,,-94.37,,0.12
,,1732,167584,,10,15502,95.49,,,-95.39,,0.1
,,1736,167776,,10,15507,96.01,,,-95.92,,0.09
-2.6330738589167595,0.07643422030378133,1740,168448,0.0001,10,15665,96.59,0.5935550853610039,5248,-96.51,-5.984874345362186,0.08
,,1744,168832,,10,15674,96.59,,,-96.51,,0.08
,,1748,169312,,10,15685,96.59,,,-96.51,,0.08
,,1752,169600,,10,15691,96.72,,,-96.65,,0.07
-2.66598242521286,0.07942146388813853,1756,170208,0.0001,10,15849,95.99,0.5897693848237395,5312,-95.9,-5.820559710264206,0.09
,,1760,170336,,10,15853,95.99,,,-95.9,,0.09
,,1764,170752,,10,15862,95.99,,,-95.9,,0.09
,,1768,170976,,10,15867,96.42,,,-96.34,,0.08
,,1772,171616,,10,15881,96.42,,,-96.34,,0.08
,,1776,172032,,10,15891,96.42,,,-96.34,,0.08
-2.6977125741541386,0.0772142795030959,1780,172512,0.0001,10,16046,96.42,0.5860070139169693,5376,-96.34,-5.652612611651421,0.08
,,1784,172800,,10,16053,96.42,,,-96.34,,0.08
,,1788,173120,,10,16061,95.67,,,-95.58,,0.09
,,1792,173440,,10,16069,95.47,,,-95.37,,0.1
,,1796,173792,,10,16077,95.47,,,-95.37,,0.1
-2.730319943279028,0.07374955480918288,1800,174112,0.0001,10,16228,95.92,0.5822696257382631,5440,-95.83,-5.498678423464298,0.09
,,1804,174784,,10,16243,96.45,,,-96.37,,0.08
,,1808,175232,,10,16254,96.45,,,-96.37,,0.08
,,1812,175712,,10,16264,96.98,,,-96.91,,0.07
,,1816,176000,,10,16271,97.38,,,-97.32,,0.06
-2.7627496160566807,0.07347030623350292,1820,176256,0.0001,10,16421,97.38,0.5785555290058255,5504,-97.32,-5.35990933328867,0.06
,,1824,176640,,10,16430,97.38,,,-97.32,,0.06
,,1828,176992,,10,16438,97.42,,,-97.36,,0.06
,,1832,177184,,10,16443,97.42,,,-97.36,,0.06
,,1836,177568,,10,16452,96.97,,,-96.9,,0.07
,,1840,178112,,10,16465,96.4,,,-96.32,,0.08
-2.7944221571087837,0.0789799380581826,1844,178464,0.0001,10,16618,95.97,0.5748653961345553,5568,-95.88,-5.194504640996456,0.09
,,1848,179040,,10,16630,95.97,,,-95.88,,0.09
,,1852,179232,,10,16635,95.97,,,-95.88,,0.09
,,1856,179520,,10,16643,96.39,,,-96.31,,0.08
,,1860,179904,,10,16652,96.39,,,-96.31,,0.08
-2.8271648213267326,0.07236067741177976,1864,180352,0.0001,10,16804,96.39,0.5711991377174854,5632,-96.31,-5.063364744186401,0.08
,,1868,180768,,10,16814,96.39,,,-96.31,,0.08
,,1872,181312,,10,16826,96.39,,,-96.31,,0.08
,,1876,181664,,10,16834,96.39,,,-96.31,,0.08
,,1880,182240,,10,16847,96.39,,,-96.31,,0.08
-2.859172347933054,0.07041833712719381,1884,182432,0.0001,10,16994,96.39,0.5675558717921376,5696,-96.31,-4.901679024100304,0.08
,,1888,182560,,10,16998,96.59,,,-96.52,,0.07
,,1892,183072,,10,17009,96.79,,,-96.73,,0.06
,,1896,183424,,10,17017,96.79,,,-96.73,,0.06
,,1900,183776,,10,17026,96.79,,,-96.73,,0.06
-2.8916690573096275,0.06908622081391513,1904,184512,0.0001,10,17185,96.79,0.5639360453933477,5760,-96.73,-4.756219431757927,0.06
,,1908,184864,,10,17193,96.79,,,-96.73,,0.06
,,1912,185440,,10,17206,96.79,,,-96.73,,0.06
,,1916,185632,,10,17210,96.91,,,-96.85,,0.06
,,1920,185760,,10,17214,96.91,,,-96.85,,0.06
,,1924,186272,,10,17225,96.91,,,-96.85,,0.06
-2.9240352250635624,0.06671879376517609,1928,186592,0.0001,10,17376,97.0,0.5603385688737035,5824,-96.94,-4.6177059561014175,0.06
,,1932,186976,,10,17385,97.0,,,-96.94,,0.06
,,1936,187584,,10,17398,97.45,,,-97.4,,0.05
,,1940,188032,,10,17408,98.02,,,-97.98,,0.04
-2.9557630084455013,0.06829465110786259,1944,188640,0.0001,10,17565,98.42,0.5567646790295839,5888,-98.39,-4.468828484416008,0.03
,,1948,188832,,10,17569,98.42,,,-98.39,,0.03
,,1952,188960,,10,17573,98.42,,,-98.39,,0.03
,,1956,189472,,10,17585,98.77,,,-98.75,,0.02
,,1960,189792,,10,17593,98.77,,,-98.75,,0.02
,,1964,190176,,10,17602,98.77,,,-98.75,,0.02
,,1968,190432,,10,17608,98.24,,,-98.21,,0.03
-2.98863086104393,0.06603799114236608,1972,190944,0.0001,10,17763,98.24,0.5532136056572199,5952,-98.21,-4.328639566898346,0.03
,,1976,191616,,10,17778,98.24,,,-98.21,,0.03
,,1980,192000,,10,17787,98.24,,,-98.21,,0.03
,,1984,192160,,10,17791,98.24,,,-98.21,,0.03
-3.0203663893043995,0.06512947817100212,1988,192640,0.0001,10,17946,98.51,0.5496848747134209,6016,-98.48,-4.187528766691685,0.03
,,1992,192992,,10,17954,98.51,,,-98.48,,0.03
,,1996,193312,,10,17962,98.51,,,-98.48,,0.03
,,2000,193536,,10,17968,98.0,,,-97.96,,0.04
,,2004,194112,,10,17980,98.0,,,-97.96,,0.04
-3.0530062206089497,0.06389690312789753,2008,194816,0.0001,10,18140,98.0,0.5461790794506669,6080,-97.96,-4.038433454930782,0.04
,,2012,195200,,10,18148,98.0,,,-97.96,,0.04
,,2016,195360,,10,18152,98.0,,,-97.96,,0.04
,,2020,195744,,10,18161,97.37,,,-97.32,,0.05
,,2024,196160,,10,18171,97.37,,,-97.32,,0.05
,,2028,196352,,10,18176,97.84,,,-97.8,,0.04
,,2032,196608,,10,18183,97.84,,,-97.8,,0.04
-3.085560631006956,0.0641650952748023,2036,197184,0.0001,10,18339,97.84,0.5426950175315142,6144,-97.8,-3.898104663938284,0.04
,,2040,197632,,10,18350,97.55,,,-97.5,,0.05
,,2044,198240,,10,18363,97.02,,,-96.96,,0.06
,,2048,198528,,10,18370,97.02,,,-96.96,,0.06
-3.1178073920309544,0.06396373885218054,2052,198848,0.0001,10,18521,97.02,0.5392332188785076,6208,-96.96,-3.751584842801094,0.06
,,2056,199072,,10,18526,96.74,,,-96.68,,0.06
,,2060,199392,,10,18534,96.74,,,-96.68,,0.06
,,2064,199776,,10,18543,96.74,,,-96.68,,0.06
,,2068,200384,,10,18556,96.69,,,-96.63,,0.06
,,2072,200544,,10,18560,96.0,,,-95.93,,0.07
-3.1497955955564976,0.06226742087164894,2076,201216,0.0001,10,18718,96.0,0.5357936546206474,6272,-95.93,-3.604120098054409,0.07
,,2080,201536,,10,18725,94.8,,,-94.71,,0.09
,,2084,201728,,10,18730,94.8,,,-94.71,,0.09
,,2088,202048,,10,18737,95.26,,,-95.18,,0.08
,,2092,202304,,10,18744,95.26,,,-95.18,,0.08
,,2096,202752,,10,18754,95.26,,,-95.18,,0.08
-3.1825553849339485,0.0628068582736887,2100,202976,0.0001,10,18903,95.55,0.532375612296164,6336,-95.48,-3.4710769206285477,0.07
,,2104,203744,,10,18920,95.55,,,-95.48,,0.07
,,2108,204160,,10,18930,94.89,,,-94.8,,0.09
,,2112,204640,,10,18941,94.38,,,-94.28,,0.1
-3.214638829231262,0.0638370155938901,2116,204864,0.0001,10,19090,94.38,0.5289793405681849,6400,-94.28,-3.334093052893877,0.1
,,2120,205056,,10,19094,95.01,,,-94.92,,0.09
,,2124,205472,,10,19104,95.01,,,-94.92,,0.09
,,2128,205792,,10,19112,95.01,,,-94.92,,0.09
,,2132,206176,,10,19120,95.01,,,-94.92,,0.09
-3.247610155493021,0.06187448080163449,2136,206912,0.0001,10,19280,94.51,0.5256046419963241,6464,-94.41,-3.1908068917691708,0.1
,,2140,207232,,10,19288,94.8,,,-94.71,,0.09
,,2144,207744,,10,19300,95.36,,,-95.28,,0.08
,,2148,207936,,10,19305,94.9,,,-94.81,,0.09
,,2152,208128,,10,19310,94.9,,,-94.81,,0.09
,,2156,208480,,10,19318,94.71,,,-94.61,,0.1
-3.279282685369253,0.06102486507734284,2160,208960,0.0001,10,19472,94.71,0.5222514728084207,6528,-94.61,-3.0503920763731003,0.1
,,2164,209152,,10,19477,94.06,,,-93.95,,0.11
,,2168,209536,,10,19486,94.36,,,-94.25,,0.11
,,2172,210176,,10,19500,95.05,,,-94.95,,0.1
,,2176,210816,,10,19514,95.05,,,-94.95,,0.1
-3.3119894303381443,0.06045266042929143,2180,211040,0.0001,10,19662,96.25,0.5189197706058621,6592,-96.17,-2.9152152724564075,0.08
,,2184,211328,,10,19669,96.25,,,-96.17,,0.08
,,2188,211680,,10,19677,96.25,,,-96.17,,0.08
,,2192,212160,,10,19688,96.25,,,-96.17,,0.08
,,2196,212352,,10,19693,96.25,,,-96.17,,0.08
,,2200,212608,,10,19699,95.87,,,-95.78,,0.09
-3.343617368489504,0.06131124118110165,2204,213312,0.0001,10,19858,95.52,0.5156094236299396,6656,-95.42,-2.7791834324598312,0.1
,,2208,213472,,10,19862,95.57,,,-95.48,,0.09
,,2212,214016,,10,19874,95.63,,,-95.54,,0.09
,,2216,214400,,10,19883,95.63,,,-95.54,,0.09
,,2220,214656,,10,19889,95.2,,,-95.1,,0.1
,,2224,214880,,10,19895,94.97,,,-94.86,,0.11
-3.376305852085352,0.05989366507856175,2228,215392,0.0001,10,20048,94.97,0.5123204616829753,6720,-94.86,-2.6470589451491833,0.11
,,2232,215808,,10,20058,94.97,,,-94.86,,0.11
,,2236,216512,,10,20074,95.47,,,-95.37,,0.1
,,2240,216672,,10,20078,95.47,,,-95.37,,0.1
-3.4079945906996727,0.05949120502918959,2244,217216,0.0001,10,20233,94.94,0.5090523939579725,6784,-94.83,-2.510496161878109,0.11
,,2248,217440,,10,20238,95.4,,,-95.3,,0.1
,,2252,217760,,10,20246,95.4,,,-95.3,,0.1
,,2256,218048,,10,20253,95.87,,,-95.78,,0.09
,,2260,218272,,10,20259,95.47,,,-95.37,,0.1
,,2264,218752,,10,20269,95.17,,,-95.06,,0.11
,,2268,219008,,10,20276,94.83,,,-94.72,,0.11
-3.4409994706511497,0.05992390448227525,2272,219712,0.0001,10,20434,94.28,0.505805297754705,6848,-94.16,-2.37915201485157,0.12
,,2276,220096,,10,20443,94.28,,,-94.16,,0.12
,,2280,220416,,10,20451,93.51,,,-93.38,,0.13
,,2284,220800,,10,20459,93.51,,,-93.38,,0.13
,,2288,221120,,10,20467,92.93,,,-92.79,,0.14
-3.4728452004492283,0.059905864065513015,2292,221344,0.0001,10,20615,92.93,0.5025787185877562,6912,-92.79,-2.2505344189703465,0.14
,,2296,221536,,10,20620,92.93,,,-92.79,,0.14
,,2300,222112,,10,20633,93.51,,,-93.37,,0.14
,,2304,222304,,10,20637,93.86,,,-93.73,,0.13
-3.505242556333542,0.06033640925306827,2308,223296,0.0001,10,20802,94.47,0.49937273748219013,6976,-94.35,-2.120340723544359,0.12
,,2312,223616,,10,20810,94.92,,,-94.81,,0.11
,,2316,223840,,10,20815,94.75,,,-94.63,,0.12
,,2320,224128,,10,20821,94.36,,,-94.23,,0.13
,,2324,224448,,10,20828,94.59,,,-94.47,,0.12
,,2328,224672,,10,20834,94.59,,,-94.47,,0.12
,,2332,225152,,10,20845,93.83,,,-93.7,,0.13
-3.5370577722787857,0.06016273202840239,2336,225408,0.0001,10,20996,93.83,0.4961876575835049,7040,-93.7,-1.9966144934296608,0.13
,,2340,225696,,10,21003,92.63,,,-92.48,,0.15
,,2344,226560,,10,21022,92.63,,,-92.48,,0.15
,,2348,226816,,10,21028,92.63,,,-92.48,,0.15
,,2352,227040,,10,21034,92.63,,,-92.48,,0.15
-3.571315534412861,0.1118696429184638,2356,227520,0.0001,10,21188,92.63,0.4930223850533366,7104,-92.48,-1.7283697910606861,0.15
,,2360,227872,,10,21196,93.03,,,-92.89,,0.14
,,2364,228352,,10,21207,93.98,,,-93.86,,0.12
,,2368,228608,,10,21213,94.58,,,-94.47,,0.11
,,2372,228896,,10,21220,94.58,,,-94.47,,0.11
-3.6028555668890476,0.05122392618795857,2376,229696,0.0001,10,21380,94.58,0.48987653385847807,7168,-94.47,-1.5726520456373692,0.11
,,2380,229952,,10,21386,95.35,,,-95.25,,0.1
,,2384,230240,,10,21393,95.35,,,-95.25,,0.1
,,2388,230720,,10,21404,95.93,,,-95.84,,0.09
,,2392,231072,,10,21413,95.93,,,-95.84,,0.09
,,2396,231392,,10,21420,95.29,,,-95.19,,0.1
-3.6354274339973927,0.05091620690654963,2400,231712,0.0001,10,21569,95.31,0.4867508243769407,7232,-95.22,-1.470605568960309,0.09
,,2404,231936,,10,21575,95.31,,,-95.22,,0.09
,,2408,232608,,10,21589,95.31,,,-95.22,,0.09
,,2412,233088,,10,21601,95.31,,,-95.22,,0.09
,,2416,233440,,10,21609,95.64,,,-95.57,,0.07
-3.6670634783804417,0.049587194283958524,2420,233920,0.0001,10,21761,96.3,0.4836451159790158,7296,-96.24,-1.3558297511190176,0.06
,,2424,234144,,10,21767,96.02,,,-95.95,,0.07
,,2428,234368,,10,21772,96.02,,,-95.95,,0.07
,,2432,234912,,10,21784,96.71,,,-96.64,,0.07
,,2436,235104,,10,21789,96.71,,,-96.64,,0.07
-3.6989989578723907,0.04956922773271799,2440,235808,0.0001,10,21946,97.91,0.48056017654016614,7360,-97.86,-1.2396011762320995,0.05
,,2444,236224,,10,21955,98.02,,,-97.97,,0.05
,,2448,236576,,10,21964,98.02,,,-97.97,,0.05
,,2452,236800,,10,21969,98.02,,,-97.97,,0.05
,,2456,237312,,10,21981,98.02,,,-97.97,,0.05
,,2460,237536,,10,21986,98.02,,,-97.97,,0.05
-3.7320133857429028,0.04915073822485283,2464,238112,0.0001,10,22141,98.02,0.4774943822994828,7424,-97.97,-1.1232403609901667,0.05
,,2468,238304,,10,22145,98.04,,,-97.99,,0.05
,,2472,239008,,10,22160,98.59,,,-98.55,,0.04
,,2476,239424,,10,22169,97.98,,,-97.93,,0.05
,,2480,239616,,10,22174,97.98,,,-97.93,,0.05
-3.7634324356913567,0.049925995292142034,2484,239840,0.0001,10,22321,97.52,0.474448477383703,7488,-97.46,-1.013737628236413,0.06
,,2488,240320,,10,22332,97.34,,,-97.28,,0.06
,,2492,240672,,10,22340,97.34,,,-97.28,,0.06
,,2496,240992,,10,22347,97.47,,,-97.41,,0.06
,,2500,241312,,10,22354,96.58,,,-96.5,,0.08
,,2504,241664,,10,22363,95.89,,,-95.8,,0.09
-3.79546532779932,0.050523830752354115,2508,242144,0.0001,10,22515,95.63,0.47142224619165063,7552,-95.54,-0.8974996609613299,0.09
,,2512,242624,,10,22526,95.63,,,-95.54,,0.09
,,2516,243040,,10,22535,95.63,,,-95.54,,0.09
,,2520,243200,,10,22539,95.63,,,-95.54,,0.09
,,2524,243648,,10,22549,95.87,,,-95.79,,0.08
-3.827590074390173,0.05015649105189368,2528,244192,0.0001,10,22703,95.87,0.46841558115556836,7616,-95.79,-0.7909961249679327,0.08
,,2532,244448,,10,22709,95.23,,,-95.14,,0.09
,,2536,244704,,10,22715,95.3,,,-95.22,,0.08
,,2540,245120,,10,22724,95.3,,,-95.22,,0.08
,,2544,245760,,10,22738,95.72,,,-95.65,,0.07
-3.859388142824173,0.05051112821092829,2548,246240,0.0001,10,22890,95.72,0.46542840730398893,7680,-95.65,-0.6691922321915627,0.07
,,2552,246368,,10,22893,95.72,,,-95.65,,0.07
,,2556,246848,,10,22904,95.72,,,-95.65,,0.07
,,2560,247392,,10,22916,95.72,,,-95.65,,0.07
,,2564,247616,,10,22922,95.05,,,-94.97,,0.08
,,2568,247808,,10,22927,95.05,,,-94.97,,0.08
-3.8931462205946445,0.05052167840767652,2572,248096,0.0001,10,23075,95.05,0.46245997585356236,7744,-94.97,-0.5635971552692354,0.08
,,2576,248608,,10,23086,95.52,,,-95.45,,0.07
,,2580,249216,,10,23099,95.3,,,-95.23,,0.07
,,2584,249440,,10,23104,95.3,,,-95.23,,0.07
-3.925017762929201,0.05145283543970436,2588,250016,0.0001,10,23259,95.48,0.4595094686374068,7808,-95.41,-0.4471995593048632,0.07
,,2592,250528,,10,23271,95.48,,,-95.41,,0.07
,,2596,250816,,10,23278,95.99,,,-95.93,,0.06
,,2600,251008,,10,23283,96.88,,,-96.84,,0.04
,,2604,251296,,10,23289,97.57,,,-97.54,,0.03
,,2608,251808,,10,23301,97.83,,,-97.8,,0.03
-3.956952080130577,0.052139834326226264,2612,252416,0.0001,10,23456,97.83,0.456578325945884,7872,-97.8,-0.3412877437658608,0.03
,,2616,252640,,10,23461,97.83,,,-97.8,,0.03
,,2620,253120,,10,23472,97.2,,,-97.16,,0.04
,,2624,253472,,10,23479,97.05,,,-97.0,,0.05
,,2628,253824,,10,23488,97.49,,,-97.45,,0.04
-3.9897257685661316,0.053849254676606506,2632,254112,0.0001,10,23636,97.49,0.453665800858289,7936,-97.45,-0.2301675472408533,0.04
,,2636,254496,,10,23645,97.49,,,-97.45,,0.04
,,2640,254944,,10,23655,97.26,,,-97.21,,0.05
,,2644,255328,,10,23664,96.19,,,-96.12,,0.07
,,2648,255616,,10,23670,96.19,,,-96.12,,0.07
,,2652,255936,,10,23678,96.19,,,-96.12,,0.07
-4.021830432116985,0.05432294373167679,2656,256512,0.0001,10,23831,95.56,0.45077186124399304,8000,-95.48,-0.11005859967553988,0.08
,,2660,256928,,10,23841,95.56,,,-95.48,,0.08
,,2664,257248,,10,23849,96.23,,,-96.16,,0.07
,,2668,257504,,10,23855,96.23,,,-96.16,,0.07
-4.0540895238518715,0.05241516750538722,2672,258144,0.0001,10,24010,96.23,0.44789632968604565,8064,-96.16,0.016143290609761607,0.07
,,2676,258400,,10,24016,96.37,,,-96.3,,0.07
,,2680,258816,,10,24025,96.02,,,-95.94,,0.08
,,2684,259104,,10,24032,96.48,,,-96.41,,0.07
,,2688,259616,,10,24043,96.48,,,-96.41,,0.07
,,2692,259936,,10,24051,96.48,,,-96.41,,0.07
-4.0864083096385,0.053488686855416745,2696,260224,0.0001,10,24199,96.48,0.4450391032733023,8128,-96.41,0.13692627497948706,0.07
,,2700,260704,,10,24209,96.48,,,-96.41,,0.07
,,2704,261120,,10,24219,95.26,,,-95.17,,0.09
,,2708,261344,,10,24224,94.64,,,-94.54,,0.1
,,2712,261792,,10,24234,94.64,,,-94.54,,0.1
,,2716,262016,,10,24240,94.64,,,-94.54,,0.1
-4.11969780921936,0.054018894326873124,2720,262336,0.0001,10,24389,95.27,0.4421999268233776,8192,-95.18,0.26591330696828663,0.09
,,2724,262816,,10,24399,94.84,,,-94.75,,0.09
,,2728,263392,,10,24411,94.11,,,-94.01,,0.1
,,2732,263712,,10,24419,94.31,,,-94.21,,0.1
,,2736,264096,,10,24427,94.31,,,-94.21,,0.1
-4.151320762932301,0.05511967092752457,2740,264448,0.0001,10,24577,94.54,0.43937868205830455,8256,-94.45,0.38718313816934824,0.09
,,2744,264800,,10,24585,95.61,,,-95.54,,0.07
,,2748,265216,,10,24594,95.61,,,-95.54,,0.07
,,2752,265536,,10,24602,95.61,,,-95.54,,0.07
,,2756,266016,,10,24612,96.24,,,-96.18,,0.06
-4.182905077934265,0.07965579390292987,2760,266528,0.0001,10,24765,95.72,0.43657591193914413,8320,-95.65,0.557371285976842,0.07
,,2764,266912,,10,24773,95.72,,,-95.65,,0.07
,,2768,267296,,10,24782,95.72,,,-95.65,,0.07
,,2772,267552,,10,24788,95.72,,,-95.65,,0.07
,,2776,267776,,10,24794,95.04,,,-94.96,,0.08
,,2780,268224,,10,24803,95.61,,,-95.54,,0.07
-4.216414697468281,0.054325237637385726,2784,268704,0.0001,10,24955,95.61,0.43379068141803145,8384,-95.54,0.5956087112426758,0.07
,,2788,269024,,10,24962,94.66,,,-94.57,,0.09
,,2792,269216,,10,24967,94.33,,,-94.23,,0.1
,,2796,269696,,10,24978,94.32,,,-94.22,,0.1
,,2800,270304,,10,24991,94.32,,,-94.22,,0.1
-4.248652823269367,0.052386358205694705,2804,270624,0.0001,10,25140,94.85,0.431023012381047,8448,-94.75,0.7434505904093385,0.1
,,2808,270848,,10,25146,95.02,,,-94.92,,0.1
,,2812,271200,,10,25153,95.02,,,-94.92,,0.1
,,2816,271776,,10,25165,95.02,,,-94.92,,0.1
,,2820,271968,,10,25170,95.02,,,-94.92,,0.1
,,2824,272320,,10,25179,94.71,,,-94.6,,0.11
-4.281042158603668,0.054481905477587134,2828,272544,0.0001,10,25325,95.42,0.4282730668783188,8512,-95.32,0.8679597284644842,0.1
,,2832,273024,,10,25336,95.17,,,-95.06,,0.11
,,2836,273760,,10,25352,95.17,,,-95.06,,0.11
,,2840,273952,,10,25356,94.76,,,-94.64,,0.12
,,2844,274144,,10,25361,94.76,,,-94.64,,0.12
-4.313565269112587,0.054830759996548295,2848,274624,0.0001,10,25512,93.65,0.4255404258146882,8576,-93.51,0.9948216751217842,0.14
,,2852,275040,,10,25521,93.65,,,-93.51,,0.14
,,2856,275296,,10,25527,93.65,,,-93.51,,0.14
,,2860,275616,,10,25535,94.17,,,-94.04,,0.13
,,2864,276096,,10,25545,93.81,,,-93.67,,0.14
-4.345595188438892,0.05504751770058647,2868,276704,0.0001,10,25701,93.53,0.4228252675384283,8640,-93.38,1.112364610657096,0.15
,,2872,277120,,10,25711,93.53,,,-93.38,,0.15
,,2876,277344,,10,25716,94.21,,,-94.07,,0.14
,,2880,277824,,10,25726,94.21,,,-94.07,,0.14
,,2884,278240,,10,25736,94.21,,,-94.07,,0.14
,,2888,278368,,10,25739,94.57,,,-94.44,,0.13
-4.377119816839695,0.056971224083099514,2892,278720,0.0001,10,25889,94.9,0.4201279184781015,8704,-94.78,1.2239052802324295,0.12
,,2896,278944,,10,25894,94.91,,,-94.79,,0.12
,,2900,279424,,10,25905,94.63,,,-94.5,,0.13
,,2904,279808,,10,25914,93.6,,,-93.46,,0.14
,,2908,280352,,10,25926,94.05,,,-93.92,,0.13
-4.409064032137394,0.05791273672366515,2912,280768,0.0001,10,26076,94.05,0.4174480023793876,8768,-93.92,1.3486612923443317,0.13
,,2916,281216,,10,26086,94.05,,,-93.92,,0.13
,,2920,281536,,10,26094,94.01,,,-93.88,,0.13
,,2924,281920,,10,26103,94.96,,,-94.85,,0.11
,,2928,282144,,10,26108,94.96,,,-94.85,,0.11
,,2932,282624,,10,26119,95.21,,,-95.11,,0.1
