train/ent_coef_loss,train/critic_loss,time/episodes,time/total_timesteps,train/learning_rate,time/fps,time/time_elapsed,rollout/ep_len_mean,train/ent_coef,train/n_updates,rollout/ep_rew_mean,train/actor_loss,rollout/success_rate
-4.442785516381264,0.05772112344857305,2936,283008,0.0001,10,26269,95.21,0.4147850046865642,8832,-95.11,1.4567313939332962,0.1
,,2940,283552,,10,26281,95.62,,,-95.53,,0.09
,,2944,283776,,10,26287,95.13,,,-95.03,,0.1
,,2948,284224,,10,26297,95.5,,,-95.41,,0.09
,,2952,284576,,10,26305,94.78,,,-94.68,,0.1
-4.473747588694096,0.05958221910987049,2956,284768,0.0001,10,26451,94.78,0.41213892586529255,8896,-94.68,1.5637609474360943,0.1
,,2960,285120,,10,26459,94.52,,,-94.41,,0.11
,,2964,285696,,10,26472,94.88,,,-94.78,,0.1
,,2968,286016,,10,26479,95.16,,,-95.07,,0.09
,,2972,286304,,10,26486,94.6,,,-94.5,,0.1
-4.507502265274525,0.06037389807170257,2976,286848,0.0001,10,26639,94.17,0.4095099065452814,8960,-94.06,1.6644112076610327,0.11
,,2980,287200,,10,26647,94.17,,,-94.06,,0.11
,,2984,287616,,10,26656,94.17,,,-94.06,,0.11
,,2988,287840,,10,26661,94.27,,,-94.16,,0.11
,,2992,288320,,10,26672,94.27,,,-94.16,,0.11
,,2996,288544,,10,26677,94.27,,,-94.16,,0.11
-4.5390839874744415,0.060910125030204654,3000,289024,0.0001,10,26829,94.55,0.4068971932865679,9024,-94.45,1.7688336428254843,0.1
,,3004,289504,,10,26839,95.75,,,-95.67,,0.08
,,3008,289824,,10,26847,95.22,,,-95.13,,0.09
,,3012,290176,,10,26855,95.22,,,-95.13,,0.09
,,3016,290624,,10,26865,94.69,,,-94.59,,0.1
-4.5722504779696465,0.06290013965917751,3020,290848,0.0001,10,27011,94.69,0.40430129459127784,9088,-94.59,1.9002894088625908,0.1
,,3024,291168,,10,27018,94.69,,,-94.59,,0.1
,,3028,291680,,10,27029,94.69,,,-94.59,,0.1
,,3032,292224,,10,27041,94.69,,,-94.59,,0.1
,,3036,292608,,10,27050,94.03,,,-93.92,,0.11
-4.604192294180393,0.06620334956096485,3040,292896,0.0001,10,27197,94.03,0.40172157902270555,9152,-93.92,2.0061155892908573,0.11
,,3044,293344,,10,27208,94.52,,,-94.42,,0.1
,,3048,293792,,10,27218,95.26,,,-95.17,,0.09
,,3052,294016,,10,27223,95.98,,,-95.9,,0.08
,,3056,294336,,10,27230,95.98,,,-95.9,,0.08
,,3060,294880,,10,27241,95.71,,,-95.63,,0.08
-4.635575167834759,0.065281952614896,3064,295360,0.0001,10,27393,95.71,0.3991586538031697,9216,-95.63,2.115027032792568,0.08
,,3068,295744,,10,27402,95.44,,,-95.35,,0.09
,,3072,295904,,10,27406,96.0,,,-95.92,,0.08
,,3076,296224,,10,27414,95.95,,,-95.87,,0.08
,,3080,296800,,10,27426,95.95,,,-95.87,,0.08
-4.668440572917461,0.062585907173343,3084,297024,0.0001,10,27573,95.83,0.3966123382560909,9280,-95.75,2.232093282043934,0.08
,,3088,297248,,10,27578,95.2,,,-95.11,,0.09
,,3092,297536,,10,27585,94.49,,,-94.39,,0.1
,,3096,298080,,10,27596,94.49,,,-94.39,,0.1
,,3100,298624,,10,27608,94.49,,,-94.39,,0.1
,,3104,299008,,10,27617,95.01,,,-94.92,,0.09
-4.700080499053001,0.06925122329266742,3108,299232,0.0001,10,27763,95.16,0.3940819511190057,9344,-95.07,2.3354315236210823,0.09
,,3112,299584,,10,27772,94.59,,,-94.49,,0.1
,,3116,300192,,10,27785,94.63,,,-94.53,,0.1
,,3120,300224,,10,27786,94.63,,,-94.53,,0.1
,,3124,300608,,10,27794,94.06,,,-93.95,,0.11
-4.732092626392841,0.07551862415857613,3128,301120,0.0001,10,27947,94.06,0.3915682639926672,9408,-93.95,2.445594284683466,0.11
,,3132,301760,,10,27961,94.06,,,-93.95,,0.11
,,3136,301984,,10,27966,94.13,,,-94.02,,0.11
,,3140,302304,,10,27974,93.84,,,-93.72,,0.12
,,3144,302592,,10,27980,93.3,,,-93.17,,0.13
-4.764708615839481,0.1031630173092708,3148,303168,0.0001,10,28134,93.3,0.38907071435824037,9472,-93.17,2.590823445469141,0.13
,,3152,303424,,10,28140,93.3,,,-93.17,,0.13
,,3156,303616,,10,28145,93.3,,,-93.17,,0.13
,,3160,303936,,10,28153,93.3,,,-93.17,,0.13
,,3164,304896,,10,28173,93.3,,,-93.17,,0.13
-4.79747524112463,1.2586531257256866,3168,305184,0.0001,10,28321,93.57,0.3865887369029224,9536,-93.45,2.851926578208804,0.12
,,3172,305472,,10,28328,93.57,,,-93.45,,0.12
,,3176,305696,,10,28334,94.05,,,-93.94,,0.11
,,3180,305984,,10,28341,94.05,,,-93.94,,0.11
,,3184,306624,,10,28355,95.29,,,-95.2,,0.09
,,3188,306816,,10,28359,95.29,,,-95.2,,0.09
,,3192,307136,,10,28367,96.0,,,-95.92,,0.08
-4.830591268837452,0.2135231139836833,3196,308096,0.0001,10,28527,96.0,0.3841224927455187,9600,-95.92,1.666427107527852,0.08
,,3200,308384,,10,28534,96.0,,,-95.92,,0.08
,,3204,308672,,10,28541,95.84,,,-95.75,,0.09
,,3208,308832,,10,28545,96.22,,,-96.14,,0.08
,,3212,309024,,10,28550,96.25,,,-96.17,,0.08
-4.862318977713585,0.064915910246782,3216,309792,0.0001,10,28706,96.78,0.3816715027205646,9664,-96.71,2.131601817905903,0.07
,,3220,309888,,10,28709,96.78,,,-96.71,,0.07
,,3224,310208,,10,28716,97.01,,,-96.94,,0.07
,,3228,310944,,10,28732,97.01,,,-96.94,,0.07
-4.894840620458126,0.061799288261681795,3232,311424,0.0001,10,28883,96.47,0.37923632794991136,9728,-96.39,2.3744069561362267,0.08
,,3236,311776,,10,28891,96.34,,,-96.26,,0.08
,,3240,311904,,10,28894,96.63,,,-96.56,,0.07
,,3244,312192,,10,28901,97.17,,,-97.11,,0.06
,,3248,312704,,10,28912,96.45,,,-96.38,,0.07
,,3252,313024,,10,28920,96.45,,,-96.38,,0.07
,,3256,313248,,10,28925,96.45,,,-96.38,,0.07
-4.927885979413986,0.06109294143971056,3260,313536,0.0001,10,29072,96.45,0.3768167798407376,9792,-96.38,2.5841219425201416,0.07
,,3264,314400,,10,29091,96.47,,,-96.39,,0.08
,,3268,314784,,10,29099,96.47,,,-96.39,,0.08
,,3272,315072,,10,29106,96.47,,,-96.39,,0.08
,,3276,315296,,10,29112,96.0,,,-95.91,,0.09
-4.96006216108799,0.07374849694315344,3280,315456,0.0001,10,29256,96.0,0.37441226094961166,9856,-95.91,2.793940518051386,0.09
,,3284,316224,,10,29273,95.82,,,-95.73,,0.09
,,3288,316416,,10,29277,95.82,,,-95.73,,0.09
,,3292,316736,,10,29284,95.82,,,-95.73,,0.09
-4.992580458521843,0.06609147635754198,3296,317472,0.0001,10,29440,95.48,0.37202326906844974,9920,-95.38,3.0853918753564358,0.1
,,3300,317984,,10,29451,95.48,,,-95.38,,0.1
,,3304,318272,,10,29457,95.48,,,-95.38,,0.1
,,3308,318496,,10,29463,95.64,,,-95.55,,0.09
,,3312,318656,,10,29467,96.18,,,-96.1,,0.08
,,3316,319424,,10,29484,96.18,,,-96.1,,0.08
-5.025329656898975,0.06591644213767722,3320,319616,0.0001,10,29628,96.18,0.3696494661271572,9984,-96.1,3.2252301275730133,0.08
,,3324,319936,,10,29635,96.52,,,-96.45,,0.07
,,3328,320384,,10,29646,95.37,,,-95.28,,0.09
,,3332,320960,,10,29659,95.47,,,-95.38,,0.09
,,3336,321184,,10,29664,95.62,,,-95.53,,0.09
,,3340,321472,,10,29670,95.62,,,-95.53,,0.09
-5.056931123137474,0.06896429852349684,3344,321632,0.0001,10,29814,95.28,0.3672908921726048,10048,-95.18,3.3386035449802876,0.1
,,3348,321856,,10,29820,96.0,,,-95.91,,0.09
,,3352,322624,,10,29836,96.0,,,-95.91,,0.09
,,3356,323008,,10,29844,95.21,,,-95.1,,0.11
,,3360,323296,,10,29851,95.21,,,-95.1,,0.11
-5.087720215320587,0.07012167235370725,3364,324000,0.0001,10,30006,95.72,0.3649474657140672,10112,-95.63,3.449462614953518,0.09
,,3368,324224,,10,30012,95.72,,,-95.63,,0.09
,,3372,324576,,10,30020,95.72,,,-95.63,,0.09
,,3376,324832,,10,30026,96.19,,,-96.11,,0.08
,,3380,324992,,10,30030,95.81,,,-95.72,,0.09
-5.118931621313095,0.06637664861045778,3384,325824,0.0001,10,30187,95.99,0.3626195592805743,10176,-95.9,3.557489834725857,0.09
,,3388,326144,,10,30194,95.99,,,-95.9,,0.09
,,3392,326496,,10,30203,95.99,,,-95.9,,0.09
,,3396,327200,,10,30218,96.33,,,-96.25,,0.08
,,3400,327424,,10,30223,96.33,,,-96.25,,0.08
-5.1507024466991425,0.06595481518888846,3404,327744,0.0001,10,30370,95.73,0.3603070005774498,10240,-95.64,3.6603754200041294,0.09
,,3408,327936,,10,30375,95.2,,,-95.1,,0.1
,,3412,328192,,10,30382,95.2,,,-95.1,,0.1
,,3416,328704,,10,30392,95.2,,,-95.1,,0.1
,,3420,329088,,10,30400,95.2,,,-95.1,,0.1
,,3424,329696,,10,30414,95.2,,,-95.1,,0.1
-5.182769902050495,0.06784811272518709,3428,330400,0.0001,10,30569,96.35,0.3580094939097762,10304,-96.27,3.7669212967157364,0.08
,,3432,330624,,10,30574,96.59,,,-96.51,,0.08
,,3436,330816,,10,30579,97.16,,,-97.09,,0.07
,,3440,331104,,10,30586,97.16,,,-97.09,,0.07
,,3444,331392,,10,30593,97.5,,,-97.44,,0.06
,,3448,331712,,10,30600,96.95,,,-96.88,,0.07
-5.21495296061039,0.06670666061108932,3452,332224,0.0001,10,30751,97.01,0.35572645300999284,10368,-96.94,3.870273109525442,0.07
,,3456,332544,,10,30758,97.14,,,-97.08,,0.06
,,3460,333344,,10,30775,97.14,,,-97.08,,0.06
,,3464,333760,,10,30785,96.53,,,-96.46,,0.07
-5.24605942517519,0.07073780795326456,3468,333984,0.0001,10,30930,96.53,0.3534582522697747,10432,-96.46,3.966204423457384,0.07
,,3472,334272,,10,30937,96.53,,,-96.46,,0.07
,,3476,334496,,10,30943,96.53,,,-96.46,,0.07
,,3480,334656,,10,30947,96.91,,,-96.85,,0.06
,,3484,335296,,10,30960,96.39,,,-96.32,,0.07
,,3488,335488,,10,30965,96.39,,,-96.32,,0.07
-5.278214327991009,0.07118789193918929,3492,336096,0.0001,10,31118,95.92,0.3512053447775543,10496,-95.84,4.065966170281172,0.08
,,3496,336864,,10,31134,95.92,,,-95.84,,0.08
,,3500,337184,,10,31141,95.92,,,-95.84,,0.08
,,3504,337376,,10,31146,96.52,,,-96.45,,0.07
,,3508,337696,,10,31153,97.05,,,-96.99,,0.06
,,3512,337856,,10,31157,97.05,,,-96.99,,0.06
-5.310501828789711,0.07382490410236642,3516,338464,0.0001,10,31310,96.5,0.34896674007177353,10560,-96.43,4.158961087465286,0.07
,,3520,338624,,10,31314,96.5,,,-96.43,,0.07
,,3524,339168,,10,31326,96.5,,,-96.43,,0.07
-5.342630714178085,0.06837628840003163,3528,340000,0.0001,10,31483,96.5,0.34674202371388674,10624,-96.43,4.25506617128849,0.07
,,3532,340384,,10,31491,96.7,,,-96.64,,0.06
,,3536,340576,,10,31496,96.7,,,-96.64,,0.06
,,3540,340896,,10,31504,96.7,,,-96.64,,0.06
,,3544,341056,,10,31508,96.7,,,-96.64,,0.06
,,3548,341664,,10,31521,97.25,,,-97.2,,0.05
,,3552,341824,,10,31525,97.84,,,-97.8,,0.04
-5.373161680996418,0.10855543887009844,3556,342208,0.0001,10,31673,97.24,0.34453186159953475,10688,-97.19,4.681615687906742,0.05
,,3560,342784,,10,31685,96.92,,,-96.86,,0.06
,,3564,343360,,10,31698,97.53,,,-97.48,,0.05
,,3568,343744,,10,31706,97.53,,,-97.48,,0.05
-5.404740653932095,0.08334385976195335,3572,344096,0.0001,10,31854,97.07,0.34233601205050945,10752,-97.01,4.993029333651066,0.06
,,3576,344192,,10,31857,97.07,,,-97.01,,0.06
,,3580,344704,,10,31868,97.07,,,-97.01,,0.06
,,3584,345024,,10,31876,97.59,,,-97.54,,0.05
,,3588,345344,,10,31883,97.59,,,-97.54,,0.05
,,3592,345984,,10,31897,98.06,,,-98.02,,0.04
-5.436206929385662,0.08001083647832274,3596,346560,0.0001,10,32050,98.06,0.3401541034691036,10816,-98.02,4.992609351873398,0.04
,,3600,346944,,10,32058,98.06,,,-98.02,,0.04
,,3604,347296,,10,32067,98.06,,,-98.02,,0.04
,,3608,347392,,10,32069,98.06,,,-98.02,,0.04
,,3612,347840,,10,32079,97.79,,,-97.74,,0.05
-5.467831119894981,0.07629074604483321,3616,348192,0.0001,10,32226,98.34,0.337986224796623,10880,-98.3,5.0161872282624245,0.04
,,3620,348288,,10,32229,97.68,,,-97.63,,0.05
,,3624,348896,,10,32242,97.07,,,-97.01,,0.06
,,3628,349344,,10,32252,96.86,,,-96.8,,0.06
,,3632,349824,,10,32263,96.86,,,-96.8,,0.06
-5.49882847070694,0.07950300548691303,3636,350432,0.0001,10,32416,96.86,0.3358322326093912,10944,-96.8,5.0540198385715485,0.06
,,3640,350592,,10,32419,96.86,,,-96.8,,0.06
,,3644,351040,,10,32430,96.86,,,-96.8,,0.06
,,3648,351392,,10,32438,96.86,,,-96.8,,0.06
,,3652,351488,,10,32441,96.87,,,-96.81,,0.06
,,3656,352096,,10,32454,97.47,,,-97.42,,0.05
-5.530793711543083,0.07637608470395207,3660,352544,0.0001,10,32604,97.79,0.33369196532294154,11008,-97.75,5.082380019128323,0.04
,,3664,352864,,10,32611,97.07,,,-97.01,,0.06
,,3668,353344,,10,32622,97.07,,,-97.01,,0.06
,,3672,353792,,10,32631,97.53,,,-97.48,,0.05
,,3676,354144,,10,32639,97.53,,,-97.48,,0.05
-5.564073011279106,0.07016263919649646,3680,354464,0.0001,10,32787,96.92,0.33156539406627417,11072,-96.86,5.125415436923504,0.06
,,3684,354624,,10,32791,96.92,,,-96.86,,0.06
,,3688,355040,,10,32800,96.92,,,-96.86,,0.06
,,3692,355712,,10,32815,96.92,,,-96.86,,0.06
,,3696,356032,,10,32822,96.38,,,-96.31,,0.07
-5.596249267458916,0.07622084196191281,3700,356384,0.0001,10,32969,96.38,0.32945232605561614,11136,-96.31,5.180449798703194,0.07
,,3704,356832,,10,32980,95.23,,,-95.14,,0.09
,,3708,356992,,10,32984,95.06,,,-94.96,,0.1
,,3712,357344,,10,32991,95.33,,,-95.24,,0.09
,,3716,357664,,10,32999,94.82,,,-94.72,,0.1
,,3720,357888,,10,33004,95.48,,,-95.39,,0.09
-5.6270836815238,0.07532744464697316,3724,358592,0.0001,10,33159,96.09,0.327352705411613,11200,-96.01,5.2381667122244835,0.08
,,3728,359168,,10,33171,95.68,,,-95.59,,0.09
,,3732,359328,,10,33175,95.41,,,-95.31,,0.1
,,3736,359744,,10,33185,95.41,,,-95.31,,0.1
,,3740,360096,,10,33193,95.41,,,-95.31,,0.1
-5.661178044974804,0.07651586015708745,3744,360512,0.0001,10,33341,94.9,0.3252663784660399,11264,-94.79,5.298790402710438,0.11
,,3748,360704,,10,33346,94.9,,,-94.79,,0.11
,,3752,361024,,10,33353,94.4,,,-94.28,,0.12
,,3756,361344,,10,33360,93.87,,,-93.74,,0.13
,,3760,361984,,10,33374,93.87,,,-93.74,,0.13
,,3764,362464,,10,33385,94.59,,,-94.48,,0.11
-5.695362105965614,0.08404590777354315,3768,362944,0.0001,10,33535,94.59,0.32319191191345453,11328,-94.48,5.337355732917786,0.11
,,3772,363296,,10,33543,94.59,,,-94.48,,0.11
,,3776,363712,,10,33552,94.59,,,-94.48,,0.11
,,3780,363904,,10,33556,95.2,,,-95.1,,0.1
,,3784,364224,,10,33564,95.18,,,-95.08,,0.1
,,3788,364448,,10,33569,95.15,,,-95.05,,0.1
-5.727107048034668,0.07801567320711911,3792,365184,0.0001,10,33724,94.6,0.32113037863746285,11392,-94.49,5.5299502313137054,0.11
,,3796,365568,,10,33733,94.56,,,-94.45,,0.11
,,3800,365760,,10,33738,94.56,,,-94.45,,0.11
,,3804,366432,,10,33752,95.71,,,-95.62,,0.09
,,3808,366592,,10,33756,95.88,,,-95.8,,0.08
-5.757593430578709,0.08652566885575652,3812,367040,0.0001,10,33904,95.46,0.31908264895901084,11456,-95.37,5.605564996600151,0.09
,,3816,367392,,10,33912,95.97,,,-95.89,,0.08
,,3820,367488,,10,33915,95.97,,,-95.89,,0.08
,,3824,368192,,10,33930,95.97,,,-95.89,,0.08
,,3828,368512,,10,33938,96.14,,,-96.06,,0.08
-5.790605001151562,0.08167623088229448,3832,368928,0.0001,10,34086,96.41,0.31704825535416603,11520,-96.34,5.654758669435978,0.07
,,3836,369472,,10,34098,96.41,,,-96.34,,0.07
,,3840,369696,,10,34103,96.41,,,-96.34,,0.07
,,3844,370048,,10,34111,95.55,,,-95.47,,0.08
,,3848,370400,,10,34119,95.55,,,-95.47,,0.08
,,3852,370624,,10,34124,96.05,,,-95.98,,0.07
-5.8231199607253075,0.08338798396289349,3856,371040,0.0001,10,34272,96.58,0.31502685602754354,11584,-96.52,5.7080453634262085,0.06
,,3860,371392,,10,34280,95.93,,,-95.85,,0.08
,,3864,371712,,10,34288,95.35,,,-95.26,,0.09
,,3868,372416,,10,34303,95.35,,,-95.26,,0.09
-5.854584231972694,0.0816103087272495,3872,372896,0.0001,10,34453,95.32,0.31301812501624227,11648,-95.23,5.779108323156834,0.09
,,3876,373184,,10,34459,95.32,,,-95.23,,0.09
,,3880,373600,,10,34469,95.32,,,-95.23,,0.09
,,3884,373824,,10,34474,95.34,,,-95.25,,0.09
,,3888,374240,,10,34484,95.37,,,-95.28,,0.09
,,3892,374592,,10,34491,95.92,,,-95.84,,0.08
-5.888327173888683,0.08253787085413933,3896,374816,0.0001,10,34635,95.81,0.3110219785012305,11712,-95.73,5.852098390460014,0.08
,,3900,375328,,10,34646,95.2,,,-95.11,,0.09
,,3904,375872,,10,34658,95.2,,,-95.11,,0.09
,,3908,376128,,10,34664,95.2,,,-95.11,,0.09
,,3912,376512,,10,34673,95.62,,,-95.54,,0.08
-5.918382540345192,0.08166257670382038,3916,376992,0.0001,10,34821,95.01,0.30903824139386415,11776,-94.92,5.974824048578739,0.09
,,3920,377248,,10,34827,95.01,,,-94.92,,0.09
,,3924,377696,,10,34837,95.01,,,-94.92,,0.09
,,3928,378016,,10,34844,95.46,,,-95.38,,0.08
,,3932,378432,,10,34853,95.46,,,-95.38,,0.08
,,3936,378848,,10,34863,95.25,,,-95.16,,0.09
-5.95107214897871,0.08475589763838798,3940,379296,0.0001,10,35011,95.27,0.30706749157980084,11840,-95.18,6.070374824106693,0.09
,,3944,379648,,10,35019,95.91,,,-95.83,,0.08
,,3948,380000,,10,35027,95.46,,,-95.36,,0.1
,,3952,380256,,10,35034,95.26,,,-95.15,,0.11
,,3956,380640,,10,35042,95.26,,,-95.15,,0.11
-5.982716105878353,0.08623508270829916,3960,381184,0.0001,10,35192,95.91,0.30510994559153914,11904,-95.82,6.122197970747948,0.09
,,3964,381632,,10,35202,96.49,,,-96.41,,0.08
,,3968,382048,,10,35212,96.49,,,-96.41,,0.08
,,3972,382432,,10,35221,95.92,,,-95.83,,0.09
,,3976,382784,,10,35229,95.85,,,-95.76,,0.09
-6.013924710452557,0.0910260837408714,3980,383104,0.0001,10,35374,95.85,0.3031647293828428,11968,-95.76,6.188190549612045,0.09
,,3984,383424,,10,35381,95.85,,,-95.76,,0.09
,,3988,383648,,10,35386,95.85,,,-95.76,,0.09
,,3992,384384,,10,35402,95.84,,,-95.75,,0.09
,,3996,384640,,10,35408,96.11,,,-96.02,,0.09
-6.047103933990002,0.09120084857568145,4000,385184,0.0001,10,35556,96.72,0.30123208463191986,12032,-96.64,6.263688899576664,0.08
,,4004,385472,,10,35563,96.72,,,-96.64,,0.08
,,4008,385728,,10,35569,96.72,,,-96.64,,0.08
,,4012,386240,,10,35579,96.65,,,-96.57,,0.08
,,4016,386592,,10,35587,97.09,,,-97.02,,0.07
,,4020,386688,,10,35590,97.09,,,-97.02,,0.07
-6.077662393450737,0.09642113535664976,4024,387584,0.0001,10,35744,97.09,0.2993111261166632,12096,-97.02,6.335013926029205,0.07
,,4028,387840,,10,35750,97.09,,,-97.02,,0.07
,,4032,388160,,10,35758,96.84,,,-96.76,,0.08
,,4036,388576,,10,35768,96.37,,,-96.29,,0.08
,,4040,388832,,10,35775,96.75,,,-96.67,,0.08
-6.110609784722328,0.09618807554943487,4044,389248,0.0001,10,35923,96.75,0.2974031204357743,12160,-96.67,6.405356556177139,0.08
,,4048,389504,,10,35929,97.2,,,-97.14,,0.06
,,4052,389888,,10,35938,97.4,,,-97.35,,0.05
,,4056,390784,,10,35956,97.38,,,-97.33,,0.05
,,4060,391040,,10,35962,97.38,,,-97.33,,0.05
-6.140695556998253,0.09336413512937725,4064,391360,0.0001,10,36108,97.38,0.2955072754994035,12224,-97.33,6.483526840806007,0.05
,,4068,391648,,10,36114,97.04,,,-96.99,,0.05
,,4072,391872,,10,36120,97.04,,,-96.99,,0.05
,,4076,392384,,10,36132,97.04,,,-96.99,,0.05
,,4080,392640,,10,36138,97.03,,,-96.98,,0.05
,,4084,392992,,10,36147,96.29,,,-96.23,,0.06
,,4088,393088,,10,36149,95.85,,,-95.78,,0.07
-6.174995265901089,0.09971037332434207,4092,393984,0.0001,10,36306,95.54,0.29362334311008453,12288,-95.47,6.553488373756409,0.07
,,4096,394336,,10,36315,95.38,,,-95.31,,0.07
,,4100,394656,,10,36322,95.38,,,-95.31,,0.07
,,4104,394976,,10,36329,95.38,,,-95.31,,0.07
-6.206640586256981,0.0972934031742625,4108,395328,0.0001,10,36475,95.38,0.2917516971938312,12352,-95.31,6.621907532215118,0.07
,,4112,395744,,10,36485,95.45,,,-95.38,,0.07
,,4116,396064,,10,36492,95.62,,,-95.55,,0.07
,,4120,396288,,10,36497,95.62,,,-95.55,,0.07
,,4124,396800,,10,36509,94.38,,,-94.29,,0.09
,,4128,397280,,10,36519,94.31,,,-94.22,,0.09
-6.236798085272312,0.10642242053290829,4132,397728,0.0001,10,36667,94.56,0.28989162715151906,12416,-94.48,6.690161399543285,0.08
,,4136,397856,,10,36671,94.29,,,-94.21,,0.08
,,4140,398176,,10,36678,94.62,,,-94.55,,0.07
,,4144,398784,,10,36691,94.08,,,-94.0,,0.08
,,4148,399104,,10,36699,94.08,,,-94.0,,0.08
-6.269051320850849,0.10839330276940018,4152,399424,0.0001,10,36844,94.08,0.28804408898577094,12480,-94.0,6.7525240406394005,0.08
,,4156,399776,,10,36852,93.95,,,-93.87,,0.08
,,4160,400288,,10,36863,93.22,,,-93.13,,0.09
,,4164,400704,,10,36873,91.74,,,-91.63,,0.11
,,4168,400960,,10,36879,92.54,,,-92.44,,0.1
,,4172,401088,,10,36882,92.56,,,-92.46,,0.1
,,4176,401376,,10,36889,92.56,,,-92.46,,0.1
-6.300964891910553,0.11022969242185354,4180,401920,0.0001,10,37038,92.24,0.28620816487818956,12544,-92.14,6.8648233115673065,0.1
,,4184,402240,,10,37046,92.84,,,-92.75,,0.09
,,4188,402624,,10,37054,93.27,,,-93.19,,0.08
,,4192,403392,,10,37071,93.02,,,-92.93,,0.09
-6.326995335519314,0.2257002486148849,4196,403680,0.0001,10,37216,92.93,0.2843842627480626,12608,-92.84,7.566498085856438,0.09
,,4200,403904,,10,37221,92.81,,,-92.72,,0.09
,,4204,404256,,10,37229,92.8,,,-92.71,,0.09
,,4208,404384,,10,37232,92.71,,,-92.62,,0.09
,,4212,404800,,10,37242,92.71,,,-92.62,,0.09
,,4216,405312,,10,37253,92.61,,,-92.52,,0.09
-6.358529031276703,0.14324905665125698,4220,405824,0.0001,10,37402,92.59,0.28257292602211237,12672,-92.5,8.108213968575,0.09
,,4224,406304,,10,37413,93.48,,,-93.41,,0.07
,,4228,406880,,10,37426,93.55,,,-93.48,,0.07
,,4232,407104,,10,37432,93.43,,,-93.36,,0.07
,,4236,407296,,10,37436,94.11,,,-94.05,,0.06
,,4240,407456,,10,37440,93.88,,,-93.82,,0.06
-6.385547518730164,0.13243380765197799,4244,407648,0.0001,10,37582,93.81,0.280773910228163,12736,-93.75,7.96688711643219,0.06
,,4248,408000,,10,37590,93.53,,,-93.47,,0.06
,,4252,408768,,10,37606,93.52,,,-93.46,,0.06
,,4256,409344,,10,37619,93.45,,,-93.39,,0.06
-6.413448683917522,0.12559396942378953,4260,409984,0.0001,10,37769,94.09,0.2789869192056358,12800,-94.04,7.855345606803894,0.05
,,4264,410176,,10,37774,94.77,,,-94.73,,0.04
,,4268,410400,,10,37780,94.73,,,-94.69,,0.04
,,4272,410560,,10,37784,94.61,,,-94.57,,0.04
,,4276,410656,,10,37786,94.21,,,-94.16,,0.05
,,4280,410848,,10,37791,94.61,,,-94.56,,0.05
,,4284,411584,,10,37807,94.02,,,-93.96,,0.06
-6.443772815167904,0.12291193607961759,4288,412224,0.0001,10,37958,93.81,0.27721225610002875,12864,-93.75,7.7968732714653015,0.06
,,4292,412672,,10,37968,93.68,,,-93.62,,0.06
,,4296,412992,,10,37975,93.56,,,-93.5,,0.06
,,4300,413216,,10,37981,93.45,,,-93.39,,0.06
,,4304,413376,,10,37985,93.28,,,-93.22,,0.06
-6.471072047948837,0.13154301868053153,4308,413760,0.0001,10,38131,93.37,0.2754490477964282,12928,-93.31,7.761449448764324,0.06
,,4312,413984,,10,38136,93.18,,,-93.12,,0.06
,,4316,414208,,10,38141,92.49,,,-92.42,,0.07
,,4320,414784,,10,38154,92.03,,,-91.96,,0.07
,,4324,415392,,10,38167,91.11,,,-91.03,,0.08
,,4328,415456,,10,38169,90.63,,,-90.55,,0.08
-6.496904380619526,0.13041118608089164,4332,415840,0.0001,10,38314,90.41,0.27369815576821566,12992,-90.33,7.723701782524586,0.08
,,4336,416416,,10,38327,89.67,,,-89.58,,0.09
,,4340,416640,,10,38333,89.9,,,-89.81,,0.09
,,4344,416896,,10,38340,90.25,,,-90.17,,0.08
,,4348,417184,,10,38347,90.1,,,-90.02,,0.08
-6.52067493647337,0.13206983811687678,4352,417888,0.0001,10,38498,90.04,0.2719599399715662,13056,-89.96,7.700033709406853,0.08
,,4356,418112,,10,38503,89.21,,,-89.12,,0.09
,,4360,418560,,10,38513,88.27,,,-88.17,,0.1
,,4364,418592,,10,38514,89.03,,,-88.94,,0.09
,,4368,418944,,10,38522,88.89,,,-88.8,,0.09
,,4372,419712,,10,38538,89.13,,,-89.04,,0.09
-6.548242248594761,0.12663369870278984,4376,419968,0.0001,10,38681,89.02,0.27023405116051435,13120,-88.94,7.679215878248215,0.08
,,4380,420064,,10,38684,88.36,,,-88.27,,0.09
,,4384,420448,,10,38692,89.09,,,-89.01,,0.08
,,4388,421024,,10,38704,88.81,,,-88.73,,0.08
,,4392,421216,,10,38709,89.12,,,-89.05,,0.07
,,4396,421728,,10,38721,89.11,,,-89.05,,0.06
,,4400,421856,,10,38724,89.32,,,-89.26,,0.06
-6.569196492433548,0.1344663059571758,4404,422144,0.0001,10,38867,89.14,0.26852008467540145,13184,-89.08,7.698213182389736,0.06
,,4408,422944,,10,38884,88.75,,,-88.69,,0.06
,,4412,423232,,10,38891,88.93,,,-88.87,,0.06
,,4416,423584,,10,38899,89.59,,,-89.54,,0.05
,,4420,423776,,10,38904,89.05,,,-88.99,,0.06
-6.59546160697937,0.12893276481190696,4424,424064,0.0001,10,39047,89.11,0.2668183036148548,13248,-89.05,7.7208152040839195,0.06
,,4428,424384,,10,39055,89.79,,,-89.73,,0.06
,,4432,424672,,10,39061,89.01,,,-88.94,,0.07
