train/learning_rate,train/ent_coef_loss,rollout/ep_len_mean,time/fps,time/total_timesteps,train/n_updates,time/time_elapsed,time/episodes,rollout/ep_rew_mean,train/actor_loss,rollout/success_rate,train/critic_loss,train/ent_coef
,,98.64,8,147136,,16954,1512,-98.61,,0.03,,
0.0001,-2.3110110238194466,98.14,8,148352,4608,17176,1516,-98.1,-7.645321272313595,0.04,0.09181141201406717,0.6327944677323103
,,98.14,8,148512,,17181,1520,-98.1,,0.04,,
,,98.14,8,148800,,17188,1524,-98.1,,0.04,,
,,98.14,8,149184,,17196,1528,-98.1,,0.04,,
,,98.14,8,149248,,17198,1532,-98.1,,0.04,,
0.0001,-2.3430577777326107,98.14,8,149824,4672,17405,1536,-98.1,-7.471404038369656,0.04,0.09432277386076748,0.6287579527124763
,,97.67,8,150048,,17409,1540,-97.62,,0.05,,
,,97.67,8,150208,,17412,1544,-97.62,,0.05,,
,,97.01,8,150880,,17424,1548,-96.95,,0.06,,
0.0001,-2.3756160624325275,97.01,8,151648,4736,17636,1552,-96.95,-7.308784633874893,0.06,0.08538569184020162,0.6247468683868647
,,97.66,8,152000,,17645,1556,-97.61,,0.05,,
,,97.66,8,152288,,17652,1560,-97.61,,0.05,,
,,97.66,8,152448,,17656,1564,-97.61,,0.05,,
,,97.66,8,153024,,17668,1568,-97.61,,0.05,,
,,97.66,8,153248,,17672,1572,-97.61,,0.05,,
,,97.17,8,153408,,17675,1576,-97.11,,0.06,,
,,97.17,8,153568,,17678,1580,-97.11,,0.06,,
0.0001,-2.4077402874827385,97.17,8,154816,4800,17902,1584,-97.11,-7.141393750905991,0.06,0.07885435968637466,0.6207613917067647
,,97.17,8,155200,,17909,1588,-97.11,,0.06,,
,,97.67,8,155488,,17915,1592,-97.62,,0.05,,
,,97.31,8,155616,,17920,1596,-97.25,,0.06,,
0.0001,-2.44015883654356,97.51,8,156192,4864,18128,1600,-97.46,-6.971540465950966,0.05,0.07834720733808354,0.6168015114963055
,,97.51,8,156448,,18134,1604,-97.46,,0.05,,
,,97.51,8,156544,,18136,1608,-97.46,,0.05,,
,,97.13,8,156768,,18140,1612,-97.07,,0.06,,
0.0001,-2.472282826900482,97.09,8,157920,4928,18362,1616,-97.03,-6.811160072684288,0.06,0.07944831054192036,0.612866940908134
,,97.09,8,158336,,18371,1620,-97.03,,0.06,,
,,97.09,8,158688,,18379,1624,-97.03,,0.06,,
,,96.8,8,158816,,18382,1628,-96.73,,0.07,,
,,96.8,8,158848,,18383,1632,-96.73,,0.07,,
,,96.8,8,159520,,18398,1636,-96.73,,0.07,,
,,96.8,8,159680,,18401,1640,-96.73,,0.07,,
0.0001,-2.5044090189039707,97.93,8,159968,4992,18604,1644,-97.88,-6.639703460037708,0.05,0.07311127765569836,0.608957733027637
,,96.78,8,160480,,18612,1648,-96.71,,0.07,,
,,96.78,8,161312,,18626,1652,-96.71,,0.07,,
,,96.78,8,161600,,18631,1656,-96.71,,0.07,,
0.0001,-2.536797448992729,96.78,8,161984,5056,18838,1660,-96.71,-6.482854939997196,0.07,0.07555417192634195,0.6050734557211399
,,96.78,8,162048,,18841,1664,-96.71,,0.07,,
,,96.78,8,162720,,18855,1668,-96.71,,0.07,,
,,96.78,8,162880,,18859,1672,-96.71,,0.07,,
,,97.27,8,163168,,18865,1676,-97.21,,0.06,,
,,96.64,8,163488,,18871,1680,-96.57,,0.07,,
0.0001,-2.5692914612591267,96.64,8,164416,5120,19091,1684,-96.57,-6.3244133070111275,0.07,0.0725909203174524,0.6012133909389377
,,96.64,8,164800,,19098,1688,-96.57,,0.07,,
,,95.71,8,165056,,19102,1692,-95.62,,0.09,,
,,96.07,8,165216,,19107,1696,-95.99,,0.08,,
,,96.07,8,165792,,19119,1700,-95.99,,0.08,,
0.0001,-2.601272128522396,96.07,8,166048,5184,19321,1704,-95.99,-6.166310124099255,0.08,0.07685789169045165,0.5973784821107984
,,96.07,8,166208,,19325,1708,-95.99,,0.08,,
,,95.54,8,166368,,19329,1712,-95.45,,0.09,,
,,95.89,8,167328,,19345,1716,-95.81,,0.08,,
,,95.89,8,167840,,19353,1720,-95.81,,0.08,,
0.0001,-2.634577475488186,95.85,8,168192,5248,19561,1724,-95.76,-6.007311053574085,0.09,0.07317266962490976,0.5935676544904709
,,96.14,8,168384,,19565,1728,-96.06,,0.08,,
,,96.14,8,168992,,19577,1732,-96.06,,0.08,,
,,96.14,8,169248,,19584,1736,-96.06,,0.08,,
,,96.14,8,169408,,19588,1740,-96.06,,0.08,,
,,96.14,8,169568,,19591,1744,-96.06,,0.08,,
0.0001,-2.665836624801159,97.29,8,170528,5312,19804,1748,-97.23,-5.849014438688755,0.06,0.06907939829397947,0.5897807087749243
,,97.29,8,171040,,19812,1752,-97.23,,0.06,,
,,97.29,8,171392,,19820,1756,-97.23,,0.06,,
,,97.29,8,171584,,19823,1760,-97.23,,0.06,,
0.0001,-2.697979774326086,97.29,8,172192,5376,20035,1764,-97.23,-5.691243477165699,0.06,0.06849807035177946,0.5860189674422145
,,96.66,8,172448,,20040,1768,-96.59,,0.07,,
,,96.65,8,172608,,20044,1772,-96.58,,0.07,,
,,96.65,8,172768,,20048,1776,-96.58,,0.07,,
,,97.25,8,173280,,20060,1780,-97.19,,0.06,,
0.0001,-2.7303596697747707,97.25,8,174112,5440,20278,1784,-97.19,-5.538131333887577,0.06,0.06764753488823771,0.582281525246799
,,96.62,8,174464,,20286,1788,-96.55,,0.07,,
,,97.55,8,174688,,20291,1792,-97.5,,0.05,,
,,97.55,8,174944,,20295,1796,-97.5,,0.05,,
,,97.55,8,175520,,20305,1800,-97.5,,0.05,,
,,97.55,8,175680,,20309,1804,-97.5,,0.05,,
,,97.55,8,175872,,20313,1808,-97.5,,0.05,,
0.0001,-2.7626956664025784,98.08,8,176288,5504,20519,1812,-98.04,-5.3779671266674995,0.04,0.06785017024958506,0.5785679658874869
,,98.56,8,177312,,20539,1816,-98.53,,0.03,,
,,98.56,8,177664,,20545,1820,-98.53,,0.03,,
,,98.6,8,177888,,20549,1824,-98.58,,0.02,,
,,98.6,8,178144,,20554,1828,-98.58,,0.02,,
0.0001,-2.795499686151743,98.6,8,178720,5568,20768,1832,-98.58,-5.236066780984402,0.02,0.06524534604977816,0.5748775228857994
,,97.87,8,178848,,20771,1836,-97.84,,0.03,,
,,97.87,8,179008,,20775,1840,-97.84,,0.03,,
,,97.08,8,179264,,20780,1844,-97.04,,0.04,,
,,96.75,8,179808,,20793,1848,-96.7,,0.05,,
0.0001,-2.827025342732668,96.36,8,180576,5632,21007,1852,-96.3,-5.08396952599287,0.06,0.06373107677791268,0.5712104625999928
,,96.36,8,180992,,21014,1856,-96.3,,0.06,,
,,96.36,8,181216,,21018,1860,-96.3,,0.06,,
,,96.24,8,181856,,21029,1864,-96.18,,0.06,,
,,96.87,8,182048,,21033,1868,-96.82,,0.05,,
,,96.88,8,182208,,21035,1872,-96.83,,0.05,,
0.0001,-2.8604799658060074,96.88,8,182464,5696,21239,1876,-96.83,-4.930214650928974,0.05,0.06482332031009719,0.5675667142495513
,,96.6,8,182784,,21246,1880,-96.54,,0.06,,
,,96.33,8,183680,,21266,1884,-96.26,,0.07,,
,,96.96,8,184064,,21274,1888,-96.9,,0.06,,
0.0001,-2.8925389237701893,96.96,8,184384,5760,21478,1892,-96.9,-4.7777693048119545,0.06,0.06699318304890767,0.563945485278964
,,96.96,8,185056,,21489,1896,-96.9,,0.06,,
,,96.96,8,185248,,21492,1900,-96.9,,0.06,,
,,96.96,8,185408,,21496,1904,-96.9,,0.06,,
,,96.96,8,185664,,21501,1908,-96.9,,0.06,,
,,96.96,8,185984,,21506,1912,-96.9,,0.06,,
0.0001,-2.9247185699641705,97.06,8,186880,5824,21721,1916,-97.0,-4.631861671805382,0.06,0.06435077521018684,0.5603476325049996
,,97.06,8,187264,,21731,1920,-97.0,,0.06,,
,,96.77,8,187520,,21736,1924,-96.7,,0.07,,
,,96.36,8,187872,,21744,1928,-96.28,,0.08,,
0.0001,-2.9565489776432514,97.06,8,188448,5888,21958,1932,-96.99,-4.483838319778442,0.07,0.0650230745668523,0.5567731140181422
,,97.04,8,188608,,21962,1936,-96.97,,0.07,,
,,97.04,8,188768,,21966,1940,-96.97,,0.07,,
,,97.04,8,189120,,21972,1944,-96.97,,0.07,,
,,97.97,8,190016,,21986,1948,-97.92,,0.05,,
,,98.36,8,190464,,21995,1952,-98.32,,0.04,,
0.0001,-2.9889269433915615,97.77,8,190720,5952,22202,1956,-97.72,-4.34007603675127,0.05,0.06444564944831654,0.5532216969877481
,,97.77,8,190816,,22205,1960,-97.72,,0.05,,
,,97.89,8,191456,,22218,1964,-97.84,,0.05,,
,,97.89,8,191808,,22225,1968,-97.84,,0.05,,
,,97.67,8,191968,,22227,1972,-97.61,,0.06,,
,,97.67,8,192064,,22229,1976,-97.61,,0.06,,
0.0001,-3.0214625783264637,97.98,8,193216,6016,22450,1980,-97.93,-4.1867776438593864,0.05,0.06679438147693872,0.549693058244884
,,96.81,8,193632,,22458,1984,-96.74,,0.07,,
,,96.81,8,193792,,22461,1988,-96.74,,0.07,,
,,96.81,8,193920,,22465,1992,-96.74,,0.07,,
,,96.81,8,194272,,22474,1996,-96.74,,0.07,,
0.0001,-3.053859069943428,96.81,8,194848,6080,22686,2000,-96.74,-4.049828588962555,0.07,0.06564216822152957,0.54618632607162
,,96.81,8,195008,,22690,2004,-96.74,,0.07,,
,,96.71,8,195168,,22693,2008,-96.63,,0.08,,
,,96.71,8,196416,,22714,2012,-96.63,,0.08,,
0.0001,-3.085505601018667,96.71,8,196832,6144,22921,2016,-96.63,-3.9082594215869904,0.08,0.06599182379432023,0.5427021514624357
,,96.71,8,196992,,22924,2020,-96.63,,0.08,,
,,97.0,8,197120,,22927,2024,-96.93,,0.07,,
,,97.41,8,197472,,22933,2028,-97.35,,0.06,,
,,96.86,8,197856,,22943,2032,-96.79,,0.07,,
,,96.86,8,198208,,22951,2036,-96.79,,0.07,,
,,96.88,8,198368,,22954,2040,-96.81,,0.07,,
0.0001,-3.1183567382395267,96.34,8,198720,6208,23162,2044,-96.26,-3.76089820638299,0.08,0.06338957994012162,0.5392406620085239
,,96.53,8,200000,,23184,2048,-96.45,,0.08,,
,,96.53,8,200064,,23186,2052,-96.45,,0.08,,
,,96.53,8,200320,,23190,2056,-96.45,,0.08,,
,,97.12,8,200672,,23196,2060,-97.05,,0.07,,
0.0001,-3.151025976985693,97.12,8,201056,6272,23405,2064,-97.05,-3.6277700811624527,0.07,0.0635399094899185,0.5358004961162806
,,96.58,8,201280,,23411,2068,-96.5,,0.08,,
,,96.8,8,201568,,23417,2072,-96.73,,0.07,,
,,96.8,8,201664,,23419,2076,-96.73,,0.07,,
0.0001,-3.1823036149144173,96.22,8,203008,6336,23623,2080,-96.14,-3.477999694645405,0.08,0.061718378856312484,0.5323826922103763
,,97.66,8,203264,,23628,2084,-97.61,,0.05,,
,,97.66,8,203520,,23632,2088,-97.61,,0.05,,
,,96.91,8,203584,,23634,2092,-96.84,,0.07,,
,,96.91,8,204064,,23642,2096,-96.84,,0.07,,
,,96.28,8,204448,,23649,2100,-96.2,,0.08,,
,,96.38,8,204608,,23652,2104,-96.31,,0.07,,
,,96.34,8,204768,,23655,2108,-96.27,,0.07,,
0.0001,-3.2143623381853104,95.81,8,205120,6400,23824,2112,-95.73,-3.333773363381624,0.08,0.06167076877318323,0.5289874048903584
,,95.04,8,206272,,23842,2116,-94.94,,0.1,,
,,94.44,8,206432,,23847,2120,-94.33,,0.11,,
,,94.44,8,206720,,23852,2124,-94.33,,0.11,,
,,94.44,8,206816,,23854,2128,-94.33,,0.11,,
0.0001,-3.2464222237467766,95.02,8,207456,6464,24028,2132,-94.92,-3.195999726653099,0.1,0.060632407607045025,0.5256140325218439
,,95.02,8,207648,,24031,2136,-94.92,,0.1,,
,,94.96,8,207936,,24036,2140,-94.86,,0.1,,
,,95.5,8,208320,,24043,2144,-95.41,,0.09,,
0.0001,-3.2795390486717224,95.5,8,209472,6528,24225,2148,-95.41,-3.056981071829796,0.09,0.060751449316740036,0.5222617844119668
,,95.5,8,209632,,24228,2152,-95.41,,0.09,,
,,95.5,8,209920,,24234,2156,-95.41,,0.09,,
,,95.5,8,210016,,24236,2160,-95.41,,0.09,,
,,95.5,8,210656,,24246,2164,-95.41,,0.09,,
,,96.04,8,210848,,24250,2168,-95.96,,0.08,,
0.0001,-3.311622381210327,96.04,8,211136,6592,24419,2172,-95.96,-2.914041619747877,0.08,0.060348744853399694,0.5189306493848562
,,96.04,8,211520,,24426,2176,-95.96,,0.08,,
,,96.62,8,212672,,24444,2180,-96.55,,0.07,,
,,96.61,8,212832,,24447,2184,-96.53,,0.08,,
0.0001,-3.3448465541005135,96.61,8,213120,6656,24615,2188,-96.53,-2.7758656665682793,0.08,0.060071442974731326,0.5156201170757413
,,97.36,8,213216,,24617,2192,-97.3,,0.06,,
,,97.35,8,213856,,24630,2196,-97.29,,0.06,,
,,96.68,8,214048,,24633,2200,-96.61,,0.07,,
,,97.31,8,214208,,24636,2204,-97.25,,0.06,,
,,97.35,8,214560,,24643,2208,-97.29,,0.06,,
0.0001,-3.3769406899809837,97.45,8,215744,6720,24825,2212,-97.39,-2.648959994316101,0.06,0.05932539125205949,0.5123301642015576
,,98.82,8,216000,,24829,2216,-98.79,,0.03,,
,,98.82,8,216288,,24834,2220,-98.79,,0.03,,
,,98.82,8,216384,,24836,2224,-98.79,,0.03,,
,,98.82,8,217024,,24846,2228,-98.79,,0.03,,
0.0001,-3.4088884815573692,98.82,8,217248,6784,25013,2232,-98.79,-2.522111378610134,0.03,0.067743684805464,0.5090615833178163
,,98.31,8,217376,,25016,2236,-98.27,,0.04,,
,,98.37,8,217664,,25023,2240,-98.33,,0.04,,
,,97.26,8,218656,,25037,2244,-97.2,,0.06,,
,,97.26,8,219072,,25044,2248,-97.2,,0.06,,
0.0001,-3.441488776355982,97.26,8,219232,6848,25211,2252,-97.2,-2.290100585669279,0.06,0.2122572807711549,0.5058138370513916
,,97.26,8,219552,,25216,2256,-97.2,,0.06,,
,,97.26,8,220032,,25226,2260,-97.2,,0.06,,
,,97.25,8,220448,,25232,2264,-97.19,,0.06,,
,,97.25,8,220576,,25235,2268,-97.19,,0.06,,
,,97.25,8,220864,,25240,2272,-97.19,,0.06,,
0.0001,-3.4736360907554626,97.25,8,221856,6912,25419,2276,-97.19,-2.223438546061516,0.06,0.05900654970901087,0.5025869691744447
,,97.25,8,222272,,25427,2280,-97.19,,0.06,,
,,97.26,8,222432,,25430,2284,-97.21,,0.05,,
,,97.26,8,222752,,25435,2288,-97.21,,0.05,,
,,97.26,8,223232,,25443,2292,-97.21,,0.05,,
0.0001,-3.505331952124834,97.94,8,223648,6976,25613,2296,-97.9,-2.0958602018654346,0.04,0.0559084874112159,0.49938076036050916
,,97.94,8,223776,,25616,2300,-97.9,,0.04,,
,,97.35,8,224000,,25620,2304,-97.3,,0.05,,
,,97.35,8,224320,,25627,2308,-97.3,,0.05,,
0.0001,-3.5370750725269318,97.08,8,225312,7040,25806,2312,-97.02,-1.9589372519403696,0.06,0.05401407682802528,0.4961958942003548
,,97.08,8,225568,,25811,2316,-97.02,,0.06,,
,,96.7,8,225920,,25817,2320,-96.63,,0.07,,
,,96.7,8,226368,,25824,2324,-96.63,,0.07,,
,,96.7,8,226848,,25833,2328,-96.63,,0.07,,
,,96.7,8,226912,,25835,2332,-96.63,,0.07,,
,,97.21,8,227200,,25840,2336,-97.15,,0.06,,
0.0001,-3.5701531432569027,97.21,8,227520,7104,26008,2340,-97.15,-1.8283303957432508,0.06,0.05308289063395932,0.4930313811637461
,,98.32,8,228512,,26024,2344,-98.28,,0.04,,
,,98.32,8,228768,,26031,2348,-98.28,,0.04,,
,,98.32,8,229120,,26037,2352,-98.28,,0.04,,
,,98.09,8,229312,,26040,2356,-98.04,,0.05,,
0.0001,-3.6023346595466137,97.96,8,229824,7168,26212,2360,-97.9,-1.708800470456481,0.06,0.05411330907372758,0.48988635977730155
,,97.97,8,230048,,26216,2364,-97.91,,0.06,,
,,97.97,8,230400,,26222,2368,-97.91,,0.06,,
,,97.97,8,230720,,26228,2372,-97.91,,0.06,,
0.0001,-3.63418972119689,97.97,8,231712,7232,26408,2376,-97.91,-1.5916040185838938,0.06,0.05373461922863498,0.4867614400573075
,,97.97,8,231968,,26413,2380,-97.91,,0.06,,
,,97.97,8,232320,,26418,2384,-97.91,,0.06,,
,,97.97,8,232512,,26422,2388,-97.91,,0.06,,
,,97.72,8,232896,,26428,2392,-97.65,,0.07,,
,,97.72,8,233248,,26436,2396,-97.65,,0.07,,
,,97.26,8,233472,,26440,2400,-97.18,,0.08,,
0.0001,-3.666308104991913,97.85,8,233760,7296,26608,2404,-97.78,-1.474138606339693,0.07,0.053444151184521616,0.4836567500606179
,,97.29,8,234656,,26622,2408,-97.21,,0.08,,
,,97.41,8,235008,,26628,2412,-97.34,,0.07,,
,,97.41,8,235200,,26631,2416,-97.34,,0.07,,
0.0001,-3.6991161964833736,97.79,8,235552,7360,26800,2420,-97.73,-1.3525168616324663,0.06,0.054331603925675154,0.48057186556980014
,,97.79,8,236064,,26810,2424,-97.73,,0.06,,
,,97.79,8,236448,,26817,2428,-97.73,,0.06,,
,,97.79,8,236608,,26820,2432,-97.73,,0.06,,
,,97.23,8,236928,,26826,2436,-97.16,,0.07,,
,,97.23,8,237152,,26830,2440,-97.16,,0.07,,
0.0001,-3.73090760409832,96.88,8,238112,7424,27010,2444,-96.8,-1.2300250995904207,0.08,0.053416913957335055,0.47750636003911495
,,96.88,8,238272,,27013,2448,-96.8,,0.08,,
,,96.54,8,238432,,27016,2452,-96.45,,0.09,,
,,96.77,8,239232,,27029,2456,-96.69,,0.08,,
,,96.34,8,239424,,27033,2460,-96.26,,0.08,,
0.0001,-3.7630643621087074,95.86,8,239776,7488,27202,2464,-95.77,-1.1090477034449577,0.09,0.05414308042963967,0.4744609924964607
,,95.86,8,240000,,27208,2468,-95.77,,0.09,,
,,95.86,8,240224,,27212,2472,-95.77,,0.09,,
,,95.86,8,241280,,27228,2476,-95.77,,0.09,,
,,95.86,8,241472,,27232,2480,-95.77,,0.09,,
,,95.86,8,241632,,27235,2484,-95.77,,0.09,,
0.0001,-3.7950016036629677,95.56,8,242368,7552,27412,2488,-95.46,-0.9907891657203436,0.1,0.053657463460695,0.4714351142756641
,,95.81,8,242624,,27417,2492,-95.72,,0.09,,
,,95.3,8,242880,,27421,2496,-95.2,,0.1,,
,,95.76,8,243072,,27425,2500,-95.67,,0.09,,
,,95.17,8,243328,,27430,2504,-95.07,,0.1,,
,,95.38,8,243520,,27434,2508,-95.28,,0.1,,
0.0001,-3.827021811157465,95.76,8,244608,7616,27615,2512,-95.67,-0.8752293987199664,0.09,0.05550882959505543,0.468428673222661
,,95.76,8,244800,,27619,2516,-95.67,,0.09,,
,,95.76,8,245568,,27631,2520,-95.67,,0.09,,
,,95.36,8,245760,,27635,2524,-95.26,,0.1,,
0.0001,-3.860343687236309,95.36,8,246048,7680,27803,2528,-95.26,-0.7532358523458242,0.1,0.057253857667092234,0.4654408576898277
,,95.36,8,246208,,27806,2532,-95.26,,0.1,,
,,95.33,8,246464,,27813,2536,-95.23,,0.1,,
,,95.33,8,246592,,27816,2540,-95.23,,0.1,,
,,95.59,8,247456,,27829,2544,-95.5,,0.09,,
0.0001,-3.8927534930408,95.68,8,247968,7744,28000,2548,-95.59,-0.6436664564535022,0.09,0.05616002419264987,0.46247182274237275
,,96.02,8,248768,,28015,2552,-95.94,,0.08,,
,,96.02,8,248960,,28018,2556,-95.94,,0.08,,
,,96.58,8,249248,,28023,2560,-96.51,,0.07,,
,,97.06,8,249408,,28026,2564,-97.0,,0.06,,
,,97.06,8,249664,,28031,2568,-97.0,,0.06,,
,,97.06,8,249792,,28034,2572,-97.0,,0.06,,
0.0001,-3.923514246940613,97.06,8,250656,7808,28213,2576,-97.0,-0.5398154868744314,0.06,0.0564393411623314,0.4595220535993576
,,97.06,8,251168,,28222,2580,-97.0,,0.06,,
0.0001,-3.9565617218613625,97.06,8,251968,7872,28397,2584,-97.0,-0.4325747359544039,0.06,0.05749613500665873,0.4565916685387492
,,97.36,8,252160,,28402,2588,-97.31,,0.05,,
,,97.36,8,252448,,28407,2592,-97.31,,0.05,,
,,97.87,8,252608,,28410,2596,-97.83,,0.04,,
,,97.87,8,252864,,28416,2600,-97.83,,0.04,,
,,98.46,8,252992,,28419,2604,-98.43,,0.03,,
,,98.81,8,253856,,28432,2608,-98.79,,0.02,,
0.0001,-3.9878452718257904,99.01,8,254368,7936,28603,2612,-98.99,-0.30957262055017054,0.02,0.056962123489938676,0.4536797106266022
,,99.01,8,255168,,28618,2616,-98.99,,0.02,,
,,99.01,8,255360,,28621,2620,-98.99,,0.02,,
,,99.41,8,255648,,28626,2624,-99.4,,0.01,,
,,99.41,8,255808,,28629,2628,-99.4,,0.01,,
0.0001,-4.020108535885811,99.41,8,256064,8000,28796,2632,-99.4,-0.18818057258613408,0.01,0.056152882520109415,0.4507868131622672
,,100.0,8,256192,,28799,2636,-100.0,,0.0,,
,,100.0,8,257056,,28812,2640,-100.0,,0.0,,
,,100.0,8,257568,,28822,2644,-100.0,,0.0,,
,,99.46,8,257696,,28825,2648,-99.45,,0.01,,
0.0001,-4.052617408335209,99.46,8,258496,8064,29000,2652,-99.45,-0.06743669683055487,0.01,0.05796743219252676,0.4479121817275882
,,99.46,8,258848,,29006,2656,-99.45,,0.01,,
,,99.46,8,258976,,29009,2660,-99.45,,0.01,,
,,99.46,8,259232,,29014,2664,-99.45,,0.01,,
,,99.46,8,259360,,29017,2668,-99.45,,0.01,,
0.0001,-4.0854639410972595,99.46,8,260256,8128,29194,2672,-99.45,0.046397938964219065,0.01,0.05915804428514093,0.44505545776337385
,,98.83,8,260768,,29204,2676,-98.81,,0.02,,
,,98.83,8,260864,,29206,2680,-98.81,,0.02,,
,,98.26,8,261440,,29215,2684,-98.22,,0.04,,
,,98.26,8,261824,,29223,2688,-98.22,,0.04,,
,,98.26,8,262080,,29227,2692,-98.22,,0.04,,
0.0001,-4.117290332913399,97.7,8,262272,8192,29393,2696,-97.65,0.17646560037974268,0.05,0.05759157380089164,0.44221689458936453
,,97.21,8,262496,,29398,2700,-97.15,,0.06,,
,,97.21,8,262720,,29403,2704,-97.15,,0.06,,
,,97.21,8,263808,,29421,2708,-97.15,,0.06,,
,,97.21,8,264064,,29428,2712,-97.15,,0.06,,
0.0001,-4.149940729141235,97.21,8,264640,8256,29601,2716,-97.15,0.2950766277499497,0.06,0.05813771497923881,0.43939662212505937
,,97.21,8,265024,,29607,2720,-97.15,,0.06,,
,,97.21,8,265280,,29612,2724,-97.15,,0.06,,
,,97.21,8,265472,,29615,2728,-97.15,,0.06,,
,,96.59,8,265664,,29619,2732,-96.52,,0.07,,
,,96.59,8,265792,,29622,2736,-96.52,,0.07,,
0.0001,-4.181191682815552,96.38,8,266656,8320,29800,2740,-96.31,0.4250059584155679,0.07,0.055970059358514845,0.4365942948497832
,,96.32,8,267232,,29809,2744,-96.25,,0.07,,
,,96.86,8,267840,,29819,2748,-96.8,,0.06,,
,,96.86,8,268224,,29827,2752,-96.8,,0.06,,
0.0001,-4.214069880545139,96.86,8,268480,8384,29992,2756,-96.8,0.5544027332216501,0.06,0.0581546465982683,0.43380995048210025
,,96.86,8,268672,,29998,2760,-96.8,,0.06,,
,,96.86,8,268864,,30001,2764,-96.8,,0.06,,
,,96.22,8,268992,,30004,2768,-96.15,,0.07,,
,,95.62,8,269376,,30011,2772,-95.54,,0.08,,
,,96.25,8,270016,,30021,2776,-96.18,,0.07,,
0.0001,-4.246399633586407,96.25,8,270496,8448,30192,2780,-96.18,0.6660904912278056,0.07,0.05767242924775928,0.43104324070736766
,,96.35,8,271360,,30208,2784,-96.29,,0.06,,
,,96.35,8,271648,,30213,2788,-96.29,,0.06,,
,,96.35,8,271808,,30216,2792,-96.29,,0.06,,
,,96.91,9,272000,,30220,2796,-96.86,,0.05,,
,,97.4,9,272160,,30223,2800,-97.36,,0.04,,
0.0001,-4.279198534786701,97.4,8,272576,8512,30393,2804,-97.36,0.7830508351325989,0.04,0.06804667931282893,0.4282939285039902
,,97.4,8,273216,,30405,2808,-97.36,,0.04,,
,,96.27,8,273632,,30412,2812,-96.21,,0.06,,
,,96.26,9,273888,,30416,2816,-96.2,,0.06,,
0.0001,-4.3103711903095245,95.89,8,274624,8576,30591,2820,-95.82,0.8860409539192915,0.07,0.061784326448105276,0.4255621237680316
,,95.89,8,274880,,30595,2824,-95.82,,0.07,,
,,95.89,8,275200,,30602,2828,-95.82,,0.07,,
,,96.51,8,275328,,30605,2832,-96.45,,0.06,,
,,96.05,9,275520,,30608,2836,-95.98,,0.07,,
,,96.26,9,276416,,30622,2840,-96.19,,0.07,,
0.0001,-4.342911049723625,95.74,8,276576,8640,30787,2844,-95.66,1.0186946401372552,0.08,0.059656867175363004,0.4228482278995216
,,95.46,8,276896,,30793,2848,-95.37,,0.09,,
,,95.05,9,277664,,30807,2852,-94.95,,0.1,,
,,95.05,9,278048,,30813,2856,-94.95,,0.1,,
,,95.05,9,278176,,30816,2860,-94.95,,0.1,,
,,95.05,9,278464,,30821,2864,-94.95,,0.1,,
0.0001,-4.374869808554649,95.69,8,278592,8704,30985,2868,-95.6,1.1484683863818645,0.09,0.06060029682703316,0.4201516038738191
,,96.25,9,279488,,31002,2872,-96.17,,0.08,,
,,96.25,9,279776,,31007,2876,-96.17,,0.08,,
,,96.25,9,280096,,31013,2880,-96.17,,0.08,,
0.0001,-4.4077093526721,96.1,9,280832,8768,31186,2884,-96.02,1.2647609375417233,0.08,0.05927005299599841,0.4174719718284905
,,96.1,9,281248,,31194,2888,-96.02,,0.08,,
,,96.1,9,281376,,31196,2892,-96.02,,0.08,,
,,96.1,9,281600,,31200,2896,-96.02,,0.08,,
,,96.1,9,281792,,31205,2900,-96.02,,0.08,,
0.0001,-4.439646162092686,96.1,9,282656,8832,31379,2904,-96.02,1.374997677281499,0.08,0.06098648870829493,0.4148090798407793
,,96.1,9,282976,,31385,2908,-96.02,,0.08,,
,,96.64,9,283264,,31391,2912,-96.57,,0.07,,
,,96.31,9,283488,,31395,2916,-96.23,,0.08,,
,,96.18,9,284032,,31405,2920,-96.1,,0.08,,
,,95.57,9,284448,,31412,2924,-95.48,,0.09,,
,,95.57,9,284576,,31414,2928,-95.48,,0.09,,
0.0001,-4.471877403557301,95.57,9,284864,8896,31581,2932,-95.48,1.4953018222004175,0.09,0.06168159330263734,0.4121635016053915
,,96.03,9,285600,,31593,2936,-95.95,,0.08,,
,,95.61,9,286112,,31601,2940,-95.52,,0.09,,
,,96.19,9,286432,,31608,2944,-96.11,,0.08,,
,,96.47,9,286560,,31611,2948,-96.4,,0.07,,
0.0001,-4.5041371285915375,96.88,9,287008,8960,31781,2952,-96.82,1.6059513464570045,0.06,0.06194780982332304,0.4095349251292646
,,96.51,9,287648,,31792,2956,-96.44,,0.07,,
,,96.51,9,287776,,31794,2960,-96.44,,0.07,,
,,96.51,9,288000,,31798,2964,-96.44,,0.07,,
,,96.51,9,288352,,31805,2968,-96.44,,0.07,,
0.0001,-4.536127597093582,96.36,9,289280,9024,31983,2972,-96.29,1.718790601938963,0.07,0.05984996707411483,0.40692291082814336
,,96.36,9,289632,,31990,2976,-96.29,,0.07,,
,,95.78,9,289728,,31992,2980,-95.7,,0.08,,
,,95.68,9,290080,,31998,2984,-95.6,,0.08,,
,,95.68,9,290560,,32007,2988,-95.6,,0.08,,
0.0001,-4.569407165050507,95.68,9,290848,9088,32173,2992,-95.6,1.8363662641495466,0.08,0.06057749391766265,0.40432732505723834
