rollout/ep_rew_mean,train/critic_loss,rollout/ep_len_mean,time/fps,train/n_updates,train/actor_loss,time/total_timesteps,rollout/success_rate,train/ent_coef,time/time_elapsed,time/episodes,train/learning_rate,train/ent_coef_loss
-21.03,,22.02,6,,,658144,0.99,,106848,11284,,
-20.77,,21.76,6,,,658176,0.99,,106849,11288,,
-20.6,,21.59,6,,,658272,0.99,,106851,11292,,
-21.41,,22.39,6,,,658336,0.98,,106853,11296,,
-21.14,,22.12,6,,,658496,0.98,,106856,11300,,
-20.9,,21.88,6,,,658560,0.98,,106857,11304,,
-21.4,,22.38,6,,,658656,0.98,,106859,11308,,
-21.79,,22.77,6,,,658752,0.98,,106861,11312,,
-22.29,,23.27,6,,,658848,0.98,,106863,11316,,
-21.54,,22.52,6,,,658880,0.98,,106864,11320,,
-21.4,,22.38,6,,,658912,0.98,,106865,11324,,
-20.76,,21.75,6,,,659040,0.99,,106867,11328,,
-20.97,,21.96,6,,,659104,0.99,,106869,11332,,
-21.12,,22.11,6,,,659296,0.99,,106873,11336,,
-20.85,,21.84,6,,,659328,0.99,,106873,11340,,
-21.09,,22.08,6,,,659424,0.99,,106877,11344,,
-21.66,0.31853324570693076,22.64,6,20608,5.36656166613102,659488,0.98,0.13330914406105876,107168,11348,0.0001,-6.275195464491844
-21.86,,22.84,6,,,659680,0.98,,107172,11352,,
-21.94,,22.92,6,,,659744,0.98,,107174,11356,,
-21.72,,22.7,6,,,659776,0.98,,107175,11360,,
-21.64,,22.62,6,,,659872,0.98,,107178,11364,,
-21.59,,22.57,6,,,659968,0.98,,107180,11368,,
-21.76,,22.74,6,,,660096,0.98,,107183,11372,,
-21.07,,22.05,6,,,660192,0.98,,107185,11376,,
-20.97,,21.95,6,,,660256,0.98,,107186,11380,,
-20.72,,21.7,6,,,660320,0.98,,107188,11384,,
-21.55,,22.53,6,,,660416,0.98,,107190,11388,,
-21.99,,22.97,6,,,660512,0.98,,107192,11392,,
-21.29,,22.28,6,,,660608,0.99,,107195,11396,,
-20.76,,21.75,6,,,660640,0.99,,107195,11400,,
-20.7,,21.69,6,,,660832,0.99,,107199,11404,,
-20.71,,21.7,6,,,660864,0.99,,107200,11408,,
-20.27,,21.26,6,,,660928,0.99,,107201,11412,,
-19.67,,20.66,6,,,661024,0.99,,107203,11416,,
-21.04,,22.03,6,,,661152,0.99,,107206,11420,,
-20.56,,21.55,6,,,661248,0.99,,107208,11424,,
-20.63,,21.62,6,,,661312,0.99,,107209,11428,,
-20.21,,21.2,6,,,661408,0.99,,107212,11432,,
-20.11,0.3265087273903191,21.1,6,20672,5.395802952349186,661632,0.99,0.13251566840335727,107507,11436,0.0001,-6.264745622873306
-20.87,,21.85,6,,,661792,0.98,,107510,11440,,
-20.87,,21.85,6,,,661792,0.98,,107510,11444,,
-20.05,,21.04,6,,,661920,0.99,,107514,11448,,
-19.77,,20.76,6,,,662048,0.99,,107517,11452,,
-20.28,,21.27,6,,,662176,0.99,,107520,11456,,
-21.09,,22.08,6,,,662272,0.99,,107522,11460,,
-21.48,,22.47,6,,,662304,0.99,,107523,11464,,
-22.07,,23.06,6,,,662368,0.99,,107524,11468,,
-22.93,,23.92,6,,,662464,0.99,,107526,11472,,
-22.93,,23.92,6,,,662560,0.99,,107528,11476,,
-23.05,,24.04,6,,,662688,0.99,,107531,11480,,
-22.96,,23.95,6,,,662784,0.99,,107533,11484,,
-22.43,,23.42,6,,,662912,0.99,,107536,11488,,
-23.71,,24.68,6,,,662976,0.97,,107537,11492,,
-23.6,,24.57,6,,,663072,0.97,,107540,11496,,
-23.78,,24.75,6,,,663136,0.97,,107541,11500,,
-24.46,,25.42,6,,,663232,0.96,,107543,11504,,
-24.43,,25.39,6,,,663296,0.96,,107544,11508,,
-24.7,,25.66,6,,,663392,0.96,,107548,11512,,
-24.68,,25.64,6,,,663424,0.96,,107548,11516,,
-23.98,,24.93,6,,,663520,0.95,,107551,11520,,
-23.99,0.3197002741508186,24.94,6,20736,5.442750461399555,663648,0.95,0.1317248810082674,107844,11524,0.0001,-6.309886090457439
-24.38,,25.33,6,,,663744,0.95,,107846,11528,,
-24.55,,25.5,6,,,663840,0.95,,107848,11532,,
-24.63,,25.58,6,,,663936,0.95,,107850,11536,,
-25.19,,26.14,6,,,664000,0.95,,107852,11540,,
-24.34,,25.3,6,,,664064,0.96,,107853,11544,,
-24.26,,25.22,6,,,664160,0.96,,107855,11548,,
-24.35,,25.31,6,,,664256,0.96,,107857,11552,,
-22.72,,23.68,6,,,664448,0.96,,107861,11556,,
-22.68,,23.64,6,,,664480,0.96,,107862,11560,,
-22.44,,23.4,6,,,664576,0.96,,107864,11564,,
-21.43,,22.39,6,,,664800,0.96,,107870,11568,,
-21.02,,21.98,6,,,664864,0.96,,107871,11572,,
-21.02,,21.98,6,,,664864,0.96,,107871,11576,,
-21.16,,22.12,6,,,665120,0.96,,107876,11580,,
-20.93,,21.89,6,,,665280,0.96,,107878,11584,,
-21.4,,22.36,6,,,665440,0.96,,107882,11588,,
-22.32,,23.28,6,,,665536,0.96,,107884,11592,,
-23.36,0.330773301422596,24.31,6,20800,5.51882803440094,665664,0.95,0.13093482051044703,108178,11596,0.0001,-6.337781570851803
-24.14,,25.09,6,,,665888,0.95,,108182,11600,,
-23.2,,24.16,6,,,665984,0.96,,108184,11604,,
-24.59,,25.54,6,,,666144,0.95,,108187,11608,,
-25.05,,26.0,6,,,666272,0.95,,108190,11612,,
-25.54,,26.49,6,,,666368,0.95,,108192,11616,,
-25.78,,26.73,6,,,666464,0.95,,108194,11620,,
-26.28,,27.23,6,,,666496,0.95,,108195,11624,,
-26.88,,27.82,6,,,666624,0.94,,108197,11628,,
-27.32,,28.26,6,,,666752,0.94,,108200,11632,,
-26.56,,27.5,6,,,666912,0.94,,108204,11636,,
-26.65,,27.59,6,,,667008,0.94,,108206,11640,,
-26.5,,27.44,6,,,667040,0.94,,108207,11644,,
-26.48,,27.42,6,,,667136,0.94,,108209,11648,,
-26.64,,27.58,6,,,667264,0.94,,108211,11652,,
-27.66,,28.59,6,,,667424,0.93,,108215,11656,,
-27.6,,28.53,6,,,667456,0.93,,108215,11660,,
-27.59,,28.52,6,,,667520,0.93,,108217,11664,,
-27.97,,28.9,6,,,667616,0.93,,108219,11668,,
-28.48,0.3302296414040029,29.41,6,20864,5.581571437418461,667744,0.93,0.13014223868958652,108514,11672,0.0001,-6.406150974333286
-29.1,,30.03,6,,,667840,0.93,,108516,11676,,
-28.84,,29.77,6,,,668000,0.93,,108519,11680,,
-28.89,,29.82,6,,,668160,0.93,,108523,11684,,
-28.32,,29.25,6,,,668256,0.93,,108525,11688,,
-26.95,,27.9,6,,,668352,0.95,,108527,11692,,
-26.84,,27.8,6,,,668544,0.96,,108531,11696,,
-26.32,,27.28,6,,,668608,0.96,,108532,11700,,
-26.9,,27.86,6,,,668640,0.96,,108533,11704,,
-26.26,,27.23,6,,,668832,0.97,,108538,11708,,
-26.15,,27.12,6,,,668992,0.97,,108541,11712,,
-27.23,,28.19,6,,,669120,0.96,,108544,11716,,
-26.82,,27.79,6,,,669312,0.97,,108548,11720,,
-26.69,,27.66,6,,,669440,0.97,,108550,11724,,
-26.8,,27.77,6,,,669568,0.97,,108553,11728,,
-27.2,,28.17,6,,,669696,0.97,,108555,11732,,
-27.28,0.3333032066002488,28.25,6,20928,5.61599825322628,669824,0.97,0.12935092905536294,108850,11736,0.0001,-6.364753492176533
-28.06,,29.03,6,,,669856,0.97,,108851,11740,,
-28.36,,29.33,6,,,670080,0.97,,108855,11744,,
-29.98,,30.94,6,,,670208,0.96,,108858,11748,,
-29.98,,30.94,6,,,670208,0.96,,108858,11752,,
-29.3,,30.27,6,,,670368,0.97,,108861,11756,,
-29.46,,30.43,6,,,670592,0.97,,108866,11760,,
-30.43,,31.39,6,,,670688,0.96,,108868,11764,,
-29.49,,30.45,6,,,670784,0.96,,108870,11768,,
-29.59,,30.55,6,,,670912,0.96,,108873,11772,,
-28.56,,29.52,6,,,671136,0.96,,108878,11776,,
-29.67,,30.63,6,,,671328,0.96,,108882,11780,,
-30.14,,31.1,6,,,671392,0.96,,108883,11784,,
-30.49,,31.45,6,,,671488,0.96,,108886,11788,,
-30.35,,31.3,6,,,671680,0.95,,108889,11792,,
-31.18,0.3340718587860465,32.12,6,20992,5.66809543967247,671808,0.94,0.128568216226995,109183,11796,0.0001,-6.3591378182172775
-31.84,,32.77,6,,,671840,0.93,,109184,11800,,
-31.39,,32.32,6,,,671936,0.93,,109186,11804,,
-31.66,,32.59,6,,,672160,0.93,,109191,11808,,
-31.7,,32.63,6,,,672192,0.93,,109191,11812,,
-31.2,,32.13,6,,,672256,0.93,,109193,11816,,
-31.07,,32.0,6,,,672384,0.93,,109196,11820,,
-31.43,,32.36,6,,,672480,0.93,,109198,11824,,
-30.48,,31.42,6,,,672576,0.94,,109200,11828,,
-29.62,,30.56,6,,,672672,0.94,,109202,11832,,
-29.13,,30.07,6,,,672768,0.94,,109204,11836,,
-29.14,,30.08,6,,,672864,0.94,,109206,11840,,
-30.25,,31.19,6,,,672928,0.94,,109207,11844,,
-28.75,,29.7,6,,,673024,0.95,,109211,11848,,
-28.35,,29.3,6,,,673152,0.95,,109214,11852,,
-27.79,,28.74,6,,,673248,0.95,,109216,11856,,
-27.89,,28.84,6,,,673376,0.95,,109218,11860,,
-26.81,,27.77,6,,,673440,0.96,,109220,11864,,
-27.68,,28.63,6,,,673536,0.95,,109222,11868,,
-27.25,,28.2,6,,,673632,0.95,,109224,11872,,
-27.81,,28.76,6,,,673696,0.95,,109225,11876,,
-27.25,0.3521445714868605,28.2,6,21056,5.73237768560648,673824,0.95,0.1277907316107303,109520,11880,0.0001,-6.360195584595203
-27.22,,28.17,6,,,673888,0.95,,109522,11884,,
-27.77,,28.71,6,,,674016,0.94,,109525,11888,,
-26.57,,27.52,6,,,674176,0.95,,109528,11892,,
-25.09,,26.05,6,,,674368,0.96,,109532,11896,,
-24.8,,25.77,6,,,674496,0.97,,109535,11900,,
-24.53,,25.5,6,,,674656,0.97,,109538,11904,,
-24.32,,25.29,6,,,674752,0.97,,109540,11908,,
-24.43,,25.39,6,,,674848,0.96,,109542,11912,,
-23.32,,24.29,6,,,674944,0.97,,109544,11916,,
-24.1,,25.06,6,,,675040,0.96,,109547,11920,,
-23.06,,24.02,6,,,675136,0.96,,109550,11924,,
-23.48,,24.44,6,,,675296,0.96,,109553,11928,,
-25.57,,26.51,6,,,675456,0.94,,109556,11932,,
-26.6,,27.53,6,,,675520,0.93,,109557,11936,,
-26.77,,27.69,6,,,675680,0.92,,109561,11940,,
-25.36,0.34008981147781014,26.28,6,21120,5.763546951115131,675872,0.92,0.12701625935733318,109856,11944,0.0001,-6.386938095092773
-26.05,,26.97,6,,,675936,0.92,,109857,11948,,
-26.18,,27.1,6,,,675968,0.92,,109858,11952,,
-27.23,,28.14,6,,,676096,0.91,,109861,11956,,
-27.4,,28.31,6,,,676288,0.91,,109865,11960,,
-27.42,,28.33,6,,,676320,0.91,,109866,11964,,
-26.82,,27.74,6,,,676416,0.92,,109868,11968,,
-26.73,,27.65,6,,,676608,0.92,,109872,11972,,
-26.86,,27.78,6,,,676768,0.92,,109876,11976,,
-27.12,,28.04,6,,,676864,0.92,,109878,11980,,
-27.33,,28.24,6,,,677056,0.91,,109883,11984,,
-27.27,,28.19,6,,,677088,0.92,,109884,11988,,
-28.21,,29.12,6,,,677184,0.91,,109886,11992,,
-28.16,,29.07,6,,,677280,0.91,,109888,11996,,
-28.45,,29.35,6,,,677408,0.9,,109890,12000,,
-29.6,,30.49,6,,,677472,0.89,,109892,12004,,
-29.13,,30.02,6,,,677632,0.89,,109895,12008,,
-28.66,,29.56,6,,,677760,0.9,,109898,12012,,
-28.94,,29.84,6,,,677824,0.9,,109899,12016,,
-28.1,,29.01,6,,,677856,0.91,,109900,12020,,
-29.59,0.34648651722818613,30.49,6,21184,5.7343190014362335,677920,0.9,0.12624641484580934,110193,12024,0.0001,-6.340231508016586
-30.49,,31.38,6,,,678080,0.89,,110196,12028,,
-29.04,,29.94,6,,,678176,0.9,,110198,12032,,
-28.08,,28.99,6,,,678272,0.91,,110201,12036,,
-27.2,,28.12,6,,,678368,0.92,,110203,12040,,
-27.24,,28.16,6,,,678496,0.92,,110206,12044,,
-26.58,,27.5,6,,,678592,0.92,,110208,12048,,
-26.88,,27.8,6,,,678624,0.92,,110208,12052,,
-26.41,,27.34,6,,,678688,0.93,,110210,12056,,
-26.97,,27.89,6,,,678784,0.92,,110212,12060,,
-27.19,,28.11,6,,,678848,0.92,,110213,12064,,
-27.13,,28.05,6,,,678976,0.92,,110216,12068,,
-27.33,,28.25,6,,,679040,0.92,,110219,12072,,
-27.11,,28.03,6,,,679072,0.92,,110220,12076,,
-26.67,,27.59,6,,,679136,0.92,,110221,12080,,
-25.71,,26.64,6,,,679264,0.93,,110224,12084,,
-25.75,,26.68,6,,,679360,0.93,,110226,12088,,
-25.06,,26.0,6,,,679424,0.94,,110228,12092,,
-24.87,,25.81,6,,,679488,0.94,,110229,12096,,
-24.35,,25.29,6,,,679552,0.94,,110231,12100,,
-22.59,,23.55,6,,,679648,0.96,,110232,12104,,
-22.89,,23.85,6,,,679744,0.96,,110234,12108,,
-21.9,,22.86,6,,,679872,0.96,,110237,12112,,
-22.14,,23.1,6,,,679904,0.96,,110238,12116,,
-22.02,0.36276507191359997,22.98,6,21248,5.7592620477080345,680032,0.96,0.12548567936755717,110531,12120,0.0001,-6.332908123731613
-20.93,,21.9,6,,,680128,0.97,,110534,12124,,
-19.81,,20.79,6,,,680224,0.98,,110536,12128,,
-19.98,,20.96,6,,,680320,0.98,,110538,12132,,
-20.27,,21.25,6,,,680416,0.98,,110540,12136,,
-21.26,,22.23,6,,,680480,0.97,,110541,12140,,
-21.72,,22.69,6,,,680544,0.97,,110543,12144,,
-21.71,,22.68,6,,,680672,0.97,,110546,12148,,
-21.33,,22.3,6,,,680768,0.97,,110548,12152,,
-20.82,,21.79,6,,,680896,0.97,,110551,12156,,
-20.75,,21.72,6,,,680992,0.97,,110553,12160,,
-20.53,,21.5,6,,,681088,0.97,,110556,12164,,
-20.46,,21.43,6,,,681152,0.97,,110558,12168,,
-20.92,,21.89,6,,,681312,0.97,,110561,12172,,
-21.39,,22.36,6,,,681440,0.97,,110563,12176,,
-20.7,,21.67,6,,,681472,0.97,,110564,12180,,
-21.15,,22.12,6,,,681568,0.97,,110566,12184,,
-21.36,,22.33,6,,,681600,0.97,,110567,12188,,
-21.12,,22.09,6,,,681728,0.97,,110569,12192,,
-21.06,,22.03,6,,,681856,0.97,,110572,12196,,
-21.41,,22.38,6,,,681984,0.97,,110575,12200,,
-21.43,0.37439600098878145,22.4,6,21312,5.7927581667900085,682016,0.97,0.1247253876645118,110867,12204,0.0001,-6.393238730728626
-21.18,,22.15,6,,,682048,0.97,,110867,12208,,
-21.62,,22.59,6,,,682144,0.97,,110870,12212,,
-21.97,,22.94,6,,,682208,0.97,,110871,12216,,
-22.48,,23.45,6,,,682400,0.97,,110875,12220,,
-22.69,,23.66,6,,,682528,0.97,,110878,12224,,
-22.84,,23.81,6,,,682560,0.97,,110879,12228,,
-21.78,,22.76,6,,,682720,0.98,,110882,12232,,
-21.97,,22.95,6,,,682848,0.98,,110884,12236,,
-22.51,,23.49,6,,,682912,0.98,,110886,12240,,
-21.14,,22.13,6,,,683040,0.99,,110888,12244,,
-21.19,,22.18,6,,,683136,0.99,,110890,12248,,
-21.74,,22.73,6,,,683232,0.99,,110894,12252,,
-22.3,,23.29,6,,,683296,0.99,,110895,12256,,
-22.02,,23.02,6,,,683424,1.0,,110898,12260,,
-22.93,,23.92,6,,,683488,0.99,,110899,12264,,
-22.81,,23.8,6,,,683552,0.99,,110900,12268,,
-23.07,,24.05,6,,,683648,0.98,,110903,12272,,
-23.17,,24.15,6,,,683680,0.98,,110903,12276,,
-22.75,,23.73,6,,,683776,0.98,,110905,12280,,
-22.76,,23.74,6,,,683904,0.98,,110908,12284,,
-22.2,,23.18,6,,,683968,0.98,,110909,12288,,
-23.01,,23.98,6,,,684032,0.97,,110910,12292,,
-23.54,0.35669026616960764,24.51,6,21376,5.812958180904388,684064,0.97,0.12396619818173349,111203,12296,0.0001,-6.38325621932745
-23.57,,24.54,6,,,684128,0.97,,111204,12300,,
-22.88,,23.85,6,,,684320,0.97,,111208,12304,,
-23.29,,24.26,6,,,684352,0.97,,111209,12308,,
-23.34,,24.31,6,,,684448,0.97,,111211,12312,,
-23.36,,24.33,6,,,684480,0.97,,111212,12316,,
-23.05,,24.02,6,,,684544,0.97,,111213,12320,,
-22.88,,23.85,6,,,684704,0.97,,111216,12324,,
-23.06,,24.03,6,,,684768,0.97,,111218,12328,,
-23.21,,24.18,6,,,684800,0.97,,111218,12332,,
-22.09,,23.06,6,,,684864,0.97,,111220,12336,,
-22.07,,23.04,6,,,684928,0.97,,111221,12340,,
-22.51,,23.48,6,,,685024,0.97,,111223,12344,,
-22.42,,23.39,6,,,685088,0.97,,111225,12348,,
-21.66,,22.63,6,,,685216,0.97,,111229,12352,,
-21.22,,22.19,6,,,685280,0.97,,111230,12356,,
-21.3,,22.27,6,,,685376,0.97,,111232,12360,,
-20.27,,21.25,6,,,685472,0.98,,111234,12364,,
-20.54,,21.52,6,,,685536,0.98,,111236,12368,,
-19.78,,20.77,6,,,685600,0.99,,111237,12372,,
-19.86,,20.85,6,,,685664,0.99,,111239,12376,,
-19.84,,20.83,6,,,685728,0.99,,111240,12380,,
-19.92,,20.91,6,,,685760,0.99,,111241,12384,,
-20.03,,21.02,6,,,685856,0.99,,111243,12388,,
-19.14,,20.14,6,,,685952,1.0,,111245,12392,,
-18.68,,19.68,6,,,685984,1.0,,111246,12396,,
-18.62,,19.62,6,,,686080,1.0,,111247,12400,,
-18.9,0.38095290726050735,19.9,6,21440,5.820769764482975,686240,1.0,0.12321341340430081,111543,12404,0.0001,-6.371035642921925
-18.51,,19.51,6,,,686336,1.0,,111545,12408,,
-17.91,,18.91,6,,,686464,1.0,,111548,12412,,
-18.12,,19.11,6,,,686528,0.99,,111550,12416,,
-18.73,,19.72,6,,,686592,0.99,,111551,12420,,
-18.69,,19.68,6,,,686688,0.99,,111553,12424,,
-18.38,,19.37,6,,,686784,0.99,,111555,12428,,
-18.41,,19.4,6,,,686848,0.99,,111557,12432,,
-18.27,,19.26,6,,,687008,0.99,,111560,12436,,
-18.31,,19.3,6,,,687072,0.99,,111562,12440,,
-18.33,,19.32,6,,,687200,0.99,,111565,12444,,
-18.69,,19.68,6,,,687296,0.99,,111568,12448,,
-19.17,,20.16,6,,,687424,0.99,,111570,12452,,
-19.5,,20.49,6,,,687488,0.99,,111572,12456,,
-19.45,,20.44,6,,,687584,0.99,,111574,12460,,
-19.91,,20.9,6,,,687680,0.99,,111576,12464,,
-19.75,,20.74,6,,,687808,0.99,,111579,12468,,
-20.11,,21.1,6,,,687872,0.99,,111580,12472,,
-20.42,,21.41,6,,,687936,0.99,,111582,12476,,
-19.99,,20.98,6,,,687968,0.99,,111582,12480,,
-20.01,0.40003206208348274,21.0,6,21504,5.862352207303047,688160,0.99,0.12246608582790941,111877,12484,0.0001,-6.359151929616928
-19.9,,20.89,6,,,688192,0.99,,111878,12488,,
-20.79,,21.77,6,,,688256,0.98,,111879,12492,,
-20.92,,21.9,6,,,688320,0.98,,111881,12496,,
-21.28,,22.26,6,,,688384,0.98,,111882,12500,,
-21.6,,22.58,6,,,688512,0.98,,111886,12504,,
-21.73,,22.71,6,,,688544,0.98,,111886,12508,,
-21.73,,22.71,6,,,688608,0.98,,111888,12512,,
-21.41,,22.4,6,,,688736,0.99,,111891,12516,,
-20.71,,21.7,6,,,688832,0.99,,111893,12520,,
-20.46,,21.45,6,,,688928,0.99,,111895,12524,,
-20.62,,21.61,6,,,688960,0.99,,111896,12528,,
-20.89,,21.88,6,,,688992,0.99,,111896,12532,,
-20.85,,21.84,6,,,689056,0.99,,111898,12536,,
-21.86,,22.84,6,,,689184,0.98,,111902,12540,,
-21.3,,22.28,6,,,689216,0.98,,111903,12544,,
-21.08,,22.06,6,,,689312,0.98,,111905,12548,,
-21.55,,22.53,6,,,689344,0.98,,111905,12552,,
-20.65,,21.63,6,,,689408,0.98,,111907,12556,,
-20.5,,21.48,6,,,689504,0.98,,111909,12560,,
-19.73,,20.71,6,,,689600,0.98,,111911,12564,,
-19.83,,20.81,6,,,689632,0.98,,111912,12568,,
-20.05,,21.03,6,,,689696,0.98,,111913,12572,,
-20.18,,21.15,6,,,689760,0.97,,111915,12576,,
-20.25,,21.22,6,,,689856,0.97,,111917,12580,,
-19.86,,20.83,6,,,690016,0.97,,111920,12584,,
-19.88,,20.85,6,,,690048,0.97,,111921,12588,,
-19.09,,20.07,6,,,690112,0.98,,111922,12592,,
-18.87,0.3579781949520111,19.85,6,21568,5.838959835469723,690208,0.98,0.12172201264183968,112216,12596,0.0001,-6.3791904002428055
-18.64,,19.62,6,,,690304,0.98,,112218,12600,,
-18.32,,19.3,6,,,690400,0.98,,112220,12604,,
-18.32,,19.3,6,,,690432,0.98,,112221,12608,,
-17.99,,18.97,6,,,690688,0.98,,112226,12612,,
-18.33,,19.31,6,,,690752,0.98,,112227,12616,,
-18.51,,19.49,6,,,690816,0.98,,112229,12620,,
-18.33,,19.31,6,,,690880,0.98,,112230,12624,,
-18.5,,19.48,6,,,691008,0.98,,112233,12628,,
-18.26,,19.24,6,,,691104,0.98,,112235,12632,,
-18.09,,19.07,6,,,691232,0.98,,112239,12636,,
-17.69,,18.68,6,,,691264,0.99,,112240,12640,,
-17.95,,18.94,6,,,691328,0.99,,112241,12644,,
-18.13,,19.12,6,,,691424,0.99,,112243,12648,,
-17.74,,18.73,6,,,691584,0.99,,112247,12652,,
-17.64,,18.63,6,,,691648,0.99,,112248,12656,,
-17.78,,18.77,6,,,691680,0.99,,112249,12660,,
-17.82,,18.81,6,,,691744,0.99,,112250,12664,,
-17.31,,18.3,6,,,691872,0.99,,112252,12668,,
-18.03,,19.01,6,,,691936,0.98,,112254,12672,,
-17.55,,18.54,6,,,692096,0.99,,112257,12676,,
-17.54,,18.53,6,,,692160,0.99,,112258,12680,,
-18.54,0.35838464088737965,19.52,6,21632,5.8424704521894455,692320,0.98,0.12098244950175285,112553,12684,0.0001,-6.361218556761742
-18.89,,19.87,6,,,692352,0.98,,112554,12688,,
-20.24,,21.22,6,,,692384,0.98,,112555,12692,,
-20.89,,21.87,6,,,692448,0.98,,112556,12696,,
-21.66,,22.63,6,,,692576,0.97,,112559,12700,,
-21.63,,22.6,6,,,692704,0.97,,112562,12704,,
-22.39,,23.36,6,,,692736,0.97,,112563,12708,,
-22.33,,23.3,6,,,692768,0.97,,112563,12712,,
-21.74,,22.71,6,,,692832,0.97,,112565,12716,,
-21.83,,22.8,6,,,692960,0.97,,112568,12720,,
-21.87,,22.84,6,,,693024,0.97,,112569,12724,,
-22.04,,23.01,6,,,693088,0.97,,112570,12728,,
-22.14,,23.11,6,,,693120,0.97,,112571,12732,,
-22.14,,23.11,6,,,693184,0.97,,112573,12736,,
-21.59,,22.56,6,,,693312,0.97,,112577,12740,,
-21.94,,22.91,6,,,693376,0.97,,112578,12744,,
-22.03,,23.0,6,,,693440,0.97,,112580,12748,,
-22.05,,23.02,6,,,693504,0.97,,112581,12752,,
-22.06,,23.03,6,,,693664,0.97,,112584,12756,,
-21.95,,22.92,6,,,693728,0.97,,112585,12760,,
-22.06,,23.03,6,,,693792,0.97,,112587,12764,,
-22.13,,23.1,6,,,693856,0.97,,112588,12768,,
-21.27,,22.25,6,,,693920,0.98,,112590,12772,,
-20.95,,21.93,6,,,694048,0.98,,112593,12776,,
-21.69,,22.67,6,,,694144,0.98,,112595,12780,,
-21.7,,22.68,6,,,694176,0.98,,112595,12784,,
-20.96,,21.95,6,,,694240,0.99,,112597,12788,,
-19.25,0.3619606220163405,20.24,6,21696,5.843475557863712,694304,0.99,0.12025197292678058,112890,12792,0.0001,-6.3243134543299675
-17.76,,18.76,6,,,694400,1.0,,112892,12796,,
-17.76,,18.76,6,,,694496,1.0,,112894,12800,,
-17.74,,18.74,6,,,694624,1.0,,112897,12804,,
-16.82,,17.82,6,,,694720,1.0,,112899,12808,,
-17.0,,18.0,6,,,694784,1.0,,112901,12812,,
-17.5,,18.5,6,,,694912,1.0,,112903,12816,,
-18.87,,19.87,6,,,695072,1.0,,112906,12820,,
-18.52,,19.52,6,,,695104,1.0,,112907,12824,,
-18.11,,19.11,6,,,695168,1.0,,112908,12828,,
-18.37,,19.37,6,,,695232,1.0,,112910,12832,,
-18.4,,19.4,6,,,695392,1.0,,112914,12836,,
-18.22,,19.22,6,,,695488,1.0,,112917,12840,,
-17.58,,18.58,6,,,695616,1.0,,112919,12844,,
-17.62,,18.62,6,,,695712,1.0,,112921,12848,,
-17.66,,18.66,6,,,695776,1.0,,112923,12852,,
-17.77,,18.77,6,,,695904,1.0,,112926,12856,,
-18.17,,19.17,6,,,695968,1.0,,112927,12860,,
-18.08,,19.08,6,,,696096,1.0,,112930,12864,,
-18.56,,19.56,6,,,696192,1.0,,112932,12868,,
-20.06,,21.05,6,,,696288,0.99,,112934,12872,,
-20.06,,21.05,6,,,696320,0.99,,112935,12876,,
-20.19,0.34746487997472286,21.17,6,21760,5.857029892504215,696352,0.98,0.11952523037325591,113227,12880,0.0001,-6.322287499904633
-20.19,,21.17,6,,,696576,0.98,,113231,12884,,
-19.9,,20.88,6,,,696640,0.98,,113233,12888,,
-19.88,,20.86,6,,,696672,0.98,,113234,12892,,
-20.73,,21.7,6,,,696768,0.97,,113236,12896,,
-21.51,,22.48,6,,,696896,0.97,,113239,12900,,
-21.52,,22.49,6,,,696992,0.97,,113241,12904,,
-22.08,,23.05,6,,,697056,0.97,,113243,12908,,
-22.24,,23.21,6,,,697120,0.97,,113244,12912,,
-21.59,,22.56,6,,,697152,0.97,,113245,12916,,
-20.84,,21.8,6,,,697248,0.96,,113248,12920,,
-21.92,,22.87,6,,,697376,0.95,,113251,12924,,
-22.16,,23.11,6,,,697472,0.95,,113253,12928,,
-21.91,,22.86,6,,,697504,0.95,,113254,12932,,
-23.09,,24.04,6,,,697664,0.95,,113257,12936,,
-23.43,,24.38,6,,,697696,0.95,,113258,12940,,
-23.96,,24.91,6,,,697792,0.95,,113259,12944,,
-23.83,,24.78,6,,,697856,0.95,,113261,12948,,
-23.69,,24.64,6,,,697984,0.95,,113263,12952,,
-23.49,,24.44,6,,,698048,0.95,,113265,12956,,
-23.23,,24.18,6,,,698080,0.95,,113265,12960,,
-23.42,,24.37,6,,,698208,0.95,,113268,12964,,
-23.27,,24.22,6,,,698240,0.95,,113269,12968,,
-23.02,,23.97,6,,,698336,0.95,,113271,12972,,
-21.45,0.34156258264556527,22.41,6,21824,5.8663899302482605,698432,0.96,0.1188046809984371,113564,12976,0.0001,-6.319282412528992
-20.75,,21.72,6,,,698464,0.97,,113565,12980,,
-21.4,,22.37,6,,,698528,0.97,,113567,12984,,
-21.68,,22.65,6,,,698592,0.97,,113568,12988,,
-20.82,,21.8,6,,,698656,0.98,,113570,12992,,
-20.88,,21.86,6,,,698688,0.98,,113570,12996,,
-20.78,,21.76,6,,,698848,0.98,,113574,13000,,
-20.94,,21.91,6,,,698880,0.97,,113574,13004,,
-20.96,,21.93,6,,,698912,0.97,,113575,13008,,
-20.88,,21.85,6,,,699008,0.97,,113577,13012,,
-20.84,,21.81,6,,,699040,0.97,,113578,13016,,
-20.06,,21.04,6,,,699104,0.98,,113579,13020,,
-19.79,,20.77,6,,,699200,0.98,,113581,13024,,
-18.59,,19.58,6,,,699296,0.99,,113584,13028,,
-18.65,,19.64,6,,,699360,0.99,,113586,13032,,
