time/episodes,train/ent_coef,train/ent_coef_loss,rollout/ep_rew_mean,time/total_timesteps,time/fps,train/learning_rate,train/n_updates,train/actor_loss,rollout/ep_len_mean,rollout/success_rate,time/time_elapsed,train/critic_loss
1456,0.6450421828776598,-2.2139463424682617,-95.3,141504,28,0.0001,4416,-8.203031055629253,95.39,0.09,4979,0.09733456425601617
1460,,,-95.3,142016,28,,,,95.39,0.09,4989,
1464,,,-94.78,142624,28,,,,94.88,0.1,5002,
1468,,,-95.85,142976,28,,,,95.93,0.08,5009,
1472,,,-95.85,143264,28,,,,95.93,0.08,5016,
1476,0.640927136875689,-2.2465777434408665,-95.85,143712,28,0.0001,4480,-8.036792881786823,95.93,0.08,5054,0.1024595299968496
1480,,,-95.85,144192,28,,,,95.93,0.08,5064,
1484,,,-95.85,144288,28,,,,95.93,0.08,5067,
1488,,,-95.85,144704,28,,,,95.93,0.08,5076,
1492,,,-96.32,145216,28,,,,96.39,0.07,5086,
1496,0.6368380794301629,-2.2789540998637676,-96.32,145824,28,0.0001,4544,-7.876077614724636,96.39,0.07,5128,0.11664357979316264
1500,,,-96.29,146176,28,,,,96.36,0.07,5136,
1504,,,-96.29,146464,28,,,,96.36,0.07,5142,
1508,,,-96.29,146912,28,,,,96.36,0.07,5151,
1512,,,-96.29,147392,28,,,,96.36,0.07,5162,
1516,0.6327756457030773,-2.3111768402159214,-96.29,147488,28,0.0001,4608,-7.791630461812019,96.36,0.07,5193,0.09271212958265096
1520,,,-96.29,147904,28,,,,96.36,0.07,5202,
1524,,,-96.97,148416,28,,,,97.03,0.06,5213,
1528,,,-96.33,148704,28,,,,96.4,0.07,5220,
1532,,,-96.32,149216,28,,,,96.39,0.07,5230,
1536,0.62873859051615,-2.343632474541664,-96.32,149632,28,0.0001,4672,-7.640992023050785,96.39,0.07,5269,0.08895159931853414
1540,,,-96.6,150112,28,,,,96.66,0.06,5279,
1544,,,-96.6,150528,28,,,,96.66,0.06,5288,
1548,,,-96.6,150688,28,,,,96.66,0.06,5292,
1552,,,-96.29,150976,28,,,,96.36,0.07,5298,
1556,,,-97.84,151392,28,,,,97.88,0.04,5307,
1560,0.6247277436777949,-2.375473540276289,-98.47,151904,28,0.0001,4736,-7.485635533928871,98.5,0.03,5347,0.09450471203308553
1564,,,-98.46,152384,28,,,,98.49,0.03,5357,
1568,,,-98.48,152800,28,,,,98.51,0.03,5366,
1572,,,-97.9,152992,28,,,,97.94,0.04,5371,
1576,,,-97.9,153344,28,,,,97.94,0.04,5379,
1580,0.6207426935434341,-2.408256970345974,-97.9,153824,28,0.0001,4800,-7.318226367235184,97.94,0.04,5418,0.09073916514171287
1584,,,-97.9,154080,28,,,,97.94,0.04,5424,
1588,,,-97.9,154432,28,,,,97.94,0.04,5431,
1592,,,-97.46,155008,28,,,,97.51,0.05,5443,
1596,,,-97.46,155584,28,,,,97.51,0.05,5455,
1600,0.616782727651298,-2.4400085657835007,-97.49,155872,28,0.0001,4864,-7.142378240823746,97.54,0.05,5490,0.08727301348699257
1604,,,-97.49,156096,28,,,,97.54,0.05,5495,
1608,,,-97.46,156544,28,,,,97.51,0.05,5505,
1612,,,-97.46,157024,28,,,,97.51,0.05,5515,
1616,,,-97.46,157280,28,,,,97.51,0.05,5521,
1620,,,-97.46,157632,28,,,,97.51,0.05,5528,
1624,0.6128482697531581,-2.4729127921164036,-97.46,158208,28,0.0001,4928,-6.968449339270592,97.51,0.05,5569,0.08695929899113253
1628,,,-97.7,158656,28,,,,97.75,0.05,5579,
1632,,,-97.71,158976,28,,,,97.76,0.05,5585,
1636,,,-97.71,159264,28,,,,97.76,0.05,5592,
1640,,,-97.71,159712,28,,,,97.76,0.05,5602,
1644,0.6089383214712143,-2.5052564330399036,-97.71,160224,28,0.0001,4992,-6.784707210958004,97.76,0.05,5642,0.08376143214991316
1648,,,-97.68,160384,28,,,,97.73,0.05,5646,
1652,,,-97.99,160832,28,,,,98.03,0.04,5655,
1656,,,-97.26,161216,28,,,,97.32,0.06,5663,
1660,,,-97.26,161696,28,,,,97.32,0.06,5674,
1664,0.6050529675558209,-2.537927508354187,-97.35,162016,28,0.0001,5056,-6.598356783390045,97.41,0.06,5710,0.08341462805401534
1668,,,-97.35,162400,28,,,,97.41,0.06,5718,
1672,,,-97.93,162816,28,,,,97.98,0.05,5727,
1676,,,-97.58,163328,28,,,,97.64,0.06,5738,
1680,,,-96.9,163488,28,,,,96.97,0.07,5742,
1684,0.601193412207067,-2.5685636550188065,-96.9,163904,28,0.0001,5120,-6.422308720648289,96.97,0.07,5780,0.08599575283005834
1688,,,-96.26,164128,28,,,,96.34,0.08,5785,
1692,,,-96.64,164608,28,,,,96.71,0.07,5795,
1696,,,-96.64,165056,28,,,,96.71,0.07,5805,
1700,,,-96.64,165376,28,,,,96.71,0.07,5812,
1704,,,-96.64,165824,28,,,,96.71,0.07,5821,
1708,0.5973589895293117,-2.6019778549671173,-96.18,166528,28,0.0001,5184,-6.34570848941803,96.26,0.08,5864,0.10458140994887799
1712,,,-96.18,166656,28,,,,96.26,0.08,5867,
1716,,,-96.18,166976,28,,,,96.26,0.08,5875,
1720,,,-96.18,167232,28,,,,96.26,0.08,5880,
1724,,,-95.81,167552,28,,,,95.9,0.09,5888,
1728,0.5935485046356916,-2.633684478700161,-95.64,168096,28,0.0001,5248,-6.224749818444252,95.73,0.09,5928,0.07779698463855311
1732,,,-95.11,168384,28,,,,95.21,0.1,5935,
1736,,,-95.11,168864,28,,,,95.21,0.1,5945,
1740,,,-95.11,169312,28,,,,95.21,0.1,5956,
1744,,,-95.11,169824,28,,,,95.21,0.1,5967,
1748,,,-94.6,169952,28,,,,94.71,0.11,5970,
1752,0.5897626997902989,-2.666562046855688,-94.6,170400,28,0.0001,5312,-6.0354920625686646,94.71,0.11,6011,0.07541188859613612
1756,,,-95.33,170592,28,,,,95.42,0.09,6016,
1760,,,-95.33,171232,28,,,,95.42,0.09,6030,
1764,,,-95.33,171520,28,,,,95.42,0.09,6037,
1768,0.5860002404078841,-2.698301274329424,-95.77,172064,28,0.0001,5376,-5.844993747770786,95.85,0.08,6079,0.07662315288325772
1772,,,-95.77,172512,28,,,,95.85,0.08,6089,
1776,,,-96.12,173024,28,,,,96.19,0.07,6100,
1780,,,-96.8,173152,28,,,,96.86,0.06,6104,
1784,,,-96.8,173600,28,,,,96.86,0.06,6114,
1788,,,-97.44,173792,28,,,,97.49,0.05,6119,
1792,0.5822626613080502,-2.7310159616172314,-97.5,174432,28,0.0001,5440,-5.660671353340149,97.55,0.05,6163,0.07440030161524191
1796,,,-97.13,174656,28,,,,97.19,0.06,6169,
1800,,,-96.62,174976,28,,,,96.69,0.07,6177,
1804,,,-96.06,175296,28,,,,96.14,0.08,6184,
1808,,,-96.55,176128,28,,,,96.62,0.07,6202,
1812,0.5785482097417116,-2.76348864287138,-96.55,176288,28,0.0001,5504,-5.481878124177456,96.62,0.07,6237,0.07562357513234019
1816,,,-96.19,176704,28,,,,96.27,0.08,6246,
1820,,,-96.19,176864,28,,,,96.27,0.08,6251,
1824,,,-96.03,177504,28,,,,96.11,0.08,6265,
1828,,,-96.3,177760,28,,,,96.38,0.08,6271,
1832,,,-96.83,177920,28,,,,96.9,0.07,6276,
1836,0.5748576046898961,-2.7951450683176517,-96.83,178368,28,0.0001,5568,-5.31587690114975,96.9,0.07,6316,0.07198976899962872
1840,,,-96.83,179328,28,,,,96.9,0.07,6337,
1844,,,-96.83,179488,28,,,,96.9,0.07,6341,
1848,,,-97.37,179904,28,,,,97.43,0.06,6351,
1852,,,-97.37,180064,28,,,,97.43,0.06,6355,
1856,0.5711911777034402,-2.8278596736490726,-97.04,180608,28,0.0001,5632,-5.1578017100691795,97.11,0.07,6397,0.07206121884519234
1860,,,-97.04,180896,28,,,,97.11,0.07,6404,
1864,,,-97.04,181088,28,,,,97.11,0.07,6410,
1868,,,-97.04,181568,28,,,,97.11,0.07,6421,
1872,,,-96.55,182080,28,,,,96.63,0.08,6432,
1876,0.567547750659287,-2.859825052320957,-96.49,182656,28,0.0001,5696,-5.068701170384884,96.58,0.09,6475,0.09427575493464246
1880,,,-95.91,182848,28,,,,96.01,0.1,6480,
1884,,,-95.91,183200,28,,,,96.01,0.1,6487,
1888,,,-95.91,183552,28,,,,96.01,0.1,6496,
1892,,,-95.72,183968,28,,,,95.83,0.11,6506,
1896,,,-96.09,184224,28,,,,96.19,0.1,6513,
1900,0.5639277845621109,-2.892419673502445,-95.94,184416,28,0.0001,5760,-4.963327169418335,96.04,0.1,6548,0.07680176186840981
1904,,,-95.65,184768,28,,,,95.76,0.11,6556,
1908,,,-95.12,185280,28,,,,95.24,0.12,6568,
1912,,,-95.12,185888,28,,,,95.24,0.12,6581,
1916,,,-95.48,186304,28,,,,95.59,0.11,6590,
1920,0.5603301702067256,-2.9247735925018787,-95.48,186752,28,0.0001,5824,-4.802145175635815,95.59,0.11,6630,0.07191193901235238
1924,,,-96.01,187168,28,,,,96.11,0.1,6640,
1928,,,-96.31,187424,28,,,,96.4,0.09,6647,
1932,,,-96.31,187616,28,,,,96.4,0.09,6652,
1936,,,-96.31,187968,28,,,,96.4,0.09,6660,
1940,0.5567561453208327,-2.9566141068935394,-96.31,188480,28,0.0001,5888,-4.623489789664745,96.4,0.09,6702,0.0683505377965048
1944,,,-96.31,189088,28,,,,96.4,0.09,6715,
1948,,,-96.31,189504,28,,,,96.4,0.09,6724,
1952,,,-96.31,189952,28,,,,96.4,0.09,6734,
1956,,,-96.64,190368,28,,,,96.72,0.08,6744,
1960,0.5532048977911472,-2.9894894994795322,-96.64,190624,28,0.0001,5952,-4.445375889539719,96.72,0.08,6781,0.06916228617774323
1964,,,-96.64,190816,28,,,,96.72,0.08,6786,
1968,,,-96.64,191168,28,,,,96.72,0.08,6794,
1972,,,-97.13,191680,28,,,,97.2,0.07,6806,
1976,,,-97.19,192288,28,,,,97.25,0.06,6819,
1980,0.5496756378561258,-3.0214286632835865,-96.84,192704,28,0.0001,6016,-4.2845688834786415,96.91,0.07,6859,0.06639257370261475
1984,,,-96.32,192800,28,,,,96.4,0.08,6861,
1988,,,-96.32,193408,28,,,,96.4,0.08,6874,
1992,,,-96.51,193632,28,,,,96.58,0.07,6880,
1996,,,-96.51,193888,28,,,,96.58,0.07,6886,
2000,,,-97.51,194176,28,,,,97.56,0.05,6894,
2004,0.546169389039278,-3.0540367402136326,-98.02,194880,28,0.0001,6080,-4.130307070910931,98.06,0.04,6939,0.06441447354154661
2008,,,-98.55,195488,28,,,,98.58,0.03,6953,
2012,,,-98.03,195744,28,,,,98.07,0.04,6959,
2016,,,-98.03,195968,28,,,,98.07,0.04,6964,
2020,,,-98.03,196352,28,,,,98.07,0.04,6972,
2024,0.5426850207149982,-3.086491834372282,-98.03,196768,28,0.0001,6144,-3.9914334267377853,98.07,0.04,7012,0.06620401068357751
2028,,,-98.03,197056,28,,,,98.07,0.04,7019,
2032,,,-98.03,197312,28,,,,98.07,0.04,7025,
2036,,,-98.03,198080,28,,,,98.07,0.04,7040,
2040,0.5392229268327355,-3.1187176890671253,-97.88,198688,28,0.0001,6208,-3.8424054011702538,97.92,0.04,7082,0.08637980377534404
2044,,,-97.88,198848,28,,,,97.92,0.04,7086,
2048,,,-97.88,199104,28,,,,97.92,0.04,7091,
2052,,,-97.88,199552,28,,,,97.92,0.04,7101,
2056,,,-97.88,199968,28,,,,97.92,0.04,7110,
2060,,,-97.88,200256,28,,,,97.92,0.04,7117,
2064,,,-97.88,200512,28,,,,97.92,0.04,7122,
2068,0.5357830142602324,-3.150968227535486,-97.48,201056,28,0.0001,6272,-3.7931693643331528,97.53,0.05,7163,0.06910182541469112
2072,,,-97.48,201888,28,,,,97.53,0.05,7180,
2076,,,-97.48,202048,28,,,,97.53,0.05,7184,
2080,,,-98.07,202304,28,,,,98.11,0.04,7190,
2084,,,-98.59,202496,28,,,,98.62,0.03,7194,
2088,0.5323647148907185,-3.183701880276203,-98.58,203104,28,0.0001,6336,-3.650210704654455,98.61,0.03,7235,0.061026781622786075
2092,,,-97.95,203360,28,,,,97.99,0.04,7241,
2096,,,-97.95,203552,28,,,,97.99,0.04,7246,
2100,,,-97.84,203904,28,,,,97.89,0.05,7253,
2104,0.5289679262787104,-3.2158878706395626,-97.84,205088,28,0.0001,6400,-3.4658681750297546,97.89,0.05,7306,0.061413067509420216
2108,,,-97.84,205248,28,,,,97.89,0.05,7309,
2112,,,-98.36,205504,28,,,,98.4,0.04,7315,
2116,,,-98.36,205696,28,,,,98.4,0.04,7320,
2120,,,-98.36,206304,28,,,,98.4,0.04,7332,
2124,,,-98.36,206560,28,,,,98.4,0.04,7338,
2128,,,-98.36,206752,28,,,,98.4,0.04,7343,
2132,0.52559276483953,-3.2485872730612755,-98.36,207104,28,0.0001,6464,-3.337240234017372,98.4,0.04,7379,0.06432426912942901
2136,,,-98.36,208288,28,,,,98.4,0.04,7403,
2140,,,-98.36,208448,28,,,,98.4,0.04,7406,
2144,,,-98.51,208704,28,,,,98.55,0.04,7412,
2148,,,-98.51,208896,28,,,,98.55,0.04,7417,
2152,0.5222393041476607,-3.2806274257600307,-98.51,209504,28,0.0001,6528,-3.1974617689847946,98.55,0.04,7458,0.05855514627182856
2156,,,-98.51,209760,28,,,,98.55,0.04,7463,
2160,,,-98.51,209952,28,,,,98.55,0.04,7468,
2164,,,-98.51,210304,28,,,,98.55,0.04,7476,
2168,0.518907236866653,-3.313261404633522,-97.84,211008,28,0.0001,6592,-3.0211272686719894,97.89,0.05,7519,0.057879407540895045
2172,,,-97.43,211552,28,,,,97.49,0.06,7530,
2176,,,-97.43,211744,28,,,,97.49,0.06,7534,
2180,,,-97.77,212000,28,,,,97.82,0.05,7540,
2184,,,-97.63,212512,28,,,,97.68,0.05,7551,
2188,,,-97.64,212832,28,,,,97.69,0.05,7557,
2192,0.5155965276062489,-3.3448413126170635,-98.27,213088,28,0.0001,6656,-2.862998727709055,98.31,0.04,7593,0.05739840504247695
2196,,,-97.83,213408,28,,,,97.88,0.05,7600,
2200,,,-97.94,214080,28,,,,97.98,0.04,7613,
2204,,,-97.94,214752,28,,,,97.98,0.04,7627,
2208,,,-97.94,214944,28,,,,97.98,0.04,7631,
2212,0.5123072443529963,-3.377499748021364,-97.94,215200,28,0.0001,6720,-2.7088212743401527,97.98,0.04,7666,0.055641632818151265
2216,,,-97.94,215712,28,,,,97.98,0.04,7677,
2220,,,-97.94,216032,28,,,,97.98,0.04,7684,
2224,,,-97.94,216288,28,,,,97.98,0.04,7690,
2228,,,-97.94,216608,28,,,,97.98,0.04,7697,
2232,0.5090389903634787,-3.4092622585594654,-97.42,217120,28,0.0001,6784,-2.5601424612104893,97.47,0.05,7737,0.05610538483597338
2236,,,-97.42,217888,28,,,,97.47,0.05,7752,
2240,,,-97.42,218112,28,,,,97.47,0.05,7758,
2244,,,-97.42,218304,28,,,,97.47,0.05,7762,
2248,,,-97.42,218912,28,,,,97.47,0.05,7774,
2252,0.5057918038219213,-3.442283056676388,-97.42,219232,28,0.0001,6848,-2.413501624017954,97.47,0.05,7810,0.05627247190568596
2256,,,-97.42,219488,28,,,,97.47,0.05,7816,
2260,,,-96.79,219776,28,,,,96.85,0.06,7822,
2264,,,-96.79,220256,28,,,,96.85,0.06,7833,
2268,,,-97.86,221024,28,,,,97.9,0.04,7848,
2272,0.5025649731978774,-3.474080752581358,-97.86,221248,28,0.0001,6912,-2.2608467526733875,97.9,0.04,7882,0.05744331213645637
2276,,,-98.27,221504,28,,,,98.3,0.03,7888,
2280,,,-97.8,221760,28,,,,97.84,0.04,7894,
2284,,,-97.94,222304,28,,,,97.98,0.04,7905,
2288,,,-96.73,222624,28,,,,96.79,0.06,7911,
2292,,,-96.2,222688,28,,,,96.27,0.07,7913,
2296,,,-96.64,222976,28,,,,96.7,0.06,7920,
2300,0.49935887195169926,-3.5063337050378323,-96.17,223456,28,0.0001,6976,-2.1168998517096043,96.24,0.07,7959,0.057170233922079206
2304,,,-95.61,223872,28,,,,95.69,0.08,7968,
2308,,,-95.61,224512,28,,,,95.69,0.08,7981,
2312,,,-95.06,224800,28,,,,95.15,0.09,7988,
2316,0.4961738190613687,-3.5380699411034584,-94.52,225312,28,0.0001,7040,-1.9699416272342205,94.62,0.1,8028,0.05715730448719114
2320,,,-94.52,225728,28,,,,94.62,0.1,8036,
2324,,,-94.52,225856,28,,,,94.62,0.1,8039,
2328,,,-94.52,226112,28,,,,94.62,0.1,8045,
2332,,,-95.04,226304,28,,,,95.13,0.09,8049,
2336,,,-95.04,227072,28,,,,95.13,0.09,8065,
2340,0.493008682038635,-3.571654848754406,-95.04,227712,28,0.0001,7104,-1.8336787167936563,95.13,0.09,8108,0.05788452707929537
2344,,,-95.04,228000,28,,,,95.13,0.09,8114,
2348,,,-95.04,228512,28,,,,95.13,0.09,8125,
2352,,,-94.39,228704,28,,,,94.49,0.1,8129,
2356,,,-94.39,229024,28,,,,94.49,0.1,8136,
2360,,,-95.02,229248,28,,,,95.11,0.09,8141,
2364,0.48986325040459633,-3.6033778712153435,-95.02,229408,28,0.0001,7168,-1.69890620931983,95.11,0.09,8174,0.0586116976919584
2368,,,-94.93,229984,28,,,,95.02,0.09,8186,
2372,,,-94.93,230912,28,,,,95.02,0.09,8204,
2376,,,-94.45,231104,28,,,,94.55,0.1,8209,
2380,0.486737962346524,-3.6363588757812977,-94.92,231712,28,0.0001,7232,-1.5754114910960197,95.01,0.09,8251,0.058034864137880504
2384,,,-94.92,231840,28,,,,95.01,0.09,8254,
2388,,,-96.13,232224,28,,,,96.2,0.07,8262,
2392,,,-96.66,232288,28,,,,96.72,0.06,8264,
2396,,,-96.63,232608,28,,,,96.69,0.06,8271,
2400,,,-97.1,233184,28,,,,97.15,0.05,8283,
2404,0.48363251471892,-3.6679679825901985,-97.0,234048,28,0.0001,7296,-1.4500132221728563,97.05,0.05,8329,0.05793737561907619
2408,,,-97.0,234304,28,,,,97.05,0.05,8335,
2412,,,-97.55,234560,28,,,,97.59,0.04,8341,
2416,,,-97.54,235008,28,,,,97.58,0.04,8350,
2420,,,-97.54,235328,28,,,,97.58,0.04,8357,
2424,,,-97.54,235456,28,,,,97.58,0.04,8360,
2428,0.4805476418696344,-3.6998849883675575,-97.54,235648,28,0.0001,7360,-1.3254371713846922,97.58,0.04,8394,0.059160276199691
2432,,,-97.54,236320,28,,,,97.58,0.04,8407,
2436,,,-97.04,237024,28,,,,97.09,0.05,8422,
2440,,,-97.04,237472,28,,,,97.09,0.05,8431,
2444,0.47748193331062794,-3.733073651790619,-97.04,237696,28,0.0001,7424,-1.198440920561552,97.09,0.05,8465,0.058325347723439336
2448,,,-96.38,238112,28,,,,96.44,0.06,8474,
2452,,,-97.03,238304,28,,,,97.08,0.05,8479,
2456,,,-97.03,238624,28,,,,97.08,0.05,8486,
2460,,,-96.43,238816,28,,,,96.49,0.06,8490,
2464,,,-95.9,239008,28,,,,95.97,0.07,8495,
2468,,,-95.99,239584,28,,,,96.06,0.07,8506,
2472,0.47443622164428234,-3.7642792388796806,-95.09,240224,28,0.0001,7488,-1.0935682486742735,95.18,0.09,8548,0.05841712444089353
2476,,,-95.2,240672,28,,,,95.29,0.09,8558,
2480,,,-94.79,240896,28,,,,94.89,0.1,8563,
2484,,,-94.67,241344,28,,,,94.77,0.1,8573,
2488,0.4714101473800838,-3.7964462637901306,-94.67,241824,28,0.0001,7552,-0.9773591719567776,94.77,0.1,8612,0.06024326337501407
2492,,,-94.67,241888,28,,,,94.77,0.1,8614,
2496,,,-94.7,242208,28,,,,94.8,0.1,8621,
2500,,,-94.7,242784,28,,,,94.8,0.1,8633,
2504,,,-95.36,243424,28,,,,95.45,0.09,8646,
2508,0.46840355917811394,-3.828406699001789,-95.24,243872,28,0.0001,7616,-0.8595975190401077,95.33,0.09,8684,0.060779151681344956
2512,,,-95.24,244096,28,,,,95.33,0.09,8689,
2516,,,-95.79,244544,28,,,,95.87,0.08,8699,
2520,,,-95.79,245024,28,,,,95.87,0.08,8709,
2524,,,-95.79,245088,28,,,,95.87,0.08,8711,
2528,,,-95.74,245248,28,,,,95.82,0.08,8715,
2532,0.46541651617735624,-3.860122222453356,-95.0,245920,28,0.0001,7680,-0.7343057356774807,95.09,0.09,8757,0.060168079275172204
2536,,,-95.5,246432,28,,,,95.58,0.08,8768,
2540,,,-95.03,246848,28,,,,95.12,0.09,8777,
2544,,,-95.03,247136,28,,,,95.12,0.09,8783,
2548,,,-94.94,247360,28,,,,95.03,0.09,8788,
2552,0.46244845958426595,-3.8936567306518555,-94.94,247840,28,0.0001,7744,-0.609021307900548,95.03,0.09,8828,0.059662996616680175
2556,,,-94.94,248256,28,,,,95.03,0.09,8836,
2560,,,-95.54,248448,28,,,,95.62,0.08,8841,
2564,,,-95.96,248832,28,,,,96.03,0.07,8849,
2568,,,-95.96,249632,28,,,,96.03,0.07,8865,
2572,0.45949850091710687,-3.925576452165842,-96.86,250048,28,0.0001,7808,-0.48461403232067823,96.91,0.05,8903,0.0599145240848884
2576,,,-97.23,250336,28,,,,97.27,0.04,8910,
2580,,,-97.64,250560,28,,,,97.67,0.03,8915,
2584,,,-97.76,251040,28,,,,97.79,0.03,8925,
2588,,,-97.76,251456,28,,,,97.79,0.03,8933,
2592,,,-97.76,251648,28,,,,97.79,0.03,8938,
2596,0.45656774658709764,-3.9579139314591885,-97.76,252032,28,0.0001,7872,-0.3627012665383518,97.79,0.03,8975,0.0615589278168045
2600,,,-97.76,252832,28,,,,97.79,0.03,8991,
2604,,,-97.81,253248,28,,,,97.84,0.03,9000,
2608,,,-97.88,253536,28,,,,97.91,0.03,9006,
2612,,,-97.87,253760,28,,,,97.91,0.04,9011,
2616,0.45365517726168036,-3.990880347788334,-97.87,254240,28,0.0001,7936,-0.5921289792167954,97.91,0.04,9050,0.11692076688632369
2620,,,-97.87,254656,28,,,,97.91,0.04,9059,
2624,,,-97.87,254848,28,,,,97.91,0.04,9063,
2628,,,-98.19,255232,28,,,,98.23,0.04,9072,
2632,,,-98.19,255616,28,,,,98.23,0.04,9080,
2636,0.4507610513828695,-4.022929988801479,-98.19,256416,28,0.0001,8000,-0.5455256849527359,98.23,0.04,9125,0.06486676534404978
2640,,,-98.66,256736,28,,,,98.69,0.03,9131,
2644,,,-98.66,256960,28,,,,98.69,0.03,9137,
2648,,,-98.88,257408,28,,,,98.91,0.03,9146,
2652,,,-98.88,257824,28,,,,98.91,0.03,9155,
2656,,,-98.88,258048,28,,,,98.91,0.03,9160,
2660,0.44788568932563066,-4.0548322051763535,-98.88,258304,28,0.0001,8064,-0.34760627266950905,98.91,0.03,9195,0.06340074900072068
2664,,,-98.99,258816,28,,,,99.02,0.03,9205,
2668,,,-98.23,259520,28,,,,98.28,0.05,9219,
2672,,,-98.23,259648,28,,,,98.28,0.05,9222,
2676,,,-98.12,260000,28,,,,98.17,0.05,9238,
2680,0.4450288605876267,-4.0871322453022,-98.12,260256,28,0.0001,8128,-0.17554171639494598,98.17,0.05,9273,0.062478045176249
2684,,,-98.12,261024,28,,,,98.17,0.05,9288,
2688,,,-98.12,261248,28,,,,98.17,0.05,9294,
2692,,,-98.12,261504,28,,,,98.17,0.05,9299,
2696,,,-97.59,261856,28,,,,97.65,0.06,9307,
2700,0.44218983640894294,-4.120773799717426,-97.59,262624,28,0.0001,8192,0.00043093938438687474,97.65,0.06,9351,0.06108984717866406
2704,,,-97.59,262848,28,,,,97.65,0.06,9356,
2708,,,-97.59,263136,28,,,,97.65,0.06,9363,
2712,,,-97.6,263456,28,,,,97.65,0.05,9370,
2716,,,-97.22,264192,28,,,,97.28,0.06,9385,
2720,0.4393687820993364,-4.151978902518749,-97.22,264288,28,0.0001,8256,0.1667758416151628,97.28,0.06,9416,0.06081890856148675
2724,,,-97.22,264704,28,,,,97.28,0.06,9425,
2728,,,-97.69,265056,28,,,,97.74,0.05,9433,
2732,,,-97.69,265824,28,,,,97.74,0.05,9448,
2736,,,-97.69,266048,28,,,,97.74,0.05,9453,
2740,0.43656634353101254,-4.182973101735115,-97.69,266336,28,0.0001,8320,0.32417639065533876,97.74,0.05,9489,0.06087133497931063
2744,,,-97.39,266560,28,,,,97.45,0.06,9493,
2748,,,-97.24,267040,28,,,,97.3,0.06,9503,
2752,,,-96.54,267424,28,,,,96.61,0.07,9511,
2756,,,-96.54,267648,28,,,,96.61,0.07,9517,
2760,,,-96.54,268032,28,,,,96.61,0.07,9525,
2764,0.4337823102250695,-4.215980030596256,-96.54,268832,28,0.0001,8384,0.4684363780543208,96.61,0.07,9570,0.06329195544822142
2768,,,-97.3,269216,28,,,,97.35,0.05,9578,
2772,,,-97.3,269536,28,,,,97.35,0.05,9585,
2776,,,-97.41,269760,28,,,,97.46,0.05,9590,
2780,,,-97.41,270240,28,,,,97.46,0.05,9600,
2784,0.431015370413661,-4.2485575675964355,-97.21,270624,28,0.0001,8448,0.6150040552020073,97.27,0.06,9637,0.05994124728022143
2788,,,-97.21,270816,28,,,,97.27,0.06,9642,
2792,,,-97.74,271232,28,,,,97.79,0.05,9651,
2796,,,-97.74,272032,28,,,,97.79,0.05,9666,
2800,0.4282658859156072,-4.281018070876598,-97.74,272416,28,0.0001,8512,0.7410511951893568,97.79,0.05,9704,0.06100005022017285
2804,,,-97.12,272512,28,,,,97.19,0.07,9707,
2808,,,-97.12,272864,28,,,,97.19,0.07,9714,
2812,,,-97.42,273440,28,,,,97.48,0.06,9726,
2816,,,-97.42,273568,28,,,,97.48,0.06,9729,
2820,,,-96.81,273888,28,,,,96.88,0.07,9736,
2824,,,-96.32,274208,28,,,,96.4,0.08,9744,
2828,0.42553361458703876,-4.313727140426636,-96.32,274656,28,0.0001,8576,0.8773111570626497,96.4,0.08,9782,0.05993281374685466
2832,,,-96.32,275424,28,,,,96.4,0.08,9798,
2836,,,-96.32,275712,28,,,,96.4,0.08,9804,
2840,,,-96.32,276064,28,,,,96.4,0.08,9812,
2844,0.42281882418319583,-4.345574505627155,-96.62,276640,28,0.0001,8640,1.0114662032574415,96.69,0.07,9852,0.0623573997290805
2848,,,-97.3,276768,28,,,,97.36,0.06,9856,
2852,,,-98.0,277088,28,,,,98.05,0.05,9863,
2856,,,-98.0,277408,28,,,,98.05,0.05,9870,
2860,,,-97.99,277856,28,,,,98.04,0.05,9880,
2864,0.42012197291478515,-4.37761852145195,-97.99,278624,28,0.0001,8704,1.1404781239107251,98.04,0.05,9924,0.06318582955282182
2868,,,-97.99,278912,28,,,,98.04,0.05,9931,
2872,,,-97.99,279264,28,,,,98.04,0.05,9938,
2876,,,-97.99,279840,28,,,,98.04,0.05,9950,
2880,,,-97.99,279968,28,,,,98.04,0.05,9954,
2884,,,-98.18,280288,28,,,,98.22,0.04,9961,
2888,,,-98.11,280512,28,,,,98.15,0.04,9966,
2892,0.4174421443603933,-4.40959195792675,-98.11,281056,28,0.0001,8768,1.2775331176817417,98.15,0.04,10007,0.06016006856225431
2896,,,-98.11,281824,28,,,,98.15,0.04,10022,
2900,,,-98.11,282112,28,,,,98.15,0.04,10028,
2904,,,-98.73,282464,28,,,,98.75,0.02,10036,
2908,0.4147794866003096,-4.442343719303608,-98.73,283040,28,0.0001,8832,1.3987719845026731,98.75,0.02,10076,0.06287515588337556
2912,,,-98.73,283168,28,,,,98.75,0.02,10080,
2916,,,-98.81,283488,28,,,,98.83,0.02,10087,
2920,,,-99.42,283712,28,,,,99.43,0.01,10092,
2924,,,-99.41,284032,28,,,,99.42,0.01,10099,
2928,0.412133798468858,-4.473588086664677,-99.41,284832,28,0.0001,8896,1.531257439404726,99.42,0.01,10144,0.06358290265779942
2932,,,-99.41,285280,28,,,,99.42,0.01,10154,
2936,,,-99.41,285664,28,,,,99.42,0.01,10162,
