train/ent_coef_loss,time/fps,train/n_updates,train/ent_coef,train/critic_loss,time/episodes,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/success_rate,train/actor_loss,rollout/ep_rew_mean,train/learning_rate
,32,,,,3292,9525,73.63,306336,0.56,,-73.07,
,32,,,,3296,9527,73.11,306496,0.57,,-72.54,
,32,,,,3300,9533,73.86,306912,0.55,,-73.31,
,32,,,,3304,9536,72.96,307136,0.56,,-72.4,
-4.664618797600269,32,9600,0.3848520256578922,0.06703450490022078,3308,9574,74.58,307392,0.53,2.920288324356079,-74.05,0.0001
,32,,,,3312,9577,74.89,307584,0.52,,-74.37,
,32,,,,3316,9581,74.31,307840,0.53,,-73.78,
,32,,,,3320,9589,74.82,308384,0.51,,-74.31,
,32,,,,3324,9592,74.3,308544,0.51,,-73.79,
,32,,,,3328,9596,74.36,308832,0.5,,-73.86,
,32,,,,3332,9599,74.1,308992,0.51,,-73.59,
,32,,,,3336,9603,72.87,309248,0.54,,-72.33,
-4.684235565364361,32,9664,0.3824329827912152,0.06738935399334878,3340,9639,73.41,309376,0.54,2.99725404009223,-72.87,0.0001
,32,,,,3344,9645,73.52,309760,0.53,,-72.99,
,32,,,,3348,9649,71.69,310080,0.56,,-71.13,
,32,,,,3352,9652,70.59,310272,0.57,,-70.02,
,32,,,,3356,9656,70.44,310464,0.58,,-69.86,
,32,,,,3360,9659,71.5,310720,0.57,,-70.93,
,32,,,,3364,9661,72.2,310816,0.56,,-71.64,
,32,,,,3368,9668,70.55,311296,0.59,,-69.96,
-4.703652605414391,32,9728,0.38003224739804864,0.07169779215473682,3372,9704,68.58,311424,0.62,3.066848400980234,-67.96,0.0001
,32,,,,3376,9708,67.82,311712,0.63,,-67.19,
,32,,,,3380,9716,67.58,312256,0.63,,-66.95,
,32,,,,3384,9720,67.05,312544,0.64,,-66.41,
,32,,,,3388,9724,68.29,312736,0.63,,-67.66,
,32,,,,3392,9727,68.14,312960,0.63,,-67.51,
,32,,,,3396,9732,68.7,313248,0.63,,-68.07,
-4.729388520121574,32,9792,0.3776485431008041,0.07372757466509938,3400,9772,67.21,313696,0.66,3.1442567855119705,-66.55,0.0001
,32,,,,3404,9778,68.58,314048,0.64,,-67.94,
,32,,,,3408,9780,68.39,314208,0.66,,-67.73,
,32,,,,3412,9784,68.52,314464,0.66,,-67.86,
,32,,,,3416,9788,68.8,314688,0.65,,-68.15,
,32,,,,3420,9791,67.18,314848,0.68,,-66.5,
,32,,,,3424,9792,67.45,314912,0.68,,-66.77,
,32,,,,3428,9799,67.19,315392,0.7,,-66.49,
-4.7549735605716705,32,9856,0.3752799588255584,0.0744339405791834,3432,9839,67.14,315808,0.69,3.215241126716137,-66.45,0.0001
,32,,,,3436,9842,67.57,315968,0.68,,-66.89,
,32,,,,3440,9846,66.38,316256,0.69,,-65.69,
,32,,,,3444,9849,66.39,316448,0.69,,-65.7,
,32,,,,3448,9856,66.72,316896,0.69,,-66.03,
,32,,,,3452,9861,67.65,317216,0.68,,-66.97,
,32,,,,3456,9864,67.73,317408,0.67,,-67.06,
-4.777348637580872,32,9920,0.37292635533958673,0.07506296178326011,3460,9900,67.83,317536,0.66,3.2916181050240993,-67.17,0.0001
,32,,,,3464,9902,67.34,317664,0.67,,-66.67,
,32,,,,3468,9906,68.41,317984,0.65,,-67.76,
,32,,,,3472,9915,69.23,318592,0.63,,-68.6,
,32,,,,3476,9920,68.94,318976,0.64,,-68.3,
,32,,,,3480,9922,69.46,319104,0.63,,-68.83,
,32,,,,3484,9926,69.27,319328,0.64,,-68.63,
-4.803137540817261,32,9984,0.3705880530178547,0.07954390160739422,3488,9965,68.84,319648,0.64,3.3637975864112377,-68.2,0.0001
,32,,,,3492,9972,68.65,320128,0.64,,-68.01,
,32,,,,3496,9976,68.98,320384,0.64,,-68.34,
,32,,,,3500,9979,69.89,320608,0.63,,-69.26,
,32,,,,3504,9981,69.53,320704,0.64,,-68.89,
,32,,,,3508,9984,68.32,320896,0.65,,-67.67,
,32,,,,3512,9988,68.99,321184,0.64,,-68.35,
,32,,,,3516,9993,68.54,321472,0.65,,-67.89,
-4.81820248067379,32,10048,0.3682663538493216,0.07950216176686808,3520,10031,69.08,321792,0.64,3.4204404652118683,-68.44,0.0001
,32,,,,3524,10035,68.32,322048,0.65,,-67.67,
,32,,,,3528,10039,68.67,322304,0.63,,-68.04,
,32,,,,3532,10044,69.31,322656,0.61,,-68.7,
,32,,,,3536,10049,68.47,322944,0.63,,-67.84,
,32,,,,3540,10054,68.19,323296,0.64,,-67.55,
,32,,,,3544,10056,68.85,323456,0.64,,-68.21,
-4.83916088193655,32,10112,0.365961822681129,0.08253417193191126,3548,10093,69.48,323648,0.62,3.4794812463223934,-68.86,0.0001
,32,,,,3552,10096,69.54,323808,0.62,,-68.92,
,32,,,,3556,10099,70.19,324000,0.61,,-69.58,
,32,,,,3560,10103,68.95,324256,0.64,,-68.31,
,32,,,,3564,10109,68.12,324672,0.65,,-67.47,
,32,,,,3568,10113,66.94,324928,0.67,,-66.27,
,32,,,,3572,10115,67.03,325056,0.67,,-66.36,
,32,,,,3576,10120,67.15,325376,0.66,,-66.49,
-4.8594812750816345,32,10176,0.36367476219311357,0.08475221565458924,3580,10159,66.32,325760,0.68,3.5383541770279408,-65.64,0.0001
,32,,,,3584,10163,66.19,325984,0.68,,-65.51,
,32,,,,3588,10167,66.69,326272,0.67,,-66.02,
,32,,,,3592,10170,66.12,326432,0.69,,-65.43,
,32,,,,3596,10171,65.33,326496,0.69,,-64.64,
,32,,,,3600,10177,64.55,326848,0.7,,-63.85,
,32,,,,3604,10181,64.77,327168,0.69,,-64.08,
,32,,,,3608,10189,65.94,327648,0.68,,-65.26,
-4.875361770391464,32,10240,0.36140259355306625,0.08545048424275592,3612,10224,64.91,327776,0.7,3.5979356318712234,-64.21,0.0001
,32,,,,3616,10228,63.84,328000,0.72,,-63.12,
,32,,,,3620,10229,63.46,328096,0.73,,-62.73,
,32,,,,3624,10233,64.6,328288,0.71,,-63.89,
,32,,,,3628,10235,63.66,328448,0.73,,-62.93,
,32,,,,3632,10241,63.02,328864,0.75,,-62.27,
,32,,,,3636,10246,64.11,329184,0.73,,-63.38,
,32,,,,3640,10248,64.24,329280,0.72,,-63.52,
,32,,,,3644,10251,62.73,329472,0.73,,-62.0,
-4.894851163029671,32,10304,0.35914854146540165,0.09115148126147687,3648,10292,63.2,329952,0.72,3.650745775550604,-62.48,0.0001
,32,,,,3652,10295,62.57,330176,0.73,,-61.84,
,32,,,,3656,10299,60.89,330432,0.76,,-60.13,
,32,,,,3660,10302,60.44,330624,0.76,,-59.68,
,32,,,,3664,10307,60.94,330912,0.77,,-60.17,
,32,,,,3668,10310,63.04,331104,0.75,,-62.29,
,32,,,,3672,10312,63.58,331264,0.74,,-62.84,
,32,,,,3676,10318,63.76,331648,0.74,,-63.02,
-4.917973943054676,32,10368,0.35690965922549367,0.09450000850483775,3680,10356,63.66,331936,0.74,3.7043726705014706,-62.92,0.0001
,32,,,,3684,10359,62.1,332128,0.76,,-61.34,
,32,,,,3688,10362,61.3,332320,0.77,,-60.53,
,32,,,,3692,10364,61.29,332384,0.76,,-60.53,
,32,,,,3696,10367,61.09,332608,0.77,,-60.32,
,32,,,,3700,10373,61.24,333024,0.77,,-60.47,
,32,,,,3704,10377,60.89,333248,0.77,,-60.12,
,32,,,,3708,10380,60.1,333440,0.77,,-59.33,
,32,,,,3712,10385,60.18,333760,0.77,,-59.41,
-4.937750928103924,32,10432,0.35468446277081966,0.09534705348778516,3716,10421,61.24,333952,0.75,3.7605621814727783,-60.49,0.0001
,32,,,,3720,10426,61.11,334272,0.75,,-60.36,
,32,,,,3724,10429,61.32,334432,0.76,,-60.56,
,32,,,,3728,10435,60.91,334848,0.77,,-60.14,
,32,,,,3732,10436,60.29,334912,0.77,,-59.52,
,32,,,,3736,10440,58.96,335136,0.79,,-58.17,
,32,,,,3740,10442,58.53,335296,0.8,,-57.73,
,32,,,,3744,10445,58.81,335456,0.79,,-58.02,
,32,,,,3748,10447,59.21,335584,0.78,,-58.43,
,32,,,,3752,10449,59.42,335712,0.79,,-58.63,
-4.9469010308384895,32,10496,0.3524761348962784,0.0964125304017216,3756,10488,59.6,336064,0.78,3.799800503998995,-58.82,0.0001
,32,,,,3760,10491,59.97,336256,0.77,,-59.2,
,32,,,,3764,10496,59.68,336544,0.76,,-58.92,
,32,,,,3768,10498,58.47,336704,0.77,,-57.7,
,32,,,,3772,10503,56.83,337024,0.8,,-56.03,
,32,,,,3776,10505,56.73,337152,0.79,,-55.94,
,32,,,,3780,10508,55.64,337312,0.81,,-54.83,
,32,,,,3784,10511,56.09,337504,0.81,,-55.28,
,32,,,,3788,10513,55.77,337632,0.81,,-54.96,
,32,,,,3792,10516,55.87,337856,0.81,,-55.06,
-4.960505172610283,32,10560,0.35028646513819695,0.10184619063511491,3796,10553,55.95,338080,0.8,3.8320026509463787,-55.15,0.0001
,32,,,,3800,10555,54.29,338144,0.82,,-53.47,
,32,,,,3804,10559,53.38,338464,0.83,,-52.55,
,32,,,,3808,10561,52.45,338560,0.84,,-51.61,
,32,,,,3812,10563,52.29,338656,0.85,,-51.44,
,32,,,,3816,10567,51.52,338912,0.86,,-50.66,
,32,,,,3820,10572,50.51,339232,0.86,,-49.65,
,32,,,,3824,10574,50.02,339392,0.86,,-49.16,
,32,,,,3828,10577,49.63,339552,0.85,,-48.78,
,32,,,,3832,10582,49.53,339904,0.85,,-48.68,
,32,,,,3836,10584,49.71,339968,0.85,,-48.86,
-4.9757091999053955,32,10624,0.3481141058728099,0.10462956631090492,3840,10619,50.41,340064,0.84,3.86602895334363,-49.57,0.0001
,32,,,,3844,10622,50.53,340288,0.84,,-49.69,
,32,,,,3848,10624,49.12,340416,0.86,,-48.26,
,32,,,,3852,10631,48.54,340896,0.86,,-47.68,
,32,,,,3856,10633,48.47,340960,0.86,,-47.61,
,32,,,,3860,10637,48.3,341280,0.86,,-47.44,
,32,,,,3864,10641,48.7,341504,0.85,,-47.85,
,32,,,,3868,10644,47.76,341728,0.86,,-46.9,
-4.995513305068016,32,10688,0.34595565125346184,0.10567523166537285,3872,10685,48.39,342144,0.86,3.898923747241497,-47.53,0.0001
,32,,,,3876,10688,49.24,342368,0.86,,-48.38,
,32,,,,3880,10692,50.07,342624,0.85,,-49.22,
,32,,,,3884,10693,50.29,342720,0.84,,-49.45,
,32,,,,3888,10696,51.38,342848,0.84,,-50.54,
,32,,,,3892,10700,52.09,343104,0.83,,-51.26,
,32,,,,3896,10701,51.41,343200,0.85,,-50.56,
,32,,,,3900,10703,51.51,343296,0.85,,-50.66,
,32,,,,3904,10706,52.25,343456,0.84,,-51.41,
,32,,,,3908,10707,52.81,343520,0.83,,-51.98,
,32,,,,3912,10712,52.71,343872,0.83,,-51.88,
-5.009958989918232,32,10752,0.34381195716559887,0.10321583354379982,3916,10749,52.14,344096,0.84,3.9324387460947037,-51.3,0.0001
,32,,,,3920,10752,52.15,344224,0.84,,-51.31,
,32,,,,3924,10753,50.64,344288,0.85,,-49.79,
,32,,,,3928,10758,51.42,344640,0.84,,-50.58,
,32,,,,3932,10764,51.31,345024,0.84,,-50.47,
,32,,,,3936,10765,51.72,345120,0.84,,-50.88,
,32,,,,3940,10768,50.8,345280,0.85,,-49.95,
,32,,,,3944,10771,50.06,345440,0.86,,-49.2,
,32,,,,3948,10774,49.6,345632,0.87,,-48.73,
,32,,,,3952,10776,50.89,345792,0.86,,-50.03,
,32,,,,3956,10779,51.76,345984,0.85,,-50.91,
-5.0228429809212685,32,10816,0.3416843842715025,0.10915384814143181,3960,10818,51.73,346304,0.85,3.9497956708073616,-50.88,0.0001
,32,,,,3964,10820,51.33,346432,0.86,,-50.47,
,32,,,,3968,10825,51.34,346720,0.86,,-50.48,
,32,,,,3972,10829,49.7,346976,0.87,,-48.83,
,32,,,,3976,10834,49.93,347296,0.85,,-49.08,
,32,,,,3980,10837,49.44,347488,0.85,,-48.59,
,32,,,,3984,10839,49.71,347584,0.86,,-48.85,
,32,,,,3988,10843,49.47,347840,0.87,,-48.6,
,32,,,,3992,10846,48.58,348064,0.88,,-47.7,
-5.044542118906975,32,10880,0.3395707607269287,0.11120330088306218,3996,10883,48.56,348288,0.87,3.9878717586398125,-47.69,0.0001
,32,,,,4000,10886,48.83,348480,0.86,,-47.97,
,32,,,,4004,10889,48.82,348608,0.87,,-47.95,
,32,,,,4008,10895,48.41,349024,0.87,,-47.54,
,32,,,,4012,10897,48.87,349152,0.86,,-48.01,
,32,,,,4016,10899,49.65,349280,0.85,,-48.8,
,32,,,,4020,10901,49.62,349376,0.85,,-48.77,
,32,,,,4024,10904,52.34,349568,0.82,,-51.52,
,32,,,,4028,10905,51.65,349664,0.83,,-50.82,
,32,,,,4032,10909,52.81,349952,0.82,,-51.99,
,32,,,,4036,10911,51.8,350016,0.82,,-50.98,
-5.050144962966442,31,10944,0.33747123973444104,0.10805798578076065,4040,10948,52.09,350272,0.82,4.011433370411396,-51.27,0.0001
,32,,,,4044,10952,51.66,350496,0.82,,-50.84,
,32,,,,4048,10954,52.12,350592,0.81,,-51.31,
,32,,,,4052,10957,50.95,350784,0.82,,-50.13,
,32,,,,4056,10959,50.41,350912,0.83,,-49.58,
,32,,,,4060,10962,49.51,351104,0.85,,-48.66,
,32,,,,4064,10967,49.48,351424,0.85,,-48.63,
,32,,,,4068,10970,50.39,351648,0.84,,-49.55,
,32,,,,4072,10972,50.28,351712,0.84,,-49.44,
,32,,,,4076,10975,49.1,351904,0.86,,-48.24,
,32,,,,4080,10980,48.55,352224,0.87,,-47.68,
,32,,,,4084,10980,48.25,352256,0.87,,-47.38,
-5.070028766989708,31,11008,0.335387758910656,0.11392713361419737,4088,11017,47.94,352416,0.87,4.038631979376078,-47.07,0.0001
,31,,,,4092,11020,48.27,352608,0.87,,-47.4,
,32,,,,4096,11025,47.46,352960,0.88,,-46.58,
,32,,,,4100,11028,47.72,353152,0.89,,-46.83,
,32,,,,4104,11029,47.65,353216,0.89,,-46.76,
,32,,,,4108,11030,47.14,353248,0.9,,-46.24,
,32,,,,4112,11034,47.22,353536,0.9,,-46.32,
,32,,,,4116,11041,46.78,354016,0.91,,-45.87,
,32,,,,4120,11042,47.77,354048,0.9,,-46.87,
,32,,,,4124,11044,46.34,354176,0.92,,-45.42,
-5.083800882101059,31,11072,0.3333184337243438,0.112655408680439,4128,11084,45.66,354528,0.93,4.065829996019602,-44.73,0.0001
,31,,,,4132,11087,45.48,354720,0.94,,-44.54,
,32,,,,4136,11090,46.6,354912,0.93,,-45.67,
,32,,,,4140,11093,46.65,355104,0.93,,-45.72,
,32,,,,4144,11096,46.92,355328,0.93,,-45.99,
,32,,,,4148,11097,46.45,355392,0.94,,-45.51,
,32,,,,4152,11101,46.79,355616,0.94,,-45.85,
,32,,,,4156,11104,47.76,355776,0.93,,-46.83,
,32,,,,4160,11106,47.75,355936,0.93,,-46.82,
,32,,,,4164,11110,46.78,356160,0.94,,-45.84,
,32,,,,4168,11112,46.32,356256,0.94,,-45.38,
,32,,,,4172,11113,46.98,356352,0.93,,-46.05,
-5.1010985523462296,31,11136,0.3312636725604534,0.11506955337245017,4176,11150,47.76,356512,0.91,4.0984621196985245,-46.85,0.0001
,31,,,,4180,11153,47.3,356672,0.91,,-46.39,
,31,,,,4184,11157,46.86,356928,0.91,,-45.95,
,31,,,,4188,11158,46.73,357024,0.9,,-45.83,
,32,,,,4192,11161,46.08,357184,0.9,,-45.18,
,32,,,,4196,11164,46.15,357376,0.9,,-45.25,
,32,,,,4200,11168,45.75,357632,0.9,,-44.85,
,32,,,,4204,11172,46.18,357856,0.9,,-45.28,
,32,,,,4208,11174,46.24,358016,0.89,,-45.35,
,32,,,,4212,11177,45.05,358176,0.9,,-44.15,
,32,,,,4216,11178,45.78,358208,0.89,,-44.89,
-5.125294461846352,31,11200,0.3292184555903077,0.12025935540441424,4220,11215,45.94,358432,0.9,4.137292638421059,-45.04,0.0001
,31,,,,4224,11220,45.31,358720,0.91,,-44.4,
,31,,,,4228,11223,44.93,358912,0.91,,-44.02,
,31,,,,4232,11225,44.28,359008,0.91,,-43.37,
,31,,,,4236,11227,44.25,359136,0.91,,-43.34,
,31,,,,4240,11230,43.91,359360,0.91,,-43.0,
,32,,,,4244,11233,43.77,359552,0.91,,-42.86,
,32,,,,4248,11238,44.42,359840,0.9,,-43.52,
,32,,,,4252,11240,44.29,359968,0.9,,-43.39,
,32,,,,4256,11243,43.85,360128,0.9,,-42.95,
,32,,,,4260,11247,43.35,360416,0.9,,-42.45,
-5.144099146127701,31,11264,0.32718568528071046,0.12079921644181013,4264,11286,43.75,360768,0.9,4.170041613280773,-42.85,0.0001
,31,,,,4268,11288,43.71,360896,0.9,,-42.81,
,31,,,,4272,11292,43.64,361152,0.9,,-42.74,
,31,,,,4276,11296,42.43,361376,0.92,,-41.51,
,31,,,,4280,11299,43.75,361568,0.91,,-42.84,
,32,,,,4284,11304,43.47,361888,0.91,,-42.56,
,32,,,,4288,11304,45.46,361920,0.89,,-44.57,
,32,,,,4292,11308,47.65,362144,0.87,,-46.78,
,32,,,,4296,11309,48.76,362208,0.86,,-47.9,
,32,,,,4300,11310,49.42,362272,0.85,,-48.57,
-5.156216211616993,31,11328,0.32516551204025745,0.11462218011729419,4304,11348,48.81,362528,0.85,4.214592956006527,-47.96,0.0001
,31,,,,4308,11351,49.12,362752,0.85,,-48.27,
,31,,,,4312,11354,48.21,362912,0.86,,-47.35,
,31,,,,4316,11358,47.4,363136,0.86,,-46.54,
,31,,,,4320,11359,46.94,363232,0.86,,-46.08,
,31,,,,4324,11362,46.56,363424,0.86,,-45.7,
,31,,,,4328,11364,46.58,363552,0.86,,-45.72,
,32,,,,4332,11369,46.39,363840,0.86,,-45.53,
,32,,,,4336,11371,45.58,363936,0.87,,-44.71,
,32,,,,4340,11372,47.27,364000,0.85,,-46.42,
,32,,,,4344,11373,46.9,364064,0.85,,-46.05,
,32,,,,4348,11377,46.05,364320,0.86,,-45.19,
,32,,,,4352,11381,46.6,364544,0.85,,-45.75,
-5.1693335101008415,31,11392,0.3231611615046859,0.11852975538931787,4356,11417,47.69,364704,0.85,4.230478957295418,-46.84,0.0001
,31,,,,4360,11418,47.22,364736,0.85,,-46.37,
,31,,,,4364,11421,46.76,364992,0.85,,-45.91,
,31,,,,4368,11423,46.22,365056,0.86,,-45.36,
,31,,,,4372,11424,45.48,365152,0.87,,-44.61,
,31,,,,4376,11427,46.36,365280,0.86,,-45.5,
,31,,,,4380,11433,44.65,365696,0.87,,-43.78,
,31,,,,4384,11435,44.17,365792,0.88,,-43.29,
,31,,,,4388,11437,41.44,365952,0.91,,-40.53,
,31,,,,4392,11439,40.14,366048,0.92,,-39.22,
,32,,,,4396,11442,39.1,366240,0.93,,-38.17,
,32,,,,4400,11443,38.44,366304,0.94,,-37.5,
,32,,,,4404,11446,39.52,366464,0.93,,-38.59,
-5.177892714738846,31,11456,0.32117018522694707,0.12386303686071187,4408,11482,39.57,366656,0.92,4.245161190629005,-38.65,0.0001
,31,,,,4412,11485,39.86,366848,0.92,,-38.94,
,31,,,,4416,11489,39.85,367072,0.92,,-38.93,
,31,,,,4420,11490,39.55,367136,0.92,,-38.63,
,31,,,,4424,11494,39.48,367392,0.92,,-38.56,
,31,,,,4428,11496,40.58,367456,0.91,,-39.67,
,31,,,,4432,11498,40.78,367584,0.91,,-39.87,
,31,,,,4436,11501,40.73,367776,0.91,,-39.82,
,31,,,,4440,11503,39.36,367936,0.93,,-38.43,
,31,,,,4444,11506,39.4,368096,0.93,,-38.47,
,31,,,,4448,11507,39.15,368160,0.93,,-38.22,
,31,,,,4452,11509,38.93,368256,0.93,,-38.0,
,32,,,,4456,11514,37.44,368640,0.94,,-36.5,
-5.178464099764824,31,11520,0.31919525982812047,0.1223662878619507,4460,11550,37.38,368736,0.94,4.242351159453392,-36.44,0.0001
,31,,,,4464,11553,37.16,368928,0.94,,-36.22,
,31,,,,4468,11556,38.5,369088,0.92,,-37.58,
,31,,,,4472,11558,38.77,369216,0.92,,-37.85,
,31,,,,4476,11560,38.7,369376,0.92,,-37.78,
,31,,,,4480,11563,39.11,369504,0.92,,-38.19,
,31,,,,4484,11566,38.87,369728,0.92,,-37.95,
,31,,,,4488,11569,39.33,369920,0.92,,-38.41,
,31,,,,4492,11572,39.57,370080,0.92,,-38.65,
,31,,,,4496,11574,39.3,370208,0.92,,-38.38,
,31,,,,4500,11575,39.67,370272,0.91,,-38.76,
,31,,,,4504,11576,38.92,370336,0.91,,-38.01,
,32,,,,4508,11581,38.31,370624,0.92,,-37.39,
-5.1949586644768715,31,11584,0.31723608123138547,0.12198762141633779,4512,11619,39.06,370880,0.91,4.25370067358017,-38.15,0.0001
,31,,,,4516,11622,39.64,371072,0.9,,-38.74,
,31,,,,4520,11625,39.76,371264,0.9,,-38.86,
,31,,,,4524,11628,40.16,371456,0.89,,-39.27,
,31,,,,4528,11629,39.25,371520,0.9,,-38.35,
,31,,,,4532,11631,39.9,371616,0.89,,-39.01,
,31,,,,4536,11636,39.74,371936,0.89,,-38.85,
,31,,,,4540,11637,39.45,372000,0.89,,-38.56,
,31,,,,4544,11638,40.13,372064,0.88,,-39.25,
,31,,,,4548,11641,39.76,372256,0.88,,-38.88,
,31,,,,4552,11646,39.56,372608,0.89,,-38.67,
,31,,,,4556,11649,39.43,372736,0.89,,-38.54,
-5.205474004149437,31,11648,0.31528916908428073,0.12449742702301592,4560,11684,40.85,372832,0.88,4.261711202561855,-39.97,0.0001
,31,,,,4564,11686,42.14,372992,0.86,,-41.28,
,31,,,,4568,11689,40.68,373120,0.88,,-39.8,
,31,,,,4572,11692,40.3,373312,0.88,,-39.42,
,31,,,,4576,11695,40.06,373536,0.88,,-39.18,
,31,,,,4580,11698,39.61,373696,0.88,,-38.73,
,31,,,,4584,11700,39.74,373856,0.88,,-38.86,
,31,,,,4588,11703,40.34,374016,0.87,,-39.47,
,31,,,,4592,11704,40.32,374112,0.87,,-39.45,
,31,,,,4596,11706,41.03,374208,0.86,,-40.17,
,31,,,,4600,11708,40.05,374304,0.87,,-39.18,
,31,,,,4604,11713,39.83,374624,0.87,,-38.96,
,31,,,,4608,11714,41.3,374720,0.85,,-40.45,
-5.222278468310833,31,11712,0.3133569471538067,0.1282860211795196,4612,11750,40.34,374816,0.86,4.26659731566906,-39.48,0.0001
,31,,,,4616,11753,40.55,375040,0.86,,-39.69,
,31,,,,4620,11755,40.65,375136,0.86,,-39.79,
,31,,,,4624,11759,40.92,375392,0.86,,-40.06,
,31,,,,4628,11762,39.93,375552,0.87,,-39.06,
,31,,,,4632,11764,40.01,375680,0.87,,-39.14,
,31,,,,4636,11766,39.79,375840,0.87,,-38.92,
,31,,,,4640,11771,40.17,376128,0.87,,-39.3,
,31,,,,4644,11772,39.65,376192,0.88,,-38.77,
,31,,,,4648,11776,41.6,376448,0.86,,-40.74,
,31,,,,4652,11780,41.41,376672,0.86,,-40.55,
-5.236334778368473,31,11776,0.31143420934677124,0.12327076366636902,4656,11817,41.56,376896,0.86,4.289018981158733,-40.7,0.0001
,31,,,,4660,11822,41.0,377280,0.86,,-40.14,
,31,,,,4664,11826,40.99,377472,0.86,,-40.13,
,31,,,,4668,11840,41.48,377792,0.86,,-40.62,
,31,,,,4672,11844,43.51,378080,0.84,,-42.67,
,31,,,,4676,11848,45.04,378304,0.83,,-44.21,
,31,,,,4680,11851,45.62,378496,0.83,,-44.79,
,31,,,,4684,11856,46.69,378816,0.81,,-45.88,
-5.248819105327129,31,11840,0.3095242213457823,0.124396609258838,4688,11893,47.44,379040,0.8,4.307182848453522,-46.64,0.0001
,31,,,,4692,11896,47.77,379168,0.79,,-46.98,
,31,,,,4696,11899,48.85,379360,0.79,,-48.06,
,31,,,,4700,11901,50.98,379520,0.78,,-50.2,
,31,,,,4704,11902,51.01,379584,0.78,,-50.23,
,31,,,,4708,11905,51.09,379776,0.78,,-50.31,
,31,,,,4712,11909,51.18,380000,0.79,,-50.39,
,31,,,,4716,11910,50.89,380096,0.79,,-50.1,
,31,,,,4720,11913,49.93,380224,0.8,,-49.13,
,31,,,,4724,11914,49.99,380288,0.8,,-49.19,
,31,,,,4728,11915,49.85,380352,0.8,,-49.05,
,31,,,,4732,11919,49.78,380640,0.8,,-48.98,
,31,,,,4736,11922,49.91,380800,0.8,,-49.11,
-5.268260821700096,31,11904,0.3076258529908955,0.13107383449096233,4740,11958,50.54,380960,0.79,4.336571775376797,-49.75,0.0001
,31,,,,4744,11960,49.08,381088,0.8,,-48.28,
,31,,,,4748,11962,48.42,381216,0.81,,-47.61,
,31,,,,4752,11966,48.18,381408,0.81,,-47.37,
,31,,,,4756,11966,48.8,381440,0.8,,-48.0,
,31,,,,4760,11972,49.46,381824,0.79,,-48.67,
,31,,,,4764,11974,47.54,381952,0.82,,-46.72,
,31,,,,4768,11978,47.39,382176,0.82,,-46.57,
,31,,,,4772,11981,45.39,382336,0.84,,-44.55,
,31,,,,4776,11982,45.13,382432,0.84,,-44.29,
,31,,,,4780,11986,45.31,382656,0.83,,-44.48,
,31,,,,4784,11989,43.64,382816,0.86,,-42.78,
,31,,,,4788,11990,42.53,382880,0.87,,-41.66,
-5.28263097256422,31,11968,0.30573879648,0.1308106278302148,4792,12026,42.54,383072,0.87,4.383256167173386,-41.67,0.0001
,31,,,,4796,12032,40.25,383424,0.89,,-39.36,
,31,,,,4800,12033,39.71,383488,0.89,,-38.82,
,31,,,,4804,12035,39.39,383616,0.89,,-38.5,
,31,,,,4808,12036,37.99,383680,0.91,,-37.08,
,31,,,,4812,12039,38.56,383840,0.9,,-37.66,
,31,,,,4816,12042,38.97,384032,0.9,,-38.07,
,31,,,,4820,12046,39.75,384256,0.9,,-38.85,
,31,,,,4824,12047,40.11,384320,0.89,,-39.22,
,31,,,,4828,12050,40.56,384512,0.89,,-39.67,
,31,,,,4832,12052,40.94,384608,0.89,,-40.05,
,31,,,,4836,12054,41.37,384768,0.88,,-40.49,
,31,,,,4840,12056,40.8,384896,0.89,,-39.91,
,31,,,,4844,12057,40.66,384960,0.89,,-39.77,
-5.2956275418400764,31,12032,0.30386316822841763,0.12902131339069456,4848,12097,40.17,385344,0.89,4.410436853766441,-39.28,0.0001
,31,,,,4852,12098,39.8,385440,0.89,,-38.91,
,31,,,,4856,12104,39.48,385792,0.9,,-38.58,
,31,,,,4860,12106,39.18,385920,0.91,,-38.27,
,31,,,,4864,12107,39.66,385984,0.91,,-38.75,
,31,,,,4868,12110,39.46,386144,0.91,,-38.55,
,31,,,,4872,12112,40.69,386272,0.91,,-39.78,
,31,,,,4876,12116,40.26,386496,0.92,,-39.34,
,31,,,,4880,12118,39.55,386624,0.93,,-38.62,
,31,,,,4884,12119,39.03,386720,0.93,,-38.1,
,31,,,,4888,12121,39.48,386816,0.93,,-38.55,
,31,,,,4892,12122,40.19,386912,0.92,,-39.27,
-5.321095667779446,31,12096,0.3019979679957032,0.1368964855792001,4896,12159,40.67,387104,0.91,4.445367582142353,-39.76,0.0001
,31,,,,4900,12161,40.47,387200,0.91,,-39.56,
,31,,,,4904,12164,39.41,387392,0.92,,-38.49,
,31,,,,4908,12168,39.35,387616,0.91,,-38.44,
,31,,,,4912,12169,38.97,387648,0.92,,-38.05,
,31,,,,4916,12171,38.87,387776,0.92,,-37.95,
,31,,,,4920,12173,38.0,387872,0.92,,-37.08,
,31,,,,4924,12175,37.44,388032,0.93,,-36.51,
,31,,,,4928,12178,36.76,388192,0.93,,-35.83,
,31,,,,4932,12180,36.57,388288,0.93,,-35.64,
,31,,,,4936,12181,37.47,388352,0.92,,-36.55,
,31,,,,4940,12183,36.8,388480,0.93,,-35.87,
