time/episodes,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/ent_coef_loss,time/fps,train/learning_rate,train/critic_loss,train/n_updates,rollout/success_rate,train/actor_loss,rollout/ep_len_mean,train/ent_coef
4448,-98.39,17827,431520,,24,,,,0.02,,98.41,
4452,-98.39,17833,431840,,24,,,,0.02,,98.41,
4456,-98.39,17837,432064,,24,,,,0.02,,98.41,
4460,-98.81,17883,432288,-6.79142527282238,24,0.0001,0.10019202594412491,13504,0.01,7.503548599779606,98.82,0.2599552241154015
4464,-98.26,17899,433152,,24,,,,0.02,,98.28,
4468,-98.42,17905,433472,,24,,,,0.02,,98.44,
4472,-98.42,17907,433568,,24,,,,0.02,,98.44,
4476,-98.37,17917,434176,,24,,,,0.02,,98.39,
4480,-98.37,17969,434720,-6.819439344108105,24,0.0001,0.10799626755760983,13568,0.02,7.58659940212965,98.39,0.258298019412905
4484,-98.22,17975,435040,,24,,,,0.02,,98.24,
4488,-98.19,17978,435168,,24,,,,0.02,,98.21,
4492,-98.21,17982,435424,,24,,,,0.02,,98.23,
4496,-97.86,17995,436192,,24,,,,0.03,,97.89,
4500,-97.93,18045,436672,-6.851525612175465,24,0.0001,0.11058517132187262,13632,0.03,7.571119353175163,97.96,0.2566518518142402
4504,-98.54,18047,436768,,24,,,,0.02,,98.56,
4508,-98.54,18057,437376,,24,,,,0.02,,98.56,
4512,-98.54,18067,437920,,24,,,,0.02,,98.56,
4516,-98.38,18072,438208,,24,,,,0.02,,98.4,
4520,-98.38,18074,438272,,24,,,,0.02,,98.4,
4524,-98.35,18119,438464,-6.881234161555767,24,0.0001,0.0969781563617289,13696,0.02,7.654242306947708,98.37,0.2550161718390882
4528,-98.06,18126,438912,,24,,,,0.03,,98.09,
4532,-97.77,18140,439680,,24,,,,0.03,,97.8,
4536,-97.77,18144,439904,,24,,,,0.03,,97.8,
4540,-97.77,18197,440576,-6.914029106497765,24,0.0001,0.09824716375442222,13760,0.03,7.7469149976968765,97.8,0.25339106377214193
4544,-97.62,18206,441056,,24,,,,0.04,,97.66,
4548,-97.0,18211,441312,,24,,,,0.05,,97.05,
4552,-96.96,18213,441440,,24,,,,0.05,,97.01,
4556,-97.11,18217,441664,,24,,,,0.05,,97.16,
4560,-96.37,18219,441760,,24,,,,0.06,,96.43,
4564,-96.92,18274,442528,-6.943502694368362,24,0.0001,0.12346555007388815,13824,0.05,7.869039669632912,96.97,0.25177647545933723
4568,-96.92,18285,443104,,24,,,,0.05,,96.97,
4572,-96.92,18294,443712,,24,,,,0.05,,96.97,
4576,-96.92,18304,444192,,24,,,,0.05,,96.97,
4580,-96.92,18351,444512,-6.976660467684269,24,0.0001,0.09684711991576478,13888,0.05,7.937463603913784,96.97,0.250172013649717
4584,-96.98,18353,444640,,24,,,,0.05,,97.03,
4588,-97.03,18357,444864,,24,,,,0.05,,97.08,
4592,-97.03,18359,444960,,24,,,,0.05,,97.08,
4596,-96.48,18370,445536,,24,,,,0.05,,96.53,
4600,-96.2,18375,445792,,24,,,,0.05,,96.25,
4604,-96.2,18428,446496,-7.002904430031776,24,0.0001,0.1037429918651469,13952,0.05,8.055265821516514,96.25,0.24857819778844714
4608,-96.12,18445,447392,,24,,,,0.05,,96.17,
4612,-96.12,18451,447712,,24,,,,0.05,,96.17,
4616,-96.13,18453,447808,,24,,,,0.05,,96.18,
4620,-96.13,18454,447872,,24,,,,0.05,,96.18,
4624,-96.0,18458,448064,,24,,,,0.05,,96.05,
4628,-96.23,18463,448352,,24,,,,0.04,,96.27,
4632,-96.45,18517,448992,-7.028809927403927,24,0.0001,0.10431912634521723,14016,0.04,8.153851106762886,96.49,0.24699580087326467
4636,-95.99,18526,449504,,24,,,,0.04,,96.03,
4640,-95.99,18540,450368,,24,,,,0.04,,96.03,
4644,-95.31,18587,450688,-7.061506494879723,24,0.0001,0.09512514376547188,14080,0.04,8.237192451953888,95.35,0.24542379565536976
4648,-95.85,18591,450848,,24,,,,0.03,,95.88,
4652,-95.85,18595,451040,,24,,,,0.03,,95.88,
4656,-95.85,18600,451264,,24,,,,0.03,,95.88,
4660,-96.59,18605,451520,,24,,,,0.02,,96.61,
4664,-96.59,18616,452192,,24,,,,0.02,,96.61,
4668,-96.23,18623,452608,,24,,,,0.03,,96.26,
4672,-96.23,18679,453376,-7.088735207915306,24,0.0001,0.09639257343951613,14144,0.03,8.325195223093033,96.26,0.24386234441772103
4676,-96.14,18685,453696,,24,,,,0.03,,96.17,
4680,-96.14,18690,453984,,24,,,,0.03,,96.17,
4684,-96.04,18694,454144,,24,,,,0.03,,96.07,
4688,-95.95,18698,454368,,24,,,,0.03,,95.98,
4692,-95.95,18747,454720,-7.1176188960671425,24,0.0001,0.09498999558854848,14208,0.03,8.409587562084198,95.98,0.24231124646030366
4696,-96.59,18755,455200,,24,,,,0.02,,96.61,
4700,-96.73,18764,455680,,24,,,,0.02,,96.75,
4704,-95.91,18777,456416,,24,,,,0.03,,95.94,
4708,-95.83,18824,456768,-7.148183949291706,24,0.0001,0.111506252666004,14272,0.03,8.490172535181046,95.86,0.24077039072290063
4712,-95.82,18832,457152,,24,,,,0.03,,95.85,
4716,-95.97,18836,457280,,24,,,,0.03,,96.0,
4720,-95.97,18840,457472,,24,,,,0.03,,96.0,
4724,-96.13,18844,457696,,24,,,,0.03,,96.16,
4728,-96.03,18851,458144,,24,,,,0.03,,96.06,
4732,-95.7,18859,458688,,24,,,,0.03,,95.73,
4736,-95.99,18910,459136,-7.175538957118988,24,0.0001,0.1093447261955589,14336,0.03,8.545430198311806,96.02,0.23923953832127154
4740,-95.56,18921,459776,,24,,,,0.03,,95.59,
4744,-96.36,18930,460288,,24,,,,0.02,,96.38,
4748,-96.37,18932,460416,,24,,,,0.02,,96.39,
4752,-96.41,18938,460672,,24,,,,0.02,,96.43,
4756,-96.1,18983,460864,-7.205186493694782,24,0.0001,0.10982636699918658,14400,0.02,8.611084401607513,96.12,0.2377185916993767
4760,-95.76,18990,461216,,24,,,,0.02,,95.78,
4764,-95.73,18997,461632,,24,,,,0.02,,95.75,
4768,-96.0,19009,462272,,24,,,,0.01,,96.01,
4772,-95.27,19018,462816,,24,,,,0.03,,95.3,
4776,-95.27,19065,463168,-7.232117563486099,24,0.0001,0.11061343096662313,14464,0.03,8.688875392079353,95.3,0.23620784771628678
4780,-95.03,19074,463584,,24,,,,0.04,,95.07,
4784,-95.0,19075,463616,,24,,,,0.04,,95.04,
4788,-94.99,19081,463968,,24,,,,0.04,,95.03,
4792,-94.95,19084,464160,,24,,,,0.04,,94.99,
4796,-94.91,19093,464704,,24,,,,0.04,,94.95,
4800,-94.83,19145,465248,-7.258472733199596,24,0.0001,0.10687263438012451,14528,0.04,8.741045728325844,94.87,0.23470734269358218
4804,-95.65,19158,466016,,24,,,,0.03,,95.68,
4808,-95.77,19164,466368,,24,,,,0.03,,95.8,
4812,-95.5,19169,466624,,24,,,,0.03,,95.53,
4816,-95.44,19173,466784,,24,,,,0.03,,95.47,
4820,-95.44,19219,467008,-7.285311155021191,24,0.0001,0.1095061432570219,14592,0.03,8.8020980656147,95.47,0.23321735672652721
4824,-95.23,19224,467296,,24,,,,0.03,,95.26,
4828,-95.19,19231,467680,,24,,,,0.03,,95.22,
4832,-95.59,19239,468032,,24,,,,0.03,,95.62,
4836,-95.67,19254,468992,,24,,,,0.03,,95.7,
4840,-95.84,19306,469504,-7.313928835093975,24,0.0001,0.11285416735336185,14656,0.03,8.850940123200417,95.87,0.2317369414959103
4844,-95.87,19311,469824,,24,,,,0.03,,95.9,
4848,-95.94,19314,469984,,24,,,,0.03,,95.97,
4852,-95.94,19318,470208,,24,,,,0.03,,95.97,
4856,-96.04,19323,470464,,24,,,,0.03,,96.07,
4860,-96.38,19329,470848,,24,,,,0.03,,96.41,
4864,-96.41,19379,471232,-7.342711627483368,24,0.0001,0.10557180899195373,14720,0.03,8.915678039193153,96.44,0.2302657854743302
4868,-95.83,19395,472192,,24,,,,0.04,,95.87,
4872,-96.56,19400,472448,,24,,,,0.02,,96.58,
4876,-96.7,19409,472928,,24,,,,0.02,,96.72,
4880,-96.91,19411,473056,,24,,,,0.01,,96.92,
4884,-96.92,19455,473184,-7.373117111623287,24,0.0001,0.1117895885836333,14784,0.01,8.973261594772339,96.93,0.22880437434650958
4888,-96.86,19460,473472,,24,,,,0.01,,96.87,
4892,-96.77,19465,473728,,24,,,,0.01,,96.78,
4896,-97.07,19478,474432,,24,,,,0.01,,97.08,
4900,-97.02,19489,475136,,24,,,,0.01,,97.03,
4904,-96.9,19538,475520,-7.400494799017906,24,0.0001,0.11268680589273572,14848,0.01,9.047828420996666,96.91,0.22735239285975695
4908,-96.31,19543,475744,,24,,,,0.01,,96.32,
4912,-96.12,19547,475936,,24,,,,0.01,,96.13,
4916,-95.88,19552,476224,,24,,,,0.01,,95.89,
4920,-95.88,19555,476416,,24,,,,0.01,,95.89,
4924,-95.93,19562,476832,,24,,,,0.01,,95.94,
4928,-95.72,19618,477632,-7.425019532442093,24,0.0001,0.11757297348231077,14912,0.01,9.087582245469093,95.73,0.2259099360089749
4932,-95.22,19624,478016,,24,,,,0.01,,95.23,
4936,-95.07,19631,478368,,24,,,,0.02,,95.09,
4940,-95.16,19637,478720,,24,,,,0.02,,95.18,
4944,-94.91,19642,478944,,24,,,,0.02,,94.93,
4948,-94.66,19646,479136,,24,,,,0.02,,94.68,
4952,-94.5,19693,479456,-7.452967442572117,24,0.0001,0.12501668673940003,14976,0.02,9.1402056068182,94.52,0.2244771693367511
4956,-94.16,19702,479968,,24,,,,0.03,,94.19,
4960,-93.82,19708,480256,,24,,,,0.03,,93.85,
4964,-93.66,19720,481024,,24,,,,0.03,,93.69,
4968,-94.32,19771,481568,-7.488412126898766,24,0.0001,0.13214262702967972,15040,0.02,9.19929052889347,94.34,0.22305296082049608
4972,-93.91,19777,481792,,24,,,,0.02,,93.93,
4976,-93.91,19782,482080,,24,,,,0.02,,93.93,
4980,-93.89,19785,482208,,24,,,,0.02,,93.91,
4984,-93.89,19791,482592,,24,,,,0.02,,93.91,
4988,-93.83,19797,482944,,24,,,,0.02,,93.85,
4992,-93.96,19848,483456,-7.514157123863697,24,0.0001,0.12201345851644874,15104,0.02,9.248860627412796,93.98,0.22163763386197388
4996,-93.07,19856,483904,,24,,,,0.02,,93.09,
5000,-93.34,19869,484640,,24,,,,0.02,,93.36,
5004,-93.12,19874,484896,,24,,,,0.02,,93.14,
5008,-93.6,19877,484992,,24,,,,0.02,,93.62,
5012,-94.07,19883,485344,,24,,,,0.02,,94.09,
5016,-94.24,19929,485536,-7.532451473176479,24,0.0001,0.11911229440011084,15168,0.03,9.294953808188438,94.27,0.2202322748489678
5020,-93.53,19939,486112,,24,,,,0.04,,93.57,
5024,-93.32,19945,486400,,24,,,,0.05,,93.37,
5028,-93.78,19951,486752,,24,,,,0.05,,93.83,
5032,-94.28,20005,487488,-7.569429285824299,24,0.0001,0.11581505392678082,15232,0.05,9.358835905790329,94.33,0.2188364383764565
5036,-93.68,20016,488032,,24,,,,0.04,,93.72,
5040,-93.94,20017,488128,,24,,,,0.04,,93.98,
5044,-94.09,20020,488288,,24,,,,0.04,,94.13,
5048,-94.13,20026,488608,,24,,,,0.05,,94.18,
5052,-93.92,20031,488864,,24,,,,0.05,,93.97,
5056,-94.19,20039,489344,,24,,,,0.04,,94.23,
5060,-93.57,20087,489632,-7.627814717590809,24,0.0001,0.32798787963110954,15296,0.05,9.377700120210648,93.62,0.21744793420657516
5064,-93.24,20093,489952,,24,,,,0.06,,93.3,
5068,-93.25,20105,490752,,24,,,,0.06,,93.31,
5072,-93.58,20115,491264,,24,,,,0.06,,93.64,
5076,-93.54,20118,491456,,24,,,,0.06,,93.6,
5080,-93.68,20166,491776,-7.6770044490695,24,0.0001,0.1701060807099566,15360,0.06,9.400457307696342,93.74,0.2160611511208117
5084,-93.76,20171,492064,,24,,,,0.06,,93.82,
5088,-93.87,20180,492512,,24,,,,0.06,,93.93,
5092,-93.17,20185,492800,,24,,,,0.07,,93.24,
5096,-93.34,20189,493056,,24,,,,0.08,,93.42,
5100,-93.14,20195,493408,,24,,,,0.08,,93.22,
5104,-93.16,20250,494112,-7.683221407234669,24,0.0001,0.15171745920088142,15424,0.08,9.475496798753738,93.24,0.2146843804512173
5108,-92.31,20255,494368,,24,,,,0.09,,92.4,
5112,-92.31,20262,494816,,24,,,,0.09,,92.4,
5116,-92.27,20268,495136,,24,,,,0.08,,92.35,
5120,-92.68,20271,495296,,24,,,,0.07,,92.75,
5124,-92.85,20321,495744,-7.701436445116997,24,0.0001,0.12863536574877799,15488,0.06,9.556067764759064,92.91,0.21331967506557703
5128,-92.85,20328,496128,,24,,,,0.06,,92.91,
5132,-92.96,20332,496352,,24,,,,0.06,,93.02,
5136,-93.43,20341,496896,,24,,,,0.06,,93.49,
5140,-93.58,20352,497504,,24,,,,0.06,,93.64,
5144,-93.51,20402,498016,-7.715456187725067,24,0.0001,0.1406051960075274,15552,0.06,9.610535264015198,93.57,0.21196614322252572
5148,-93.64,20407,498272,,24,,,,0.05,,93.69,
5152,-93.64,20411,498464,,24,,,,0.05,,93.69,
5156,-93.78,20419,498880,,24,,,,0.05,,93.83,
5160,-94.29,20425,499200,,24,,,,0.04,,94.33,
5164,-94.67,20428,499360,,24,,,,0.03,,94.7,
5168,-93.92,20477,499808,-7.741189695894718,24,0.0001,0.13854549929965287,15616,0.03,9.646458193659782,93.95,0.21062259864993393
5172,-93.72,20492,500576,,24,,,,0.03,,93.75,
5176,-93.75,20498,500928,,24,,,,0.03,,93.78,
5180,-93.77,20507,501408,,24,,,,0.03,,93.8,
5184,-93.63,20511,501632,,24,,,,0.03,,93.66,
5188,-93.44,20557,501824,-7.7662122175097466,24,0.0001,0.12697961693629622,15680,0.03,9.695649892091751,93.47,0.20928820874541998
5192,-93.38,20562,502080,,24,,,,0.03,,93.41,
5196,-92.52,20567,502368,,24,,,,0.04,,92.56,
5200,-93.25,20574,502752,,24,,,,0.03,,93.28,
5204,-93.47,20579,503008,,24,,,,0.03,,93.5,
5208,-94.38,20637,503904,-7.796606011688709,24,0.0001,0.12965231202542782,15744,0.02,9.779005721211433,94.4,0.20796257979236543
5212,-93.96,20645,504352,,24,,,,0.02,,93.98,
5216,-93.79,20651,504608,,24,,,,0.02,,93.81,
5220,-94.07,20656,504864,,24,,,,0.02,,94.09,
5224,-93.95,20659,505024,,24,,,,0.02,,93.97,
5228,-93.79,20665,505376,,24,,,,0.02,,93.81,
5232,-93.62,20718,505952,-7.822855480015278,24,0.0001,0.1227017113706097,15808,0.02,9.827280566096306,93.64,0.2066452093422413
5236,-93.58,20721,506112,,24,,,,0.02,,93.6,
5240,-93.22,20730,506624,,24,,,,0.02,,93.24,
5244,-92.56,20734,506848,,24,,,,0.02,,92.58,
5248,-91.42,20743,507424,,24,,,,0.03,,91.45,
5252,-90.81,20746,507552,,24,,,,0.04,,90.85,
5256,-90.21,20751,507776,,24,,,,0.06,,90.27,
5260,-90.06,20799,508096,-7.843650981783867,24,0.0001,0.14206099358852953,15872,0.06,9.866447165608406,90.12,0.20533669600263238
5264,-90.13,20803,508320,,24,,,,0.07,,90.2,
5268,-90.59,20817,509056,,24,,,,0.07,,90.66,
5272,-90.76,20823,509408,,24,,,,0.07,,90.83,
5276,-89.8,20830,509824,,24,,,,0.07,,89.87,
5280,-89.27,20832,509920,,24,,,,0.07,,89.34,
5284,-88.88,20880,510272,-7.8686850517988205,24,0.0001,0.14224549930077046,15936,0.07,9.912617087364197,88.95,0.20403728750534356
5288,-88.81,20888,510624,,24,,,,0.07,,88.88,
5292,-88.74,20891,510752,,24,,,,0.07,,88.81,
5296,-89.6,20903,511488,,24,,,,0.06,,89.66,
5300,-89.18,20911,511936,,24,,,,0.06,,89.24,
5304,-88.93,20962,512416,-7.891366325318813,24,0.0001,0.14218304050154984,16000,0.06,9.951802343130112,88.99,0.20274663297459483
5308,-88.62,20966,512608,,24,,,,0.06,,88.68,
5312,-88.84,20973,513056,,24,,,,0.06,,88.9,
5316,-88.62,20974,513120,,24,,,,0.06,,88.68,
5320,-88.57,20978,513312,,24,,,,0.06,,88.63,
5324,-88.65,20988,513824,,24,,,,0.06,,88.71,
5328,-88.43,21035,514208,-7.919917576014996,24,0.0001,0.13346018153242767,16064,0.06,9.993250116705894,88.49,0.20146472565829754
5332,-87.83,21044,514720,,24,,,,0.07,,87.9,
5336,-86.78,21050,515072,,24,,,,0.08,,86.86,
5340,-86.79,21055,515296,,24,,,,0.08,,86.87,
5344,-86.51,21058,515424,,24,,,,0.08,,86.59,
5348,-86.95,21062,515648,,24,,,,0.07,,87.02,
5352,-87.15,21069,516064,,24,,,,0.06,,87.21,
5356,-87.05,21115,516320,-7.938284292817116,24,0.0001,0.16136693640146405,16128,0.05,10.00379441678524,87.1,0.20019101700745523
5360,-87.13,21123,516704,,24,,,,0.04,,87.17,
5364,-87.12,21137,517536,,24,,,,0.03,,87.15,
5368,-86.94,21144,517920,,24,,,,0.03,,86.97,
5372,-86.65,21191,518176,-7.96901698410511,24,0.0001,0.15443545195739716,16192,0.03,10.021204844117165,86.68,0.19892619410529733
5376,-87.5,21197,518528,,24,,,,0.03,,87.53,
5380,-87.56,21203,518848,,24,,,,0.04,,87.6,
5384,-87.56,21204,518880,,24,,,,0.04,,87.6,
5388,-88.01,21207,519008,,24,,,,0.03,,88.04,
5392,-87.84,21215,519520,,24,,,,0.03,,87.87,
5396,-87.22,21225,520032,,24,,,,0.03,,87.25,
5400,-86.42,21275,520544,-7.989091992378235,24,0.0001,0.15710784238763154,16256,0.05,10.035179242491722,86.47,0.1976690588053316
5404,-86.48,21282,520928,,24,,,,0.05,,86.53,
5408,-86.64,21289,521280,,24,,,,0.05,,86.69,
5412,-86.29,21295,521600,,24,,,,0.05,,86.34,
5416,-85.65,21297,521728,,24,,,,0.07,,85.72,
5420,-85.67,21303,522048,,24,,,,0.07,,85.74,
5424,-85.01,21306,522176,,24,,,,0.07,,85.08,
5428,-85.24,21358,522720,-8.020231254398823,24,0.0001,0.14765826775692403,16320,0.07,10.085924625396729,85.31,0.1964200953952968
5432,-86.01,21372,523584,,24,,,,0.06,,86.07,
5436,-86.65,21378,523904,,24,,,,0.05,,86.7,
5440,-86.46,21380,524000,,24,,,,0.05,,86.51,
5444,-86.83,21385,524256,,24,,,,0.05,,86.88,
5448,-87.29,21433,524576,-8.053295984864235,24,0.0001,0.15374819783028215,16384,0.05,10.116541668772697,87.34,0.19517823145724833
5452,-87.75,21437,524768,,24,,,,0.05,,87.8,
5456,-88.08,21446,525312,,24,,,,0.05,,88.13,
5460,-88.18,21453,525760,,24,,,,0.05,,88.23,
5464,-87.85,21462,526208,,24,,,,0.05,,87.9,
5468,-87.43,21509,526528,-8.089261308312416,24,0.0001,0.16641269193496555,16448,0.05,10.17926099896431,87.48,0.19394321623258293
5472,-87.11,21513,526752,,24,,,,0.05,,87.16,
5476,-86.88,21520,527136,,24,,,,0.05,,86.93,
5480,-86.06,21529,527552,,24,,,,0.06,,86.12,
5484,-86.85,21532,527712,,24,,,,0.05,,86.9,
5488,-87.17,21538,528064,,24,,,,0.05,,87.22,
5492,-87.29,21587,528512,-8.117538705468178,24,0.0001,0.1605921572772786,16512,0.05,10.247294262051582,87.34,0.1927152369171381
5496,-87.13,21596,528928,,24,,,,0.05,,87.18,
5500,-87.75,21601,529152,,24,,,,0.03,,87.78,
5504,-87.56,21606,529472,,24,,,,0.04,,87.6,
5508,-87.51,21615,529952,,24,,,,0.04,,87.55,
5512,-87.89,21621,530336,,24,,,,0.04,,87.93,
5516,-88.88,21671,530720,-8.144339218735695,24,0.0001,0.16229842032771558,16576,0.02,10.303051576018333,88.9,0.19149496336467564
5520,-88.42,21677,531072,,24,,,,0.03,,88.45,
5524,-88.49,21682,531328,,24,,,,0.03,,88.52,
5528,-88.32,21687,531584,,24,,,,0.03,,88.35,
5532,-87.83,21695,531936,,24,,,,0.03,,87.86,
5536,-87.8,21702,532384,,24,,,,0.03,,87.83,
5540,-88.03,21749,532672,-8.16815435886383,24,0.0001,0.15460868855006993,16640,0.03,10.318712502717972,88.06,0.19028250640258193
5544,-88.17,21762,533408,,24,,,,0.03,,88.2,
5548,-88.05,21767,533664,,24,,,,0.03,,88.08,
5552,-87.82,21771,533856,,24,,,,0.03,,87.85,
5556,-87.91,21779,534272,,24,,,,0.03,,87.94,
5560,-88.1,21783,534496,,24,,,,0.05,,88.15,
5564,-88.09,21832,534848,-8.206744223833084,24,0.0001,0.17003623116761446,16704,0.05,10.35624411702156,88.14,0.18907746323384345
5568,-89.0,21838,535200,,24,,,,0.05,,89.05,
5572,-88.83,21845,535584,,24,,,,0.06,,88.89,
5576,-88.69,21849,535872,,24,,,,0.06,,88.75,
5580,-88.75,21856,536288,,24,,,,0.05,,88.8,
5584,-88.54,21905,536640,-8.23026928305626,24,0.0001,0.16245808370877057,16768,0.05,10.384199142456055,88.59,0.18787915352731943
5588,-88.17,21911,536960,,24,,,,0.05,,88.22,
5592,-87.92,21915,537184,,24,,,,0.05,,87.97,
5596,-87.72,21921,537504,,24,,,,0.07,,87.79,
5600,-87.72,21929,537920,,24,,,,0.07,,87.79,
5604,-88.0,21933,538144,,24,,,,0.06,,88.06,
5608,-87.32,21937,538368,,24,,,,0.06,,87.38,
5612,-87.28,21994,539200,-8.258757412433624,24,0.0001,0.1728983639040962,16832,0.06,10.421953946352005,87.34,0.18668906879611313
5616,-86.22,21999,539488,,24,,,,0.09,,86.31,
5620,-86.6,22004,539776,,24,,,,0.08,,86.68,
5624,-86.93,22009,540032,,24,,,,0.08,,87.01,
5628,-86.96,22014,540352,,24,,,,0.08,,87.04,
5632,-85.51,22019,540640,,24,,,,0.1,,85.61,
5636,-86.27,22067,540896,-8.289943918585777,24,0.0001,0.18557424296159297,16896,0.1,10.435294136404991,86.37,0.18550618551671505
5640,-86.49,22077,541472,,24,,,,0.1,,86.59,
5644,-86.74,22079,541568,,24,,,,0.1,,86.84,
5648,-86.5,22089,542144,,24,,,,0.1,,86.6,
5652,-85.85,22094,542304,,24,,,,0.11,,85.96,
5656,-84.85,22100,542688,,24,,,,0.12,,84.97,
5660,-84.17,22148,543008,-8.323179304599762,24,0.0001,0.1715141290333122,16960,0.11,10.476401567459106,84.28,0.18432994885370135
5664,-84.59,22153,543296,,24,,,,0.11,,84.7,
5668,-84.32,22162,543776,,24,,,,0.11,,84.43,
5672,-84.72,22165,543936,,24,,,,0.1,,84.82,
5676,-84.46,22174,544448,,24,,,,0.1,,84.56,
5680,-84.1,22179,544736,,24,,,,0.1,,84.2,
5684,-84.03,22222,544800,-8.340189471840858,24,0.0001,0.16977811336982995,17024,0.1,10.507439911365509,84.13,0.18316179024986923
5688,-83.62,22230,545152,,24,,,,0.1,,83.72,
5692,-83.96,22237,545600,,24,,,,0.1,,84.06,
5696,-84.01,22244,545984,,24,,,,0.08,,84.09,
5700,-84.12,22251,546400,,24,,,,0.08,,84.2,
5704,-83.73,22257,546688,,24,,,,0.08,,83.81,
5708,-83.92,22309,547232,-8.3682262301445,24,0.0001,0.1675702512729913,17088,0.09,10.503025189042091,84.01,0.18200146709568799
5712,-83.68,22316,547616,,24,,,,0.09,,83.77,
5716,-84.94,22321,547936,,24,,,,0.06,,85.0,
5720,-84.58,22325,548096,,24,,,,0.06,,84.64,
5724,-84.55,22331,548352,,24,,,,0.06,,84.61,
5728,-84.13,22337,548672,,24,,,,0.06,,84.19,
5732,-85.42,22382,548896,-8.409218087792397,24,0.0001,0.1743154610740021,17152,0.04,10.47276882827282,85.46,0.180848193122074
5736,-84.34,22392,549472,,24,,,,0.05,,84.39,
5740,-83.75,22400,549824,,24,,,,0.06,,83.81,
5744,-83.51,22405,550112,,24,,,,0.06,,83.57,
5748,-83.27,22411,550496,,24,,,,0.07,,83.34,
5752,-83.74,22415,550688,,24,,,,0.06,,83.8,
5756,-84.5,22465,551136,-8.432085484266281,24,0.0001,0.17161219171248376,17216,0.04,10.489860489964485,84.54,0.17970077297650278
5760,-84.29,22466,551168,,24,,,,0.04,,84.33,
5764,-84.22,22474,551648,,24,,,,0.04,,84.26,
5768,-83.71,22480,552000,,24,,,,0.04,,83.75,
5772,-83.72,22488,552448,,24,,,,0.04,,83.76,
5776,-83.5,22492,552640,,24,,,,0.04,,83.54,
5780,-83.5,22540,552992,-8.453754514455795,24,0.0001,0.16727978270500898,17280,0.04,10.507921516895294,83.54,0.1785620106384158
5784,-83.57,22547,553344,,24,,,,0.04,,83.61,
5788,-83.82,22555,553792,,24,,,,0.04,,83.86,
5792,-83.27,22560,554080,,24,,,,0.04,,83.31,
5796,-84.18,22566,554368,,24,,,,0.04,,84.22,
5800,-84.01,22573,554848,,24,,,,0.04,,84.05,
5804,-84.18,22619,555104,-8.486349955201149,24,0.0001,0.19232046452816576,17344,0.04,10.552045673131943,84.22,0.17743049608543515
5808,-84.28,22624,555360,,24,,,,0.03,,84.31,
5812,-84.01,22628,555584,,24,,,,0.03,,84.04,
5816,-82.91,22635,555904,,24,,,,0.04,,82.95,
5820,-83.1,22644,556416,,24,,,,0.04,,83.14,
5824,-82.72,22652,556896,,24,,,,0.04,,82.76,
5828,-82.71,22699,557120,-8.517645046114922,24,0.0001,0.17013432132080197,17408,0.04,10.571661233901978,82.75,0.1763050933368504
5832,-82.37,22703,557312,,24,,,,0.05,,82.42,
5836,-81.78,22705,557440,,24,,,,0.04,,81.82,
5840,-82.46,22708,557600,,24,,,,0.03,,82.49,
5844,-81.95,22716,558048,,24,,,,0.03,,81.98,
5848,-81.66,22721,558336,,24,,,,0.03,,81.69,
5852,-81.44,22727,558624,,24,,,,0.03,,81.47,
5856,-81.05,22783,559456,-8.553553268313408,24,0.0001,0.17998084903229028,17472,0.04,10.636191070079803,81.09,0.17518676677718759
5860,-81.22,22789,559776,,24,,,,0.04,,81.26,
5864,-80.46,22797,560256,,24,,,,0.05,,80.51,
5868,-80.77,22802,560448,,24,,,,0.05,,80.82,
5872,-80.61,22804,560576,,24,,,,0.05,,80.66,
5876,-81.09,22807,560704,,24,,,,0.05,,81.14,
5880,-82.0,22808,560800,,24,,,,0.05,,82.05,
5884,-81.77,22814,561120,,24,,,,0.05,,81.82,
5888,-81.06,22859,561280,-8.581013590097427,24,0.0001,0.18829999456647784,17536,0.06,10.637325271964073,81.12,0.17407479882240295
5892,-79.93,22870,561824,,24,,,,0.07,,80.0,
5896,-79.29,22881,562464,,24,,,,0.07,,79.36,
5900,-78.62,22887,562784,,24,,,,0.08,,78.7,
5904,-78.04,22890,562976,,24,,,,0.08,,78.12,
5908,-77.7,22938,563264,-8.611992314457893,24,0.0001,0.22193883452564478,17600,0.08,10.630881756544113,77.78,0.17297015013173223
5912,-77.85,22943,563488,,24,,,,0.08,,77.93,
5916,-78.47,22948,563776,,24,,,,0.07,,78.54,
5920,-78.69,22952,564000,,24,,,,0.07,,78.76,
5924,-78.24,22956,564224,,24,,,,0.07,,78.31,
5928,-77.81,22963,564640,,24,,,,0.07,,77.88,
5932,-77.81,22975,565216,,24,,,,0.06,,77.87,
5936,-78.66,23025,565760,-8.621197491884232,24,0.0001,0.1913596709491685,17664,0.06,10.639718413352966,78.72,0.17187257041223347
5940,-78.3,23029,565952,,24,,,,0.06,,78.36,
5944,-78.56,23035,566208,,24,,,,0.06,,78.62,
5948,-78.92,23038,566400,,24,,,,0.05,,78.97,
5952,-79.29,23040,566496,,24,,,,0.05,,79.34,
5956,-79.64,23045,566816,,24,,,,0.04,,79.68,
5960,-79.94,23052,567200,,24,,,,0.04,,79.98,
5964,-79.98,23103,567680,-8.64718572795391,24,0.0001,0.1852149022743106,17728,0.03,10.678660556674004,80.01,0.17078395653516054
