time/episodes,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,train/ent_coef_loss,time/fps,train/learning_rate,train/critic_loss,train/n_updates,rollout/success_rate,train/actor_loss,rollout/ep_len_mean,train/ent_coef
1468,-98.06,6144,142848,,23,,,,0.04,,98.1,
1472,-98.06,6151,143264,,23,,,,0.04,,98.1,
1476,-98.06,6213,143936,-2.2471759393811226,23,0.0001,0.09482360410038382,4480,0.04,-7.9879236444830894,98.1,0.6408411590382457
1480,-98.06,6218,144160,,23,,,,0.04,,98.1,
1484,-97.51,6238,145088,,23,,,,0.05,,97.56,
1488,-97.59,6295,145536,-2.2790175676345825,23,0.0001,0.09485257021151483,4544,0.05,-7.828134037554264,97.64,0.6367530692368746
1492,-98.13,6298,145696,,23,,,,0.04,,98.17,
1496,-98.17,6302,145888,,23,,,,0.04,,98.21,
1500,-98.86,6308,146048,,23,,,,0.02,,98.88,
1504,-98.42,6313,146336,,23,,,,0.03,,98.45,
1508,-97.84,6326,147040,,23,,,,0.04,,97.88,
1512,-97.84,6330,147200,,23,,,,0.04,,97.88,
1516,-97.84,6388,147744,-2.3120247088372707,23,0.0001,0.10177487984765321,4608,0.04,-7.698298305273056,97.88,0.632691097445786
1520,-97.84,6408,148704,,23,,,,0.04,,97.88,
1524,-97.84,6412,148896,,23,,,,0.04,,97.88,
1528,-97.84,6416,149088,,23,,,,0.04,,97.88,
1532,-97.84,6420,149248,,23,,,,0.04,,97.88,
1536,-97.84,6474,149536,-2.343768786638975,23,0.0001,0.09852777840569615,4672,0.04,-7.617806479334831,97.88,0.6286549139767885
1540,-97.84,6486,150240,,23,,,,0.04,,97.88,
1544,-97.84,6489,150400,,23,,,,0.04,,97.88,
1548,-98.43,6499,150944,,23,,,,0.03,,98.46,
1552,-98.43,6563,151904,-2.376527089625597,23,0.0001,0.09123298164922744,4736,0.03,-7.480852790176868,98.46,0.6246448801830411
1556,-98.43,6566,152096,,23,,,,0.03,,98.46,
1560,-98.43,6570,152288,,23,,,,0.03,,98.46,
1564,-98.09,6574,152448,,23,,,,0.04,,98.13,
1568,-98.09,6576,152512,,23,,,,0.04,,98.13,
1572,-98.09,6590,153312,,23,,,,0.04,,98.13,
1576,-98.09,6596,153600,,23,,,,0.04,,98.13,
1580,-98.09,6656,154144,-2.4085398614406586,23,0.0001,0.08678448665887117,4800,0.04,-7.291044421494007,98.13,0.6206599082797766
1584,-98.64,6671,155104,,23,,,,0.03,,98.67,
1588,-98.64,6676,155296,,23,,,,0.03,,98.67,
1592,-98.64,6680,155488,,23,,,,0.03,,98.67,
1596,-98.64,6684,155648,,23,,,,0.03,,98.67,
1600,-98.64,6731,155712,-2.4407705180346966,23,0.0001,0.08723384328186512,4864,0.03,-7.105205483734608,98.67,0.6167006874457002
1604,-98.3,6743,156352,,23,,,,0.03,,98.33,
1608,-97.73,6748,156640,,23,,,,0.04,,97.77,
1612,-97.73,6751,156832,,23,,,,0.04,,97.77,
1616,-97.29,6759,157344,,23,,,,0.05,,97.34,
1620,-97.28,6823,158368,-2.473408527672291,23,0.0001,0.15182414010632783,4928,0.05,-6.801548056304455,97.33,0.6127665685489774
1624,-97.28,6827,158624,,23,,,,0.05,,97.33,
1628,-97.28,6831,158848,,23,,,,0.05,,97.33,
1632,-97.28,6832,158912,,23,,,,0.05,,97.33,
1636,-97.28,6843,159552,,23,,,,0.05,,97.33,
1640,-97.28,6893,159840,-2.5053605623543262,23,0.0001,0.07864131109090522,4992,0.05,-6.537674076855183,97.33,0.6088576102629304
1644,-97.28,6897,160032,,23,,,,0.05,,97.33,
1648,-97.28,6905,160544,,23,,,,0.05,,97.33,
1652,-96.75,6921,161536,,23,,,,0.06,,96.81,
1656,-96.75,6970,161824,-2.538545176386833,23,0.0001,0.07400113268522546,5056,0.06,-6.377803198993206,96.81,0.6049731085076928
1660,-96.28,6972,161920,,23,,,,0.07,,96.35,
1664,-96.62,6978,162112,,23,,,,0.06,,96.68,
1668,-96.62,6985,162464,,23,,,,0.06,,96.68,
1672,-96.62,6992,162912,,23,,,,0.06,,96.68,
1676,-96.6,6996,163136,,23,,,,0.06,,96.66,
1680,-96.21,7000,163392,,23,,,,0.07,,96.28,
1684,-94.91,7068,164608,-2.5706259198486805,23,0.0001,0.07471881934907287,5120,0.09,-6.210319899022579,95.0,0.6011131126433611
1688,-94.91,7072,164768,,23,,,,0.09,,95.0,
1692,-94.5,7079,165056,,23,,,,0.1,,94.6,
1696,-94.5,7083,165184,,23,,,,0.1,,94.6,
1700,-94.5,7086,165312,,23,,,,0.1,,94.6,
1704,-95.76,7141,165952,-2.602670483291149,23,0.0001,0.07340281538199633,5184,0.08,-6.04715695977211,95.84,0.5972777428105474
1708,-96.43,7147,166176,,23,,,,0.07,,96.5,
1712,-96.41,7156,166592,,23,,,,0.08,,96.49,
1716,-96.48,7179,167776,,23,,,,0.08,,96.56,
1720,-96.49,7231,167968,-2.635506208986044,23,0.0001,0.0722401206730865,5248,0.08,-5.899442695081234,96.57,0.593467160128057
1724,-96.49,7236,168224,,23,,,,0.08,,96.57,
1728,-96.49,7239,168320,,23,,,,0.08,,96.57,
1732,-96.49,7243,168512,,23,,,,0.08,,96.57,
1736,-96.49,7257,169152,,23,,,,0.08,,96.57,
1740,-96.49,7262,169376,,23,,,,0.08,,96.57,
1744,-96.49,7270,169792,,23,,,,0.08,,96.57,
1748,-96.14,7336,170784,-2.667340684682131,23,0.0001,0.06941709504462779,5312,0.09,-5.748921290040016,96.23,0.5896807983517647
1752,-96.49,7342,171040,,23,,,,0.09,,96.58,
1756,-96.49,7350,171424,,23,,,,0.09,,96.58,
1760,-96.96,7353,171520,,23,,,,0.08,,97.04,
1764,-96.96,7357,171712,,23,,,,0.08,,97.04,
1768,-96.69,7408,172064,-2.6998174637556076,23,0.0001,0.06816723308293149,5376,0.09,-5.597290948033333,96.78,0.585918846540153
1772,-96.69,7417,172512,,23,,,,0.09,,96.78,
1776,-96.71,7425,172992,,23,,,,0.09,,96.8,
1780,-97.1,7443,173984,,23,,,,0.08,,97.18,
1784,-98.4,7495,174240,-2.7322297506034374,23,0.0001,0.06795747927390039,5440,0.06,-5.4529436603188515,98.46,0.5821806769818068
1788,-97.76,7500,174496,,23,,,,0.07,,97.83,
1792,-98.17,7503,174656,,23,,,,0.06,,98.23,
1796,-97.52,7505,174784,,23,,,,0.08,,97.6,
1800,-97.52,7508,174912,,23,,,,0.08,,97.6,
1804,-97.07,7515,175264,,23,,,,0.09,,97.16,
1808,-96.52,7523,175712,,23,,,,0.1,,96.62,
1812,-95.87,7577,176192,-2.763949438929558,23,0.0001,0.06933142233174294,5504,0.1,-5.3148952424526215,95.97,0.5784669881686568
1816,-96.15,7597,177408,,23,,,,0.09,,96.24,
1820,-96.15,7601,177632,,23,,,,0.09,,96.24,
1824,-96.15,7605,177856,,23,,,,0.09,,96.24,
1828,-96.15,7607,177984,,23,,,,0.09,,96.24,
1832,-96.15,7610,178112,,23,,,,0.09,,96.24,
1836,-96.15,7662,178464,-2.7967770993709564,23,0.0001,0.06901703064795583,5568,0.09,-5.1834817454218864,96.24,0.5747764054685831
1840,-96.15,7669,178912,,23,,,,0.09,,96.24,
1844,-94.96,7673,179136,,23,,,,0.11,,95.07,
1848,-94.87,7689,180096,,23,,,,0.11,,94.98,
1852,-94.59,7744,180736,-2.829121347516775,23,0.0001,0.07157540688058361,5632,0.11,-5.035914495587349,94.7,0.5711092678830028
1856,-94.59,7747,180896,,23,,,,0.11,,94.7,
1860,-94.59,7751,181056,,23,,,,0.11,,94.7,
1864,-94.59,7756,181312,,23,,,,0.11,,94.7,
1868,-94.86,7759,181504,,23,,,,0.1,,94.96,
1872,-94.71,7766,181952,,23,,,,0.11,,94.82,
1876,-94.71,7820,182336,-2.8611919470131397,23,0.0001,0.07189019076758996,5696,0.11,-4.901446454226971,94.82,0.56746562756598
1880,-94.71,7838,183296,,23,,,,0.11,,94.82,
1884,-94.66,7848,183936,,23,,,,0.11,,94.77,
1888,-95.3,7853,184096,,23,,,,0.1,,95.4,
1892,-95.3,7855,184256,,23,,,,0.1,,95.4,
1896,-95.95,7908,184512,-2.8933926597237587,23,0.0001,0.07554559566779062,5760,0.08,-4.7932552844285965,96.03,0.5638454435393214
1900,-95.95,7912,184704,,23,,,,0.08,,96.03,
1904,-96.95,7923,185152,,23,,,,0.06,,97.01,
1908,-96.95,7930,185536,,23,,,,0.06,,97.01,
1912,-97.09,7943,186272,,23,,,,0.06,,97.15,
1916,-97.18,8005,187008,-2.9262318052351475,23,0.0001,0.07481936499243602,5824,0.06,-4.705190904438496,97.24,0.5602483563125134
1920,-97.18,8010,187232,,23,,,,0.06,,97.24,
1924,-97.14,8015,187456,,23,,,,0.07,,97.21,
1928,-97.14,8022,187712,,23,,,,0.07,,97.21,
1932,-97.14,8026,187904,,23,,,,0.07,,97.21,
1936,-97.14,8035,188352,,23,,,,0.07,,97.21,
1940,-96.41,8088,188608,-2.9582280814647675,23,0.0001,0.07274514087475836,5888,0.08,-4.554456509649754,96.49,0.5566738303750753
1944,-97.6,8095,188992,,23,,,,0.06,,97.66,
1948,-97.57,8115,190080,,23,,,,0.06,,97.63,
1952,-98.03,8123,190368,,23,,,,0.05,,98.08,
1956,-98.03,8180,190624,-2.9907512553036213,23,0.0001,0.07260526943719015,5952,0.05,-4.396376021206379,98.08,0.5531226731836796
1960,-98.03,8183,190784,,23,,,,0.05,,98.08,
1964,-98.03,8190,191104,,23,,,,0.05,,98.08,
1968,-98.03,8200,191552,,23,,,,0.05,,98.08,
1972,-98.18,8205,191808,,23,,,,0.04,,98.22,
1976,-98.18,8212,192192,,23,,,,0.04,,98.22,
1980,-97.72,8271,192896,-3.023008670657873,23,0.0001,0.07295294181676582,6016,0.05,-4.269753016531467,97.77,0.5495935548096895
1984,-96.98,8279,193376,,23,,,,0.06,,97.04,
1988,-96.98,8282,193568,,23,,,,0.06,,97.04,
1992,-96.98,8290,193888,,23,,,,0.06,,97.04,
1996,-96.31,8294,194112,,23,,,,0.07,,96.38,
2000,-96.31,8303,194560,,23,,,,0.07,,96.38,
2004,-96.31,8355,194912,-3.055462919175625,23,0.0001,0.07153178873704746,6080,0.07,-4.114627584815025,96.38,0.5460870880633593
2008,-95.87,8363,195360,,23,,,,0.08,,95.95,
2012,-96.4,8367,195552,,23,,,,0.07,,96.47,
2016,-96.4,8384,196576,,23,,,,0.07,,96.47,
2020,-96.4,8435,196768,-3.088053375482559,23,0.0001,0.06920646369690076,6144,0.07,-3.9548366628587246,96.47,0.5426031304523349
2024,-95.96,8439,197056,,23,,,,0.07,,96.03,
2028,-95.96,8444,197312,,23,,,,0.07,,96.03,
2032,-95.96,8449,197664,,23,,,,0.07,,96.03,
2036,-95.69,8456,197952,,23,,,,0.08,,95.77,
2040,-96.42,8460,198208,,23,,,,0.07,,96.49,
2044,-96.42,8513,198752,-3.1197806000709534,23,0.0001,0.06998724589357153,6208,0.07,-3.7935976572334766,96.49,0.5391412079334259
2048,-96.61,8529,199744,,23,,,,0.07,,96.68,
2052,-96.61,8533,199968,,23,,,,0.07,,96.68,
2056,-96.61,8537,200224,,23,,,,0.07,,96.68,
2060,-96.61,8540,200384,,23,,,,0.07,,96.68,
2064,-96.53,8545,200704,,23,,,,0.07,,96.6,
2068,-96.5,8605,201152,-3.152407992631197,23,0.0001,0.06885588640579954,6272,0.07,-3.6395795084536076,96.57,0.5357016203925014
2072,-96.5,8610,201408,,23,,,,0.07,,96.57,
2076,-95.8,8616,201792,,23,,,,0.09,,95.89,
2080,-96.26,8679,202880,-3.1844113655388355,23,0.0001,0.0734197100973688,6336,0.08,-3.5400437265634537,96.34,0.532283890992403
2084,-97.05,8682,203008,,23,,,,0.07,,97.12,
2088,-97.05,8691,203424,,23,,,,0.07,,97.12,
2092,-97.05,8695,203584,,23,,,,0.07,,97.12,
2096,-97.72,8702,203904,,23,,,,0.06,,97.78,
2100,-97.72,8710,204352,,23,,,,0.06,,97.78,
2104,-97.0,8713,204576,,23,,,,0.07,,97.07,
2108,-97.0,8768,204960,-3.2170791290700436,23,0.0001,0.06877533672377467,6400,0.07,-3.4174504429101944,97.07,0.5288881370797753
2112,-97.44,8788,206048,,23,,,,0.06,,97.5,
2116,-97.44,8793,206176,,23,,,,0.06,,97.5,
2120,-97.44,8799,206432,,23,,,,0.06,,97.5,
2124,-97.55,8804,206688,,23,,,,0.06,,97.61,
2128,-97.55,8860,207104,-3.249073348939419,23,0.0001,0.06823303981218487,6464,0.06,-3.251914508640766,97.61,0.5255139265209436
2132,-97.55,8867,207456,,23,,,,0.06,,97.61,
2136,-97.82,8872,207712,,23,,,,0.05,,97.87,
2140,-97.18,8880,208096,,23,,,,0.06,,97.24,
2144,-97.18,8892,208672,,23,,,,0.06,,97.24,
2148,-97.46,8955,209376,-3.280730430036783,23,0.0001,0.06657981197349727,6528,0.05,-3.098845101892948,97.51,0.5221614027395844
2152,-97.46,8961,209568,,23,,,,0.05,,97.51,
2156,-97.46,8967,209856,,23,,,,0.05,,97.51,
2160,-97.08,8974,210240,,23,,,,0.06,,97.14,
2164,-97.16,8979,210464,,23,,,,0.06,,97.22,
2168,-95.95,8985,210752,,23,,,,0.08,,96.03,
2172,-95.91,9036,211008,-3.313661504536867,23,0.0001,0.06627722072880715,6592,0.08,-2.9500912353396416,95.99,0.5188310705125332
2176,-96.61,9044,211392,,23,,,,0.06,,96.67,
2180,-96.15,9060,212320,,23,,,,0.07,,96.22,
2184,-96.15,9066,212608,,23,,,,0.07,,96.22,
2188,-96.15,9119,213024,-3.3461304306983948,23,0.0001,0.06700108485529199,6656,0.07,-2.809084601700306,96.22,0.5155209926888347
2192,-96.15,9128,213440,,23,,,,0.07,,96.22,
2196,-96.15,9132,213664,,23,,,,0.07,,96.22,
2200,-96.15,9137,213952,,23,,,,0.07,,96.22,
2204,-96.18,9140,214112,,23,,,,0.07,,96.25,
2208,-96.18,9148,214560,,23,,,,0.07,,96.25,
2212,-96.18,9203,215072,-3.3785980343818665,23,0.0001,0.06863730400800705,6720,0.07,-2.662786167114973,96.25,0.5122324777767062
2216,-96.18,9215,215776,,23,,,,0.07,,96.25,
2220,-95.58,9218,215968,,23,,,,0.08,,95.66,
2224,-95.58,9225,216384,,23,,,,0.08,,95.66,
2228,-95.58,9231,216704,,23,,,,0.08,,95.66,
2232,-95.58,9238,217056,,23,,,,0.08,,95.66,
2236,-95.58,9286,217248,-3.4103091843426228,23,0.0001,0.06766300910385326,6784,0.08,-2.5547698587179184,95.66,0.5089644324034452
2240,-95.22,9289,217440,,23,,,,0.09,,95.31,
2244,-94.67,9296,217760,,23,,,,0.1,,94.77,
2248,-94.67,9310,218720,,23,,,,0.1,,94.77,
2252,-94.67,9363,219168,-3.442880515009165,23,0.0001,0.06671596242813393,6848,0.1,-2.430232312530279,94.77,0.5057176984846592
2256,-94.37,9369,219488,,23,,,,0.11,,94.48,
2260,-94.44,9375,219840,,23,,,,0.11,,94.55,
2264,-94.44,9379,220064,,23,,,,0.11,,94.55,
2268,-95.02,9384,220384,,23,,,,0.1,,95.12,
2272,-95.72,9388,220608,,23,,,,0.09,,95.81,
2276,-95.72,9396,220960,,23,,,,0.09,,95.81,
2280,-96.18,9457,221920,-3.47594540566206,23,0.0001,0.06507095968117937,6912,0.08,-2.2846432141959667,96.26,0.5024913297966123
2284,-95.7,9467,222336,,23,,,,0.09,,95.79,
2288,-95.7,9471,222624,,23,,,,0.09,,95.79,
2292,-95.7,9476,222912,,23,,,,0.09,,95.79,
2296,-95.7,9481,223232,,23,,,,0.09,,95.79,
2300,-95.7,9538,223552,-3.5080207511782646,23,0.0001,0.06550636200699955,6976,0.09,-2.1491102315485477,95.79,0.49928534170612693
2304,-96.39,9543,223808,,23,,,,0.08,,96.47,
2308,-96.17,9549,224096,,23,,,,0.09,,96.26,
2312,-95.12,9553,224256,,23,,,,0.11,,95.23,
2316,-94.91,9627,225344,-3.539883114397526,23,0.0001,0.06304884108249098,7040,0.11,-2.0231155455112457,95.02,0.49609978729858994
2320,-95.88,9633,225568,,23,,,,0.09,,95.97,
2324,-95.88,9643,226080,,23,,,,0.09,,95.97,
2328,-95.88,9650,226432,,23,,,,0.09,,95.97,
2332,-95.88,9657,226752,,23,,,,0.09,,95.97,
2336,-95.88,9662,227008,,23,,,,0.09,,95.97,
2340,-96.88,9670,227296,,23,,,,0.07,,96.95,
2344,-97.43,9724,227456,-3.5722724460065365,23,0.0001,0.06317452254006639,7104,0.06,-1.8908115588128567,97.49,0.4929349133744836
2348,-97.06,9745,228512,,23,,,,0.07,,97.13,
2352,-97.06,9751,228768,,23,,,,0.07,,97.13,
2356,-97.36,9759,229184,,23,,,,0.06,,97.42,
2360,-96.88,9812,229440,-3.6044982224702835,23,0.0001,0.06260310771176592,7168,0.07,-1.768511975184083,96.95,0.4897902705706656
2364,-96.88,9820,229856,,23,,,,0.07,,96.95,
2368,-96.88,9823,230048,,23,,,,0.07,,96.95,
2372,-96.88,9829,230336,,23,,,,0.07,,96.95,
2376,-96.88,9837,230656,,23,,,,0.07,,96.95,
2380,-96.42,9900,231520,-3.636422872543335,23,0.0001,0.06316056405194104,7232,0.08,-1.6413054186850786,96.5,0.4866657550446689
2384,-96.9,9908,231936,,23,,,,0.07,,96.97,
2388,-96.9,9913,232288,,23,,,,0.07,,96.97,
2392,-96.9,9920,232640,,23,,,,0.07,,96.97,
2396,-96.9,9928,233056,,23,,,,0.07,,96.97,
2400,-96.9,9933,233248,,23,,,,0.07,,96.97,
2404,-96.9,9983,233536,-3.6688899658620358,23,0.0001,0.06176818878157064,7296,0.07,-1.5103694256395102,96.97,0.4835616801865399
2408,-97.06,9989,233856,,23,,,,0.06,,97.12,
2412,-97.65,9997,234304,,23,,,,0.05,,97.7,
2416,-97.86,10009,235072,,23,,,,0.05,,97.91,
2420,-97.86,10017,235424,,23,,,,0.05,,97.91,
2424,-97.86,10069,235840,-3.7023321762681007,23,0.0001,0.12575268221553415,7360,0.05,-1.4342055153101683,97.91,0.4804765065200627
2428,-97.86,10076,236256,,23,,,,0.05,,97.91,
2432,-97.86,10079,236448,,23,,,,0.05,,97.91,
2436,-97.86,10084,236736,,23,,,,0.05,,97.91,
2440,-97.86,10090,237056,,23,,,,0.05,,97.91,
2444,-97.86,10097,237504,,23,,,,0.05,,97.91,
2448,-98.23,10155,238272,-3.7338714376091957,23,0.0001,0.06570875208126381,7424,0.04,-1.4221478905528784,98.27,0.47741099167615175
2452,-98.23,10161,238624,,23,,,,0.04,,98.27,
2456,-98.23,10169,239040,,23,,,,0.04,,98.27,
2460,-99.02,10175,239456,,23,,,,0.02,,99.04,
2464,-99.02,10223,239648,-3.765836860984564,23,0.0001,0.06505570193985477,7488,0.02,-1.3162506818771362,99.04,0.4743653261102736
2468,-98.51,10228,239872,,23,,,,0.03,,98.54,
2472,-98.51,10236,240160,,23,,,,0.03,,98.54,
2476,-98.51,10244,240672,,23,,,,0.03,,98.54,
2480,-98.97,10255,241344,,23,,,,0.02,,98.99,
2484,-98.44,10308,241696,-3.798356417566538,23,0.0001,0.059709065535571426,7552,0.03,-1.1605207696557045,98.47,0.47133942041546106
2488,-98.44,10315,242048,,23,,,,0.03,,98.47,
2492,-98.44,10322,242432,,23,,,,0.03,,98.47,
2496,-98.44,10329,242784,,23,,,,0.03,,98.47,
2500,-98.44,10337,243072,,23,,,,0.03,,98.47,
2504,-97.95,10341,243296,,23,,,,0.04,,97.99,
2508,-98.47,10396,243840,-3.830321215093136,23,0.0001,0.058310591615736485,7616,0.03,-0.9968279022723436,98.5,0.46833246294409037
2512,-98.47,10410,244512,,23,,,,0.03,,98.5,
2516,-98.47,10418,244896,,23,,,,0.03,,98.5,
2520,-98.47,10425,245248,,23,,,,0.03,,98.5,
2524,-97.89,10431,245504,,23,,,,0.04,,97.93,
2528,-97.83,10485,245856,-3.863739065825939,23,0.0001,0.05815381358843297,7680,0.04,-0.8514233082532883,97.87,0.46534511260688305
2532,-97.83,10493,246208,,23,,,,0.04,,97.87,
2536,-97.83,10497,246400,,23,,,,0.04,,97.87,
2540,-97.83,10504,246656,,23,,,,0.04,,97.87,
2544,-97.43,10520,247520,,23,,,,0.05,,97.48,
2548,-97.1,10587,247968,-3.895400535315275,23,0.0001,0.05889676237711683,7744,0.06,-0.7059178976342082,97.16,0.4623762792907655
2552,-96.43,10596,248384,,23,,,,0.07,,96.5,
2556,-95.98,10599,248512,,23,,,,0.08,,96.06,
2560,-95.98,10611,249056,,23,,,,0.08,,96.06,
2564,-95.98,10614,249184,,23,,,,0.08,,96.06,
2568,-96.49,10620,249472,,23,,,,0.07,,96.56,
2572,-96.49,10626,249728,,23,,,,0.07,,96.56,
2576,-96.49,10696,250720,-3.926585465669632,23,0.0001,0.060182068205904216,7808,0.07,-0.5865435805171728,96.56,0.4594268584623933
2580,-96.49,10706,251168,,23,,,,0.07,,96.56,
2584,-96.38,10712,251456,,23,,,,0.07,,96.45,
2588,-96.38,10717,251680,,23,,,,0.07,,96.45,
2592,-96.38,10770,252032,-3.9597736336290836,23,0.0001,0.05946921085705981,7872,0.07,-0.4583509280346334,96.45,0.456496627535671
2596,-96.38,10776,252352,,23,,,,0.07,,96.45,
2600,-96.38,10782,252672,,23,,,,0.07,,96.45,
2604,-96.87,10786,252896,,23,,,,0.06,,96.93,
2608,-96.87,10803,253920,,23,,,,0.06,,96.93,
2612,-96.87,10856,254368,-3.993019614368677,23,0.0001,0.06453432596754283,7936,0.06,-0.33584813540801406,96.93,0.4535842868499458
2616,-96.87,10862,254656,,23,,,,0.06,,96.93,
2620,-96.41,10865,254848,,23,,,,0.07,,96.48,
2624,-96.99,10870,255104,,23,,,,0.06,,97.05,
2628,-96.43,10877,255456,,23,,,,0.07,,96.5,
2632,-96.43,10882,255744,,23,,,,0.07,,96.5,
2636,-96.43,10886,255936,,23,,,,0.07,,96.5,
2640,-96.43,10936,256256,-4.024301327764988,23,0.0001,0.06080381345236674,8000,0.07,-0.21751351526472718,96.5,0.4506907989270985
2644,-96.83,10957,257568,,23,,,,0.06,,96.89,
2648,-96.23,10960,257728,,23,,,,0.07,,96.3,
2652,-96.9,10965,258016,,23,,,,0.06,,96.96,
2656,-97.35,11013,258112,-4.05729628354311,23,0.0001,0.06059650192037225,8064,0.05,-0.08244451303471578,97.4,0.44781545689329505
2660,-97.35,11020,258528,,23,,,,0.05,,97.4,
2664,-97.35,11024,258752,,23,,,,0.05,,97.4,
2668,-96.88,11029,259072,,23,,,,0.06,,96.94,
2672,-96.88,11033,259296,,23,,,,0.06,,96.94,
2676,-96.5,11107,260672,-4.089734487235546,23,0.0001,0.05991752038244158,8128,0.07,0.04825090980375535,96.57,0.44495817786082625
2680,-96.5,11114,260928,,23,,,,0.07,,96.57,
2684,-97.14,11119,261184,,23,,,,0.06,,97.2,
2688,-97.14,11121,261280,,23,,,,0.06,,97.2,
2692,-97.14,11127,261632,,23,,,,0.06,,97.2,
2696,-97.14,11132,261952,,23,,,,0.06,,97.2,
2700,-97.14,11187,262272,-4.120446130633354,23,0.0001,0.059319351450540125,8192,0.06,0.17506411933572963,97.2,0.4421194246970117
2704,-97.14,11191,262496,,23,,,,0.06,,97.2,
2708,-96.96,11215,263744,,23,,,,0.06,,97.02,
2712,-96.96,11222,264128,,23,,,,0.06,,97.02,
2716,-96.96,11278,264384,-4.153735764324665,23,0.0001,0.06060236773919314,8256,0.06,0.30150244873948395,97.02,0.43929950846359134
2720,-97.42,11281,264480,,23,,,,0.05,,97.47,
2724,-97.42,11288,264832,,23,,,,0.05,,97.47,
2728,-97.38,11293,265088,,23,,,,0.05,,97.43,
2732,-97.38,11301,265440,,23,,,,0.05,,97.43,
2736,-97.38,11304,265600,,23,,,,0.05,,97.43,
2740,-96.87,11378,266496,-4.18538448959589,23,0.0001,0.059782480413559824,8320,0.06,0.4310555746778846,96.93,0.4364973069168627
2744,-96.87,11393,267296,,23,,,,0.06,,96.93,
2748,-97.8,11397,267456,,23,,,,0.04,,97.84,
2752,-97.72,11401,267648,,23,,,,0.04,,97.76,
2756,-97.72,11409,268032,,23,,,,0.04,,97.76,
2760,-97.41,11415,268256,,23,,,,0.05,,97.46,
2764,-97.41,11466,268608,-4.216669052839279,23,0.0001,0.06112577999010682,8384,0.05,0.5549708330072463,97.46,0.4337135157547891
2768,-97.88,11468,268736,,23,,,,0.04,,97.92,
2772,-97.88,11486,269696,,23,,,,0.04,,97.92,
2776,-97.4,11543,270368,-4.250923819839954,23,0.0001,0.061040007683914155,8448,0.05,0.6785725262016058,97.45,0.43094729725271463
2780,-97.4,11547,270528,,23,,,,0.05,,97.45,
2784,-96.6,11552,270784,,23,,,,0.06,,96.66,
2788,-96.6,11554,270880,,23,,,,0.06,,96.66,
2792,-96.6,11562,271328,,23,,,,0.06,,96.66,
2796,-96.6,11565,271488,,23,,,,0.06,,96.66,
2800,-96.02,11571,271840,,23,,,,0.07,,96.09,
2804,-95.97,11575,272000,,23,,,,0.07,,96.04,
2808,-95.64,11648,273568,-4.2824321165680885,23,0.0001,0.06107764184707776,8512,0.08,0.8014277890324593,95.72,0.42819821555167437
2812,-95.64,11651,273728,,23,,,,0.08,,95.72,
2816,-95.64,11655,273984,,23,,,,0.08,,95.72,
2820,-95.64,11657,274080,,23,,,,0.08,,95.72,
2824,-95.64,11709,274528,-4.315506033599377,23,0.0001,0.06192583363736048,8576,0.08,0.9160194434225559,95.72,0.42546640476211905
2828,-96.3,11712,274688,,23,,,,0.07,,96.37,
2832,-96.3,11719,275040,,23,,,,0.07,,96.37,
2836,-96.3,11722,275200,,23,,,,0.07,,96.37,
2840,-96.81,11792,276768,-4.347793027758598,23,0.0001,0.06213026348268613,8640,0.06,1.029638092033565,96.87,0.4227518760599196
2844,-96.69,11796,276928,,23,,,,0.07,,96.76,
2848,-96.69,11799,277056,,23,,,,0.07,,96.76,
2852,-96.77,11803,277248,,23,,,,0.07,,96.84,
2856,-96.77,11810,277728,,23,,,,0.07,,96.84,
2860,-97.08,11814,277888,,23,,,,0.06,,97.14,
2864,-97.08,11820,278240,,23,,,,0.06,,97.14,
2868,-97.08,11824,278400,,23,,,,0.06,,97.14,
2872,-96.49,11894,279296,-4.379157073795795,23,0.0001,0.06307215371634811,8704,0.07,1.1425574701279402,96.56,0.4200551640242338
2876,-96.13,11907,279968,,23,,,,0.08,,96.21,
2880,-96.93,11910,280128,,23,,,,0.07,,97.0,
2884,-96.66,11912,280224,,23,,,,0.08,,96.74,
2888,-96.66,11917,280416,,23,,,,0.08,,96.74,
2892,-96.66,11979,281056,-4.411632910370827,23,0.0001,0.060954462562222034,8768,0.08,1.2625595200806856,96.74,0.41737586027011275
2896,-96.66,11988,281440,,23,,,,0.08,,96.74,
2900,-97.24,11993,281600,,23,,,,0.07,,97.31,
2904,-97.29,12009,282496,,23,,,,0.07,,97.36,
2908,-97.8,12072,283168,-4.444628193974495,23,0.0001,0.06270263897022232,8832,0.06,1.3717052210122347,97.86,0.4147133328951895
2912,-97.8,12075,283328,,23,,,,0.06,,97.86,
2916,-97.8,12077,283424,,23,,,,0.06,,97.86,
2920,-97.8,12083,283616,,23,,,,0.06,,97.86,
2924,-97.46,12093,284128,,23,,,,0.07,,97.53,
2928,-97.46,12103,284608,,23,,,,0.07,,97.53,
2932,-96.91,12166,284736,-4.476793214678764,23,0.0001,0.06656981952255592,8896,0.08,1.4852644708007574,96.99,0.41206755628809333
2936,-96.91,12171,284992,,23,,,,0.08,,96.99,
2940,-96.86,12195,286240,,23,,,,0.08,,96.94,
2944,-96.45,12201,286496,,23,,,,0.09,,96.54,
2948,-96.57,12204,286624,,23,,,,0.08,,96.65,
