rollout/success_rate,time/total_timesteps,train/learning_rate,rollout/ep_rew_mean,train/ent_coef_loss,train/actor_loss,rollout/ep_len_mean,train/ent_coef,time/episodes,time/fps,train/critic_loss,train/n_updates,time/time_elapsed
0.08,480448,,-84.03,,,84.11,,5040,26,,,18118
0.08,480992,,-83.66,,,83.74,,5044,26,,,18130
0.08,481184,,-83.74,,,83.82,,5048,26,,,18135
0.07,481408,0.0001,-84.3,-7.37549052387476,8.746554389595985,84.37,0.2233532778918743,5052,26,0.16106323769781739,15040,18171
0.07,481664,,-84.19,,,84.26,,5056,26,,,18177
0.06,481920,,-84.88,,,84.94,,5060,26,,,18183
0.06,482432,,-84.73,,,84.79,,5064,26,,,18194
0.06,482720,,-84.41,,,84.47,,5068,26,,,18201
0.06,483104,,-84.12,,,84.18,,5072,26,,,18210
0.05,483520,0.0001,-83.52,-7.400974318385124,8.776921853423119,83.57,0.2219402166083455,5076,26,0.1569407891947776,15104,18250
0.05,483712,,-83.49,,,83.54,,5080,26,,,18254
0.04,483936,,-83.59,,,83.63,,5084,26,,,18260
0.04,484256,,-83.17,,,83.21,,5088,26,,,18268
0.05,484608,,-83.25,,,83.3,,5092,26,,,18277
0.05,485216,,-83.62,,,83.67,,5096,26,,,18290
0.06,485504,0.0001,-82.92,-7.4152453020215034,8.818679049611092,82.98,0.22053732187487185,5100,26,0.1492041393648833,15168,18327
0.06,485696,,-82.53,,,82.59,,5104,26,,,18332
0.06,485920,,-82.86,,,82.92,,5108,26,,,18337
0.04,486176,,-83.81,,,83.85,,5112,26,,,18343
0.05,486368,,-82.5,,,82.55,,5116,26,,,18348
0.05,486976,,-82.09,,,82.14,,5120,26,,,18362
0.06,487104,,-81.53,,,81.59,,5124,26,,,18366
0.06,487392,,-80.88,,,80.94,,5128,26,,,18372
0.05,487584,0.0001,-80.38,-7.443063236773014,8.868703171610832,80.43,0.21914421068504453,5132,26,0.15404016629327089,15232,18408
0.06,488096,,-80.45,,,80.51,,5136,26,,,18419
0.06,488416,,-80.42,,,80.48,,5140,26,,,18426
0.06,488512,,-80.4,,,80.46,,5144,26,,,18429
0.07,489216,,-80.01,,,80.08,,5148,26,,,18444
0.07,489408,,-79.17,,,79.24,,5152,26,,,18449
0.07,489568,0.0001,-79.14,-7.472943462431431,8.918055266141891,79.21,0.21775974472984672,5156,26,0.17391858343034983,15296,18484
0.06,490112,,-78.78,,,78.84,,5160,26,,,18496
0.06,490336,,-78.57,,,78.63,,5164,26,,,18501
0.06,490624,,-78.77,,,78.83,,5168,26,,,18509
0.06,491104,,-78.21,,,78.27,,5172,26,,,18520
0.06,491488,,-78.99,,,79.05,,5176,26,,,18528
0.07,491680,0.0001,-79.03,-7.495981082320213,8.995973661541939,79.1,0.2163838727865368,5180,26,0.15446090116165578,15360,18564
0.07,491808,,-79.57,,,79.64,,5184,26,,,18567
0.08,492160,,-79.61,,,79.69,,5188,26,,,18576
0.07,492704,,-79.8,,,79.87,,5192,26,,,18588
0.07,492960,,-78.91,,,78.98,,5196,26,,,18595
0.07,493088,,-79.24,,,79.31,,5200,26,,,18598
0.07,493568,,-79.0,,,79.07,,5204,26,,,18609
0.07,493728,0.0001,-78.88,-7.5274602100253105,9.065771341323853,78.95,0.21501626865938306,5208,26,0.15526517876423895,15424,18643
0.07,494016,,-78.5,,,78.57,,5212,26,,,18650
0.07,494336,,-78.85,,,78.92,,5216,26,,,18658
0.07,494752,,-79.14,,,79.21,,5220,26,,,18667
0.06,495136,,-79.82,,,79.88,,5224,26,,,18676
0.07,495680,0.0001,-79.47,-7.549490474164486,9.124352529644966,79.54,0.21365745807997882,5228,26,0.15568409650586545,15488,18719
0.07,495968,,-80.05,,,80.12,,5232,26,,,18726
0.06,496064,,-79.9,,,79.96,,5236,26,,,18729
0.06,496384,,-79.93,,,79.99,,5240,26,,,18736
0.07,496736,,-79.51,,,79.58,,5244,26,,,18745
0.06,496960,,-80.63,,,80.69,,5248,26,,,18750
0.07,497600,,-81.04,,,81.11,,5252,26,,,18764
0.07,497792,0.0001,-81.2,-7.5749629735946655,9.167919516563416,81.27,0.21230765664950013,5256,26,0.16165781661402434,15552,18799
0.08,498176,,-80.94,,,81.02,,5260,26,,,18808
0.08,498304,,-80.8,,,80.88,,5264,26,,,18811
0.09,498848,,-80.09,,,80.18,,5268,26,,,18823
0.09,499072,,-80.82,,,80.91,,5272,26,,,18829
0.09,499296,,-80.99,,,81.08,,5276,26,,,18835
0.08,499680,,-80.92,,,81.0,,5280,26,,,18844
0.08,500064,0.0001,-80.31,-7.605414099991322,9.216837510466576,80.39,0.21096636168658733,5284,26,0.16241933743003756,15616,18883
0.07,500192,,-80.43,,,80.5,,5288,26,,,18886
0.08,500608,,-79.87,,,79.95,,5292,26,,,18896
0.09,500832,,-79.56,,,79.65,,5296,26,,,18900
0.09,500960,,-79.55,,,79.64,,5300,26,,,18904
0.09,501280,,-79.55,,,79.64,,5304,26,,,18912
0.09,501472,,-79.39,,,79.48,,5308,26,,,18917
0.09,502240,0.0001,-79.56,-7.639717973768711,9.263093784451485,79.65,0.20963233523070812,5312,26,0.17273763567209244,15680,18963
0.09,502400,,-78.84,,,78.93,,5316,26,,,18968
0.09,502496,,-78.89,,,78.98,,5320,26,,,18970
0.09,503008,,-78.57,,,78.66,,5324,26,,,18982
0.08,503232,,-78.76,,,78.84,,5328,26,,,18988
0.08,503424,,-78.3,,,78.38,,5332,26,,,18993
0.08,503456,,-77.92,,,78.0,,5336,26,,,18994
0.08,504352,0.0001,-77.78,-7.6597699373960495,9.285390332341194,77.86,0.20830650790594518,5340,26,0.17119703255593777,15744,19043
0.07,504768,,-78.1,,,78.17,,5344,26,,,19053
0.07,504992,,-77.86,,,77.93,,5348,26,,,19058
0.06,505280,,-77.5,,,77.56,,5352,26,,,19065
0.05,505600,,-77.59,,,77.64,,5356,26,,,19073
0.05,505728,,-77.34,,,77.39,,5360,26,,,19076
0.05,506048,0.0001,-77.9,-7.683807052671909,9.325497016310692,77.95,0.20699019124731421,5364,26,0.15696760395076126,15808,19114
0.04,506304,,-78.26,,,78.3,,5368,26,,,19120
0.04,506848,,-78.12,,,78.16,,5372,26,,,19132
0.04,507168,,-77.51,,,77.55,,5376,26,,,19140
0.04,507392,,-77.08,,,77.12,,5380,26,,,19146
0.04,507680,,-76.9,,,76.94,,5384,26,,,19153
0.04,507840,,-76.42,,,76.46,,5388,26,,,19157
0.03,508032,0.0001,-76.87,-7.70658740401268,9.372240513563156,76.9,0.20568228047341108,5392,26,0.15732522192411125,15872,19192
0.03,508416,,-76.62,,,76.65,,5396,26,,,19201
0.02,508832,,-76.82,,,76.84,,5400,26,,,19210
0.02,509152,,-76.77,,,76.79,,5404,26,,,19217
0.02,509472,,-76.81,,,76.83,,5408,26,,,19225
0.03,509696,,-76.48,,,76.51,,5412,26,,,19231
0.03,510176,0.0001,-76.63,-7.739948533475399,9.3847346752882,76.66,0.20438259281218052,5416,26,0.16504609677940607,15936,19272
0.03,510336,,-76.74,,,76.77,,5420,26,,,19276
0.03,510752,,-77.38,,,77.41,,5424,26,,,19286
0.03,511040,,-77.86,,,77.89,,5428,26,,,19293
0.03,511296,,-78.11,,,78.14,,5432,26,,,19300
0.04,511584,,-77.6,,,77.64,,5436,26,,,19307
0.04,511840,,-77.39,,,77.43,,5440,26,,,19313
0.04,511936,,-77.39,,,77.43,,5444,26,,,19316
0.04,512320,0.0001,-77.04,-7.760130405426025,9.436218366026878,77.08,0.20309075363911688,5448,26,0.15716775506734848,16000,19355
0.04,512672,,-77.01,,,77.05,,5452,26,,,19363
0.04,513248,,-76.85,,,76.89,,5456,26,,,19376
0.04,513600,,-76.84,,,76.88,,5460,26,,,19384
0.04,514240,0.0001,-76.72,-7.773350723087788,9.451522752642632,76.76,0.20180838904343545,5464,26,0.1565379046369344,16064,19428
0.04,514432,,-76.31,,,76.35,,5468,26,,,19433
0.04,514624,,-76.36,,,76.4,,5472,26,,,19437
0.05,514752,,-76.78,,,76.83,,5476,26,,,19441
0.05,514944,,-77.57,,,77.62,,5480,26,,,19446
0.06,515232,,-77.59,,,77.65,,5484,26,,,19453
0.06,515584,,-78.41,,,78.47,,5488,26,,,19461
0.07,515872,,-77.66,,,77.73,,5492,26,,,19468
0.07,516288,0.0001,-78.31,-7.801041841506958,9.506620645523071,78.38,0.20053546433337033,5496,26,0.15921169763896614,16128,19508
0.07,516928,,-78.02,,,78.09,,5500,26,,,19522
0.08,517056,,-77.9,,,77.98,,5504,26,,,19526
0.08,517440,,-77.68,,,77.76,,5508,26,,,19535
0.07,517536,,-78.05,,,78.12,,5512,26,,,19538
0.08,517888,,-78.37,,,78.45,,5516,26,,,19546
0.07,518304,0.0001,-79.25,-7.825976699590683,9.543065324425697,79.32,0.1992701943963766,5520,26,0.1812026872066781,16192,19586
0.07,518624,,-79.02,,,79.09,,5524,26,,,19594
0.07,518976,,-78.51,,,78.58,,5528,26,,,19602
0.07,519072,,-78.82,,,78.89,,5532,26,,,19605
0.06,519264,,-79.13,,,79.19,,5536,26,,,19610
0.06,519776,,-79.02,,,79.08,,5540,26,,,19622
0.07,520288,0.0001,-78.48,-7.8459707498550415,9.554433047771454,78.55,0.19801326654851437,5544,26,0.17209146032109857,16256,19663
0.07,520512,,-78.56,,,78.63,,5548,26,,,19669
0.07,520672,,-78.84,,,78.91,,5552,26,,,19673
0.07,520832,,-79.1,,,79.17,,5556,26,,,19678
0.07,521152,,-78.58,,,78.65,,5560,26,,,19686
0.07,521344,,-78.16,,,78.23,,5564,26,,,19690
0.07,521888,,-78.14,,,78.21,,5568,26,,,19702
0.08,522112,,-77.72,,,77.8,,5572,26,,,19708
0.08,522560,0.0001,-76.92,-7.867822714149952,9.57151211798191,77.0,0.19676454947330058,5576,26,0.18134097603615373,16320,19748
0.08,522848,,-76.48,,,76.56,,5580,26,,,19754
0.07,523232,,-76.62,,,76.69,,5584,26,,,19763
0.09,523456,,-75.97,,,76.06,,5588,26,,,19769
0.08,523552,,-76.45,,,76.53,,5592,26,,,19772
0.07,523584,,-76.96,,,77.03,,5596,26,,,19773
0.07,524224,,-77.22,,,77.29,,5600,26,,,19787
0.07,524320,0.0001,-76.66,-7.891459755599499,9.619963556528091,76.73,0.19552443618886173,5604,26,0.1871880367398262,16384,19820
0.07,524672,,-76.33,,,76.4,,5608,26,,,19828
0.08,524992,,-75.82,,,75.9,,5612,26,,,19836
0.07,525312,,-75.27,,,75.34,,5616,26,,,19844
0.08,525568,,-73.89,,,73.97,,5620,26,,,19850
0.08,525888,,-73.34,,,73.42,,5624,26,,,19857
0.08,526016,,-73.58,,,73.66,,5628,26,,,19861
0.08,526464,0.0001,-72.79,-7.913025952875614,9.595807775855064,72.87,0.19429264590144157,5632,26,0.20070083218161017,16448,19901
0.08,526688,,-72.99,,,73.07,,5636,26,,,19907
0.09,527008,,-72.79,,,72.88,,5640,26,,,19915
0.08,527520,,-73.1,,,73.18,,5644,26,,,19926
0.08,527808,,-72.79,,,72.87,,5648,26,,,19933
0.09,527904,,-72.18,,,72.27,,5652,26,,,19936
0.09,528064,,-72.41,,,72.5,,5656,26,,,19940
0.09,528544,0.0001,-73.0,-7.929604850709438,9.618162989616394,73.09,0.19306887011043727,5660,26,0.1978534470545128,16512,19981
0.1,528672,,-72.56,,,72.66,,5664,26,,,19984
0.1,528864,,-72.12,,,72.22,,5668,26,,,19989
0.09,529280,,-72.16,,,72.25,,5672,26,,,19999
0.08,529728,,-72.57,,,72.65,,5676,26,,,20009
0.09,530016,,-71.95,,,72.04,,5680,26,,,20015
0.09,530400,,-71.67,,,71.76,,5684,26,,,20025
0.07,530656,0.0001,-71.8,-7.962053455412388,9.639853075146675,71.87,0.19185303640551865,5688,26,0.20247289934195578,16576,20061
0.07,530816,,-71.55,,,71.62,,5692,26,,,20066
0.07,530944,,-71.35,,,71.42,,5696,26,,,20069
0.07,531200,,-71.28,,,71.35,,5700,26,,,20075
0.06,531488,,-71.72,,,71.78,,5704,26,,,20082
0.06,531936,,-71.76,,,71.82,,5708,26,,,20092
0.06,532064,,-71.13,,,71.19,,5712,26,,,20096
0.05,532640,0.0001,-71.76,-7.993771739304066,9.665149986743927,71.81,0.19064314244315028,5716,26,0.19959059008397162,16640,20138
0.06,532928,,-71.22,,,71.28,,5720,26,,,20145
0.07,533088,,-71.48,,,71.55,,5724,26,,,20149
0.07,533216,,-71.52,,,71.59,,5728,26,,,20152
0.07,533664,,-71.46,,,71.53,,5732,26,,,20163
0.07,533920,,-71.72,,,71.79,,5736,26,,,20169
0.06,534112,,-72.33,,,72.39,,5740,26,,,20174
0.06,534464,,-72.13,,,72.19,,5744,26,,,20183
0.07,534880,0.0001,-71.75,-8.011297777295113,9.687643826007843,71.82,0.18944156938232481,5748,26,0.19447681726887822,16704,20222
0.06,535104,,-71.55,,,71.61,,5752,26,,,20228
0.06,535456,,-71.37,,,71.43,,5756,26,,,20236
0.07,535584,,-70.71,,,70.78,,5760,26,,,20240
0.07,535840,,-71.24,,,71.31,,5764,26,,,20247
0.07,536288,,-71.45,,,71.52,,5768,26,,,20257
0.08,536448,,-71.05,,,71.13,,5772,26,,,20261
0.08,536608,0.0001,-71.27,-8.03747846186161,9.723874300718307,71.35,0.18824755144305527,5776,26,0.21889890893362463,16768,20296
0.07,537088,,-71.52,,,71.59,,5780,26,,,20307
0.08,537344,,-70.58,,,70.66,,5784,26,,,20313
0.08,537600,,-70.61,,,70.69,,5788,26,,,20319
0.09,537824,,-69.91,,,70.0,,5792,26,,,20324
0.09,538016,,-70.15,,,70.24,,5796,26,,,20328
0.09,538368,,-69.93,,,70.02,,5800,26,,,20337
0.09,538560,,-69.74,,,69.83,,5804,26,,,20341
0.09,539072,0.0001,-69.89,-8.06343860924244,9.745354726910591,69.98,0.18706078128889203,5808,26,0.20027979579754174,16832,20383
0.08,539328,,-70.82,,,70.9,,5812,26,,,20389
0.08,539552,,-70.85,,,70.93,,5816,26,,,20395
0.07,539872,,-71.61,,,71.68,,5820,26,,,20402
0.07,540032,,-71.18,,,71.25,,5824,26,,,20407
0.07,540384,,-70.89,,,70.96,,5828,26,,,20415
0.08,540672,,-70.59,,,70.67,,5832,26,,,20422
0.08,541024,0.0001,-70.68,-8.086570903658867,9.773438394069672,70.76,0.1858813758008182,5836,26,0.20068651996552944,16896,20460
0.08,541376,,-70.62,,,70.7,,5840,26,,,20469
0.08,541792,,-70.64,,,70.72,,5844,26,,,20478
0.07,541984,,-71.43,,,71.5,,5848,26,,,20484
0.07,542144,,-71.54,,,71.61,,5852,26,,,20488
0.07,542400,,-71.4,,,71.47,,5856,26,,,20494
0.06,542720,,-71.88,,,71.94,,5860,26,,,20502
0.05,542944,0.0001,-72.08,-8.109607845544815,9.836052879691124,72.13,0.18470961600542068,5864,26,0.19692206161562353,16960,20537
0.05,543328,,-71.83,,,71.88,,5868,26,,,20546
0.05,543744,,-71.79,,,71.84,,5872,26,,,20556
0.05,544064,,-71.66,,,71.71,,5876,26,,,20563
0.06,544224,,-71.24,,,71.3,,5880,26,,,20567
0.06,544576,,-71.75,,,71.81,,5884,26,,,20575
0.06,544864,0.0001,-72.02,-8.133275479078293,9.835882857441902,72.08,0.1835456695407629,5888,26,0.2030123481526971,17024,20612
0.05,544928,,-72.25,,,72.3,,5892,26,,,20614
0.05,545152,,-71.99,,,72.04,,5896,26,,,20620
0.06,545376,,-71.93,,,71.99,,5900,26,,,20625
0.06,545856,,-72.06,,,72.12,,5904,26,,,20636
0.06,546080,,-72.07,,,72.13,,5908,26,,,20641
0.06,546528,,-71.65,,,71.71,,5912,26,,,20652
0.06,546848,0.0001,-71.2,-8.15538178384304,9.851922437548637,71.26,0.1823887845966965,5916,26,0.20344730035867542,17088,20690
0.06,547136,,-70.91,,,70.97,,5920,26,,,20697
0.05,547264,,-71.7,,,71.75,,5924,26,,,20700
0.05,547328,,-71.49,,,71.54,,5928,26,,,20702
0.04,547680,,-71.65,,,71.69,,5932,26,,,20710
0.04,548032,,-71.58,,,71.62,,5936,26,,,20718
0.04,548352,,-71.07,,,71.11,,5940,26,,,20726
0.04,548576,,-70.97,,,71.01,,5944,26,,,20732
0.04,549088,0.0001,-70.72,-8.171353593468666,9.879648074507713,70.76,0.18123999144881964,5948,26,0.19218074879609048,17152,20774
0.04,549216,,-70.51,,,70.55,,5952,26,,,20777
0.04,549376,,-70.38,,,70.42,,5956,26,,,20781
0.04,550080,,-70.04,,,70.08,,5960,26,,,20797
0.05,550272,,-69.7,,,69.75,,5964,26,,,20802
0.05,550336,,-70.15,,,70.2,,5968,26,,,20804
0.04,550464,,-70.49,,,70.53,,5972,26,,,20807
0.04,550944,0.0001,-70.32,-8.204744502902031,9.921023651957512,70.36,0.18009854829870164,5976,26,0.1923242382472381,17216,20849
0.03,551168,,-70.39,,,70.42,,5980,26,,,20854
0.03,551552,,-70.48,,,70.51,,5984,26,,,20862
0.02,551840,,-70.71,,,70.73,,5988,26,,,20869
0.02,552224,,-70.78,,,70.8,,5992,26,,,20878
0.02,552416,,-70.63,,,70.65,,5996,26,,,20883
0.01,552672,,-70.82,,,70.83,,6000,26,,,20889
0.01,552832,,-70.86,,,70.87,,6004,26,,,20893
0.01,553024,0.0001,-71.41,-8.219030767679214,9.931792914867401,71.42,0.17896425910294056,6008,26,0.184978018514812,17280,20929
0.03,553248,,-70.32,,,70.35,,6012,26,,,20934
0.04,553568,,-69.95,,,69.99,,6016,26,,,20942
0.04,553952,,-70.07,,,70.11,,6020,26,,,20950
0.05,554176,,-69.45,,,69.5,,6024,26,,,20955
0.05,554592,,-69.35,,,69.4,,6028,26,,,20965
0.05,554720,,-69.74,,,69.79,,6032,26,,,20968
0.05,554912,,-69.23,,,69.28,,6036,26,,,20974
0.05,555360,0.0001,-69.17,-8.250173181295395,9.966152772307396,69.22,0.17783698928542435,6040,26,0.19552177924197167,17344,21014
0.06,555648,,-68.77,,,68.83,,6044,26,,,21021
0.06,555840,,-69.12,,,69.18,,6048,26,,,21026
0.07,556192,,-69.21,,,69.28,,6052,26,,,21034
0.07,556544,,-69.55,,,69.62,,6056,26,,,21042
0.06,556640,,-70.03,,,70.09,,6060,26,,,21045
0.06,557024,,-70.15,,,70.21,,6064,26,,,21054
0.06,557312,0.0001,-69.98,-8.271518766880035,10.015139684081078,70.04,0.17671659868210554,6068,26,0.18993289582431316,17408,21091
0.08,557632,,-68.81,,,68.89,,6072,26,,,21098
0.08,557888,,-68.89,,,68.97,,6076,26,,,21105
0.08,558112,,-69.03,,,69.11,,6080,26,,,21110
0.08,558528,,-69.0,,,69.08,,6084,26,,,21120
0.08,558656,,-69.18,,,69.26,,6088,26,,,21124
0.08,559168,0.0001,-69.4,-8.295018762350082,10.016581654548645,69.48,0.17560290079563856,6092,26,0.1944229705259204,17472,21165
0.08,559456,,-69.61,,,69.69,,6096,26,,,21172
0.08,559808,,-69.75,,,69.83,,6100,26,,,21180
0.08,560032,,-70.07,,,70.15,,6104,26,,,21186
0.08,560192,,-69.89,,,69.97,,6108,26,,,21190
0.06,560384,,-70.81,,,70.87,,6112,26,,,21195
0.06,560640,,-70.67,,,70.73,,6116,26,,,21202
0.06,560672,,-70.67,,,70.73,,6120,26,,,21202
0.06,560896,,-70.43,,,70.49,,6124,26,,,21208
0.06,561536,0.0001,-70.37,-8.321443513035774,10.05048668384552,70.43,0.17449686233885586,6128,26,0.1890982008771971,17536,21252
0.06,561856,,-69.77,,,69.83,,6132,26,,,21260
0.06,562240,,-69.58,,,69.64,,6136,26,,,21268
0.06,562400,,-69.66,,,69.72,,6140,26,,,21272
0.05,562656,,-70.28,,,70.33,,6144,26,,,21278
0.05,562784,,-70.26,,,70.31,,6148,26,,,21282
0.05,562944,,-69.62,,,69.67,,6152,26,,,21286
0.05,563232,0.0001,-69.68,-8.328130036592484,10.019477382302284,69.73,0.1733977310359478,6156,26,0.19904245692305267,17600,21323
0.05,563744,,-69.85,,,69.9,,6160,26,,,21335
0.05,563872,,-69.53,,,69.58,,6164,26,,,21338
0.05,564288,,-69.45,,,69.5,,6168,26,,,21348
0.03,564640,,-69.95,,,69.98,,6172,26,,,21356
0.03,564736,,-69.65,,,69.68,,6176,26,,,21359
0.03,564896,,-69.3,,,69.33,,6180,26,,,21364
0.04,565088,,-68.82,,,68.86,,6184,26,,,21368
0.05,565408,0.0001,-68.28,-8.35361036658287,9.974537789821625,68.33,0.17230723705142736,6188,26,0.19371737097389996,17664,21406
0.05,565728,,-67.75,,,67.8,,6192,26,,,21414
0.05,566112,,-67.65,,,67.7,,6196,26,,,21423
0.05,566304,,-67.26,,,67.31,,6200,26,,,21428
0.05,566560,,-66.44,,,66.49,,6204,26,,,21435
0.05,566912,,-66.28,,,66.33,,6208,26,,,21443
0.07,567040,,-65.46,,,65.53,,6212,26,,,21447
0.07,567104,,-65.51,,,65.58,,6216,26,,,21449
0.07,567520,0.0001,-65.57,-8.374760821461678,9.996090039610863,65.64,0.17122344952076674,6220,26,0.19152296823449433,17728,21488
0.06,567872,,-66.01,,,66.07,,6224,26,,,21496
0.07,568000,,-65.75,,,65.82,,6228,26,,,21500
0.07,568256,,-66.2,,,66.27,,6232,26,,,21507
0.07,568416,,-66.22,,,66.29,,6236,26,,,21510
0.07,568768,,-65.63,,,65.7,,6240,26,,,21518
0.08,568832,,-65.04,,,65.12,,6244,26,,,21520
0.09,569120,,-63.9,,,63.99,,6248,26,,,21528
0.08,569312,,-64.38,,,64.46,,6252,26,,,21533
0.08,569824,0.0001,-64.14,-8.411864995956421,10.003069683909416,64.22,0.17014542873948812,6256,26,0.19927649141754955,17792,21574
0.08,570080,,-63.6,,,63.68,,6260,26,,,21580
0.08,570464,,-63.48,,,63.56,,6264,26,,,21589
0.08,570592,,-63.36,,,63.44,,6268,26,,,21593
0.09,570752,,-62.77,,,62.86,,6272,26,,,21597
0.09,570816,,-62.91,,,63.0,,6276,26,,,21599
0.09,571104,,-62.82,,,62.91,,6280,26,,,21606
0.08,571584,0.0001,-62.72,-8.409105762839317,9.995447754859924,62.8,0.16907419310882688,6284,26,0.1971019662450999,17856,21647
0.07,571968,,-63.74,,,63.81,,6288,26,,,21656
0.07,572256,,-63.94,,,64.01,,6292,26,,,21663
0.07,572640,,-63.61,,,63.68,,6296,26,,,21672
0.07,572704,,-63.59,,,63.66,,6300,26,,,21673
0.07,572832,,-63.71,,,63.78,,6304,26,,,21677
0.07,573152,,-64.13,,,64.2,,6308,26,,,21684
0.05,573408,,-64.96,,,65.01,,6312,26,,,21691
0.04,573824,0.0001,-65.49,-8.419681414961815,10.044278129935265,65.53,0.1680125251878053,6316,26,0.18375012883916497,17920,21730
0.05,574112,,-65.07,,,65.12,,6320,26,,,21737
0.05,574400,,-65.13,,,65.18,,6324,26,,,21744
0.04,574720,,-65.32,,,65.36,,6328,26,,,21751
0.04,574912,,-65.31,,,65.35,,6332,26,,,21756
0.04,575040,,-65.52,,,65.56,,6336,26,,,21759
0.04,575392,,-66.04,,,66.08,,6340,26,,,21768
0.03,575712,0.0001,-66.91,-8.447525843977928,10.06112876534462,66.94,0.16695779748260975,6344,26,0.17229659657459706,17984,21806
0.02,576064,,-67.68,,,67.7,,6348,26,,,21815
0.02,576224,,-67.72,,,67.74,,6352,26,,,21819
0.02,576672,,-67.45,,,67.47,,6356,26,,,21829
0.02,576800,,-67.35,,,67.37,,6360,26,,,21832
0.03,577024,,-67.25,,,67.28,,6364,26,,,21838
0.03,577152,,-67.41,,,67.44,,6368,26,,,21841
0.02,577504,,-68.11,,,68.13,,6372,26,,,21849
0.02,577760,0.0001,-67.97,-8.455609485507011,10.048442780971527,67.99,0.16590991732664406,6376,26,0.1707320810528472,18048,21885
0.02,577888,,-67.92,,,67.94,,6380,26,,,21888
0.03,578368,,-67.75,,,67.78,,6384,26,,,21899
0.05,578560,,-66.42,,,66.47,,6388,26,,,21904
0.05,578720,,-66.32,,,66.37,,6392,26,,,21908
0.05,579040,,-66.48,,,66.53,,6396,26,,,21916
0.05,579296,,-66.26,,,66.31,,6400,26,,,21923
0.05,579552,,-66.21,,,66.26,,6404,26,,,21929
0.05,579872,0.0001,-66.04,-8.465418875217438,10.056854277849197,66.09,0.16486998973414302,6408,26,0.17917364335153252,18112,21967
0.05,580000,,-66.08,,,66.13,,6412,26,,,21970
0.05,580384,,-65.77,,,65.82,,6416,26,,,21979
0.04,580608,,-65.69,,,65.73,,6420,26,,,21985
0.04,580800,,-65.65,,,65.69,,6424,26,,,21990
0.04,581056,,-65.39,,,65.43,,6428,26,,,21996
0.05,581248,,-64.81,,,64.86,,6432,26,,,22001
0.06,581472,,-64.25,,,64.31,,6436,26,,,22006
0.07,581888,0.0001,-63.64,-8.475612089037895,10.073658600449562,63.71,0.1638379239011556,6440,26,0.1854010442038998,18176,22046
0.07,581920,,-63.33,,,63.4,,6444,26,,,22047
0.07,582176,,-63.08,,,63.15,,6448,26,,,22053
0.07,582560,,-63.05,,,63.12,,6452,26,,,22062
0.09,582912,,-62.64,,,62.73,,6456,26,,,22070
0.09,583040,,-62.8,,,62.89,,6460,26,,,22074
0.09,583232,,-62.72,,,62.81,,6464,26,,,22078
0.09,583328,,-62.3,,,62.39,,6468,26,,,22081
0.09,583584,,-62.2,,,62.29,,6472,26,,,22088
0.11,583872,0.0001,-61.4,-8.498588547110558,10.07564963400364,61.51,0.16281302832067013,6476,26,0.18548085552174598,18240,22125
0.11,584000,,-61.63,,,61.74,,6480,26,,,22129
0.11,584352,,-61.64,,,61.75,,6484,26,,,22137
0.09,584768,,-62.16,,,62.25,,6488,26,,,22146
0.09,585120,,-61.95,,,62.04,,6492,26,,,22154
0.09,585216,,-61.93,,,62.02,,6496,26,,,22157
0.09,585504,,-61.97,,,62.06,,6500,26,,,22164
0.09,585696,,-61.77,,,61.86,,6504,26,,,22170
0.1,586048,0.0001,-61.38,-8.51781639456749,10.067668676376343,61.48,0.1617941150907427,6508,26,0.19058927020523697,18304,22208
0.11,586144,,-60.83,,,60.94,,6512,26,,,22211
0.11,586496,,-61.26,,,61.37,,6516,26,,,22220
0.11,586624,,-61.16,,,61.27,,6520,26,,,22223
0.11,587040,,-61.43,,,61.54,,6524,26,,,22233
0.12,587328,,-61.3,,,61.42,,6528,26,,,22239
0.12,587552,,-61.57,,,61.69,,6532,26,,,22245
0.1,587712,,-62.26,,,62.36,,6536,26,,,22249
0.09,587968,0.0001,-62.66,-8.53316979110241,10.103520944714546,62.75,0.160780793055892,6540,26,0.17704443854745477,18368,22286
0.09,588320,,-62.73,,,62.82,,6544,26,,,22294
0.1,588480,,-62.26,,,62.36,,6548,26,,,22299
0.1,588704,,-62.0,,,62.1,,6552,26,,,22304
0.08,589056,,-62.75,,,62.83,,6556,26,,,22313
0.08,589408,,-62.55,,,62.63,,6560,26,,,22321
0.08,589504,,-62.45,,,62.53,,6564,26,,,22323
0.08,589632,,-62.76,,,62.84,,6568,26,,,22327
0.08,590016,0.0001,-62.58,-8.527007982134819,10.122633531689644,62.66,0.15977619728073478,6572,26,0.19394235021900386,18432,22366
0.06,590304,,-63.43,,,63.49,,6576,26,,,22373
0.06,590464,,-63.38,,,63.44,,6580,26,,,22377
0.05,590656,,-63.57,,,63.62,,6584,26,,,22382
0.05,591040,,-63.45,,,63.5,,6588,26,,,22390
0.05,591232,,-63.31,,,63.36,,6592,26,,,22396
0.06,591392,,-62.69,,,62.75,,6596,26,,,22400
0.06,591520,,-62.62,,,62.68,,6600,26,,,22404
0.06,591808,,-62.55,,,62.61,,6604,26,,,22410
0.06,592064,0.0001,-62.15,-8.54025523364544,10.11499460041523,62.21,0.1587792148347944,6608,26,0.18654405372217298,18496,22447
0.05,592320,,-62.34,,,62.39,,6612,26,,,22453
