train/critic_loss,train/actor_loss,rollout/success_rate,train/ent_coef_loss,train/n_updates,time/time_elapsed,rollout/ep_rew_mean,time/episodes,train/learning_rate,rollout/ep_len_mean,time/total_timesteps,train/ent_coef,time/fps
,,0.85,,,32556,-39.86,8416,,40.71,644320,,19
,,0.85,,,32560,-40.25,8420,,41.1,644576,,19
,,0.86,,,32562,-39.12,8424,,39.98,644640,,19
,,0.87,,,32564,-38.68,8428,,39.55,644736,,19
,,0.87,,,32568,-39.59,8432,,40.46,644960,,19
,,0.86,,,32571,-40.22,8436,,41.08,645088,,19
0.513205258641392,8.457116216421127,0.87,-7.437247171998024,20160,32624,-39.5,8440,0.0001,40.37,645152,0.1371941459365189,19
,,0.88,,,32629,-38.58,8444,,39.46,645408,,19
,,0.89,,,32631,-37.46,8448,,38.35,645504,,19
,,0.91,,,32635,-36.3,8452,,37.21,645728,,19
,,0.92,,,32637,-35.1,8456,,36.02,645824,,19
,,0.91,,,32641,-36.06,8460,,36.97,646080,,19
,,0.92,,,32643,-35.27,8464,,36.19,646144,,19
,,0.92,,,32644,-34.87,8468,,35.79,646208,,19
,,0.91,,,32651,-35.23,8472,,36.14,646496,,19
,,0.91,,,32653,-34.24,8476,,35.15,646624,,19
,,0.92,,,32658,-33.26,8480,,34.18,646880,,19
,,0.91,,,32662,-33.54,8484,,34.45,647072,,19
,,0.89,,,32664,-35.15,8488,,36.04,647168,,19
0.49159809621050954,8.472745701670647,0.89,-7.473628476262093,20224,32734,-35.31,8492,0.0001,36.2,647264,0.13635190250352025,19
,,0.9,,,32738,-34.87,8496,,35.77,647456,,19
,,0.89,,,32741,-35.69,8500,,36.58,647584,,19
,,0.89,,,32742,-35.46,8504,,36.35,647616,,19
,,0.89,,,32744,-36.06,8508,,36.95,647744,,19
,,0.88,,,32745,-36.66,8512,,37.54,647808,,19
,,0.88,,,32748,-37.11,8516,,37.99,647936,,19
,,0.88,,,32749,-36.61,8520,,37.49,647968,,19
,,0.88,,,32752,-35.98,8524,,36.86,648032,,19
,,0.88,,,32754,-35.75,8528,,36.63,648128,,19
,,0.89,,,32757,-34.13,8532,,35.02,648288,,19
,,0.9,,,32759,-32.76,8536,,33.66,648384,,19
,,0.91,,,32761,-31.44,8540,,32.35,648480,,19
,,0.89,,,32765,-33.47,8544,,34.36,648672,,19
,,0.89,,,32766,-33.18,8548,,34.07,648704,,19
,,0.89,,,32768,-32.77,8552,,33.66,648832,,19
,,0.88,,,32771,-33.36,8556,,34.24,648992,,19
,,0.89,,,32773,-32.73,8560,,33.62,649088,,19
0.5180348623543978,8.512614086270332,0.88,-7.509230360388756,20288,32839,-33.56,8564,0.0001,34.44,649248,0.13551057688891888,19
,,0.89,,,32843,-32.9,8568,,33.79,649376,,19
,,0.89,,,32846,-33.03,8572,,33.92,649536,,19
,,0.89,,,32849,-32.44,8576,,33.33,649632,,19
,,0.89,,,32853,-31.97,8580,,32.86,649728,,19
,,0.9,,,32856,-31.21,8584,,32.11,649856,,19
,,0.91,,,32860,-30.66,8588,,31.57,650016,,19
,,0.92,,,32864,-29.55,8592,,30.47,650176,,19
,,0.93,,,32868,-28.74,8596,,29.67,650336,,19
,,0.93,,,32869,-28.44,8600,,29.37,650432,,19
,,0.94,,,32872,-27.92,8604,,28.86,650560,,19
,,0.94,,,32874,-27.08,8608,,28.02,650656,,19
,,0.95,,,32877,-27.56,8612,,28.51,650784,,19
,,0.95,,,32881,-27.72,8616,,28.67,651040,,19
,,0.95,,,32886,-27.84,8620,,28.79,651200,,19
0.5272102765738964,8.547031670808792,0.95,-7.539669819176197,20352,32957,-27.9,8624,0.0001,28.85,651296,0.13467177678830922,19
,,0.95,,,32960,-28.44,8628,,29.39,651456,,19
,,0.94,,,32962,-29.45,8632,,30.39,651552,,19
,,0.93,,,32963,-30.5,8636,,31.43,651616,,19
,,0.93,,,32965,-31.13,8640,,32.06,651680,,19
,,0.93,,,32968,-30.44,8644,,31.37,651840,,19
,,0.94,,,32969,-30.24,8648,,31.18,651904,,19
,,0.94,,,32974,-29.8,8652,,30.74,652192,,19
,,0.95,,,32977,-29.22,8656,,30.17,652320,,19
,,0.95,,,32979,-29.77,8660,,30.72,652448,,19
,,0.94,,,32983,-31.1,8664,,32.04,652608,,19
,,0.94,,,32984,-30.77,8668,,31.71,652672,,19
,,0.94,,,32987,-30.59,8672,,31.53,652736,,19
,,0.94,,,32989,-30.53,8676,,31.47,652832,,19
,,0.94,,,32991,-31.16,8680,,32.1,652960,,19
,,0.94,,,32995,-31.1,8684,,32.04,653152,,19
,,0.94,,,32997,-30.94,8688,,31.88,653248,,19
0.5204810993745923,8.649794235825539,0.94,-7.562469385564327,20416,33069,-31.64,8692,0.0001,32.58,653408,0.13383643771521747,19
,,0.93,,,33073,-32.1,8696,,33.03,653600,,19
,,0.92,,,33074,-32.78,8700,,33.7,653664,,19
,,0.92,,,33077,-32.97,8704,,33.89,653792,,19
,,0.92,,,33080,-32.95,8708,,33.87,653920,,19
,,0.92,,,33081,-33.03,8712,,33.95,653952,,19
,,0.93,,,33087,-32.39,8716,,33.32,654112,,19
,,0.93,,,33092,-32.18,8720,,33.11,654368,,19
,,0.93,,,33096,-32.45,8724,,33.38,654496,,19
,,0.92,,,33099,-33.27,8728,,34.19,654656,,19
,,0.92,,,33102,-32.95,8732,,33.87,654752,,19
,,0.94,,,33103,-31.96,8736,,32.9,654784,,19
,,0.94,,,33106,-32.25,8740,,33.19,654880,,19
,,0.95,,,33111,-32.67,8744,,33.62,655072,,19
,,0.95,,,33114,-32.65,8748,,33.6,655168,,19
,,0.95,,,33117,-33.08,8752,,34.03,655296,,19
,,0.95,,,33117,-32.97,8756,,33.92,655328,,19
0.5468376521021128,8.718298241496086,0.95,-7.58557491004467,20480,33189,-32.41,8760,0.0001,33.36,655392,0.13300400017760694,19
,,0.97,,,33192,-30.23,8764,,31.2,655552,,19
,,0.97,,,33195,-30.14,8768,,31.11,655680,,19
,,0.97,,,33198,-29.72,8772,,30.69,655808,,19
,,0.97,,,33200,-29.63,8776,,30.6,655904,,19
,,0.96,,,33201,-29.73,8780,,30.69,655968,,19
,,0.96,,,33204,-29.53,8784,,30.49,656096,,19
,,0.96,,,33206,-29.75,8788,,30.71,656192,,19
,,0.96,,,33208,-29.09,8792,,30.05,656256,,19
,,0.97,,,33209,-28.15,8796,,29.12,656352,,19
,,0.98,,,33212,-27.99,8800,,28.97,656448,,19
,,0.98,,,33214,-27.39,8804,,28.37,656576,,19
,,0.98,,,33216,-26.74,8808,,27.72,656640,,19
,,0.98,,,33217,-26.34,8812,,27.32,656704,,19
,,0.98,,,33221,-26.2,8816,,27.18,656800,,19
,,0.97,,,33224,-26.83,8820,,27.8,656960,,19
,,0.97,,,33225,-26.41,8824,,27.38,656992,,19
,,0.97,,,33227,-26.07,8828,,27.04,657120,,19
,,0.97,,,33228,-25.83,8832,,26.8,657152,,19
,,0.97,,,33231,-25.04,8836,,26.01,657312,,19
,,0.97,,,33233,-24.47,8840,,25.44,657408,,19
0.5359281720593572,8.634725496172905,0.97,-7.5768565237522125,20544,33304,-24.12,8844,0.0001,25.09,657504,0.13217697176150978,19
,,0.97,,,33307,-23.48,8848,,24.45,657600,,19
,,0.97,,,33308,-24.01,8852,,24.98,657632,,19
,,0.97,,,33312,-23.71,8856,,24.68,657888,,19
,,0.97,,,33314,-23.51,8860,,24.48,657952,,19
,,0.96,,,33315,-24.33,8864,,25.29,658016,,19
,,0.96,,,33319,-24.33,8868,,25.29,658176,,19
,,0.96,,,33323,-24.65,8872,,25.61,658336,,19
,,0.96,,,33325,-24.57,8876,,25.53,658432,,19
,,0.96,,,33327,-24.45,8880,,25.41,658496,,19
,,0.97,,,33331,-23.63,8884,,24.6,658688,,19
,,0.97,,,33337,-23.72,8888,,24.69,658944,,19
,,0.96,,,33340,-24.6,8892,,25.56,659072,,19
,,0.96,,,33342,-24.68,8896,,25.64,659168,,19
,,0.96,,,33344,-24.19,8900,,25.15,659232,,19
,,0.95,,,33347,-25.36,8904,,26.31,659360,,19
0.5499882181175053,8.567269310355186,0.94,-7.490168429911137,20608,33413,-25.77,8908,0.0001,26.71,659520,0.13135962071828544,19
,,0.94,,,33416,-26.56,8912,,27.5,659648,,19
,,0.94,,,33418,-26.86,8916,,27.8,659712,,19
,,0.95,,,33420,-26.8,8920,,27.75,659808,,19
,,0.94,,,33424,-27.77,8924,,28.71,659936,,19
,,0.95,,,33426,-27.52,8928,,28.47,660064,,19
,,0.95,,,33428,-27.6,8932,,28.55,660128,,19
,,0.95,,,33431,-28.1,8936,,29.05,660256,,19
,,0.95,,,33433,-28.18,8940,,29.13,660384,,19
,,0.95,,,33434,-27.45,8944,,28.4,660416,,19
,,0.95,,,33436,-27.63,8948,,28.58,660512,,19
,,0.95,,,33438,-27.02,8952,,27.97,660608,,19
,,0.94,,,33441,-27.69,8956,,28.63,660736,,19
,,0.94,,,33442,-27.71,8960,,28.65,660768,,19
,,0.94,,,33443,-27.48,8964,,28.42,660832,,19
,,0.94,,,33447,-27.23,8968,,28.17,661024,,19
,,0.93,,,33450,-27.96,8972,,28.89,661152,,19
,,0.93,,,33450,-28.12,8976,,29.05,661184,,19
,,0.93,,,33451,-28.05,8980,,28.98,661216,,19
,,0.93,,,33454,-28.01,8984,,28.94,661376,,19
0.5362489838153124,8.465976595878601,0.93,-7.497525826096535,20672,33527,-28.22,8988,0.0001,29.15,661536,0.13055465486831963,19
,,0.94,,,33530,-27.03,8992,,27.97,661664,,19
,,0.93,,,33532,-27.81,8996,,28.74,661760,,19
,,0.93,,,33534,-27.95,9000,,28.88,661824,,19
,,0.94,,,33536,-27.33,9004,,28.27,661952,,19
,,0.95,,,33539,-26.52,9008,,27.47,662080,,19
,,0.95,,,33541,-26.21,9012,,27.16,662176,,19
,,0.94,,,33545,-25.18,9016,,26.12,662400,,19
,,0.94,,,33546,-25.14,9020,,26.08,662464,,19
,,0.95,,,33548,-24.18,9024,,25.13,662560,,19
,,0.95,,,33552,-23.74,9028,,24.69,662720,,19
,,0.95,,,33553,-23.72,9032,,24.67,662784,,19
,,0.95,,,33559,-23.63,9036,,24.58,663040,,19
,,0.95,,,33561,-22.83,9040,,23.78,663136,,19
,,0.95,,,33564,-22.88,9044,,23.83,663264,,19
,,0.95,,,33567,-23.06,9048,,24.01,663424,,19
0.5322545343078673,8.318977117538452,0.94,-7.439511217176914,20736,33625,-23.62,9052,0.0001,24.56,663584,0.1297557125799358,19
,,0.95,,,33627,-23.01,9056,,23.96,663648,,19
,,0.94,,,33629,-23.88,9060,,24.82,663744,,19
,,0.94,,,33631,-24.14,9064,,25.08,663840,,19
,,0.92,,,33633,-25.91,9068,,26.83,663936,,19
,,0.92,,,33636,-25.75,9072,,26.67,664064,,19
,,0.92,,,33638,-27.4,9076,,28.32,664160,,19
,,0.92,,,33640,-27.49,9080,,28.41,664288,,19
,,0.92,,,33642,-27.71,9084,,28.63,664352,,19
,,0.92,,,33644,-27.15,9088,,28.07,664480,,19
,,0.91,,,33646,-27.99,9092,,28.9,664576,,19
,,0.92,,,33648,-27.25,9096,,28.17,664704,,19
,,0.92,,,33652,-27.11,9100,,28.03,664864,,19
,,0.91,,,33655,-27.17,9104,,28.08,665056,,19
,,0.91,,,33657,-27.13,9108,,28.04,665088,,19
,,0.89,,,33659,-28.72,9112,,29.61,665184,,19
,,0.9,,,33661,-28.02,9116,,28.92,665280,,19
,,0.9,,,33665,-28.19,9120,,29.09,665440,,19
,,0.9,,,33667,-28.74,9124,,29.64,665536,,19
0.5433555198833346,8.297404244542122,0.89,-7.474095970392227,20800,33738,-29.56,9128,0.0001,30.45,665632,0.12896508583799005,19
,,0.88,,,33740,-30.7,9132,,31.58,665728,,19
,,0.88,,,33745,-31.88,9136,,32.76,665952,,19
,,0.88,,,33747,-32.33,9140,,33.21,666080,,19
,,0.88,,,33749,-32.28,9144,,33.16,666144,,19
,,0.88,,,33753,-32.21,9148,,33.09,666336,,19
,,0.88,,,33756,-32.31,9152,,33.19,666496,,19
,,0.89,,,33761,-31.92,9156,,32.81,666720,,19
,,0.89,,,33764,-31.59,9160,,32.48,666880,,19
,,0.9,,,33769,-31.32,9164,,32.22,667104,,19
,,0.92,,,33770,-30.05,9168,,30.97,667168,,19
,,0.92,,,33774,-30.27,9172,,31.19,667360,,19
,,0.92,,,33778,-28.59,9176,,29.51,667584,,19
0.5382171031087637,8.192105188965797,0.92,-7.396013006567955,20864,33835,-28.64,9180,0.0001,29.56,667712,0.12818102585151792,19
,,0.91,,,33839,-29.57,9184,,30.48,667840,,19
,,0.91,,,33843,-30.05,9188,,30.96,668032,,19
,,0.91,,,33846,-30.14,9192,,31.05,668192,,19
,,0.91,,,33847,-31.18,9196,,32.09,668256,,19
,,0.9,,,33849,-32.86,9200,,33.76,668352,,19
,,0.9,,,33851,-33.69,9204,,34.59,668448,,19
,,0.89,,,33853,-34.54,9208,,35.43,668544,,19
,,0.9,,,33856,-34.31,9212,,35.21,668704,,19
,,0.89,,,33857,-35.23,9216,,36.12,668800,,19
,,0.88,,,33860,-35.87,9220,,36.75,668832,,19
,,0.88,,,33861,-35.81,9224,,36.69,668928,,19
,,0.9,,,33865,-33.96,9228,,34.86,669120,,19
,,0.9,,,33866,-33.36,9232,,34.26,669152,,19
,,0.9,,,33868,-32.45,9236,,33.35,669280,,19
,,0.89,,,33870,-32.95,9240,,33.84,669376,,19
,,0.89,,,33872,-32.64,9244,,33.53,669504,,19
,,0.89,,,33876,-32.55,9248,,33.44,669664,,19
0.5151289068162441,8.146775491535664,0.89,-7.389654248952866,20928,33946,-32.93,9252,0.0001,33.82,669760,0.1274052388034761,19
,,0.89,,,33949,-32.52,9256,,33.41,669920,,19
,,0.9,,,33951,-31.53,9260,,32.43,669984,,19
,,0.89,,,33953,-32.32,9264,,33.21,670080,,19
,,0.89,,,33955,-32.52,9268,,33.41,670176,,19
,,0.9,,,33961,-31.28,9272,,32.18,670400,,19
,,0.9,,,33963,-31.36,9276,,32.26,670496,,19
,,0.91,,,33965,-30.79,9280,,31.7,670560,,19
,,0.91,,,33969,-31.07,9284,,31.98,670784,,19
,,0.91,,,33971,-30.55,9288,,31.46,670880,,19
,,0.92,,,33973,-29.96,9292,,30.88,671008,,19
,,0.91,,,33975,-29.73,9296,,30.64,671072,,19
,,0.92,,,33978,-28.5,9300,,29.42,671264,,19
,,0.92,,,33980,-28.28,9304,,29.2,671360,,19
,,0.92,,,33985,-27.99,9308,,28.91,671616,,19
,,0.93,,,33987,-26.92,9312,,27.85,671712,,19
0.5061248671263456,8.106238305568695,0.94,-7.395573601126671,20992,34054,-27.17,9316,0.0001,28.11,671840,0.12663487205281854,19
,,0.94,,,34058,-27.95,9320,,28.89,672032,,19
,,0.95,,,34063,-27.28,9324,,28.23,672160,,19
,,0.95,,,34068,-27.84,9328,,28.79,672352,,19
,,0.94,,,34071,-28.63,9332,,29.57,672480,,19
,,0.93,,,34073,-30.05,9336,,30.98,672544,,19
,,0.93,,,34077,-30.15,9340,,31.08,672736,,19
,,0.93,,,34079,-30.14,9344,,31.07,672800,,19
,,0.92,,,34082,-31.32,9348,,32.24,672928,,19
,,0.92,,,34084,-31.84,9352,,32.76,672992,,19
,,0.92,,,34086,-31.57,9356,,32.49,673120,,19
,,0.92,,,34089,-32.22,9360,,33.14,673248,,19
,,0.93,,,34090,-31.91,9364,,32.84,673280,,19
,,0.93,,,34092,-31.65,9368,,32.58,673376,,19
,,0.93,,,34093,-31.69,9372,,32.62,673408,,19
,,0.92,,,34097,-32.96,9376,,33.88,673568,,19
,,0.92,,,34099,-33.88,9380,,34.8,673664,,19
,,0.92,,,34102,-32.84,9384,,33.76,673792,,19
0.5375526300631464,8.097213864326477,0.92,-7.408686488866806,21056,34174,-32.63,9388,0.0001,33.55,673952,0.12586839799769223,19
,,0.92,,,34175,-32.72,9392,,33.64,674016,,19
,,0.93,,,34177,-31.92,9396,,32.85,674112,,19
,,0.92,,,34180,-32.9,9400,,33.82,674240,,19
,,0.93,,,34184,-30.79,9404,,31.72,674496,,19
,,0.94,,,34187,-30.44,9408,,31.38,674592,,19
,,0.94,,,34188,-30.05,9412,,30.99,674656,,19
,,0.94,,,34192,-29.09,9416,,30.03,674880,,19
,,0.94,,,34196,-28.73,9420,,29.67,674976,,19
,,0.94,,,34198,-28.56,9424,,29.5,675072,,19
,,0.94,,,34199,-28.97,9428,,29.91,675104,,19
,,0.95,,,34201,-28.86,9432,,29.81,675200,,19
,,0.96,,,34206,-27.45,9436,,28.41,675456,,19
,,0.97,,,34208,-26.62,9440,,27.59,675584,,19
,,0.97,,,34211,-26.64,9444,,27.61,675744,,19
,,0.98,,,34213,-26.04,9448,,27.02,675808,,19
0.5217285770922899,8.069929778575897,0.98,-7.398644007742405,21120,34285,-26.21,9452,0.0001,27.19,675968,0.12510479637421668,19
,,0.98,,,34286,-26.28,9456,,27.26,676032,,19
,,0.97,,,34289,-27.7,9460,,28.67,676160,,19
,,0.96,,,34293,-27.64,9464,,28.6,676320,,19
,,0.94,,,34297,-28.36,9468,,29.3,676448,,19
,,0.93,,,34300,-29.31,9472,,30.24,676576,,19
,,0.93,,,34305,-29.2,9476,,30.13,676736,,19
,,0.94,,,34309,-27.54,9480,,28.48,676928,,19
,,0.94,,,34315,-27.95,9484,,28.89,677184,,19
,,0.93,,,34319,-29.24,9488,,30.17,677344,,19
,,0.91,,,34322,-31.04,9492,,31.95,677472,,19
,,0.91,,,34325,-31.24,9496,,32.15,677600,,19
,,0.92,,,34333,-30.17,9500,,31.09,677888,,19
0.5125494599342346,8.066643990576267,0.92,-7.402459047734737,21184,34404,-30.48,9504,0.0001,31.4,678016,0.12434763123746961,19
,,0.92,,,34406,-29.96,9508,,30.88,678144,,19
,,0.92,,,34409,-30.93,9512,,31.85,678304,,19
,,0.9,,,34411,-32.39,9516,,33.29,678400,,19
,,0.89,,,34415,-32.41,9520,,33.3,678592,,19
,,0.89,,,34417,-32.49,9524,,33.38,678720,,19
,,0.89,,,34419,-32.55,9528,,33.44,678816,,19
,,0.88,,,34421,-33.02,9532,,33.9,678912,,19
,,0.88,,,34424,-34.53,9536,,35.41,679040,,19
,,0.88,,,34426,-35.14,9540,,36.02,679136,,19
,,0.86,,,34428,-36.2,9544,,37.06,679232,,19
,,0.86,,,34433,-36.09,9548,,36.95,679424,,19
,,0.85,,,34435,-36.58,9552,,37.43,679520,,19
,,0.84,,,34437,-36.92,9556,,37.76,679616,,19
,,0.84,,,34437,-36.92,9560,,37.76,679616,,19
0.5284499004483223,8.095289379358292,0.86,-7.378403976559639,21248,34511,-35.22,9564,0.0001,36.08,679968,0.12359506136272103,19
,,0.88,,,34514,-33.35,9568,,34.23,680064,,19
,,0.88,,,34516,-33.72,9572,,34.6,680160,,19
,,0.88,,,34517,-33.52,9576,,34.4,680224,,19
,,0.86,,,34521,-35.02,9580,,35.88,680416,,19
,,0.86,,,34523,-34.64,9584,,35.5,680512,,19
,,0.87,,,34527,-33.56,9588,,34.43,680768,,19
,,0.89,,,34531,-32.36,9592,,33.25,680928,,19
,,0.88,,,34533,-32.68,9596,,33.56,681024,,19
,,0.88,,,34537,-33.4,9600,,34.28,681248,,19
,,0.88,,,34540,-33.77,9604,,34.65,681376,,19
,,0.88,,,34544,-34.2,9608,,35.08,681504,,19
,,0.88,,,34547,-33.63,9612,,34.51,681632,,19
,,0.89,,,34551,-32.32,9616,,33.21,681792,,19
,,0.89,,,34553,-33.19,9620,,34.08,681888,,19
,,0.9,,,34555,-32.65,9624,,33.55,681952,,19
0.5325830634683371,8.11169397085905,0.89,-7.401403412222862,21312,34618,-32.97,9628,0.0001,33.86,682112,0.12284740002360195,19
,,0.89,,,34618,-32.97,9632,,33.86,682112,,19
,,0.88,,,34621,-32.71,9636,,33.59,682272,,19
,,0.87,,,34624,-32.68,9640,,33.55,682432,,19
,,0.87,,,34625,-32.72,9644,,33.59,682496,,19
,,0.88,,,34628,-31.79,9648,,32.67,682624,,19
,,0.89,,,34632,-30.92,9652,,31.81,682784,,19
,,0.9,,,34635,-30.21,9656,,31.11,682944,,19
,,0.9,,,34637,-29.96,9660,,30.86,683040,,19
,,0.89,,,34639,-31.12,9664,,32.01,683168,,19
,,0.89,,,34641,-31.32,9668,,32.21,683264,,19
,,0.9,,,34643,-29.93,9672,,30.83,683328,,19
,,0.87,,,34645,-32.31,9676,,33.18,683424,,19
,,0.89,,,34649,-30.64,9680,,31.53,683616,,19
,,0.88,,,34650,-31.45,9684,,32.33,683712,,19
,,0.88,,,34653,-31.95,9688,,32.83,683808,,19
,,0.88,,,34656,-31.29,9692,,32.17,683968,,19
0.5432124901562929,8.143445745110512,0.89,-7.412919536232948,21376,34727,-31.34,9696,0.0001,32.23,684064,0.12210140156093985,19
,,0.89,,,34728,-30.74,9700,,31.63,684096,,19
,,0.89,,,34734,-30.11,9704,,31.0,684288,,19
,,0.89,,,34738,-30.13,9708,,31.02,684512,,19
,,0.88,,,34741,-30.87,9712,,31.75,684672,,19
,,0.89,,,34744,-30.59,9716,,31.48,684768,,19
,,0.88,,,34746,-30.93,9720,,31.81,684896,,19
,,0.87,,,34749,-31.36,9724,,32.23,685024,,19
,,0.87,,,34751,-31.05,9728,,31.92,685120,,19
,,0.88,,,34753,-30.57,9732,,31.45,685216,,19
,,0.87,,,34755,-31.07,9736,,31.94,685280,,19
,,0.89,,,34758,-29.31,9740,,30.2,685472,,19
,,0.9,,,34761,-28.62,9744,,29.52,685568,,19
,,0.9,,,34763,-28.46,9748,,29.36,685664,,19
,,0.89,,,34766,-29.4,9752,,30.29,685760,,19
,,0.89,,,34769,-29.56,9756,,30.45,685920,,19
,,0.89,,,34772,-28.84,9760,,29.73,686080,,19
0.5360131799243391,8.128706440329552,0.88,-7.372648604214191,21440,34827,-29.34,9764,0.0001,30.22,686240,0.12136205798014998,19
,,0.89,,,34829,-28.47,9768,,29.36,686336,,19
,,0.87,,,34832,-30.28,9772,,31.15,686432,,19
,,0.89,,,34837,-28.7,9776,,29.59,686624,,19
,,0.88,,,34840,-30.23,9780,,31.11,686816,,19
,,0.88,,,34844,-30.28,9784,,31.16,687008,,19
,,0.88,,,34845,-29.86,9788,,30.74,687072,,19
,,0.88,,,34848,-31.06,9792,,31.94,687232,,19
,,0.88,,,34852,-31.6,9796,,32.48,687424,,19
,,0.88,,,34857,-32.39,9800,,33.27,687680,,19
,,0.88,,,34860,-32.43,9804,,33.31,687808,,19
,,0.87,,,34862,-34.19,9808,,35.06,687904,,19
,,0.87,,,34867,-34.63,9812,,35.5,688096,,19
0.5366761460900307,8.114920265972614,0.87,-7.3955933302640915,21504,34941,-34.41,9816,0.0001,35.28,688352,0.12062678392976522,19
,,0.87,,,34944,-35.13,9820,,36.0,688512,,19
,,0.88,,,34946,-35.37,9824,,36.25,688608,,19
,,0.88,,,34951,-35.32,9828,,36.2,688832,,19
,,0.87,,,34952,-36.6,9832,,37.47,688896,,19
,,0.89,,,34955,-35.26,9836,,36.15,689024,,19
,,0.89,,,34960,-35.32,9840,,36.21,689248,,19
,,0.89,,,34964,-35.75,9844,,36.64,689504,,19
,,0.89,,,34966,-36.04,9848,,36.93,689568,,19
,,0.9,,,34970,-35.44,9852,,36.34,689728,,19
,,0.9,,,34973,-35.76,9856,,36.66,689888,,19
,,0.9,,,34975,-36.7,9860,,37.6,689952,,19
,,0.91,,,34978,-37.17,9864,,38.08,690112,,19
,,0.91,,,34979,-37.17,9868,,38.08,690176,,19
0.5196321588009596,8.090584807097912,0.91,-7.353636525571346,21568,35039,-37.55,9872,0.0001,38.46,690240,0.1198971860576421,19
,,0.91,,,35040,-38.28,9876,,39.19,690304,,19
,,0.93,,,35044,-36.78,9880,,37.71,690432,,19
,,0.93,,,35046,-36.77,9884,,37.7,690528,,19
,,0.93,,,35050,-36.64,9888,,37.57,690656,,19
,,0.93,,,35053,-35.59,9892,,36.52,690816,,19
,,0.93,,,35055,-34.56,9896,,35.49,690880,,19
,,0.93,,,35057,-33.72,9900,,34.65,691008,,19
,,0.92,,,35059,-34.73,9904,,35.65,691136,,19
,,0.92,,,35062,-33.23,9908,,34.15,691264,,19
,,0.91,,,35064,-33.8,9912,,34.71,691360,,19
,,0.91,,,35067,-33.46,9916,,34.37,691488,,19
,,0.91,,,35069,-32.01,9920,,32.92,691552,,19
,,0.91,,,35072,-31.1,9924,,32.01,691680,,19
,,0.91,,,35075,-31.24,9928,,32.15,691840,,19
,,0.91,,,35076,-30.54,9932,,31.45,691904,,19
,,0.9,,,35078,-30.9,9936,,31.8,692032,,19
,,0.9,,,35079,-30.96,9940,,31.86,692064,,19
,,0.9,,,35082,-30.72,9944,,31.62,692224,,19
0.5408164458349347,8.066188707947731,0.9,-7.3495004922151566,21632,35152,-30.53,9948,0.0001,31.43,692320,0.11917374446056783,19
,,0.9,,,35155,-30.43,9952,,31.33,692448,,19
,,0.9,,,35158,-29.92,9956,,30.82,692576,,19
,,0.9,,,35160,-27.98,9960,,28.88,692704,,19
,,0.9,,,35162,-27.94,9964,,28.84,692768,,19
,,0.91,,,35164,-27.16,9968,,28.07,692864,,19
,,0.93,,,35166,-25.8,9972,,26.73,692960,,19
,,0.93,,,35170,-24.86,9976,,25.79,693088,,19
,,0.93,,,35171,-24.93,9980,,25.86,693152,,19
,,0.91,,,35174,-25.6,9984,,26.51,693312,,19
,,0.9,,,35177,-26.36,9988,,27.26,693440,,19
,,0.9,,,35178,-27.55,9992,,28.45,693472,,19
,,0.9,,,35179,-27.71,9996,,28.61,693536,,19
,,0.9,,,35183,-28.14,10000,,29.04,693728,,19
,,0.91,,,35186,-26.78,10004,,27.69,693888,,19
,,0.92,,,35188,-25.88,10008,,26.8,693984,,19
,,0.93,,,35189,-24.97,10012,,25.9,694048,,19
,,0.92,,,35192,-25.97,10016,,26.89,694208,,19
0.5295195109210908,8.075948759913445,0.92,-7.341401241719723,21696,35260,-26.65,10020,0.0001,27.57,694304,0.11845487193204463,19
,,0.92,,,35263,-26.43,10024,,27.35,694432,,19
,,0.93,,,35266,-26.13,10028,,27.06,694528,,19
,,0.94,,,35267,-25.6,10032,,26.54,694560,,19
,,0.95,,,35270,-24.81,10036,,25.76,694656,,19
,,0.95,,,35273,-25.05,10040,,26.0,694752,,19
,,0.95,,,35278,-24.91,10044,,25.86,694944,,19
,,0.95,,,35280,-24.56,10048,,25.51,695008,,19
,,0.94,,,35281,-25.43,10052,,26.37,695040,,19
,,0.94,,,35286,-25.72,10056,,26.66,695232,,19
,,0.93,,,35288,-26.64,10060,,27.57,695328,,19
,,0.93,,,35291,-26.37,10064,,27.3,695456,,19
,,0.93,,,35293,-26.32,10068,,27.25,695520,,19
,,0.92,,,35299,-26.57,10072,,27.49,695744,,19
,,0.9,,,35301,-28.39,10076,,29.29,695840,,19
,,0.9,,,35306,-28.46,10080,,29.36,696032,,19
,,0.91,,,35307,-27.76,10084,,28.67,696096,,19
,,0.93,,,35309,-26.31,10088,,27.24,696192,,19
0.515472671482712,8.092218033969402,0.92,-7.334013298153877,21760,35381,-26.7,10092,0.0001,27.62,696352,0.11774019664153457,19
,,0.92,,,35384,-26.19,10096,,27.11,696480,,19
,,0.92,,,35385,-25.8,10100,,26.72,696544,,19
,,0.92,,,35387,-25.92,10104,,26.84,696672,,19
,,0.91,,,35390,-27.14,10108,,28.05,696800,,19
,,0.92,,,35392,-26.23,10112,,27.15,696864,,19
,,0.93,,,35394,-25.77,10116,,26.7,696992,,19
,,0.92,,,35397,-27.14,10120,,28.06,697152,,19
,,0.92,,,35398,-26.83,10124,,27.75,697184,,19
,,0.92,,,35401,-26.74,10128,,27.66,697344,,19
,,0.92,,,35405,-26.49,10132,,27.41,697472,,19
