train/actor_loss,rollout/ep_len_mean,rollout/ep_rew_mean,train/ent_coef_loss,rollout/success_rate,train/learning_rate,train/ent_coef,time/episodes,train/critic_loss,time/time_elapsed,time/total_timesteps,train/n_updates,time/fps
,75.03,-74.55,,0.48,,,3196,,50481,301856,,5
,75.64,-75.16,,0.48,,,3200,,50487,302208,,5
,76.24,-75.77,,0.47,,,3204,,50494,302464,,5
,76.6,-76.14,,0.46,,,3208,,50499,302752,,5
,75.85,-75.38,,0.47,,,3212,,50503,302976,,5
2.8930271305143833,75.88,-75.41,-4.630143813788891,0.47,0.0001,0.3896821988746524,3216,0.062143394141457975,50815,303328,9472,5
,77.04,-76.59,,0.45,,,3220,,50821,303648,,5
,77.2,-76.76,,0.44,,,3224,,50833,304256,,5
,76.42,-75.96,,0.46,,,3228,,50836,304416,,5
,76.99,-76.54,,0.45,,,3232,,50839,304608,,5
,76.47,-76.01,,0.46,,,3236,,50846,304992,,5
2.9788499549031258,76.14,-75.68,-4.653480552136898,0.46,0.0001,0.3872266816906631,3240,0.0635922309011221,51160,305376,9536,5
,76.48,-76.02,,0.46,,,3244,,51168,305760,,5
,76.88,-76.43,,0.45,,,3248,,51174,306112,,5
,77.81,-77.37,,0.44,,,3252,,51180,306464,,5
,76.47,-76.01,,0.46,,,3256,,51185,306752,,5
3.049183364957571,76.91,-76.46,-4.676411621272564,0.45,0.0001,0.38478860072791576,3260,0.06591311551164836,51506,307456,9600,5
,76.67,-76.23,,0.44,,,3264,,51510,307680,,5
,77.87,-77.45,,0.42,,,3268,,51512,307808,,5
,78.28,-77.87,,0.41,,,3272,,51519,308192,,5
,79.56,-79.16,,0.4,,,3276,,51522,308352,,5
,79.45,-79.05,,0.4,,,3280,,51528,308672,,5
,80.07,-79.68,,0.39,,,3284,,51532,308800,,5
,81.2,-80.83,,0.37,,,3288,,51539,309248,,6
3.128264043480158,81.02,-80.65,-4.698640234768391,0.37,0.0001,0.3823679545894265,3292,0.06586780736688524,51855,309728,9664,5
,81.79,-81.43,,0.36,,,3296,,51860,309952,,5
,81.49,-81.13,,0.36,,,3300,,51867,310304,,5
,81.3,-80.94,,0.36,,,3304,,51877,310880,,5
,80.15,-79.77,,0.38,,,3308,,51879,310976,,5
,80.71,-80.33,,0.38,,,3312,,51882,311136,,5
3.206221282482147,80.0,-79.61,-4.720271982252598,0.39,0.0001,0.3799649700522423,3316,0.06851727655157447,52193,311360,9728,5
,80.55,-80.17,,0.38,,,3320,,52199,311616,,5
,80.42,-80.02,,0.4,,,3324,,52204,311808,,5
,81.01,-80.61,,0.4,,,3328,,52209,312096,,5
,80.45,-80.04,,0.41,,,3332,,52217,312384,,5
,78.81,-78.37,,0.44,,,3336,,52222,312704,,5
,77.91,-77.45,,0.46,,,3340,,52230,313152,,5
3.275109153240919,77.93,-77.46,-4.743057444691658,0.47,0.0001,0.3775793011300266,3344,0.06557612196775153,52547,313728,9792,5
,77.84,-77.36,,0.48,,,3348,,52554,314144,,5
,77.69,-77.2,,0.49,,,3352,,52557,314272,,5
,78.34,-77.85,,0.49,,,3356,,52564,314688,,5
,77.7,-77.2,,0.5,,,3360,,52567,314816,,5
,77.7,-77.2,,0.5,,,3364,,52570,314976,,5
,78.22,-77.73,,0.49,,,3368,,52578,315360,,5
3.3535770438611507,76.9,-76.37,-4.768934339284897,0.53,0.0001,0.37520946748554707,3372,0.06859080423600972,52894,315776,9856,5
,76.0,-75.47,,0.53,,,3376,,52896,315904,,5
,76.88,-76.37,,0.51,,,3380,,52902,316192,,5
,76.2,-75.66,,0.54,,,3384,,52909,316544,,5
,76.15,-75.6,,0.55,,,3388,,52914,316768,,5
,74.7,-74.12,,0.58,,,3392,,52919,317088,,5
,75.51,-74.94,,0.57,,,3396,,52925,317376,,5
3.4327986240386963,75.49,-74.92,-4.798401363193989,0.57,0.0001,0.37285309797152877,3400,0.0744203767972067,53236,317600,9920,5
,75.89,-75.33,,0.56,,,3404,,53247,318208,,5
,75.2,-74.63,,0.57,,,3408,,53255,318688,,5
,74.48,-73.9,,0.58,,,3412,,53258,318848,,5
,74.87,-74.29,,0.58,,,3416,,53261,319040,,5
,74.69,-74.1,,0.59,,,3420,,53267,319360,,5
,74.24,-73.66,,0.58,,,3424,,53269,319424,,5
3.49893856048584,74.24,-73.66,-4.81707526743412,0.58,0.0001,0.3705116771161556,3428,0.07564094505505636,53582,319744,9984,5
,74.61,-74.05,,0.56,,,3432,,53586,319968,,5
,76.15,-75.62,,0.53,,,3436,,53588,320064,,5
,75.64,-75.1,,0.54,,,3440,,53597,320544,,5
,75.66,-75.13,,0.53,,,3444,,53602,320864,,5
,74.95,-74.41,,0.54,,,3448,,53611,321408,,5
3.5728613920509815,74.74,-74.2,-4.841638438403606,0.54,0.0001,0.3681883360259235,3452,0.07604319567326456,53926,321792,10048,5
,74.51,-73.97,,0.54,,,3456,,53937,322496,,5
,74.43,-73.89,,0.54,,,3460,,53939,322592,,5
,74.49,-73.95,,0.54,,,3464,,53941,322720,,5
,74.5,-73.96,,0.54,,,3468,,53948,323104,,5
,74.93,-74.41,,0.52,,,3472,,53952,323232,,5
,75.57,-75.06,,0.51,,,3476,,53955,323392,,5
,74.76,-74.24,,0.52,,,3480,,53958,323584,,5
3.647804096341133,74.78,-74.28,-4.865438692271709,0.5,0.0001,0.36587889306247234,3484,0.07844976702472195,54268,323744,10112,5
,75.36,-74.88,,0.48,,,3488,,54273,324064,,5
,76.18,-75.72,,0.46,,,3492,,54284,324672,,5
,74.88,-74.4,,0.48,,,3496,,54292,325056,,5
,73.82,-73.32,,0.5,,,3500,,54297,325376,,5
3.7218006514012814,73.72,-73.21,-4.8898806646466255,0.51,0.0001,0.36358528304845095,3504,0.07562999229412526,54609,325696,10176,5
,75.23,-74.74,,0.49,,,3508,,54614,325952,,5
,75.98,-75.5,,0.48,,,3512,,54622,326304,,5
,76.05,-75.58,,0.47,,,3516,,54624,326432,,5
,75.34,-74.85,,0.49,,,3520,,54629,326720,,5
,75.62,-75.14,,0.48,,,3524,,54633,326944,,5
,75.62,-75.14,,0.48,,,3528,,54635,327040,,5
,75.48,-74.99,,0.49,,,3532,,54641,327424,,5
3.801335848867893,74.21,-73.7,-4.909387856721878,0.51,0.0001,0.36130692763254046,3536,0.07733818993438035,54954,327808,10240,5
,73.95,-73.44,,0.51,,,3540,,54961,328096,,5
,74.1,-73.59,,0.51,,,3544,,54965,328320,,5
,74.35,-73.84,,0.51,,,3548,,54970,328576,,5
,73.68,-73.16,,0.52,,,3552,,54980,329152,,5
,74.07,-73.56,,0.51,,,3556,,54983,329344,,5
,73.5,-72.97,,0.53,,,3560,,54987,329504,,5
,73.04,-72.5,,0.54,,,3564,,54992,329728,,5
3.8670335970818996,72.15,-71.59,-4.935021474957466,0.56,0.0001,0.35904341703280807,3568,0.08268899621907622,55304,330048,10304,5
,71.9,-71.34,,0.56,,,3572,,55310,330432,,5
,71.51,-70.94,,0.57,,,3576,,55314,330624,,5
,71.19,-70.61,,0.58,,,3580,,55317,330816,,5
,70.85,-70.26,,0.59,,,3584,,55320,330976,,5
,70.4,-69.8,,0.6,,,3588,,55325,331264,,5
,69.35,-68.73,,0.62,,,3592,,55329,331424,,5
,70.08,-69.46,,0.62,,,3596,,55332,331552,,5
3.915160860866308,70.64,-70.04,-4.949743665754795,0.6,0.0001,0.35679557314142585,3600,0.08610314491670579,55643,331808,10368,5
,69.19,-68.57,,0.62,,,3604,,55646,331936,,5
,67.01,-66.36,,0.65,,,3608,,55655,332448,,5
,66.54,-65.89,,0.65,,,3612,,55659,332672,,5
,65.38,-64.71,,0.67,,,3616,,55664,332832,,5
,65.0,-64.33,,0.67,,,3620,,55664,332864,,5
,64.1,-63.41,,0.69,,,3624,,55673,333344,,5
,63.83,-63.13,,0.7,,,3628,,55676,333536,,5
,63.8,-63.1,,0.7,,,3632,,55681,333824,,5
3.9604370817542076,63.23,-62.52,-4.960928924381733,0.71,0.0001,0.35456769494339824,3636,0.08920853852760047,55990,333984,10432,5
,63.11,-62.4,,0.71,,,3640,,55995,334208,,5
,62.7,-61.99,,0.71,,,3644,,56002,334528,,5
,61.36,-60.64,,0.72,,,3648,,56005,334720,,5
,60.89,-60.17,,0.72,,,3652,,56007,334816,,5
,59.59,-58.85,,0.74,,,3656,,56012,335072,,5
,59.8,-59.07,,0.73,,,3660,,56015,335200,,5
,58.36,-57.61,,0.75,,,3664,,56020,335520,,5
,58.18,-57.43,,0.75,,,3668,,56025,335840,,5
4.018399320542812,59.42,-58.69,-4.98552468419075,0.73,0.0001,0.35235563525930047,3672,0.08845498622395098,56337,336064,10496,5
,58.77,-58.03,,0.74,,,3676,,56340,336192,,5
,58.24,-57.49,,0.75,,,3680,,56347,336640,,5
,57.38,-56.61,,0.77,,,3684,,56351,336832,,5
,57.07,-56.29,,0.78,,,3688,,56354,336992,,5
,57.23,-56.46,,0.77,,,3692,,56357,337152,,5
,56.92,-56.14,,0.78,,,3696,,56360,337312,,5
,57.23,-56.45,,0.78,,,3700,,56368,337696,,5
,57.61,-56.83,,0.78,,,3704,,56369,337760,,5
4.065474394708872,58.93,-58.17,-4.99441659450531,0.76,0.0001,0.3501588157378137,3708,0.0937974174739793,56680,337952,10560,5
,57.4,-56.62,,0.78,,,3712,,56686,338272,,5
,57.74,-56.96,,0.78,,,3716,,56692,338624,,5
,57.75,-56.98,,0.77,,,3720,,56697,338912,,5
,57.99,-57.22,,0.77,,,3724,,56704,339264,,5
,56.89,-56.11,,0.78,,,3728,,56712,339712,,5
,57.02,-56.23,,0.79,,,3732,,56715,339904,,5
4.111895635724068,58.67,-57.91,-5.013085879385471,0.76,0.0001,0.3479804559610784,3736,0.09800883440766484,57026,340160,10624,5
,59.85,-59.1,,0.75,,,3740,,57029,340320,,5
,60.45,-59.71,,0.74,,,3744,,57035,340608,,5
,62.27,-61.56,,0.71,,,3748,,57041,340896,,5
,62.75,-62.04,,0.71,,,3752,,57043,340992,,5
,63.13,-62.43,,0.7,,,3756,,57052,341536,,5
,62.88,-62.17,,0.71,,,3760,,57060,342016,,5
4.1534071415662766,63.62,-62.92,-5.03412588685751,0.7,0.0001,0.34581672213971615,3764,0.0990998859051615,57376,342208,10688,5
,63.85,-63.15,,0.7,,,3768,,57383,342624,,5
,64.86,-64.18,,0.68,,,3772,,57391,343040,,5
,65.72,-65.05,,0.67,,,3776,,57395,343232,,5
,67.21,-66.57,,0.64,,,3780,,57400,343520,,5
,67.76,-67.12,,0.64,,,3784,,57403,343680,,5
,68.7,-68.08,,0.62,,,3788,,57406,343872,,5
4.202903583645821,69.69,-69.09,-5.05309247225523,0.6,0.0001,0.34366690646857023,3792,0.09713592403568327,57718,344096,10752,5
,69.43,-68.84,,0.59,,,3796,,57726,344480,,5
,69.62,-69.03,,0.59,,,3800,,57732,344832,,5
,69.13,-68.54,,0.59,,,3804,,57736,345024,,5
,68.58,-67.98,,0.6,,,3808,,57740,345248,,5
,69.7,-69.11,,0.59,,,3812,,57742,345312,,5
,69.78,-69.19,,0.59,,,3816,,57744,345408,,5
,69.63,-69.04,,0.59,,,3820,,57750,345696,,5
,69.99,-69.41,,0.58,,,3824,,57757,346112,,5
4.267508156597614,70.84,-70.28,-5.076652705669403,0.56,0.0001,0.34152993839234114,3828,0.10011816152837127,58066,346272,10816,5
,69.99,-69.42,,0.57,,,3832,,58073,346624,,5
,69.09,-68.5,,0.59,,,3836,,58075,346720,,5
,67.39,-66.78,,0.61,,,3840,,58077,346816,,5
,67.67,-67.06,,0.61,,,3844,,58083,347040,,5
,66.38,-65.75,,0.63,,,3848,,58086,347168,,5
,64.55,-63.9,,0.65,,,3852,,58090,347424,,5
,63.57,-62.9,,0.67,,,3856,,58094,347648,,5
,62.98,-62.31,,0.67,,,3860,,58096,347776,,5
,61.42,-60.73,,0.69,,,3864,,58099,347936,,5
,60.93,-60.24,,0.69,,,3868,,58102,348064,,5
4.31181888282299,58.94,-58.22,-5.096497617661953,0.72,0.0001,0.3394060702994466,3872,0.10210582369472831,58412,348256,10880,5
,57.27,-56.53,,0.74,,,3876,,58418,348512,,5
,56.55,-55.8,,0.75,,,3880,,58421,348672,,5
,56.73,-55.98,,0.75,,,3884,,58429,349120,,5
,55.6,-54.83,,0.77,,,3888,,58432,349312,,5
,54.7,-53.91,,0.79,,,3892,,58435,349472,,5
,53.46,-52.66,,0.8,,,3896,,58438,349664,,5
,53.37,-52.56,,0.81,,,3900,,58442,349856,,5
4.338687919080257,52.72,-51.9,-5.112524129450321,0.82,0.0001,0.3372969883494079,3904,0.1055436588358134,58757,350272,10944,5
,51.69,-50.86,,0.83,,,3908,,58760,350400,,5
,51.51,-50.68,,0.83,,,3912,,58766,350720,,5
,51.93,-51.11,,0.82,,,3916,,58771,351040,,5
,53.94,-53.14,,0.8,,,3920,,58773,351136,,5
,53.46,-52.66,,0.8,,,3924,,58775,351264,,5
,52.81,-51.99,,0.82,,,3928,,58781,351584,,5
,53.36,-52.55,,0.81,,,3932,,58785,351776,,5
,52.18,-51.36,,0.82,,,3936,,58788,351872,,5
4.370425522327423,51.89,-51.07,-5.11466583609581,0.82,0.0001,0.33520553121343255,3940,0.10545550426468253,59101,352288,11008,5
,51.78,-50.96,,0.82,,,3944,,59105,352480,,5
,51.96,-51.14,,0.82,,,3948,,59107,352576,,5
,52.94,-52.13,,0.81,,,3952,,59111,352736,,5
,52.92,-52.11,,0.81,,,3956,,59115,352960,,5
,52.73,-51.92,,0.81,,,3960,,59117,353056,,5
,54.11,-53.32,,0.79,,,3964,,59120,353248,,5
,54.25,-53.45,,0.8,,,3968,,59121,353280,,5
,53.91,-53.11,,0.8,,,3972,,59127,353536,,5
,53.86,-53.06,,0.8,,,3976,,59133,353856,,5
,52.79,-51.98,,0.81,,,3980,,59138,354112,,5
4.397744692862034,51.8,-50.98,-5.129254519939423,0.82,0.0001,0.33313013333827257,3984,0.10762634419370443,59450,354368,11072,5
,51.4,-50.58,,0.82,,,3988,,59454,354560,,5
,51.51,-50.69,,0.82,,,3992,,59460,354880,,5
,52.37,-51.56,,0.81,,,3996,,59464,355072,,5
,52.38,-51.58,,0.8,,,4000,,59466,355200,,5
,53.08,-52.29,,0.79,,,4004,,59469,355360,,5
,53.73,-52.94,,0.79,,,4008,,59475,355648,,5
,54.17,-53.39,,0.78,,,4012,,59477,355744,,5
,53.6,-52.81,,0.79,,,4016,,59482,356032,,5
,51.86,-51.05,,0.81,,,4020,,59487,356288,,5
,51.23,-50.41,,0.82,,,4024,,59488,356352,,5
4.413148254156113,50.6,-49.78,-5.133803680539131,0.82,0.0001,0.33107342524454,4028,0.11272524762898684,59797,356448,11136,5
,49.49,-48.66,,0.83,,,4032,,59800,356576,,5
,50.33,-49.51,,0.82,,,4036,,59803,356736,,5
,51.37,-50.56,,0.81,,,4040,,59809,357024,,5
,50.75,-49.94,,0.81,,,4044,,59815,357280,,5
,50.04,-49.22,,0.82,,,4048,,59819,357536,,5
,48.69,-47.85,,0.84,,,4052,,59822,357632,,5
,49.29,-48.46,,0.83,,,4056,,59829,358048,,5
,50.13,-49.31,,0.82,,,4060,,59832,358176,,5
,49.31,-48.47,,0.84,,,4064,,59835,358304,,5
4.439625725150108,49.58,-48.75,-5.15686347335577,0.83,0.0001,0.3290303759276867,4068,0.11207004461903125,60145,358560,11200,5
,50.33,-49.5,,0.83,,,4072,,60153,358944,,5
,50.23,-49.4,,0.83,,,4076,,60157,359136,,5
,51.17,-50.35,,0.82,,,4080,,60160,359360,,5
,51.39,-50.57,,0.82,,,4084,,60166,359680,,5
,53.18,-52.39,,0.79,,,4088,,60171,359968,,5
,53.86,-53.07,,0.79,,,4092,,60172,360000,,5
4.464879140257835,53.53,-52.73,-5.172421388328075,0.8,0.0001,0.32699922285974026,4096,0.1124571985565126,60486,360608,11264,5
,53.83,-53.02,,0.81,,,4100,,60487,360640,,5
,53.6,-52.78,,0.82,,,4104,,60491,360832,,5
,53.72,-52.9,,0.82,,,4108,,60494,360960,,5
,52.1,-51.26,,0.84,,,4112,,60500,361344,,5
,52.98,-52.16,,0.82,,,4116,,60504,361504,,5
,52.42,-51.59,,0.83,,,4120,,60506,361664,,5
,53.45,-52.63,,0.82,,,4124,,60509,361760,,5
,54.42,-53.61,,0.81,,,4128,,60512,361920,,5
,54.61,-53.8,,0.81,,,4132,,60517,362112,,5
,55.18,-54.38,,0.8,,,4136,,60519,362240,,5
4.517300829291344,54.43,-53.63,-5.201054081320763,0.8,0.0001,0.3249800489284098,4140,0.11644577118568122,60828,362528,11328,5
,54.21,-53.4,,0.81,,,4144,,60831,362656,,5
,53.89,-53.08,,0.81,,,4148,,60832,362720,,5
,54.28,-53.48,,0.8,,,4152,,60834,362816,,5
,53.39,-52.58,,0.81,,,4156,,60842,363328,,5
,53.9,-53.1,,0.8,,,4160,,60848,363680,,5
,53.93,-53.14,,0.79,,,4164,,60853,363904,,5
,53.35,-52.55,,0.8,,,4168,,60856,364064,,5
,53.21,-52.4,,0.81,,,4172,,60859,364256,,5
,53.94,-53.14,,0.8,,,4176,,60862,364384,,5
4.534539833664894,53.17,-52.36,-5.210619904100895,0.81,0.0001,0.32297125505283475,4180,0.11927170678973198,61172,364704,11392,5
,53.22,-52.42,,0.8,,,4184,,61178,365024,,5
,52.02,-51.2,,0.82,,,4188,,61181,365152,,5
,52.09,-51.29,,0.8,,,4192,,61184,365312,,5
,53.5,-52.72,,0.78,,,4196,,61186,365440,,5
,51.06,-50.27,,0.79,,,4200,,61193,365760,,5
,51.73,-50.95,,0.78,,,4204,,61196,365888,,5
,52.39,-51.63,,0.76,,,4208,,61198,366016,,5
,51.91,-51.14,,0.77,,,4212,,61201,366176,,5
,51.54,-50.76,,0.78,,,4216,,61203,366336,,5
,50.37,-49.57,,0.8,,,4220,,61205,366432,,5
4.547807268798351,50.18,-49.38,-5.229198180139065,0.8,0.0001,0.3209780561737716,4224,0.11859939142595977,61517,366880,11456,5
,50.23,-49.44,,0.79,,,4228,,61522,367104,,5
,50.9,-50.12,,0.78,,,4232,,61525,367168,,5
,50.43,-49.64,,0.79,,,4236,,61528,367328,,5
,50.17,-49.37,,0.8,,,4240,,61531,367488,,5
,50.06,-49.26,,0.8,,,4244,,61537,367808,,5
,49.99,-49.19,,0.8,,,4248,,61542,368128,,5
,50.13,-49.33,,0.8,,,4252,,61547,368416,,5
,51.39,-50.6,,0.79,,,4256,,61551,368608,,5
4.573936924338341,50.6,-49.79,-5.242644019424915,0.81,0.0001,0.31899720150977373,4260,0.12418173183687031,61861,368832,11520,5
,50.07,-49.25,,0.82,,,4264,,61864,368992,,5
,50.9,-50.1,,0.8,,,4268,,61869,369248,,5
,51.79,-51.0,,0.79,,,4272,,61870,369312,,5
,50.17,-49.37,,0.8,,,4276,,61874,369504,,5
,52.01,-51.24,,0.77,,,4280,,61877,369632,,5
,51.5,-50.72,,0.78,,,4284,,61882,369984,,5
,51.35,-50.57,,0.78,,,4288,,61887,370240,,5
,51.23,-50.44,,0.79,,,4292,,61889,370368,,5
,50.78,-49.99,,0.79,,,4296,,61893,370496,,5
4.604277417063713,51.17,-50.39,-5.256241530179977,0.78,0.0001,0.3170296745374799,4300,0.12422238138969988,62201,370720,11584,5
,50.71,-49.92,,0.79,,,4304,,62209,371168,,5
,50.43,-49.63,,0.8,,,4308,,62212,371328,,5
,50.47,-49.67,,0.8,,,4312,,62215,371456,,5
,50.62,-49.82,,0.8,,,4316,,62220,371744,,5
,52.01,-51.24,,0.77,,,4320,,62222,371872,,5
,52.06,-51.29,,0.77,,,4324,,62226,372032,,5
,51.35,-50.57,,0.78,,,4328,,62231,372288,,5
,51.22,-50.44,,0.78,,,4332,,62236,372544,,5
,52.07,-51.29,,0.78,,,4336,,62238,372640,,5
4.635754719376564,53.28,-52.52,-5.273320555686951,0.76,0.0001,0.31507449224591255,4340,0.1244099052855745,62544,372768,11648,5
,52.97,-52.21,,0.76,,,4344,,62548,372928,,5
,53.05,-52.29,,0.76,,,4348,,62556,373408,,5
,52.32,-51.55,,0.77,,,4352,,62558,373504,,5
,51.93,-51.16,,0.77,,,4356,,62560,373600,,5
,52.5,-51.74,,0.76,,,4360,,62563,373792,,5
,51.85,-51.09,,0.76,,,4364,,62567,373920,,5
,50.71,-49.93,,0.78,,,4368,,62573,374240,,5
,50.02,-49.24,,0.78,,,4372,,62575,374368,,5
,51.59,-50.83,,0.76,,,4376,,62578,374496,,5
,51.39,-50.62,,0.77,,,4380,,62579,374560,,5
,51.05,-50.28,,0.77,,,4384,,62583,374784,,5
4.661725744605064,50.7,-49.92,-5.291129142045975,0.78,0.0001,0.3131314283236861,4388,0.12612323090434074,62893,375136,11712,5
,49.22,-48.43,,0.79,,,4392,,62897,375328,,5
,47.72,-46.91,,0.81,,,4396,,62902,375520,,5
,48.34,-47.53,,0.81,,,4400,,62907,375744,,5
,48.79,-47.99,,0.8,,,4404,,62907,375776,,5
,48.92,-48.13,,0.79,,,4408,,62910,375904,,5
,49.59,-48.81,,0.78,,,4412,,62912,376000,,5
,48.99,-48.21,,0.78,,,4416,,62916,376256,,5
,46.96,-46.15,,0.81,,,4420,,62922,376576,,5
,47.07,-46.27,,0.8,,,4424,,62925,376800,,5
4.685883514583111,46.54,-45.73,-5.311072900891304,0.81,0.0001,0.3112016227096319,4428,0.13061599805951118,63234,377024,11776,5
,46.67,-45.86,,0.81,,,4432,,63241,377312,,5
,46.22,-45.42,,0.8,,,4436,,63244,377472,,5
,45.82,-45.01,,0.81,,,4440,,63246,377568,,5
,46.42,-45.61,,0.81,,,4444,,63247,377632,,5
,47.3,-46.5,,0.8,,,4448,,63250,377792,,5
,47.67,-46.87,,0.8,,,4452,,63253,377952,,5
,47.34,-46.54,,0.8,,,4456,,63256,378080,,5
,46.4,-45.59,,0.81,,,4460,,63260,378304,,5
,46.87,-46.06,,0.81,,,4464,,63261,378400,,5
,46.64,-45.83,,0.81,,,4468,,63264,378496,,5
,46.05,-45.23,,0.82,,,4472,,63267,378688,,5
4.698969289660454,45.93,-45.1,-5.315648160874844,0.83,0.0001,0.3092822632752359,4476,0.13228264858480543,63577,378944,11840,5
,43.96,-43.11,,0.85,,,4480,,63580,379072,,5
,44.58,-43.74,,0.84,,,4484,,63582,379168,,5
,44.2,-43.36,,0.84,,,4488,,63586,379360,,5
,44.28,-43.44,,0.84,,,4492,,63592,379712,,5
,44.81,-43.98,,0.83,,,4496,,63594,379840,,5
,44.42,-43.59,,0.83,,,4500,,63596,379904,,5
,43.25,-42.4,,0.85,,,4504,,63599,380096,,5
,42.17,-41.3,,0.87,,,4508,,63604,380384,,5
,41.7,-40.82,,0.88,,,4512,,63608,380544,,5
,42.61,-41.74,,0.87,,,4516,,63612,380736,,5
,43.25,-42.39,,0.86,,,4520,,63613,380800,,5
,44.34,-43.49,,0.85,,,4524,,63616,380896,,5
4.74039351195097,43.0,-42.13,-5.342020474374294,0.87,0.0001,0.3073770343326032,4528,0.1347922624554485,63922,380960,11904,5
,42.89,-42.02,,0.87,,,4532,,63926,381152,,5
,43.34,-42.48,,0.86,,,4536,,63930,381376,,5
,42.17,-41.3,,0.87,,,4540,,63933,381536,,5
,42.09,-41.23,,0.86,,,4544,,63935,381632,,5
,41.07,-40.2,,0.87,,,4548,,63939,381824,,5
,41.01,-40.14,,0.87,,,4552,,63944,382016,,5
,40.61,-39.73,,0.88,,,4556,,63945,382048,,5
,40.76,-39.88,,0.88,,,4560,,63951,382400,,5
,40.18,-39.3,,0.88,,,4564,,63953,382496,,5
,39.86,-38.98,,0.88,,,4568,,63955,382592,,5
,40.04,-39.16,,0.88,,,4572,,63959,382816,,5
4.759061366319656,38.8,-37.91,-5.350234903395176,0.89,0.0001,0.3054823148995638,4576,0.1345671722665429,64267,383072,11968,5
,40.2,-39.32,,0.88,,,4580,,64271,383232,,5
,40.12,-39.24,,0.88,,,4584,,64274,383392,,5
,40.45,-39.57,,0.88,,,4588,,64280,383680,,5
,41.1,-40.23,,0.87,,,4592,,64282,383808,,5
,40.56,-39.68,,0.88,,,4596,,64285,383936,,5
,41.88,-41.02,,0.86,,,4600,,64287,384064,,5
,42.4,-41.55,,0.85,,,4604,,64289,384160,,5
,42.34,-41.49,,0.85,,,4608,,64293,384384,,5
,41.82,-40.97,,0.85,,,4612,,64295,384480,,5
,40.54,-39.68,,0.86,,,4616,,64301,384800,,5
,39.51,-38.64,,0.87,,,4620,,64303,384928,,5
,38.77,-37.89,,0.88,,,4624,,64305,385024,,5
4.786584347486496,39.24,-38.37,-5.367243275046349,0.87,0.0001,0.30360217532142997,4628,0.1333089213585481,64613,385184,12032,5
,40.61,-39.76,,0.85,,,4632,,64615,385216,,5
,40.34,-39.48,,0.86,,,4636,,64620,385472,,5
,40.35,-39.49,,0.86,,,4640,,64626,385792,,5
,40.43,-39.57,,0.86,,,4644,,64626,385824,,5
,40.55,-39.69,,0.86,,,4648,,64629,385952,,5
,40.21,-39.35,,0.86,,,4652,,64636,386336,,5
,40.75,-39.9,,0.85,,,4656,,64641,386592,,5
,41.6,-40.76,,0.84,,,4660,,64643,386752,,5
,41.68,-40.84,,0.84,,,4664,,64649,386976,,5
4.822828464210033,43.73,-42.91,-5.384955979883671,0.82,0.0001,0.3017318886704743,4668,0.13711045496165752,64958,387264,12096,5
,43.56,-42.74,,0.82,,,4672,,64963,387520,,5
,44.73,-43.92,,0.81,,,4676,,64965,387616,,5
,44.5,-43.69,,0.81,,,4680,,64971,387936,,5
,43.77,-42.95,,0.82,,,4684,,64976,388256,,5
,44.82,-44.02,,0.8,,,4688,,64979,388384,,5
,45.78,-44.99,,0.79,,,4692,,64984,388608,,5
,47.08,-46.31,,0.77,,,4696,,64987,388800,,5
,48.68,-47.93,,0.75,,,4700,,64991,389024,,5
,48.46,-47.71,,0.75,,,4704,,64993,389120,,5
4.866885870695114,48.34,-47.58,-5.406861804425716,0.76,0.0001,0.2998714977875352,4708,0.1343133389018476,65306,389600,12160,5
,49.25,-48.5,,0.75,,,4712,,65308,389728,,5
,51.61,-50.89,,0.72,,,4716,,65316,390176,,5
,53.38,-52.67,,0.71,,,4720,,65321,390368,,5
,54.32,-53.61,,0.71,,,4724,,65326,390592,,5
,54.92,-54.21,,0.71,,,4728,,65330,390848,,5
,54.08,-53.36,,0.72,,,4732,,65336,391168,,5
4.911160618066788,54.33,-53.61,-5.420153692364693,0.72,0.0001,0.29802391305565834,4736,0.13594793330412358,65642,391232,12224,5
,54.72,-54.0,,0.72,,,4740,,65647,391488,,5
,55.32,-54.61,,0.71,,,4744,,65650,391648,,5
,55.2,-54.49,,0.71,,,4748,,65653,391776,,5
,56.84,-56.15,,0.69,,,4752,,65659,392000,,5
,57.17,-56.49,,0.68,,,4756,,65661,392128,,5
,56.86,-56.18,,0.68,,,4760,,65663,392224,,5
,56.81,-56.12,,0.69,,,4764,,65665,392320,,5
,56.07,-55.38,,0.69,,,4768,,65668,392480,,5
,56.12,-55.43,,0.69,,,4772,,65671,392640,,5
,55.14,-54.45,,0.69,,,4776,,65676,392864,,5
,55.03,-54.34,,0.69,,,4780,,65680,393088,,5
,54.34,-53.64,,0.7,,,4784,,65682,393184,,5
4.949626587331295,53.87,-53.16,-5.44511866569519,0.71,0.0001,0.2961861230432987,4788,0.14238882390782237,65988,393312,12288,5
,51.93,-51.2,,0.73,,,4792,,65992,393440,,5
,50.91,-50.16,,0.75,,,4796,,65998,393760,,5
,49.36,-48.59,,0.77,,,4800,,65999,393792,,5
,49.53,-48.76,,0.77,,,4804,,66003,394048,,5
,49.04,-48.27,,0.77,,,4808,,66006,394176,,5
,48.09,-47.31,,0.78,,,4812,,66008,394272,,5
,47.41,-46.62,,0.79,,,4816,,66011,394432,,5
,45.83,-45.03,,0.8,,,4820,,66014,394656,,5
