time/time_elapsed,rollout/ep_rew_mean,time/fps,time/total_timesteps,train/ent_coef_loss,train/n_updates,rollout/success_rate,rollout/ep_len_mean,train/ent_coef,time/episodes,train/actor_loss,train/learning_rate,train/critic_loss
113,-97.71875,28,3200,-0.015924738915600756,64,0.03125,97.75,0.9968534354120493,4,-3.089315727353096,0.0001,0.38789126044139266
113,-97.71875,28,3200,,,0.03125,97.75,,8,,,
113,-97.71875,28,3200,,,0.03125,97.75,,12,,,
113,-97.71875,28,3200,,,0.03125,97.75,,16,,,
113,-97.71875,28,3200,,,0.03125,97.75,,20,,,
113,-97.71875,28,3200,,,0.03125,97.75,,24,,,
113,-97.71875,28,3200,,,0.03125,97.75,,28,,,
113,-97.71875,28,3200,,,0.03125,97.75,,32,,,
309,-98.03125,20,6400,-0.08062947692815214,192,0.03125,98.0625,0.9841666566208005,36,-7.346782386302948,0.0001,0.1224833024898544
309,-98.03125,20,6400,,,0.03125,98.0625,,40,,,
309,-98.03125,20,6400,,,0.03125,98.0625,,44,,,
309,-98.03125,20,6400,,,0.03125,98.0625,,48,,,
309,-98.03125,20,6400,,,0.03125,98.0625,,52,,,
309,-98.03125,20,6400,,,0.03125,98.0625,,56,,,
309,-98.03125,20,6400,,,0.03125,98.0625,,60,,,
309,-98.03125,20,6400,,,0.03125,98.0625,,64,,,
431,-97.02941176470588,21,9216,-0.1129557496169582,256,0.058823529411764705,97.08823529411765,0.9778863722458482,68,-8.552722729742527,0.0001,0.10797782556619495
439,-97.89583333333333,21,9600,,,0.041666666666666664,97.9375,,72,,,
439,-97.89583333333333,21,9600,,,0.041666666666666664,97.9375,,76,,,
439,-97.89583333333333,21,9600,,,0.041666666666666664,97.9375,,80,,,
439,-97.89583333333333,21,9600,,,0.041666666666666664,97.9375,,84,,,
439,-97.89583333333333,21,9600,,,0.041666666666666664,97.9375,,88,,,
439,-97.89583333333333,21,9600,,,0.041666666666666664,97.9375,,92,,,
439,-97.89583333333333,21,9600,,,0.041666666666666664,97.9375,,96,,,
537,-97.4,20,11136,-0.14528251020237803,320,0.05,97.45,0.9716469403356314,100,-10.04103921353817,0.0001,0.11561218649148941
639,-97.15,20,12800,-0.17755381856113672,384,0.06,97.21,0.9654478887096047,104,-11.500093966722488,0.0001,0.13704136409796774
639,-97.15,20,12800,,,0.06,97.21,,108,,,
639,-97.15,20,12800,,,0.06,97.21,,112,,,
639,-97.15,20,12800,,,0.06,97.21,,116,,,
639,-97.15,20,12800,,,0.06,97.21,,120,,,
639,-97.15,20,12800,,,0.06,97.21,,124,,,
639,-97.15,20,12800,,,0.06,97.21,,128,,,
663,-96.61,21,14016,,,0.07,96.68,,132,,,
740,-96.61,19,14496,-0.20990800275467336,448,0.07,96.68,0.9592892741784453,136,-12.786224901676178,0.0001,0.15459268749691546
770,-95.69,20,16000,,,0.09,95.78,,140,,,
770,-95.69,20,16000,,,0.09,95.78,,144,,,
770,-95.69,20,16000,,,0.09,95.78,,148,,,
770,-95.69,20,16000,,,0.09,95.78,,152,,,
770,-95.69,20,16000,,,0.09,95.78,,156,,,
770,-95.69,20,16000,,,0.09,95.78,,160,,,
856,-94.58,19,17024,-0.24227615515701473,512,0.11,94.69,0.9531687526032329,164,-13.84117005765438,0.0001,0.1972800266230479
868,-94.8,20,17536,,,0.1,94.9,,168,,,
872,-94.27,20,17696,,,0.11,94.38,,172,,,
971,-93.82,19,19200,-0.27461638674139977,576,0.12,93.94,0.9470867794007063,176,-14.689059644937515,0.0001,0.27495562634430826
971,-93.82,19,19200,,,0.12,93.94,,180,,,
971,-93.82,19,19200,,,0.12,93.94,,184,,,
971,-93.82,19,19200,,,0.12,93.94,,188,,,
971,-93.82,19,19200,,,0.12,93.94,,192,,,
991,-93.82,20,20224,,,0.12,93.94,,196,,,
1070,-94.9,19,20736,-0.3068967266008258,640,0.1,95.0,0.9410440325737,200,-15.360449984669685,0.0001,0.2605227662716061
1073,-94.87,19,20896,,,0.1,94.97,,204,,,
1098,-93.92,20,22176,,,0.12,94.04,,208,,,
1104,-93.86,20,22400,,,0.13,93.99,,212,,,
1104,-93.86,20,22400,,,0.13,93.99,,216,,,
1104,-93.86,20,22400,,,0.13,93.99,,220,,,
1104,-93.86,20,22400,,,0.13,93.99,,224,,,
1181,-93.14,19,23136,-0.3392394841648638,704,0.14,93.28,0.9350408772006631,228,-15.892878010869026,0.0001,0.33028948318678886
1191,-93.68,19,23616,,,0.13,93.81,,232,,,
1200,-94.21,19,23968,,,0.12,94.33,,236,,,
1208,-94.63,20,24352,,,0.11,94.74,,240,,,
1291,-93.42,19,24928,-0.37150339037179947,768,0.14,93.56,0.9290760476142168,244,-16.309574127197266,0.0001,0.3290684116072953
1305,-93.42,19,25600,,,0.14,93.56,,248,,,
1305,-93.42,19,25600,,,0.14,93.56,,252,,,
1305,-93.42,19,25600,,,0.14,93.56,,256,,,
1305,-93.42,19,25600,,,0.14,93.56,,260,,,
1394,-94.53,19,26816,-0.40388023667037487,832,0.12,94.65,0.9231484094634652,264,-16.618174225091934,0.0001,0.3225344233214855
1402,-95.07,19,27168,,,0.11,95.18,,268,,,
1406,-95.14,19,27392,,,0.11,95.25,,272,,,
1415,-95.26,19,27776,,,0.11,95.37,,276,,,
1434,-95.26,19,28640,,,0.11,95.37,,280,,,
1507,-95.26,19,28800,-0.43618063209578395,896,0.11,95.37,0.9172593075782061,284,-16.842835247516632,0.0001,0.3424579065758735
1507,-95.26,19,28800,,,0.11,95.37,,288,,,
1507,-95.26,19,28800,,,0.11,95.37,,292,,,
1529,-95.26,19,30016,,,0.11,95.37,,296,,,
1538,-95.26,19,30368,,,0.11,95.37,,300,,,
1544,-95.77,19,30592,,,0.1,95.87,,304,,,
1618,-96.72,19,30976,-0.4684904576279223,960,0.08,96.8,0.911407308652997,308,-16.984239906072617,0.0001,0.38430083682760596
1634,-96.78,19,31840,,,0.07,96.85,,312,,,
1638,-96.78,19,32000,,,0.07,96.85,,316,,,
1638,-96.78,19,32000,,,0.07,96.85,,320,,,
1638,-96.78,19,32000,,,0.07,96.85,,324,,,
1729,-96.16,19,33184,-0.500825016759336,1024,0.08,96.24,0.9055935358628631,328,-17.08187186717987,0.0001,0.293475738610141
1736,-96.16,19,33536,,,0.08,96.24,,332,,,
1740,-96.16,19,33696,,,0.08,96.24,,336,,,
1746,-96.24,19,33952,,,0.08,96.32,,340,,,
1753,-97.45,19,34208,,,0.05,97.5,,344,,,
1839,-97.45,19,35200,-0.5331797385588288,1088,0.05,97.5,0.8998158052563667,348,-17.13399338722229,0.0001,0.3088102344190702
1839,-97.45,19,35200,,,0.05,97.5,,352,,,
1839,-97.45,19,35200,,,0.05,97.5,,356,,,
1858,-97.04,19,36192,,,0.06,97.1,,360,,,
1869,-97.04,19,36704,,,0.06,97.1,,364,,,
1873,-97.04,19,36800,,,0.06,97.1,,368,,,
1943,-97.5,19,37088,-0.5654340479522943,1152,0.05,97.55,0.8940752241760492,372,-17.133779913187027,0.0001,0.29206930403597653
1949,-97.83,19,37408,,,0.04,97.87,,376,,,
1969,-97.83,19,38400,,,0.04,97.87,,380,,,
1969,-97.83,19,38400,,,0.04,97.87,,384,,,
1969,-97.83,19,38400,,,0.04,97.87,,388,,,
2054,-97.83,19,39392,-0.5977385444566607,1216,0.04,97.87,0.8883720235899091,392,-17.109308689832687,0.0001,0.2869554223725572
2064,-97.83,19,39904,,,0.04,97.87,,396,,,
2066,-97.83,19,40000,,,0.04,97.87,,400,,,
2074,-97.83,19,40288,,,0.04,97.87,,404,,,
2082,-97.83,19,40608,,,0.04,97.87,,408,,,
2162,-97.76,19,41440,-0.630128919146955,1280,0.04,97.8,0.8827050728723407,412,-17.048275619745255,0.0001,0.29226695536635816
2165,-97.76,19,41600,,,0.04,97.8,,416,,,
2165,-97.76,19,41600,,,0.04,97.8,,420,,,
2186,-97.25,19,42592,,,0.05,97.3,,424,,,
2191,-97.95,19,42816,,,0.04,97.99,,428,,,
2264,-98.59,19,43168,-0.6623461209237576,1344,0.03,98.62,0.8770741363987327,432,-16.964512169361115,0.0001,0.2598613342270255
2270,-98.59,19,43488,,,0.03,98.62,,436,,,
2279,-99.01,19,43808,,,0.02,99.03,,440,,,
2295,-99.01,19,44640,,,0.02,99.03,,444,,,
2299,-99.01,19,44800,,,0.02,99.03,,448,,,
2299,-99.01,19,44800,,,0.02,99.03,,452,,,
2379,-98.15,19,45536,-0.6948283221572638,1408,0.04,98.19,0.8714788071811199,456,-16.85715463757515,0.0001,0.25787775916978717
2387,-98.56,19,45984,,,0.03,98.59,,460,,,
2394,-98.44,19,46304,,,0.03,98.47,,464,,,
2397,-98.44,19,46400,,,0.03,98.47,,468,,,
2409,-97.92,19,46912,,,0.04,97.96,,472,,,
2491,-97.92,19,47776,-0.7269463427364826,1472,0.04,97.96,0.8659189082682133,476,-16.72957330942154,0.0001,0.27080514293629676
2496,-97.92,19,48000,,,0.04,97.96,,480,,,
2496,-97.92,19,48000,,,0.04,97.96,,484,,,
2512,-97.92,19,48736,,,0.04,97.96,,488,,,
2586,-97.92,19,49184,-0.7593466443940997,1536,0.04,97.96,0.8603955190628767,492,-16.586555570364,0.0001,0.25804923370014876
2592,-97.92,19,49504,,,0.04,97.96,,496,,,
2594,-97.92,19,49600,,,0.04,97.96,,500,,,
2604,-97.92,19,50112,,,0.04,97.96,,504,,,
2623,-97.24,19,50976,,,0.05,97.29,,508,,,
2627,-96.75,19,51200,,,0.06,96.81,,512,,,
2627,-96.75,19,51200,,,0.06,96.81,,516,,,
2699,-96.63,19,51584,-0.7917704181745648,1600,0.07,96.7,0.8549065394327044,520,-16.43346068263054,0.0001,0.2684203648241237
2711,-97.14,19,52192,,,0.06,97.2,,524,,,
2721,-97.14,19,52704,,,0.06,97.2,,528,,,
2723,-97.14,19,52768,,,0.06,97.2,,532,,,
2731,-96.55,19,53152,,,0.07,96.62,,536,,,
2801,-96.24,19,53440,-0.8241827506572008,1664,0.08,96.32,0.8494521109387279,540,-16.266900807619095,0.0001,0.27225194859784096
2813,-94.68,19,54048,,,0.11,94.79,,544,,,
2820,-95.54,19,54400,,,0.09,95.63,,548,,,
2820,-95.54,19,54400,,,0.09,95.63,,552,,,
2832,-95.54,19,55008,,,0.09,95.63,,556,,,
2912,-94.83,19,55392,-0.8564046695828438,1728,0.1,94.93,0.8440319588407874,560,-16.090468749403954,0.0001,0.2673921666573733
2921,-94.35,19,55904,,,0.11,94.46,,564,,,
2926,-94.35,19,56128,,,0.11,94.46,,568,,,
2934,-94.76,19,56512,,,0.11,94.87,,572,,,
2945,-94.76,19,56992,,,0.11,94.87,,576,,,
3019,-94.76,19,57440,-0.8885549614205956,1792,0.11,94.87,0.8386475713923573,580,-15.893337652087212,0.0001,0.30181917460868135
3022,-94.76,19,57600,,,0.11,94.87,,584,,,
3030,-94.35,19,58048,,,0.12,94.47,,588,,,
3040,-94.35,19,58592,,,0.12,94.47,,592,,,
3052,-94.35,19,59104,,,0.12,94.47,,596,,,
3055,-94.35,19,59200,,,0.12,94.47,,600,,,
3130,-94.35,19,59712,-0.9211793448776007,1856,0.12,94.47,0.8332977201789618,604,-15.703405946493149,0.0001,0.2657491472782567
3138,-95.03,19,60192,,,0.11,95.14,,608,,,
3149,-95.03,19,60640,,,0.11,95.14,,612,,,
3152,-95.59,19,60800,,,0.1,95.69,,616,,,
3161,-95.71,19,61248,,,0.09,95.8,,620,,,
3236,-95.71,19,61792,-0.9532931968569756,1920,0.09,95.8,0.8279810203239322,624,-15.507948011159897,0.0001,0.2644997532479465
3245,-95.17,19,62304,,,0.1,95.27,,628,,,
3248,-95.17,19,62368,,,0.1,95.27,,632,,,
3256,-95.76,19,62752,,,0.09,95.85,,636,,,
3263,-95.68,19,63040,,,0.09,95.77,,640,,,
3339,-97.24,19,63648,-0.9856100538745522,1984,0.06,97.3,0.8226991882547736,644,-15.318503439426422,0.0001,0.23907560121733695
3346,-97.24,19,64000,,,0.06,97.3,,648,,,
3355,-97.24,19,64448,,,0.06,97.3,,652,,,
3366,-97.24,19,64992,,,0.06,97.3,,656,,,
3370,-97.31,19,65184,,,0.06,97.37,,660,,,
3378,-97.91,19,65536,,,0.05,97.96,,664,,,
3466,-97.91,18,65856,-1.0179958567023277,2048,0.05,97.96,0.8174506956711411,668,-15.11807096004486,0.0001,0.22053749836049974
3472,-98.02,19,66240,,,0.04,98.06,,672,,,
3480,-98.02,19,66624,,,0.04,98.06,,676,,,
3493,-98.02,19,67200,,,0.04,98.06,,680,,,
3496,-97.35,19,67328,,,0.05,97.4,,684,,,
3576,-97.76,19,68160,-1.0502857062965631,2112,0.04,97.8,0.8122360147535801,688,-14.919387981295586,0.0001,0.24059064191533253
3581,-97.76,19,68384,,,0.04,97.8,,692,,,
3589,-97.76,19,68704,,,0.04,97.8,,696,,,
3595,-97.76,19,68960,,,0.04,97.8,,700,,,
3603,-97.76,19,69312,,,0.04,97.8,,704,,,
3696,-97.09,18,69792,-1.0826014522463083,2176,0.05,97.14,0.8070542113855481,708,-14.72489582002163,0.0001,0.18978470098227262
3703,-96.64,18,70176,,,0.06,96.7,,712,,,
3708,-96.64,18,70400,,,0.06,96.7,,716,,,
3721,-96.34,19,70976,,,0.07,96.41,,720,,,
3730,-96.34,19,71392,,,0.07,96.41,,724,,,
3807,-96.88,18,71904,-1.115017831325531,2240,0.06,96.94,0.8019057931378484,728,-14.507658541202545,0.0001,0.23963606520555913
3812,-96.88,18,72160,,,0.06,96.94,,732,,,
3820,-96.2,18,72448,,,0.07,96.27,,736,,,
3830,-96.59,19,72928,,,0.06,96.65,,740,,,
3839,-96.59,19,73376,,,0.06,96.65,,744,,,
3844,-96.59,19,73600,,,0.06,96.65,,748,,,
3922,-96.59,18,74048,-1.1475111842155457,2304,0.06,96.65,0.7967891478911042,752,-14.316814318299294,0.0001,0.15868849284015596
3932,-96.59,18,74560,,,0.06,96.65,,756,,,
3943,-97.23,19,75104,,,0.05,97.28,,760,,,
3949,-97.23,19,75360,,,0.05,97.28,,764,,,
3957,-97.23,19,75648,,,0.05,97.28,,768,,,
4034,-97.23,18,76128,-1.179546870291233,2368,0.05,97.28,0.7917055450379848,772,-14.117980852723122,0.0001,0.1787995340419002
4043,-97.23,18,76576,,,0.05,97.28,,776,,,
4047,-97.23,18,76800,,,0.05,97.28,,780,,,
4057,-97.89,19,77216,,,0.04,97.93,,784,,,
4068,-97.89,19,77760,,,0.04,97.93,,788,,,
4155,-97.89,18,78304,-1.2121738195419312,2432,0.04,97.93,0.7866544360294938,792,-13.92236776649952,0.0001,0.15740146744064987
4161,-97.43,18,78560,,,0.05,97.48,,796,,,
4167,-97.43,18,78784,,,0.05,97.48,,800,,,
4172,-96.94,18,79040,,,0.06,97.0,,804,,,
4180,-97.61,18,79424,,,0.05,97.66,,808,,,
4190,-98.06,19,79840,,,0.04,98.1,,812,,,
4261,-98.06,18,80128,-1.244163690134883,2496,0.04,98.1,0.7816353477537632,816,-13.713675111532211,0.0001,0.17271780024748296
4275,-97.87,18,80864,,,0.04,97.91,,820,,,
4290,-97.87,18,81504,,,0.04,97.91,,824,,,
4293,-97.87,19,81600,,,0.04,97.91,,828,,,
4366,-97.87,18,81952,-1.2768629156053066,2560,0.04,97.91,0.7766489293426275,832,-13.50883036851883,0.0001,0.17385193309746683
4372,-98.55,18,82240,,,0.03,98.58,,836,,,
4380,-98.55,18,82624,,,0.03,98.58,,840,,,
4390,-98.55,18,83040,,,0.03,98.58,,844,,,
4393,-98.02,18,83200,,,0.04,98.06,,848,,,
4408,-98.02,19,83904,,,0.04,98.06,,852,,,
4481,-98.02,18,84288,-1.3089970238506794,2624,0.04,98.06,0.7716936906799674,856,-13.301829561591148,0.0001,0.167211338004563
4492,-98.02,18,84800,,,0.04,98.06,,860,,,
4500,-98.02,18,85152,,,0.04,98.06,,864,,,
4507,-98.02,18,85440,,,0.04,98.06,,868,,,
4514,-97.49,19,85792,,,0.05,97.54,,872,,,
4588,-97.1,18,86176,-1.3412827737629414,2688,0.06,97.16,0.7667705044150352,876,-13.102736920118332,0.0001,0.16542167018633336
4592,-96.83,18,86272,,,0.07,96.9,,880,,,
4597,-96.84,18,86528,,,0.07,96.91,,884,,,
4611,-96.51,18,87264,,,0.08,96.59,,888,,,
4627,-95.93,19,87968,,,0.09,96.02,,892,,,
4705,-96.39,18,88256,-1.3732349183410406,2752,0.08,96.47,0.7618797281756997,896,-12.89589487016201,0.0001,0.16990758368046954
4710,-96.39,18,88512,,,0.08,96.47,,900,,,
4719,-96.58,18,88928,,,0.08,96.66,,904,,,
4727,-96.58,18,89248,,,0.08,96.66,,908,,,
4731,-95.95,18,89440,,,0.09,96.04,,912,,,
4735,-95.95,18,89600,,,0.09,96.04,,916,,,
4817,-96.44,18,90208,-1.4054598659276962,2816,0.08,96.52,0.7570201260969043,920,-12.693160310387611,0.0001,0.17119515273952857
4835,-96.43,18,91104,,,0.08,96.51,,924,,,
4843,-96.43,18,91456,,,0.08,96.51,,928,,,
4849,-96.43,18,91712,,,0.08,96.51,,932,,,
4858,-96.43,18,92128,,,0.08,96.51,,936,,,
4931,-96.43,18,92448,-1.4383009355515242,2880,0.08,96.51,0.7521913377568126,940,-12.488448828458786,0.0001,0.16996416711481288
4935,-96.43,18,92640,,,0.08,96.51,,944,,,
4939,-96.96,18,92800,,,0.07,97.03,,948,,,
4951,-96.96,18,93408,,,0.07,97.03,,952,,,
4962,-96.64,18,93888,,,0.08,96.72,,956,,,
5038,-95.62,18,94368,-1.4704738073050976,2944,0.1,95.72,0.7473928313702345,960,-12.282731637358665,0.0001,0.15036112355301157
5046,-95.62,18,94784,,,0.1,95.72,,964,,,
5053,-95.62,18,95072,,,0.1,95.72,,968,,,
5060,-96.15,18,95392,,,0.09,96.24,,972,,,
5069,-95.67,18,95776,,,0.1,95.77,,976,,,
5071,-95.94,18,95872,,,0.09,96.03,,980,,,
5149,-95.9,18,96480,-1.5027993489056826,3008,0.09,95.99,0.7426245110109448,984,-12.094540387392044,0.0001,0.14845880307257175
5162,-96.23,18,97088,,,0.08,96.31,,988,,,
5172,-96.81,18,97568,,,0.07,96.88,,992,,,
5182,-96.81,18,97984,,,0.07,96.88,,996,,,
5188,-96.81,18,98272,,,0.07,96.88,,1000,,,
5260,-97.11,18,98592,-1.535429298877716,3072,0.06,97.17,0.7378866337239742,1004,-11.89189775288105,0.0001,0.15398403361905366
5270,-97.74,18,98976,,,0.05,97.79,,1008,,,
5272,-97.74,18,99072,,,0.05,97.79,,1012,,,
5284,-97.74,18,99680,,,0.05,97.79,,1016,,,
5290,-96.73,18,99968,,,0.07,96.8,,1020,,,
5300,-96.74,18,100352,,,0.07,96.81,,1024,,,
5373,-95.63,18,100704,-1.5668296683579683,3136,0.1,95.73,0.7331795943900943,1028,-11.689635261893272,0.0001,0.1665326717775315
5381,-95.11,18,101056,,,0.11,95.22,,1032,,,
5386,-94.49,18,101248,,,0.12,94.61,,1036,,,
5396,-94.32,18,101728,,,0.13,94.45,,1040,,,
5406,-94.32,18,102176,,,0.13,94.45,,1044,,,
5480,-94.32,18,102528,-1.5995384622365236,3200,0.13,94.45,0.7285034479573369,1048,-11.493540227413177,0.0001,0.14294464141130447
5493,-94.32,18,103168,,,0.13,94.45,,1052,,,
5502,-94.64,18,103552,,,0.12,94.76,,1056,,,
5510,-95.66,18,103904,,,0.1,95.76,,1060,,,
5517,-95.66,18,104256,,,0.1,95.76,,1064,,,
5522,-95.66,18,104448,,,0.1,95.76,,1068,,,
5601,-95.66,18,104928,-1.6320339497178793,3264,0.1,95.76,0.7238562870770693,1072,-11.306024849414825,0.0001,0.13898446987150237
5610,-95.98,18,105376,,,0.09,96.07,,1076,,,
5617,-96.53,18,105728,,,0.08,96.61,,1080,,,
5630,-96.16,18,106336,,,0.09,96.25,,1084,,,
5704,-96.16,18,106688,-1.664329631254077,3328,0.09,96.25,0.7192383287474513,1088,-11.10981422662735,0.0001,0.14205595519160852
5711,-96.16,18,107008,,,0.09,96.25,,1092,,,
5716,-96.16,18,107200,,,0.09,96.25,,1096,,,
5726,-96.16,18,107648,,,0.09,96.25,,1100,,,
5737,-96.16,18,108128,,,0.09,96.25,,1104,,,
5812,-95.62,18,108576,-1.6967508308589458,3392,0.1,95.72,0.7146499026566744,1108,-10.915133744478226,0.0001,0.13491857319604605
5817,-95.62,18,108800,,,0.1,95.72,,1112,,,
5826,-95.4,18,109280,,,0.11,95.51,,1116,,,
5836,-96.41,18,109664,,,0.09,96.5,,1120,,,
5848,-96.41,18,110208,,,0.09,96.5,,1124,,,
5853,-97.52,18,110400,,,0.06,97.58,,1128,,,
5929,-98.04,18,110848,-1.7291134241968393,3456,0.05,98.09,0.7100911615416408,1132,-10.719184383749962,0.0001,0.13391656096791849
5939,-97.7,18,111264,,,0.06,97.76,,1136,,,
5943,-97.87,18,111424,,,0.05,97.92,,1140,,,
5951,-96.91,18,111776,,,0.07,96.98,,1144,,,
5957,-96.68,18,112064,,,0.08,96.76,,1148,,,
5966,-95.79,18,112480,,,0.1,95.89,,1152,,,
6040,-95.79,18,112736,-1.7617123704403639,3520,0.1,95.89,0.7055604476481676,1156,-10.521631494164467,0.0001,0.13417412171838805
6057,-95.79,18,113568,,,0.1,95.89,,1160,,,
6066,-95.79,18,113984,,,0.1,95.89,,1164,,,
6076,-95.32,18,114368,,,0.11,95.43,,1168,,,
6081,-95.32,18,114592,,,0.11,95.43,,1172,,,
6157,-95.32,18,114976,-1.7934846077114344,3584,0.11,95.43,0.7010590666905046,1176,-10.33609126508236,0.0001,0.12204359623137861
6162,-95.32,18,115200,,,0.11,95.43,,1180,,,
6167,-95.73,18,115392,,,0.1,95.83,,1184,,,
6177,-95.29,18,115776,,,0.11,95.4,,1188,,,
6195,-95.03,18,116704,,,0.12,95.15,,1192,,,
6273,-94.6,18,117152,-1.8261918611824512,3648,0.13,94.73,0.6965863304212689,1196,-10.141597241163254,0.0001,0.13387404649984092
6280,-94.6,18,117440,,,0.13,94.73,,1200,,,
6286,-94.6,18,117728,,,0.13,94.73,,1204,,,
6294,-94.88,18,118080,,,0.13,95.01,,1208,,,
6298,-94.35,18,118272,,,0.14,94.49,,1212,,,
6302,-93.99,18,118464,,,0.14,94.13,,1216,,,
6308,-93.99,18,118624,,,0.14,94.13,,1220,,,
6386,-93.99,18,119168,-1.857777027413249,3712,0.14,94.13,0.6921426597982645,1224,-9.949709370732307,0.0001,0.13598419824847952
6403,-93.53,18,120000,,,0.15,93.68,,1228,,,
6415,-92.93,18,120512,,,0.16,93.09,,1232,,,
6493,-93.89,18,120928,-1.89020836353302,3776,0.14,94.03,0.6877283696085215,1236,-9.75595971941948,0.0001,0.13920452969614416
6497,-93.89,18,121120,,,0.14,94.03,,1240,,,
6503,-94.34,18,121376,,,0.13,94.47,,1244,,,
6509,-94.57,18,121600,,,0.12,94.69,,1248,,,
6513,-95.46,18,121760,,,0.1,95.56,,1252,,,
6525,-95.46,18,122336,,,0.1,95.56,,1256,,,
6613,-94.89,18,123168,-1.9226703979074955,3840,0.11,95.0,0.6833421317860484,1260,-9.565465986728668,0.0001,0.1297340533346869
6622,-94.89,18,123584,,,0.11,95.0,,1264,,,
6632,-95.36,18,124064,,,0.1,95.46,,1268,,,
6637,-95.36,18,124320,,,0.1,95.46,,1272,,,
6644,-95.36,18,124576,,,0.1,95.46,,1276,,,
6650,-95.36,18,124800,,,0.1,95.46,,1280,,,
6722,-95.36,18,124960,-1.9546477980911732,3904,0.1,95.46,0.678983261808753,1284,-9.37921068072319,0.0001,0.1300632557249628
6735,-95.8,18,125536,,,0.09,95.89,,1288,,,
6748,-95.43,18,126144,,,0.09,95.52,,1292,,,
6755,-95.11,18,126464,,,0.1,95.21,,1296,,,
6765,-95.11,18,126912,,,0.1,95.21,,1300,,,
6843,-95.11,18,127328,-1.9872815795242786,3968,0.1,95.21,0.6746523519977927,1304,-9.187625870108604,0.0001,0.13605898211244494
6851,-95.37,18,127680,,,0.09,95.46,,1308,,,
6855,-95.9,18,127872,,,0.08,95.98,,1312,,,
6859,-95.81,18,128064,,,0.08,95.89,,1316,,,
6868,-95.81,18,128480,,,0.08,95.89,,1320,,,
6879,-95.81,18,128928,,,0.08,95.89,,1324,,,
6963,-96.27,18,129600,-2.019442904740572,4032,0.07,96.34,0.6703491853550076,1328,-9.007369205355644,0.0001,0.11909591837320477
6971,-96.87,18,129984,,,0.06,96.93,,1332,,,
6978,-96.08,18,130240,,,0.08,96.16,,1336,,,
6989,-96.08,18,130784,,,0.08,96.16,,1340,,,
6993,-95.97,18,130976,,,0.08,96.05,,1344,,,
7067,-95.97,18,131200,-2.0523421950638294,4096,0.08,96.05,0.6660727802664042,1348,-8.829337000846863,0.0001,0.11730024684220552
7072,-95.97,18,131392,,,0.08,96.05,,1352,,,
7085,-95.97,18,131968,,,0.08,96.05,,1356,,,
7097,-95.41,18,132544,,,0.09,95.5,,1360,,,
7108,-95.41,18,133088,,,0.09,95.5,,1364,,,
7206,-95.41,18,133408,-2.0842285864055157,4160,0.09,95.5,0.6618232987821102,1368,-8.644804522395134,0.0001,0.11941520136315376
7215,-95.41,18,133792,,,0.09,95.5,,1372,,,
7224,-95.41,18,134176,,,0.09,95.5,,1376,,,
7229,-95.41,18,134400,,,0.09,95.5,,1380,,,
7233,-95.41,18,134560,,,0.09,95.5,,1384,,,
7246,-95.41,18,135168,,,0.09,95.5,,1388,,,
7348,-96.04,18,135744,-2.116564281284809,4224,0.08,96.12,0.6576015083119273,1392,-8.464910313487053,0.0001,0.1069206518586725
7360,-96.79,18,136288,,,0.06,96.85,,1396,,,
7367,-96.79,18,136608,,,0.06,96.85,,1400,,,
7375,-96.79,18,136992,,,0.06,96.85,,1404,,,
7475,-96.79,18,137376,-2.148695357143879,4288,0.06,96.85,0.6534069813787937,1408,-8.288236200809479,0.0001,0.10551900445716456
7481,-96.79,18,137600,,,0.06,96.85,,1412,,,
7485,-97.46,18,137760,,,0.05,97.51,,1416,,,
7497,-97.46,18,138368,,,0.05,97.51,,1420,,,
7509,-97.46,18,138944,,,0.05,97.51,,1424,,,
7590,-97.46,18,139488,-2.1809766702353954,4352,0.05,97.51,0.6492391172796488,1428,-8.111111253499985,0.0001,0.10054455872159451
7594,-97.11,18,139680,,,0.06,97.17,,1432,,,
7600,-97.46,18,139904,,,0.05,97.51,,1436,,,
7609,-97.0,18,140384,,,0.06,97.06,,1440,,,
7615,-97.62,18,140576,,,0.05,97.67,,1444,,,
7622,-97.62,18,140864,,,0.05,97.67,,1448,,,
7630,-97.14,18,141280,,,0.06,97.2,,1452,,,
7711,-96.7,18,141920,-2.213024042546749,4416,0.07,96.77,0.6450981805101037,1456,-7.9411173686385155,0.0001,0.10239286383148283
7723,-97.83,18,142400,,,0.05,97.88,,1460,,,
7733,-97.83,18,142880,,,0.05,97.88,,1464,,,
7738,-97.83,18,143104,,,0.05,97.88,,1468,,,
7818,-97.83,18,143584,-2.2458143047988415,4480,0.05,97.88,0.6409831903874874,1472,-7.769558742642403,0.0001,0.09549555322155356
7823,-97.83,18,143776,,,0.05,97.88,,1476,,,
7829,-97.83,18,144064,,,0.05,97.88,,1480,,,
7837,-97.83,18,144480,,,0.05,97.88,,1484,,,
7846,-97.28,18,144928,,,0.06,97.34,,1488,,,
7932,-97.28,18,145536,-2.277989901602268,4544,0.06,97.34,0.6368941683322191,1492,-7.602250039577484,0.0001,0.09854126448044553
7941,-97.28,18,145952,,,0.06,97.34,,1496,,,
7947,-97.28,18,146240,,,0.06,97.34,,1500,,,
7959,-97.28,18,146784,,,0.06,97.34,,1504,,,
7964,-97.28,18,146976,,,0.06,97.34,,1508,,,
7969,-96.79,18,147200,,,0.07,96.86,,1512,,,
