time/episodes,rollout/ep_len_mean,train/ent_coef,train/critic_loss,time/total_timesteps,time/time_elapsed,train/actor_loss,train/ent_coef_loss,rollout/ep_rew_mean,time/fps,train/learning_rate,rollout/success_rate,train/n_updates
1464,97.0,,,142816,5472,,,-96.94,26,,0.06,
1468,97.6,,,143264,5482,,,-97.55,26,,0.05,
1472,97.6,0.6409346368163824,0.10018289438448846,143648,5534,-7.986789546906948,-2.2465570382773876,-97.55,25,0.0001,0.05,4480
1476,97.55,,,143936,5541,,,-97.5,25,,0.05,
1480,97.55,,,144320,5550,,,-97.5,26,,0.05,
1484,97.54,,,144576,5556,,,-97.49,26,,0.05,
1488,97.54,,,145120,5568,,,-97.49,26,,0.05,
1492,97.45,0.6368455458432436,0.09873474750202149,145664,5624,-7.8475236892700195,-2.2789165563881397,-97.4,25,0.0001,0.05,4544
1496,97.34,,,145984,5631,,,-97.29,25,,0.05,
1500,97.34,,,146432,5641,,,-97.29,25,,0.05,
1504,97.34,,,146624,5646,,,-97.29,25,,0.05,
1508,97.34,,,147104,5657,,,-97.29,26,,0.05,
1512,97.34,0.6327830888330936,0.09992992418119684,147520,5710,-7.682880945503712,-2.311181265860796,-97.29,25,0.0001,0.05,4608
1516,97.34,,,147776,5717,,,-97.29,25,,0.05,
1520,97.87,,,148320,5728,,,-97.83,25,,0.04,
1524,97.87,,,148864,5740,,,-97.83,25,,0.04,
1528,97.56,,,149184,5747,,,-97.52,25,,0.04,
1532,97.56,0.6287459572777152,0.09182159922784194,149568,5799,-7.50325833261013,-2.3436283469200134,-97.52,25,0.0001,0.04,4672
1536,97.56,,,149792,5805,,,-97.52,25,,0.04,
1540,97.47,,,150144,5813,,,-97.43,25,,0.04,
1544,97.53,,,150528,5822,,,-97.49,25,,0.04,
1548,96.77,,,150752,5828,,,-96.72,25,,0.05,
1552,96.77,,,151040,5835,,,-96.72,25,,0.05,
1556,95.75,,,151520,5846,,,-95.68,25,,0.07,
1560,95.75,0.6247350499033928,0.09697252325713634,152064,5897,-7.323684938251972,-2.375458240509033,-95.68,25,0.0001,0.07,4736
1564,96.15,,,152384,5905,,,-96.09,25,,0.06,
1568,96.15,,,152864,5916,,,-96.09,25,,0.06,
1572,96.15,,,153344,5927,,,-96.09,25,,0.06,
1576,96.2,0.6207499774172902,0.09035363752627745,153728,5980,-7.157746657729149,-2.408200219273567,-96.14,25,0.0001,0.06,4800
1580,96.2,,,153952,5986,,,-96.14,25,,0.06,
1584,95.58,,,154176,5991,,,-95.51,25,,0.07,
1588,94.39,,,154432,5997,,,-94.3,25,,0.09,
1592,94.42,,,154848,6006,,,-94.33,25,,0.09,
1596,94.98,,,155296,6017,,,-94.9,25,,0.08,
1600,94.34,,,155584,6024,,,-94.25,25,,0.09,
1604,94.34,0.6167900627478957,0.0955551189254038,156160,6081,-7.029601626098156,-2.4399002604186535,-94.25,25,0.0001,0.09,4864
1608,93.8,,,156736,6094,,,-93.7,25,,0.1,
1612,93.32,,,156960,6098,,,-93.21,25,,0.11,
1616,93.32,,,157184,6104,,,-93.21,25,,0.11,
1620,93.32,,,157440,6110,,,-93.21,25,,0.11,
1624,93.32,0.6128557249903679,0.08773825340904295,157792,6162,-6.864673025906086,-2.472829397767782,-93.21,25,0.0001,0.11,4928
1628,94.01,,,158208,6172,,,-93.91,25,,0.1,
1632,94.01,,,158784,6184,,,-93.91,25,,0.1,
1636,93.83,,,159328,6196,,,-93.72,25,,0.11,
1640,93.92,0.608945831656456,0.08828499459195882,159936,6253,-6.709506876766682,-2.5051094479858875,-93.81,25,0.0001,0.11,4992
1644,94.5,,,160160,6258,,,-94.4,25,,0.1,
1648,95.26,,,160384,6264,,,-95.17,25,,0.09,
1652,95.26,,,160640,6270,,,-95.17,25,,0.09,
1656,96.28,,,160992,6278,,,-96.21,25,,0.07,
1660,95.84,,,161280,6285,,,-95.76,25,,0.08,
1664,95.0,,,161728,6295,,,-94.91,25,,0.09,
1668,95.0,0.6050606658682227,0.08740379591472447,162368,6349,-6.545451313257217,-2.537801519036293,-94.91,25,0.0001,0.09,5056
1672,94.77,,,162880,6360,,,-94.67,25,,0.1,
1676,94.77,,,163328,6370,,,-94.67,25,,0.1,
1680,94.77,,,163584,6377,,,-94.67,25,,0.1,
1684,95.4,,,163840,6383,,,-95.31,25,,0.09,
1688,95.43,0.6012011831626296,0.08368211472406983,164064,6432,-6.376662537455559,-2.56840630620718,-95.34,25,0.0001,0.09,5120
1692,96.15,,,164448,6440,,,-96.07,25,,0.08,
1696,96.15,,,164640,6445,,,-96.07,25,,0.08,
1700,96.25,,,165184,6457,,,-96.17,25,,0.08,
1704,96.25,,,165856,6472,,,-96.17,25,,0.08,
1708,96.57,0.5973668294027448,0.08255811571143568,166336,6526,-6.23260536044836,-2.601854495704174,-96.49,25,0.0001,0.08,5184
1712,97.05,,,166752,6535,,,-96.98,25,,0.07,
1716,97.05,,,167040,6541,,,-96.98,25,,0.07,
1720,97.05,,,167264,6547,,,-96.98,25,,0.07,
1724,96.44,,,167584,6553,,,-96.36,25,,0.08,
1728,96.44,,,167808,6559,,,-96.36,25,,0.08,
1732,96.44,0.5935566071420908,0.08836443355539814,168352,6616,-6.088385723531246,-2.633418023586273,-96.36,25,0.0001,0.08,5248
1736,96.62,,,168960,6629,,,-96.55,25,,0.07,
1740,96.62,,,169408,6639,,,-96.55,25,,0.07,
1744,96.09,,,169760,6648,,,-96.01,25,,0.08,
1748,96.09,0.5897709410637617,0.08514222980011255,170176,6696,-5.997374951839447,-2.666265420615673,-96.01,25,0.0001,0.08,5312
1752,96.09,,,170432,6702,,,-96.01,25,,0.08,
1756,95.97,,,170720,6709,,,-95.89,25,,0.08,
1760,95.97,,,170880,6713,,,-95.89,25,,0.08,
1764,96.1,,,171264,6722,,,-96.02,25,,0.08,
1768,96.1,,,171616,6731,,,-96.02,25,,0.08,
1772,95.86,0.5860086241737008,0.23663370811846107,172256,6788,-5.530824437737465,-2.698172453790903,-95.78,25,0.0001,0.08,5376
1776,95.86,,,172768,6800,,,-95.78,25,,0.08,
1780,95.29,,,173152,6808,,,-95.2,25,,0.09,
1784,95.29,,,173632,6819,,,-95.2,25,,0.09,
1788,95.79,,,173888,6825,,,-95.71,25,,0.08,
1792,95.79,,,174048,6829,,,-95.71,25,,0.08,
1796,95.79,0.5822703754529357,0.06694305822020397,174240,6878,-4.854995831847191,-2.7314569279551506,-95.71,25,0.0001,0.08,5440
1800,96.33,,,174816,6890,,,-96.26,25,,0.07,
1804,96.04,,,175360,6903,,,-95.96,25,,0.08,
1808,96.26,,,175936,6915,,,-96.19,25,,0.07,
1812,95.67,,,176128,6920,,,-95.59,25,,0.08,
1816,95.67,0.5785553175956011,0.06490264512831345,176640,6972,-4.797033466398716,-2.763922080397606,-95.59,25,0.0001,0.08,5504
1820,95.67,,,176992,6980,,,-95.59,25,,0.08,
1824,96.28,,,177184,6986,,,-96.21,25,,0.07,
1828,96.28,,,177408,6991,,,-96.21,25,,0.07,
1832,96.28,,,177984,7003,,,-96.21,25,,0.07,
1836,95.67,0.5748639525845647,0.06303740397561342,178496,7049,-4.712863445281982,-2.795644838362932,-95.59,25,0.0001,0.08,5568
1840,95.67,,,179008,7060,,,-95.59,25,,0.08,
1844,96.2,,,179328,7067,,,-96.13,25,,0.07,
1848,96.2,,,179776,7076,,,-96.13,25,,0.07,
1852,96.2,,,180064,7082,,,-96.13,25,,0.07,
1856,96.76,0.5711966576054692,0.0615730881690979,180320,7123,-4.6206653490662575,-2.8283878564834595,-96.7,25,0.0001,0.06,5632
1860,96.76,,,180608,7130,,,-96.7,25,,0.06,
1864,97.47,,,181184,7141,,,-97.42,25,,0.05,
1868,97.47,,,181696,7152,,,-97.42,25,,0.05,
1872,97.18,,,182080,7160,,,-97.13,25,,0.05,
1876,97.18,0.567552232183516,0.06147074489854276,182496,7204,-4.521316133439541,-2.860497284680605,-97.13,25,0.0001,0.05,5696
1880,97.75,,,182880,7212,,,-97.71,25,,0.04,
1884,97.75,,,183232,7219,,,-97.71,25,,0.04,
1888,97.75,,,183520,7226,,,-97.71,25,,0.04,
1892,97.75,,,183776,7232,,,-97.71,25,,0.04,
1896,97.23,,,184064,7238,,,-97.18,25,,0.05,
1900,96.64,0.5639310972765088,0.06258772185537964,184768,7287,-4.417855612933636,-2.893112238496542,-96.58,25,0.0001,0.06,5760
1904,96.93,,,185056,7293,,,-96.88,25,,0.05,
1908,96.93,,,185536,7303,,,-96.88,25,,0.05,
1912,97.52,,,185952,7312,,,-97.48,25,,0.04,
1916,97.52,0.5603328635916114,0.06210391997592524,186432,7358,-4.317075572907925,-2.9253863766789436,-97.48,25,0.0001,0.04,5824
1920,97.52,,,186720,7365,,,-97.48,25,,0.04,
1924,97.52,,,186976,7370,,,-97.48,25,,0.04,
1928,97.52,,,187264,7376,,,-97.48,25,,0.04,
1932,97.52,,,187968,7390,,,-97.48,25,,0.04,
1936,98.13,,,188256,7397,,,-98.1,25,,0.03,
1940,98.13,0.556758445687592,0.059531561040785164,188736,7443,-4.2103356793522835,-2.957170110195875,-98.1,25,0.0001,0.03,5888
1944,97.73,,,188960,7448,,,-97.69,25,,0.04,
1948,97.73,,,189632,7462,,,-97.69,25,,0.04,
1952,97.73,,,189888,7468,,,-97.69,25,,0.04,
1956,97.73,,,190080,7472,,,-97.69,25,,0.04,
1960,97.73,,,190464,7481,,,-97.69,25,,0.04,
1964,97.73,0.5532068619504571,0.06041052157524973,191168,7534,-4.102934248745441,-2.9899194203317165,-97.69,25,0.0001,0.04,5952
1968,97.1,,,191360,7539,,,-97.05,25,,0.05,
1972,97.86,,,191808,7550,,,-97.82,25,,0.04,
1976,97.86,,,192128,7557,,,-97.82,25,,0.04,
1980,97.86,0.5496773989871144,0.059866631869226694,192576,7611,-3.981781378388405,-3.0218680165708065,-97.82,25,0.0001,0.04,6016
1984,97.86,,,192992,7620,,,-97.82,25,,0.04,
1988,97.86,,,193184,7625,,,-97.82,25,,0.04,
1992,97.86,,,193664,7635,,,-97.82,25,,0.04,
1996,97.8,,,194272,7648,,,-97.76,25,,0.04,
2000,98.39,,,194560,7655,,,-98.36,25,,0.03,
2004,98.39,0.5461709471419454,0.05767150560859591,194880,7706,-3.86197991669178,-3.054446429014206,-98.36,25,0.0001,0.03,6080
2008,98.39,,,195296,7716,,,-98.36,25,,0.03,
2012,98.26,,,195648,7724,,,-98.23,25,,0.03,
2016,98.26,,,196192,7735,,,-98.23,25,,0.03,
2020,98.26,,,196384,7740,,,-98.23,25,,0.03,
2024,98.26,0.5426863208413124,0.05630108865443617,196864,7794,-3.734313488006592,-3.086960796266794,-98.23,25,0.0001,0.03,6144
2028,98.26,,,197472,7808,,,-98.23,25,,0.03,
2032,97.44,,,197664,7813,,,-97.39,25,,0.05,
2036,97.44,,,197856,7818,,,-97.38,25,,0.06,
2040,97.44,,,198336,7828,,,-97.38,25,,0.06,
2044,97.84,0.5392240593209863,0.056623719399794936,198752,7878,-3.621649384498596,-3.119136668741703,-97.79,25,0.0001,0.05,6208
2048,97.24,,,199136,7886,,,-97.18,25,,0.06,
2052,97.24,,,199520,7895,,,-97.18,25,,0.06,
2056,97.24,,,200064,7907,,,-97.18,25,,0.06,
2060,97.24,,,200352,7914,,,-97.18,25,,0.06,
2064,97.24,0.5357840871438384,0.057796684035565704,200864,7969,-3.5188436210155487,-3.151361685246229,-97.18,25,0.0001,0.06,6272
2068,97.87,,,201056,7974,,,-97.82,25,,0.05,
2072,97.15,,,201408,7982,,,-97.09,25,,0.06,
2076,97.15,,,201760,7989,,,-97.09,25,,0.06,
2080,97.15,,,202080,7997,,,-97.09,25,,0.06,
2084,97.13,,,202656,8010,,,-97.07,25,,0.06,
2088,97.13,0.5323657682165504,0.057296457525808364,203008,8061,-3.3920615687966347,-3.1840257570147514,-97.07,25,0.0001,0.06,6336
2092,97.13,,,203552,8073,,,-97.07,25,,0.06,
2096,97.71,,,204064,8085,,,-97.66,25,,0.05,
2100,97.15,,,204192,8088,,,-97.09,25,,0.06,
2104,97.15,,,204480,8095,,,-97.09,25,,0.06,
2108,97.15,0.5289689628407359,0.05729066947242245,204928,8147,-3.2797561436891556,-3.2162094190716743,-97.09,25,0.0001,0.06,6400
2112,97.28,,,205248,8154,,,-97.22,25,,0.06,
2116,97.28,,,205792,8166,,,-97.22,25,,0.06,
2120,97.28,,,206208,8176,,,-97.22,25,,0.06,
2124,97.28,,,206752,8188,,,-97.22,25,,0.06,
2128,97.28,0.5255938163027167,0.05578716204036027,207264,8241,-3.1867574118077755,-3.248985219746828,-97.22,25,0.0001,0.06,6464
2132,98.1,,,207392,8244,,,-98.06,25,,0.04,
2136,98.1,,,207680,8251,,,-98.07,25,,0.03,
2140,98.1,,,208128,8261,,,-98.07,25,,0.03,
2144,98.1,,,208448,8268,,,-98.07,25,,0.03,
2148,98.13,,,208832,8277,,,-98.1,25,,0.03,
2152,97.65,0.5222402988001704,0.05441005004104227,209280,8331,-3.063182011246681,-3.2809520810842514,-97.61,25,0.0001,0.04,6528
2156,97.65,,,209664,8339,,,-97.61,25,,0.04,
2160,97.11,,,210368,8354,,,-97.06,25,,0.05,
2164,97.11,,,210496,8357,,,-97.06,25,,0.05,
2168,97.11,,,210752,8364,,,-97.06,25,,0.05,
2172,97.83,0.5189082212746143,0.056013244204223156,211296,8419,-2.9351751692593098,-3.313516367226839,-97.79,25,0.0001,0.04,6592
2176,97.83,,,211648,8427,,,-97.79,25,,0.04,
2180,97.83,,,212032,8436,,,-97.79,25,,0.04,
2184,97.85,,,212480,8446,,,-97.81,25,,0.04,
2188,97.54,,,212864,8455,,,-97.49,25,,0.05,
2192,97.54,0.5155975325033069,0.05445367022184655,213152,8500,-2.798192609101534,-3.3451236970722675,-97.49,25,0.0001,0.05,6656
2196,96.41,,,213632,8510,,,-96.34,25,,0.07,
2200,96.97,,,213792,8515,,,-96.91,25,,0.06,
2204,96.44,,,214080,8522,,,-96.37,25,,0.07,
2208,96.44,,,214528,8532,,,-96.37,25,,0.07,
2212,95.4,,,214816,8539,,,-95.31,25,,0.09,
2216,95.4,0.5123084271326661,0.05413490755017847,215232,8592,-2.670072555541992,-3.377651624381542,-95.31,25,0.0001,0.09,6720
2220,95.4,,,215808,8605,,,-95.31,25,,0.09,
2224,94.85,,,216320,8616,,,-94.75,25,,0.1,
2228,94.85,,,216800,8626,,,-94.75,25,,0.1,
2232,94.85,,,216960,8631,,,-94.75,25,,0.1,
2236,94.85,0.5090403938665986,0.05424510798184201,217184,8680,-2.5427570790052414,-3.409410987049341,-94.75,25,0.0001,0.1,6784
2240,94.85,,,217696,8691,,,-94.75,25,,0.1,
2244,94.43,,,217920,8697,,,-94.32,25,,0.11,
2248,95.0,,,218336,8707,,,-94.9,25,,0.1,
2252,95.0,,,218688,8715,,,-94.9,25,,0.1,
2256,95.48,0.5057933190837502,0.0540858757449314,219520,8776,-2.404794108122587,-3.4424024783074856,-95.39,25,0.0001,0.09,6848
2260,96.02,,,220000,8786,,,-95.94,25,,0.08,
2264,96.02,,,220160,8791,,,-95.94,25,,0.08,
2268,96.02,,,220384,8796,,,-95.94,25,,0.08,
2272,96.02,,,220896,8808,,,-95.94,25,,0.08,
2276,95.31,,,221088,8813,,,-95.22,25,,0.09,
2280,95.31,0.5025666588917375,0.05566041951533407,221248,8858,-2.2723041996359825,-3.4742063023149967,-95.22,24,0.0001,0.09,6912
2284,94.27,,,221760,8869,,,-94.16,25,,0.11,
2288,94.58,,,222208,8879,,,-94.48,25,,0.1,
2292,94.58,,,222720,8890,,,-94.48,25,,0.1,
2296,95.07,,,223232,8902,,,-94.98,25,,0.09,
2300,95.71,0.4993607331998646,0.053908202215097845,223584,8953,-2.1595352813601494,-3.5063989982008934,-95.63,24,0.0001,0.08,6976
2304,96.24,,,224096,8965,,,-96.17,24,,0.07,
2308,96.24,,,224288,8969,,,-96.17,25,,0.07,
2312,97.28,,,224448,8974,,,-97.23,25,,0.05,
2316,96.78,,,224832,8983,,,-96.72,25,,0.06,
2320,96.78,,,225088,8989,,,-96.72,25,,0.06,
2324,97.33,0.49617588007822633,0.05523237644229084,225920,9050,-2.0266889557242393,-3.538184743374586,-97.28,24,0.0001,0.05,7040
2328,97.33,,,226432,9062,,,-97.28,24,,0.05,
2332,97.33,,,226784,9070,,,-97.28,25,,0.05,
2336,97.33,,,227296,9081,,,-97.28,25,,0.05,
2340,97.33,0.49301084922626615,0.05406428792048246,227488,9127,-1.8863841630518436,-3.571858149021864,-97.28,24,0.0001,0.05,7104
2344,97.75,,,227648,9131,,,-97.71,24,,0.04,
2348,97.75,,,228032,9140,,,-97.71,24,,0.04,
2352,97.75,,,228288,9147,,,-97.71,24,,0.04,
2356,97.16,,,228928,9161,,,-97.11,24,,0.05,
2360,97.16,0.48986546555534005,0.05637675826437771,229600,9217,-1.7515294756740332,-3.6035044118762016,-97.11,24,0.0001,0.05,7168
2364,97.16,,,229952,9225,,,-97.11,24,,0.05,
2368,97.16,,,230496,9236,,,-97.11,24,,0.05,
2372,96.75,,,230592,9239,,,-96.69,24,,0.06,
2376,97.46,,,230816,9245,,,-97.41,24,,0.05,
2380,97.46,,,231200,9254,,,-97.41,24,,0.05,
2384,98.5,0.48674027249217033,0.06821004743687809,231456,9304,-1.6365422569215298,-3.636543605476618,-98.47,24,0.0001,0.03,7232
2388,97.91,,,231808,9312,,,-97.87,24,,0.04,
2392,97.91,,,232352,9324,,,-97.87,24,,0.04,
2396,97.91,,,232992,9337,,,-97.87,24,,0.04,
2400,97.91,,,233408,9347,,,-97.87,24,,0.04,
2404,97.91,0.4836348104290664,0.056683373055420816,233792,9399,-1.618306064978242,-3.6684967391192913,-97.87,24,0.0001,0.04,7296
2408,97.91,,,234016,9405,,,-97.87,24,,0.04,
2412,97.51,,,234368,9413,,,-97.46,24,,0.05,
2416,98.01,,,234592,9418,,,-97.97,24,,0.04,
2420,98.01,,,235008,9428,,,-97.97,24,,0.04,
2424,98.01,0.4805498206987977,0.055198651214595884,235552,9478,-1.4846074171364307,-3.7004960998892784,-97.97,24,0.0001,0.04,7360
2428,98.01,,,236192,9492,,,-97.97,24,,0.04,
2432,98.01,,,236608,9502,,,-97.97,24,,0.04,
2436,98.01,,,236992,9510,,,-97.97,24,,0.04,
2440,98.01,,,237216,9516,,,-97.97,24,,0.04,
2444,98.01,,,237568,9524,,,-97.97,24,,0.04,
2448,98.01,0.4774839556775987,0.054696217353921384,237792,9573,-1.373686296865344,-3.7337699867784977,-97.97,24,0.0001,0.04,7424
2452,98.6,,,238208,9583,,,-98.57,24,,0.03,
2456,97.52,,,238720,9593,,,-97.47,24,,0.05,
2460,97.07,,,239200,9604,,,-97.01,24,,0.06,
2464,97.07,,,239552,9612,,,-97.01,24,,0.06,
2468,96.36,0.47443779185414314,0.05517454189248383,240128,9668,-1.2222502194344997,-3.7652419321238995,-96.29,24,0.0001,0.07,7488
2472,96.77,,,240320,9673,,,-96.71,24,,0.06,
2476,96.77,,,240448,9677,,,-96.71,24,,0.06,
2480,96.77,,,240960,9688,,,-96.71,24,,0.06,
2484,96.77,,,241248,9694,,,-96.71,24,,0.06,
2488,97.36,0.47141119791194797,0.05443698383169249,241888,9750,-1.071779828518629,-3.7973749302327633,-97.31,24,0.0001,0.05,7552
2492,97.36,,,241952,9752,,,-97.31,24,,0.05,
2496,96.89,,,242592,9766,,,-96.83,24,,0.06,
2500,96.36,,,242880,9773,,,-96.29,24,,0.07,
2504,96.36,,,243392,9784,,,-96.29,24,,0.07,
2508,96.36,,,243616,9790,,,-96.29,24,,0.07,
2512,96.76,0.46840386698022485,0.05519357597222552,244000,9840,-0.922681761905551,-3.8295368142426014,-96.7,24,0.0001,0.06,7616
2516,96.76,,,244288,9847,,,-96.7,24,,0.06,
2520,96.37,,,244832,9858,,,-96.3,24,,0.07,
2524,96.37,,,245152,9866,,,-96.3,24,,0.07,
2528,95.98,,,245728,9878,,,-95.9,24,,0.08,
2532,95.95,0.46541644679382443,0.05965610558632761,245984,9928,-0.7961283847689629,-3.8612083941698074,-95.87,24,0.0001,0.08,7680
2536,95.95,,,246560,9940,,,-95.87,24,,0.08,
2540,95.95,,,246752,9946,,,-95.87,24,,0.08,
2544,95.95,,,247200,9956,,,-95.87,24,,0.08,
2548,95.95,,,247488,9963,,,-95.87,24,,0.08,
2552,95.95,0.4624479874037206,0.05890820157947019,248032,10019,-0.7277530236169696,-3.8947759866714478,-95.87,24,0.0001,0.08,7744
2556,96.22,,,248320,10025,,,-96.14,24,,0.08,
2560,96.57,,,248608,10032,,,-96.5,24,,0.07,
2564,96.57,,,249056,10042,,,-96.5,24,,0.07,
2568,97.28,,,249728,10056,,,-97.22,24,,0.06,
2572,97.28,0.459497488103807,0.05781104747438803,249920,10103,-0.5853212736546993,-3.926687303930521,-97.22,24,0.0001,0.06,7808
2576,96.83,,,250336,10112,,,-96.76,24,,0.07,
2580,96.83,,,250656,10120,,,-96.76,24,,0.07,
2584,96.11,,,251008,10128,,,-96.02,24,,0.09,
2588,96.11,,,251296,10135,,,-96.02,24,,0.09,
2592,96.11,,,251552,10141,,,-96.02,24,,0.09,
2596,96.58,0.4565661381930113,0.05844762036576867,252160,10197,-0.4418074171990156,-3.9588984474539757,-96.5,24,0.0001,0.08,7872
2600,96.53,,,252928,10214,,,-96.45,24,,0.08,
2604,96.53,,,253088,10218,,,-96.45,24,,0.08,
2608,96.53,,,253280,10223,,,-96.45,24,,0.08,
2612,96.53,,,253792,10234,,,-96.45,24,,0.08,
2616,96.44,,,253920,10238,,,-96.35,24,,0.09,
2620,96.1,0.45365365454927087,0.06321697909152135,254304,10291,-0.3091113823466003,-3.9910473749041557,-96.01,24,0.0001,0.09,7936
2624,96.1,,,254720,10300,,,-96.01,24,,0.09,
2628,96.43,,,255232,10311,,,-96.35,24,,0.08,
2632,96.46,0.4507598583586514,0.05939821706851944,256064,10368,-0.18189008464105427,-4.023241929709911,-96.38,24,0.0001,0.08,8000
2636,96.46,,,256192,10372,,,-96.38,24,,0.08,
2640,96.46,,,256480,10378,,,-96.38,24,,0.08,
2644,95.72,,,256960,10389,,,-95.63,24,,0.09,
2648,95.66,,,257120,10393,,,-95.57,24,,0.09,
2652,95.44,,,257216,10396,,,-95.34,24,,0.1,
2656,96.04,,,257696,10407,,,-95.95,24,,0.09,
2660,96.35,0.4478845982812345,0.06119280750863254,258208,10462,-0.05823340477945749,-4.05532018840313,-96.27,24,0.0001,0.08,8064
2664,96.35,,,258880,10476,,,-96.27,24,,0.08,
2668,96.35,,,259392,10487,,,-96.27,24,,0.08,
2672,96.35,,,259680,10494,,,-96.27,24,,0.08,
2676,96.8,0.4450280317105353,0.06477930344408378,260160,10548,0.04872368898941204,-4.087506033480167,-96.73,24,0.0001,0.07,8128
2680,97.32,,,260320,10553,,,-97.26,24,,0.06,
2684,97.52,,,260416,10555,,,-97.47,24,,0.05,
2688,97.52,,,260896,10566,,,-97.47,24,,0.05,
2692,97.52,,,261408,10577,,,-97.47,24,,0.05,
2696,97.52,,,262080,10591,,,-97.47,24,,0.05,
2700,97.47,0.44218923756852746,0.060962310060858727,262592,10643,0.16969016997609288,-4.120856896042824,-97.42,24,0.0001,0.05,8192
2704,97.47,,,262848,10650,,,-97.42,24,,0.05,
2708,97.45,,,263328,10660,,,-97.4,24,,0.05,
2712,97.45,,,263488,10665,,,-97.4,24,,0.05,
2716,97.54,,,263584,10667,,,-97.5,24,,0.04,
2720,98.27,,,264032,10678,,,-98.24,24,,0.03,
2724,97.57,0.43936850829049945,0.061389770184177905,264352,10726,0.3064285053405911,-4.152253299951553,-97.53,24,0.0001,0.04,8256
2728,95.94,,,264800,10736,,,-95.87,24,,0.07,
2732,95.94,,,265280,10747,,,-95.87,24,,0.07,
2736,95.94,,,265792,10758,,,-95.87,24,,0.07,
2740,95.5,,,265952,10763,,,-95.42,24,,0.08,
2744,96.24,0.4365662853233516,0.05928042781306431,266560,10819,0.440683264285326,-4.18327284604311,-96.17,24,0.0001,0.07,8320
2748,96.24,,,266720,10823,,,-96.17,24,,0.07,
2752,96.52,,,267104,10832,,,-96.46,24,,0.06,
2756,96.28,,,267520,10841,,,-96.21,24,,0.07,
2760,96.28,,,267808,10848,,,-96.21,24,,0.07,
2764,95.89,,,268256,10858,,,-95.81,24,,0.08,
2768,95.89,0.43378229858353734,0.061768460902385414,268960,10916,0.5686602205969393,-4.216177873313427,-95.81,24,0.0001,0.08,8384
2772,95.89,,,269120,10920,,,-95.81,24,,0.08,
2776,95.89,,,269760,10934,,,-95.81,24,,0.08,
2780,95.77,,,269920,10939,,,-95.69,24,,0.08,
2784,95.38,,,270016,10941,,,-95.29,24,,0.09,
2788,95.38,0.431015620008111,0.05978997779311612,270720,10995,0.6823858683928847,-4.248950019478798,-95.29,24,0.0001,0.09,8448
2792,95.38,,,270912,11000,,,-95.29,24,,0.09,
2796,94.86,,,271360,11010,,,-94.76,24,,0.1,
2800,95.18,,,272128,11026,,,-95.08,24,,0.1,
2804,95.18,,,272192,11028,,,-95.08,24,,0.1,
2808,95.2,0.42826623981818557,0.07210648851469159,272928,11087,0.8007280556485057,-4.281021878123283,-95.1,24,0.0001,0.1,8512
2812,95.2,,,273120,11093,,,-95.1,24,,0.1,
2816,95.2,,,273216,11095,,,-95.1,24,,0.1,
2820,94.65,,,273696,11105,,,-94.54,24,,0.11,
2824,95.35,,,273984,11112,,,-95.25,24,,0.1,
2828,97.04,,,274432,11122,,,-96.97,24,,0.07,
2832,96.53,0.42553445929661393,0.0637397300451994,274880,11176,0.9299690369516611,-4.314232684671879,-96.45,24,0.0001,0.08,8576
2836,95.93,,,275328,11186,,,-95.84,24,,0.09,
2840,96.37,,,275520,11191,,,-96.29,24,,0.08,
2844,95.16,,,276128,11204,,,-95.06,24,,0.1,
2848,95.16,,,276320,11209,,,-95.06,24,,0.1,
2852,95.16,0.422819715924561,0.061936438258271664,276704,11257,1.0520853996276855,-4.346217259764671,-95.06,24,0.0001,0.1,8640
2856,95.4,,,277120,11266,,,-95.31,24,,0.09,
2860,94.9,,,277312,11271,,,-94.8,24,,0.1,
2864,95.29,,,277856,11283,,,-95.2,24,,0.09,
2868,94.63,,,278400,11295,,,-94.53,24,,0.1,
2872,94.63,0.42012273194268346,0.06291391607373953,278560,11343,1.1686373949050903,-4.377889521420002,-94.53,24,0.0001,0.1,8704
2876,94.63,,,279264,11358,,,-94.53,24,,0.1,
2880,94.75,,,279488,11363,,,-94.65,24,,0.1,
2884,95.14,,,279584,11366,,,-95.05,24,,0.09,
2888,95.14,,,280320,11382,,,-95.05,24,,0.09,
2892,95.14,,,280384,11384,,,-95.05,24,,0.09,
2896,95.07,0.4174430235289037,0.06325461296364665,280960,11440,1.2865692116320133,-4.409948907792568,-94.98,24,0.0001,0.09,8768
2900,95.38,,,281600,11454,,,-95.3,24,,0.08,
2904,95.08,,,281696,11456,,,-94.99,24,,0.09,
2908,94.61,,,281792,11459,,,-94.51,24,,0.1,
2912,94.61,,,282560,11475,,,-94.51,24,,0.1,
2916,94.61,0.41478040954098105,0.06241208506980911,282720,11519,1.3872828986495733,-4.443202801048756,-94.51,24,0.0001,0.1,8832
2920,94.83,,,283232,11530,,,-94.73,24,,0.1,
2924,94.83,,,283552,11537,,,-94.73,24,,0.1,
2928,94.83,,,284064,11549,,,-94.73,24,,0.1,
2932,95.23,0.41213463665917516,0.06638449389720336,284704,11606,1.495284453034401,-4.474038124084473,-95.14,24,0.0001,0.09,8896
2936,95.26,,,284896,11610,,,-95.17,24,,0.09,
2940,95.26,,,284992,11613,,,-95.17,24,,0.09,
2944,96.47,,,285664,11627,,,-96.4,24,,0.07,
2948,96.47,,,285920,11633,,,-96.4,24,,0.07,
