time/episodes,rollout/ep_len_mean,train/ent_coef,train/critic_loss,time/total_timesteps,time/time_elapsed,train/actor_loss,train/ent_coef_loss,rollout/ep_rew_mean,time/fps,train/learning_rate,rollout/success_rate,train/n_updates
2952,96.47,,,286400,11644,,,-96.4,24,,0.07,
2956,96.42,0.4095061239786446,0.06429824879160151,286752,11692,1.6073435228317976,-4.50785057246685,-96.35,24,0.0001,0.07,8960
2960,96.42,,,287072,11700,,,-96.35,24,,0.07,
2964,96.19,,,287584,11711,,,-96.11,24,,0.08,
2968,96.85,,,288032,11721,,,-96.78,24,,0.07,
2972,96.85,,,288128,11724,,,-96.78,24,,0.07,
2976,96.34,,,288576,11734,,,-96.26,24,,0.08,
2980,95.63,0.4068936831317842,0.0659230388700962,289024,11787,1.712168963626027,-4.539389960467815,-95.54,24,0.0001,0.09,9024
2984,95.01,,,289184,11791,,,-94.91,24,,0.1,
2988,94.39,,,289536,11798,,,-94.28,24,,0.11,
2992,94.39,,,289920,11807,,,-94.28,24,,0.11,
2996,94.98,,,290464,11819,,,-94.88,24,,0.1,
3000,94.98,0.4042981704697013,0.06767771730665118,291200,11878,1.8190356325358152,-4.572459518909454,-94.88,24,0.0001,0.1,9088
3004,94.94,,,291296,11881,,,-94.84,24,,0.1,
3008,95.41,,,291520,11886,,,-95.32,24,,0.09,
3012,95.41,,,292160,11900,,,-95.32,24,,0.09,
3016,95.41,,,292320,11903,,,-95.32,24,,0.09,
3020,95.74,,,292736,11913,,,-95.66,24,,0.08,
3024,95.74,0.40171883534640074,0.0661658986355178,293120,11965,1.9264612086117268,-4.604633651673794,-95.66,24,0.0001,0.08,9152
3028,95.74,,,293664,11977,,,-95.66,24,,0.08,
3032,95.17,,,294144,11987,,,-95.08,24,,0.09,
3036,95.74,,,294496,11995,,,-95.66,24,,0.08,
3040,95.28,,,294528,11996,,,-95.19,24,,0.09,
3044,95.28,0.3991561415605247,0.07029450678965077,295264,12051,2.0369013249874115,-4.636345632374287,-95.19,24,0.0001,0.09,9216
3048,95.28,,,295488,12057,,,-95.19,24,,0.09,
3052,95.28,,,295584,12059,,,-95.19,24,,0.09,
3056,95.34,,,296192,12072,,,-95.25,24,,0.09,
3060,95.34,,,296672,12083,,,-95.25,24,,0.09,
3064,95.57,0.3966099633835256,0.06672415003413334,297184,12138,2.1434664577245712,-4.669273532927036,-95.49,24,0.0001,0.08,9280
3068,94.98,,,297632,12148,,,-94.89,24,,0.09,
3072,94.98,,,297728,12150,,,-94.89,24,,0.09,
3076,95.49,,,298176,12160,,,-95.41,24,,0.08,
3080,96.2,,,298624,12170,,,-96.13,24,,0.07,
3084,96.57,,,298784,12174,,,-96.51,24,,0.06,
3088,97.44,0.39407961815595627,0.06837079365504906,299392,12231,2.237012792378664,-4.700663201510906,-97.39,24,0.0001,0.05,9344
3092,97.44,,,299872,12241,,,-97.39,24,,0.05,
3096,97.42,,,300384,12253,,,-97.37,24,,0.05,
3100,97.42,,,300832,12262,,,-97.37,24,,0.05,
3104,97.76,,,300928,12265,,,-97.72,24,,0.04,
3108,97.49,0.39156620716676116,0.07009310246212408,301120,12311,2.345307193696499,-4.732683904469013,-97.44,24,0.0001,0.05,9408
3112,96.37,,,301664,12323,,,-96.3,24,,0.07,
3116,96.37,,,301888,12329,,,-96.3,24,,0.07,
3120,96.37,,,302240,12337,,,-96.3,24,,0.07,
3124,95.73,,,302816,12349,,,-95.65,24,,0.08,
3128,95.73,0.3890690440312028,0.07323010609252378,303296,12403,2.4438734501600266,-4.764848232269287,-95.65,24,0.0001,0.08,9472
3132,95.96,,,303744,12413,,,-95.88,24,,0.08,
3136,95.96,,,304096,12421,,,-95.88,24,,0.08,
3140,96.42,,,304192,12423,,,-96.35,24,,0.07,
3144,96.4,,,304576,12432,,,-96.33,24,,0.07,
3148,96.4,,,305088,12444,,,-96.33,24,,0.07,
3152,95.98,0.386587324552238,0.06833377899602056,305376,12486,2.5596425384283066,-4.797944746911526,-95.9,24,0.0001,0.08,9536
3156,96.47,,,305952,12498,,,-96.4,24,,0.07,
3160,96.34,,,306368,12506,,,-96.27,24,,0.07,
3164,96.13,,,306592,12512,,,-96.06,24,,0.07,
3168,96.72,0.38412134628742933,0.07089396798983216,307296,12569,2.6730985082685947,-4.830686405301094,-96.66,24,0.0001,0.06,9600
3172,96.72,,,307392,12572,,,-96.66,24,,0.06,
3176,96.72,,,307776,12580,,,-96.66,24,,0.06,
3180,96.11,,,308224,12590,,,-96.04,24,,0.07,
3184,96.11,,,308384,12594,,,-96.04,24,,0.07,
3188,96.07,,,308992,12607,,,-96.0,24,,0.07,
3192,96.07,0.38167070504277945,0.07063105161068961,309472,12663,2.7802029624581337,-4.863038904964924,-96.0,24,0.0001,0.07,9664
3196,95.77,,,309696,12669,,,-95.69,24,,0.08,
3200,95.69,,,310496,12686,,,-95.61,24,,0.08,
3204,95.69,,,310592,12688,,,-95.61,24,,0.08,
3208,95.75,,,310912,12696,,,-95.67,24,,0.08,
3212,96.87,0.3792356732301414,0.07271555322222412,311328,12745,2.8872020728886127,-4.894543118774891,-96.81,24,0.0001,0.06,9728
3216,96.47,,,311520,12750,,,-96.4,24,,0.07,
3220,96.45,,,312032,12761,,,-96.38,24,,0.07,
3224,97.09,,,312576,12773,,,-97.03,24,,0.06,
3228,97.09,,,312896,12781,,,-97.03,24,,0.06,
3232,96.9,,,313344,12791,,,-96.84,24,,0.06,
3236,96.9,0.3768167970702052,0.07349324045935646,313728,12842,2.9837001524865627,-4.927154906094074,-96.84,24,0.0001,0.06,9792
3240,96.9,,,313952,12848,,,-96.84,24,,0.06,
3244,96.92,,,314304,12855,,,-96.86,24,,0.06,
3248,96.16,,,314720,12865,,,-96.09,24,,0.07,
3252,96.58,,,314912,12869,,,-96.52,24,,0.06,
3256,96.26,0.37441307911649346,0.07367319124750793,315520,12926,3.08892809972167,-4.958924390375614,-96.19,24,0.0001,0.07,9856
3260,96.39,,,315968,12936,,,-96.32,24,,0.07,
3264,95.46,,,316128,12941,,,-95.37,24,,0.09,
3268,95.09,,,316704,12953,,,-94.99,24,,0.1,
3272,95.09,,,316992,12960,,,-94.99,24,,0.1,
3276,95.09,,,317312,12967,,,-94.99,24,,0.1,
3280,95.52,0.37202487234026194,0.0779127087444067,317728,13018,3.195445254445076,-4.991567850112915,-95.43,24,0.0001,0.09,9920
3284,95.23,,,317952,13024,,,-95.13,24,,0.1,
3288,95.27,,,318592,13038,,,-95.17,24,,0.1,
3292,95.27,,,319168,13050,,,-95.17,24,,0.1,
3296,95.59,,,319328,13055,,,-95.5,24,,0.09,
3300,95.06,0.36965149035677314,0.14518800127552822,319616,13104,3.300783321261406,-5.025151006877422,-94.95,24,0.0001,0.11,9984
3304,95.06,,,320128,13115,,,-94.95,24,,0.11,
3308,95.27,,,320320,13120,,,-95.17,24,,0.1,
3312,95.14,,,320832,13132,,,-95.04,24,,0.1,
3316,95.54,,,321120,13139,,,-95.45,24,,0.09,
3320,95.03,0.3672929536551237,0.11560797522542998,321696,13195,3.2419280223548412,-5.057912178337574,-94.93,24,0.0001,0.1,10048
3324,94.91,,,322080,13204,,,-94.81,24,,0.1,
3328,94.91,,,322464,13213,,,-94.81,24,,0.1,
3332,94.77,,,322752,13219,,,-94.67,24,,0.1,
3336,94.61,,,323008,13225,,,-94.51,24,,0.1,
3340,94.61,,,323328,13232,,,-94.51,24,,0.1,
3344,94.61,0.36494940100237727,0.07178931188536808,323840,13287,3.320847362279892,-5.089417353272438,-94.51,24,0.0001,0.1,10112
3348,94.53,,,324192,13296,,,-94.43,24,,0.1,
3352,95.23,,,324832,13309,,,-95.13,24,,0.1,
3356,95.55,,,325280,13319,,,-95.46,24,,0.09,
3360,95.55,0.3626207993365824,0.06840168009512126,325664,13368,3.467529568821192,-5.121877931058407,-95.46,24,0.0001,0.09,10176
3364,96.69,,,325952,13374,,,-96.62,24,,0.07,
3368,97.06,,,326208,13381,,,-97.0,24,,0.06,
3372,97.06,,,326528,13388,,,-97.0,24,,0.06,
3376,97.06,,,327040,13400,,,-97.0,24,,0.06,
3380,97.24,,,327392,13408,,,-97.18,24,,0.06,
3384,97.53,0.3603070629760623,0.07145051390398294,328032,13465,3.598668083548546,-5.154486246407032,-97.48,24,0.0001,0.05,10240
3388,97.43,,,328480,13475,,,-97.38,24,,0.05,
3392,97.43,,,328864,13483,,,-97.38,24,,0.05,
3396,97.43,,,329152,13490,,,-97.38,24,,0.05,
3400,98.04,,,329408,13497,,,-98.01,24,,0.03,
3404,98.04,,,329728,13504,,,-98.01,24,,0.03,
3408,98.04,0.3580080824904144,0.07369407714577392,330240,13559,3.728288885205984,-5.187070444226265,-98.01,24,0.0001,0.03,10304
3412,98.17,,,330592,13567,,,-98.14,24,,0.03,
3416,97.86,,,330880,13574,,,-97.82,24,,0.04,
3420,98.39,,,331552,13588,,,-98.36,24,,0.03,
3424,98.51,0.35572376288473606,0.07065878761932254,332064,13641,3.8422318175435066,-5.219560645520687,-98.48,24,0.0001,0.03,10368
3428,98.51,,,332352,13648,,,-98.48,24,,0.03,
3432,99.29,,,332608,13654,,,-99.27,24,,0.02,
3436,99.45,,,332928,13662,,,-99.43,24,,0.02,
3440,99.03,,,333408,13673,,,-99.0,24,,0.03,
3444,97.98,,,333632,13679,,,-97.93,24,,0.05,
3448,98.04,0.3534540166147053,0.0724251396022737,333920,13725,3.954266931861639,-5.2512966468930244,-98.0,24,0.0001,0.04,10432
3452,98.04,,,334432,13735,,,-98.0,24,,0.04,
3456,97.54,,,334880,13746,,,-97.49,24,,0.05,
3460,97.53,,,335520,13759,,,-97.48,24,,0.05,
3464,97.53,,,335744,13765,,,-97.48,24,,0.05,
3468,97.53,0.35119875660166144,0.07676602702122182,336128,13817,4.050263520330191,-5.283142790198326,-97.48,24,0.0001,0.05,10496
3472,97.53,,,336608,13828,,,-97.48,24,,0.05,
3476,97.53,,,336832,13833,,,-97.48,24,,0.05,
3480,97.53,,,337120,13840,,,-97.48,24,,0.05,
3484,97.13,,,337536,13849,,,-97.07,24,,0.06,
3488,97.13,,,337856,13857,,,-97.07,24,,0.06,
3492,97.23,0.3489578808657825,0.07959727343404666,338496,13914,4.148068077862263,-5.315399281680584,-97.17,24,0.0001,0.06,10560
3496,97.23,,,338944,13924,,,-97.17,24,,0.06,
3500,97.23,,,339328,13933,,,-97.17,24,,0.06,
3504,97.23,,,339808,13943,,,-97.17,24,,0.06,
3508,97.23,0.34673138754442334,0.07906380563508719,340032,13989,4.248508416116238,-5.347605437040329,-97.17,24,0.0001,0.06,10624
3512,97.23,,,340320,13996,,,-97.17,24,,0.06,
3516,97.54,,,340736,14005,,,-97.49,24,,0.05,
3520,97.42,,,340992,14011,,,-97.36,24,,0.06,
3524,96.96,,,341664,14025,,,-96.89,24,,0.07,
3528,96.96,,,341952,14032,,,-96.89,24,,0.07,
3532,96.91,0.3445191541686654,0.07699547975789756,342336,14085,4.3460448533296585,-5.379068896174431,-96.84,24,0.0001,0.07,10688
3536,96.51,,,342976,14098,,,-96.43,24,,0.08,
3540,96.93,,,343104,14102,,,-96.86,24,,0.07,
3544,96.84,,,343360,14108,,,-96.77,24,,0.07,
3548,97.45,,,343552,14113,,,-97.39,24,,0.06,
3552,97.45,0.34232110995799303,0.07826708408538252,344096,14168,4.45861854404211,-5.411873534321785,-97.39,24,0.0001,0.06,10752
3556,97.95,,,344480,14177,,,-97.9,24,,0.05,
3560,97.39,,,345120,14191,,,-97.33,24,,0.06,
3564,97.39,,,345504,14199,,,-97.33,24,,0.06,
3568,97.39,,,346112,14212,,,-97.33,24,,0.06,
3572,97.39,0.34013690147548914,0.07764599047368392,346272,14260,4.561037018895149,-5.444113343954086,-97.33,24,0.0001,0.06,10816
3576,97.39,,,346432,14264,,,-97.33,24,,0.06,
3580,97.39,,,346752,14271,,,-97.33,24,,0.06,
3584,97.79,,,347296,14284,,,-97.74,24,,0.05,
3588,97.69,,,347456,14288,,,-97.64,24,,0.05,
3592,97.69,0.3379666404798627,0.07325080555165187,348320,14347,4.662692837417126,-5.476634919643402,-97.64,24,0.0001,0.05,10880
3596,97.69,,,348704,14355,,,-97.64,24,,0.05,
3600,97.64,,,349248,14367,,,-97.59,24,,0.05,
3604,97.64,,,349472,14373,,,-97.59,24,,0.05,
3608,97.64,,,349632,14377,,,-97.59,24,,0.05,
3612,97.64,,,349952,14384,,,-97.59,24,,0.05,
3616,97.64,0.3358102780766785,0.07821814471390098,350496,14440,4.7558208629488945,-5.508070707321167,-97.59,24,0.0001,0.05,10944
3620,97.76,,,350656,14444,,,-97.72,24,,0.04,
3624,97.02,,,351264,14457,,,-96.97,24,,0.05,
3628,96.6,,,351552,14464,,,-96.54,24,,0.06,
3632,96.65,,,351936,14473,,,-96.59,24,,0.06,
3636,97.05,0.33366783475503325,0.080262876173947,352576,14530,4.845779903233051,-5.540472641587257,-97.0,24,0.0001,0.05,11008
3640,97.66,,,352832,14537,,,-97.62,24,,0.04,
3644,97.21,,,353120,14543,,,-97.16,24,,0.05,
3648,97.21,,,353632,14555,,,-97.16,24,,0.05,
3652,97.21,,,353792,14559,,,-97.16,24,,0.05,
3656,97.21,0.3315392662771046,0.08145506732398644,354336,14611,4.940743513405323,-5.571754269301891,-97.16,24,0.0001,0.05,11072
3660,97.71,,,354720,14619,,,-97.67,24,,0.04,
3664,97.71,,,355136,14628,,,-97.67,24,,0.04,
3668,97.67,,,355776,14642,,,-97.63,24,,0.04,
3672,97.67,,,356032,14649,,,-97.63,24,,0.04,
3676,97.15,,,356256,14654,,,-97.1,24,,0.05,
3680,97.15,0.3294243752025068,0.08512297197012231,356736,14708,5.032731227576733,-5.604454658925533,-97.1,24,0.0001,0.05,11136
3684,97.15,,,356960,14713,,,-97.1,24,,0.05,
3688,97.25,,,357280,14720,,,-97.2,24,,0.05,
3692,97.25,,,357920,14734,,,-97.2,24,,0.05,
3696,96.78,,,358304,14743,,,-96.72,24,,0.06,
3700,96.83,0.32732367143034935,0.09145688230637461,358912,14799,5.12556267529726,-5.634405516088009,-96.77,24,0.0001,0.06,11200
3704,96.83,,,359168,14805,,,-96.77,24,,0.06,
3708,96.83,,,359456,14812,,,-96.77,24,,0.06,
3712,96.42,,,359840,14821,,,-96.35,24,,0.07,
3716,96.42,,,360096,14827,,,-96.35,24,,0.07,
3720,96.42,,,360448,14834,,,-96.35,24,,0.07,
3724,97.62,0.32523680943995714,0.08436066133435816,360928,14885,5.216336011886597,-5.667815811932087,-97.57,24,0.0001,0.05,11264
3728,98.04,,,361504,14898,,,-98.0,24,,0.04,
3732,98.04,,,362112,14911,,,-98.0,24,,0.04,
3736,97.89,,,362304,14916,,,-97.84,24,,0.05,
3740,97.37,,,362464,14920,,,-97.31,24,,0.06,
3744,97.82,0.32316235825419426,0.08027724991552532,362880,14973,5.3123562559485435,-5.701257988810539,-97.77,24,0.0001,0.05,11328
3748,97.82,,,363296,14982,,,-97.77,24,,0.05,
3752,97.82,,,363456,14986,,,-97.77,24,,0.05,
3756,97.68,,,364064,15000,,,-97.63,24,,0.05,
3760,97.04,0.3211015220731497,0.07862079842016101,364608,15055,5.4036154970526695,-5.731646254658699,-96.98,24,0.0001,0.06,11392
3764,96.58,,,364800,15060,,,-96.51,24,,0.07,
3768,96.62,,,365440,15074,,,-96.55,24,,0.07,
3772,96.62,,,365632,15079,,,-96.55,24,,0.07,
3776,97.14,,,365856,15084,,,-97.08,24,,0.06,
3780,97.14,,,366432,15096,,,-97.08,24,,0.06,
3784,97.14,0.31905452394858,0.0786580314161256,366656,15144,5.480119481682777,-5.763301327824593,-97.08,24,0.0001,0.06,11456
3788,96.42,,,366880,15150,,,-96.35,24,,0.07,
3792,96.15,,,367520,15163,,,-96.07,24,,0.08,
3796,96.6,,,367904,15172,,,-96.53,24,,0.07,
3800,96.6,,,368576,15187,,,-96.53,24,,0.07,
3804,96.6,0.3170202490873635,0.08114822750212625,368768,15234,5.572084940969944,-5.7966504991054535,-96.53,24,0.0001,0.07,11520
3808,96.6,,,368992,15240,,,-96.53,24,,0.07,
3812,96.3,,,369344,15248,,,-96.23,24,,0.07,
3816,96.24,,,369696,15256,,,-96.17,24,,0.07,
3820,95.55,,,369952,15262,,,-95.47,24,,0.08,
3824,95.53,,,370624,15277,,,-95.45,24,,0.08,
3828,94.88,0.31499874917790294,0.0840269522741437,371072,15330,5.656607858836651,-5.828742139041424,-94.79,24,0.0001,0.09,11584
3832,94.88,,,371200,15334,,,-94.79,24,,0.09,
3836,94.87,,,371872,15348,,,-94.79,24,,0.08,
3840,94.84,,,372064,15353,,,-94.76,24,,0.08,
3844,94.84,,,372320,15359,,,-94.76,24,,0.08,
3848,94.84,0.31299007683992386,0.08307439216878265,372832,15410,5.742536522448063,-5.859608121216297,-94.76,24,0.0001,0.08,11648
3852,94.84,,,372992,15414,,,-94.76,24,,0.08,
3856,94.74,,,373280,15421,,,-94.65,24,,0.09,
3860,94.72,,,373920,15435,,,-94.62,24,,0.1,
3864,95.18,,,374368,15445,,,-95.09,24,,0.09,
3868,94.57,,,374592,15450,,,-94.47,24,,0.1,
3872,94.44,0.31099447468295693,0.08386927231913432,375104,15505,5.827388614416122,-5.893500901758671,-94.34,24,0.0001,0.1,11712
3876,94.13,,,375392,15512,,,-94.02,24,,0.11,
3880,94.13,,,375744,15520,,,-94.02,24,,0.11,
3884,93.61,,,376096,15528,,,-93.49,24,,0.12,
3888,93.9,,,376320,15534,,,-93.78,24,,0.12,
3892,94.17,,,376704,15543,,,-94.06,24,,0.11,
3896,94.13,0.30901157343760133,0.09353068331256509,377536,15604,5.918335914611816,-5.922237567603588,-94.02,24,0.0001,0.11,11776
3900,94.13,,,377792,15611,,,-94.02,24,,0.11,
3904,94.13,,,378304,15622,,,-94.02,24,,0.11,
3908,94.03,,,378464,15626,,,-93.91,24,,0.12,
3912,94.74,0.3070418843999505,0.09304510895162821,378944,15680,6.00695414096117,-5.955323338508606,-94.63,24,0.0001,0.11,11840
3916,94.8,,,379296,15688,,,-94.69,24,,0.11,
3920,95.09,,,379520,15694,,,-94.98,24,,0.11,
3924,95.11,,,379744,15700,,,-95.0,24,,0.11,
3928,95.11,,,380672,15719,,,-95.0,24,,0.11,
3932,95.6,,,380928,15725,,,-95.5,24,,0.1,
3936,95.32,0.3050847672857344,0.09719005809165537,381472,15777,6.086943417787552,-5.985881894826889,-95.21,24,0.0001,0.11,11904
3940,95.32,,,381632,15781,,,-95.21,24,,0.11,
3944,95.87,,,382080,15791,,,-95.77,24,,0.1,
3948,95.84,,,382432,15799,,,-95.74,24,,0.1,
3952,95.84,,,382720,15806,,,-95.74,24,,0.1,
3956,96.03,,,382880,15811,,,-95.94,24,,0.09,
3960,96.46,0.3031403054483235,0.09384207858238369,383456,15867,6.160258337855339,-6.018195331096649,-96.38,24,0.0001,0.08,11968
3964,96.41,,,384128,15880,,,-96.33,24,,0.08,
3968,96.9,,,384448,15888,,,-96.83,24,,0.07,
3972,97.03,,,384832,15897,,,-96.96,24,,0.07,
3976,97.0,,,384992,15901,,,-96.94,24,,0.06,
3980,96.85,0.3012081370688975,0.09147228149231523,385376,15953,6.234663262963295,-6.04917186498642,-96.79,24,0.0001,0.06,12032
3984,97.12,,,385856,15964,,,-97.06,24,,0.06,
3988,97.55,,,386048,15969,,,-97.5,24,,0.05,
3992,96.87,,,386304,15975,,,-96.81,24,,0.06,
3996,95.94,,,387072,15991,,,-95.87,24,,0.07,
4000,95.87,0.2992885382845998,0.10041272616945207,387392,16041,6.293406441807747,-6.077944107353687,-95.8,24,0.0001,0.07,12096
4004,95.4,,,387776,16050,,,-95.32,24,,0.08,
4008,95.5,,,388064,16057,,,-95.43,24,,0.07,
4012,95.5,,,388288,16062,,,-95.43,24,,0.07,
4016,94.35,,,388576,16069,,,-94.26,24,,0.09,
4020,94.16,,,389056,16079,,,-94.07,24,,0.09,
4024,94.56,0.2973812920972705,0.10115867259446532,389248,16124,6.373772248625755,-6.112126089632511,-94.48,24,0.0001,0.08,12160
4028,94.21,,,390112,16142,,,-94.12,24,,0.09,
4032,94.37,,,390304,16147,,,-94.28,24,,0.09,
4036,94.81,,,390848,16159,,,-94.73,24,,0.08,
4040,94.25,,,391072,16165,,,-94.16,24,,0.09,
4044,94.2,0.29548608558252454,0.10229570174124092,391392,16216,6.457393988966942,-6.1433136239647865,-94.11,24,0.0001,0.09,12224
4048,94.23,,,391776,16224,,,-94.14,24,,0.09,
4052,94.23,,,392256,16234,,,-94.14,24,,0.09,
4056,94.28,,,392448,16239,,,-94.19,24,,0.09,
4060,94.44,,,392864,16248,,,-94.36,24,,0.08,
4064,94.49,0.2936029667034745,0.10052647336851805,393504,16305,6.523821420967579,-6.177438884973526,-94.41,24,0.0001,0.08,12288
4068,94.27,,,393888,16313,,,-94.19,24,,0.08,
4072,94.19,,,394176,16321,,,-94.11,24,,0.08,
4076,94.53,,,394592,16330,,,-94.45,24,,0.08,
4080,94.68,,,394976,16339,,,-94.6,24,,0.08,
4084,94.93,0.29173185396939516,0.10605090344324708,395456,16388,6.603089049458504,-6.208086147904396,-94.86,24,0.0001,0.07,12352
4088,94.93,,,395648,16393,,,-94.86,24,,0.07,
4092,95.61,,,396064,16402,,,-95.55,24,,0.06,
4096,96.3,,,396704,16416,,,-96.24,24,,0.06,
4100,95.77,,,396960,16422,,,-95.7,24,,0.07,
4104,96.24,,,397248,16428,,,-96.18,24,,0.06,
4108,96.19,0.2898726719431579,0.10131257586181164,397728,16482,6.683479055762291,-6.239408545196056,-96.13,24,0.0001,0.06,12416
4112,96.19,,,397920,16487,,,-96.13,24,,0.06,
4116,96.99,,,398432,16498,,,-96.94,24,,0.05,
4120,97.18,,,398784,16506,,,-97.13,24,,0.05,
4124,97.02,,,399232,16516,,,-96.97,24,,0.05,
4128,96.85,0.2880253060720861,0.10611906554549932,399616,16568,6.755754604935646,-6.271462805569172,-96.8,24,0.0001,0.05,12480
4132,96.04,,,399904,16575,,,-95.98,24,,0.06,
4136,96.04,,,400288,16584,,,-95.98,24,,0.06,
4140,96.6,,,400608,16591,,,-96.55,24,,0.05,
4144,96.65,,,400992,16599,,,-96.6,24,,0.05,
4148,96.65,,,401376,16608,,,-96.6,24,,0.05,
4152,96.58,0.2861897135153413,0.11138220119755715,401920,16664,6.828028574585915,-6.302386485040188,-96.53,24,0.0001,0.05,12544
4156,96.58,,,402432,16675,,,-96.53,24,,0.05,
4160,96.72,,,402816,16684,,,-96.67,24,,0.05,
4164,96.16,,,403104,16691,,,-96.1,24,,0.06,
4168,96.45,,,403360,16697,,,-96.39,24,,0.06,
4172,96.53,0.2843658090569079,0.23347488942090422,403776,16746,6.88954608887434,-6.336686499416828,-96.47,24,0.0001,0.06,12608
4176,96.53,,,404160,16755,,,-96.47,24,,0.06,
4180,96.53,,,404576,16764,,,-96.47,24,,0.06,
4184,96.53,,,405120,16776,,,-96.47,24,,0.06,
4188,96.53,0.28255222784355283,0.1376470944378525,405632,16831,6.956351965665817,-6.376710720360279,-96.47,24,0.0001,0.06,12672
4192,96.52,,,405984,16839,,,-96.46,24,,0.06,
4196,96.81,,,406272,16846,,,-96.76,24,,0.05,
4200,97.04,,,406560,16852,,,-96.99,24,,0.05,
4204,96.93,,,406688,16855,,,-96.88,24,,0.05,
4208,96.92,,,407200,16867,,,-96.87,24,,0.05,
4212,97.27,0.2807491128332913,0.12816981435753405,407776,16922,7.002726748585701,-6.407275080680847,-97.23,24,0.0001,0.04,12736
4216,96.73,,,408160,16931,,,-96.68,24,,0.05,
4220,96.73,,,408704,16943,,,-96.68,24,,0.05,
4224,96.78,,,408928,16949,,,-96.73,24,,0.05,
4228,97.3,,,409344,16958,,,-97.26,24,,0.04,
4232,98.11,0.27895795181393623,0.11886326503008604,409632,17005,7.0847882851958275,-6.436812609434128,-98.08,24,0.0001,0.03,12800
4236,98.07,,,409888,17010,,,-98.04,24,,0.03,
4240,97.72,,,410272,17019,,,-97.68,24,,0.04,
4244,97.72,,,410784,17030,,,-97.68,24,,0.04,
4248,97.72,,,411360,17043,,,-97.68,24,,0.04,
4252,97.25,0.277178552467376,0.11546329047996551,411712,17094,7.162841245532036,-6.467695996165276,-97.2,24,0.0001,0.05,12864
4256,97.25,,,412096,17103,,,-97.2,24,,0.05,
4260,97.25,,,412448,17111,,,-97.2,24,,0.05,
4264,97.86,,,412800,17119,,,-97.82,24,,0.04,
4268,97.28,,,412960,17123,,,-97.23,24,,0.05,
4272,97.28,,,413440,17133,,,-97.23,24,,0.05,
4276,97.28,0.2754111276008189,0.11716294597135857,413920,17187,7.232761956751347,-6.498288340866566,-97.23,24,0.0001,0.05,12928
4280,96.63,,,414208,17194,,,-96.57,24,,0.06,
4284,96.17,,,414720,17205,,,-96.1,24,,0.07,
4288,96.01,,,415136,17215,,,-95.94,24,,0.07,
4292,96.02,,,415328,17220,,,-95.95,24,,0.07,
4296,95.99,,,415744,17228,,,-95.92,24,,0.07,
4300,96.23,0.273655719589442,0.11657361505785957,416128,17277,7.308478318154812,-6.5278652757406235,-96.17,24,0.0001,0.06,12992
4304,96.34,,,416640,17288,,,-96.28,24,,0.06,
4308,96.4,,,417120,17299,,,-96.34,24,,0.06,
4312,95.65,,,417376,17305,,,-95.58,24,,0.07,
4316,96.19,,,417760,17314,,,-96.13,24,,0.06,
4320,96.13,0.271911711897701,0.12609752512071282,418240,17368,7.3792440220713615,-6.55912571400404,-96.07,24,0.0001,0.06,13056
4324,96.15,,,418496,17373,,,-96.09,24,,0.06,
4328,96.15,,,418944,17383,,,-96.09,24,,0.06,
4332,96.06,,,419200,17388,,,-96.0,24,,0.06,
4336,96.1,,,419840,17401,,,-96.04,24,,0.06,
4340,96.45,0.27017894480377436,0.12245030677877367,420320,17454,7.442093037068844,-6.588522255420685,-96.4,24,0.0001,0.05,13120
4344,96.09,,,420576,17461,,,-96.03,24,,0.06,
4348,96.09,,,420864,17467,,,-96.03,24,,0.06,
4352,96.25,,,421120,17473,,,-96.2,24,,0.05,
4356,95.86,,,421440,17480,,,-95.8,24,,0.06,
4360,95.86,,,421824,17489,,,-95.8,24,,0.06,
4364,95.79,0.2684582560323179,0.12301804136950523,422240,17539,7.507688030600548,-6.617452964186668,-95.73,24,0.0001,0.06,13184
4368,95.75,,,422752,17550,,,-95.69,24,,0.06,
4372,94.96,,,423104,17559,,,-94.89,24,,0.07,
4376,94.71,,,423424,17567,,,-94.64,24,,0.07,
4380,95.36,,,423776,17575,,,-95.3,24,,0.06,
4384,95.82,0.26674872543662786,0.11355253064539284,424256,17628,7.580381251871586,-6.648224391043186,-95.77,24,0.0001,0.05,13248
4388,95.98,,,424448,17632,,,-95.93,24,,0.05,
4392,95.94,,,425024,17644,,,-95.89,24,,0.05,
4396,96.05,,,425440,17654,,,-96.0,24,,0.05,
4400,96.11,,,425952,17665,,,-96.06,24,,0.05,
4404,96.11,0.26505031157284975,0.11452942964388058,426304,17717,7.655158869922161,-6.6794887110590935,-96.06,24,0.0001,0.05,13312
4408,96.11,,,426624,17724,,,-96.06,24,,0.05,
4412,96.36,,,426976,17732,,,-96.31,24,,0.05,
4416,96.33,,,427360,17740,,,-96.28,24,,0.05,
4420,96.23,,,427520,17744,,,-96.18,24,,0.05,
4424,96.19,,,427840,17752,,,-96.14,24,,0.05,
4428,95.55,0.26336316438391805,0.11412992025725543,428544,17812,7.714792266488075,-6.705139197409153,-95.48,24,0.0001,0.07,13376
4432,95.62,,,428832,17818,,,-95.55,24,,0.07,
4436,95.3,,,429312,17830,,,-95.22,24,,0.08,
4440,95.19,,,429600,17837,,,-95.11,24,,0.08,
4444,95.53,0.26168737560510635,0.11006235820241272,430176,17888,7.797219194471836,-6.736060827970505,-95.46,24,0.0001,0.07,13440
