time/total_timesteps,time/episodes,rollout/ep_len_mean,train/critic_loss,rollout/ep_rew_mean,train/n_updates,train/learning_rate,rollout/success_rate,time/time_elapsed,time/fps,train/ent_coef,train/actor_loss,train/ent_coef_loss
143392,1460,96.82,0.10082555410917848,-96.75,4480,0.0001,0.07,6430,22,0.6409639846533537,-8.212054207921028,-2.2454863488674164
143584,1464,96.82,,-96.75,,,0.07,6435,22,,,
143872,1468,96.82,,-96.75,,,0.07,6441,22,,,
144256,1472,97.3,,-97.24,,,0.06,6449,22,,,
144544,1476,97.3,,-97.24,,,0.06,6455,22,,,
145440,1480,97.36,0.09066844603512436,-97.3,4544,0.0001,0.06,6528,22,0.6368753667920828,-8.041277796030045,-2.277481786906719
145760,1484,98.27,,-98.23,,,0.04,6536,22,,,
146176,1488,98.27,,-98.23,,,0.04,6543,22,,,
146592,1492,98.75,,-98.72,,,0.03,6551,22,,,
146784,1496,98.75,,-98.72,,,0.03,6554,22,,,
147040,1500,98.59,,-98.55,,,0.04,6559,22,,,
147264,1504,98.59,,-98.55,,,0.04,6565,22,,,
147744,1508,99.07,0.09014654578641057,-99.04,4608,0.0001,0.03,6624,22,0.6328129209578037,-7.8600612208247185,-2.3102191127836704
148640,1512,99.07,,-99.04,,,0.03,6641,22,,,
148960,1516,99.07,,-99.04,,,0.03,6648,22,,,
149248,1520,98.49,,-98.45,,,0.04,6653,22,,,
149664,1524,98.49,0.17185371939558536,-98.45,4672,0.0001,0.04,6718,22,0.6287760995328426,-7.6748508885502815,-2.342359445989132
149856,1528,98.89,,-98.86,,,0.03,6721,22,,,
150080,1532,98.27,,-98.23,,,0.04,6726,22,,,
150304,1536,98.27,,-98.23,,,0.04,6730,22,,,
150784,1540,98.27,,-98.23,,,0.04,6739,22,,,
151840,1544,98.64,0.08689507801318541,-98.61,4736,0.0001,0.03,6805,22,0.6247652880847454,-7.513313174247742,-2.374313108623028
152160,1548,98.64,,-98.61,,,0.03,6812,22,,,
152448,1552,98.64,,-98.61,,,0.03,6819,22,,,
152864,1556,98.64,,-98.61,,,0.03,6826,22,,,
153056,1560,98.64,,-98.61,,,0.03,6829,22,,,
153280,1564,98.64,,-98.61,,,0.03,6833,22,,,
153504,1568,98.64,,-98.61,,,0.03,6837,22,,,
153984,1572,98.64,0.08623827464180067,-98.61,4800,0.0001,0.03,6904,22,0.6207803813740611,-7.354941017925739,-2.406760834157467
155040,1576,98.64,,-98.61,,,0.03,6922,22,,,
155360,1580,98.64,,-98.61,,,0.03,6927,22,,,
155648,1584,98.64,,-98.61,,,0.03,6932,22,,,
156064,1588,98.64,0.08480112528195605,-98.61,4864,0.0001,0.03,6987,22,0.616820921190083,-7.191446967422962,-2.4388699419796467
156256,1592,98.0,,-97.96,,,0.04,6991,22,,,
156416,1596,98.0,,-97.96,,,0.04,6994,22,,,
156672,1600,98.16,,-98.13,,,0.03,6998,22,,,
157152,1604,98.16,,-98.13,,,0.03,7006,22,,,
158208,1608,97.7,0.08683892467524856,-97.66,4928,0.0001,0.04,7081,22,0.6128868255764246,-7.019916146993637,-2.4712914638221264
158528,1612,97.7,,-97.66,,,0.04,7088,22,,,
158656,1616,97.7,,-97.66,,,0.04,7091,22,,,
159040,1620,97.75,,-97.71,,,0.04,7098,22,,,
159392,1624,97.75,,-97.71,,,0.04,7104,22,,,
159552,1628,97.75,,-97.71,,,0.04,7107,22,,,
159744,1632,98.37,,-98.34,,,0.03,7112,22,,,
160064,1636,98.37,0.08225975243840367,-98.34,4992,0.0001,0.03,7164,22,0.6089775897562504,-6.863974899053574,-2.503729149699211
161408,1640,98.37,,-98.34,,,0.03,7185,22,,,
161728,1644,98.37,,-98.34,,,0.03,7191,22,,,
161856,1648,98.37,0.07866663229651749,-98.34,5056,0.0001,0.03,7250,22,0.6050930777564645,-6.706173166632652,-2.535464931279421
162240,1652,98.37,,-98.34,,,0.03,7259,22,,,
162592,1656,98.37,,-98.34,,,0.03,7265,22,,,
162752,1660,98.37,,-98.34,,,0.03,7268,22,,,
162944,1664,98.37,,-98.34,,,0.03,7272,22,,,
163264,1668,98.37,,-98.34,,,0.03,7278,22,,,
164608,1672,98.37,0.07622400863328949,-98.34,5120,0.0001,0.03,7350,22,0.6012343447655439,-6.53145482391119,-2.567417375743389
164928,1676,98.37,,-98.34,,,0.03,7357,22,,,
165056,1680,98.37,,-98.34,,,0.03,7360,22,,,
165440,1684,98.37,,-98.34,,,0.03,7366,22,,,
165792,1688,99.01,,-98.99,,,0.02,7372,22,,,
165952,1692,99.01,0.07102018169825897,-98.99,5184,0.0001,0.02,7433,22,0.5974001539871097,-6.3716820403933525,-2.60008093342185
166144,1696,99.01,,-98.99,,,0.02,7437,22,,,
166464,1700,99.01,,-98.99,,,0.02,7443,22,,,
167808,1704,99.01,,-98.99,,,0.02,7467,22,,,
168128,1708,99.47,0.069428104092367,-99.46,5248,0.0001,0.01,7525,22,0.5935901897028089,-6.226418174803257,-2.632023759186268
168256,1712,99.47,,-99.46,,,0.01,7527,22,,,
168640,1716,99.47,,-99.46,,,0.01,7534,22,,,
168960,1720,99.35,,-99.34,,,0.01,7540,22,,,
169056,1724,99.35,,-99.34,,,0.01,7542,22,,,
169312,1728,99.35,,-99.34,,,0.01,7546,22,,,
169600,1732,99.35,,-99.34,,,0.01,7552,22,,,
170944,1736,99.33,0.0670218879240565,-99.32,5312,0.0001,0.01,7633,22,0.5898043531924486,-6.0650183111429214,-2.664640672504902
171328,1740,99.33,,-99.32,,,0.01,7641,22,,,
171456,1744,99.33,,-99.32,,,0.01,7644,22,,,
171840,1748,99.33,,-99.32,,,0.01,7652,22,,,
172160,1752,98.92,0.06931107729906216,-98.9,5376,0.0001,0.02,7711,22,0.5860426435247064,-5.901607282459736,-2.696652188897133
172256,1756,98.92,,-98.9,,,0.02,7714,22,,,
172416,1760,98.92,,-98.9,,,0.02,7717,22,,,
172704,1764,98.92,,-98.9,,,0.02,7723,22,,,
173792,1768,98.31,,-98.28,,,0.03,7740,22,,,
174464,1772,98.31,0.071184488653671,-98.28,5440,0.0001,0.03,7809,22,0.5823049508035183,-5.772167347371578,-2.7294899001717567
174624,1776,97.88,,-97.84,,,0.04,7813,22,,,
174848,1780,97.88,,-97.84,,,0.04,7817,22,,,
175072,1784,97.42,,-97.37,,,0.05,7824,22,,,
175360,1788,97.42,,-97.37,,,0.05,7830,22,,,
175456,1792,97.42,,-97.37,,,0.05,7832,22,,,
175712,1796,97.42,,-97.37,,,0.05,7838,22,,,
176064,1800,96.86,,-96.8,,,0.06,7845,22,,,
177568,1804,96.86,0.06740143947536126,-96.8,5504,0.0001,0.06,7924,22,0.5785902859643102,-5.621383748948574,-2.7618591859936714
177760,1808,96.86,,-96.8,,,0.06,7928,22,,,
178048,1812,96.86,,-96.8,,,0.06,7933,22,,,
178272,1816,96.86,0.06988034135429189,-96.8,5568,0.0001,0.06,7995,22,0.5748998438939452,-5.461044326424599,-2.7938912212848663
178560,1820,97.51,,-97.46,,,0.05,8001,22,,,
178656,1824,97.51,,-97.46,,,0.05,8003,22,,,
178912,1828,97.51,,-97.46,,,0.05,8009,22,,,
179264,1832,97.51,,-97.46,,,0.05,8016,22,,,
180768,1836,97.43,0.06844005087623373,-97.38,5632,0.0001,0.05,8100,22,0.5712330872192979,-5.309605918824673,-2.8258953280746937
180960,1840,96.95,,-96.89,,,0.06,8104,22,,,
181088,1844,96.95,,-96.89,,,0.06,8107,22,,,
181440,1848,96.95,,-96.89,,,0.06,8113,22,,,
181760,1852,97.36,,-97.31,,,0.05,8119,22,,,
181856,1856,97.36,,-97.31,,,0.05,8121,22,,,
182016,1860,97.36,,-97.31,,,0.05,8124,22,,,
182304,1864,96.4,0.0705654287012294,-96.33,5696,0.0001,0.07,8184,22,0.5675891097635031,-5.150859080255032,-2.8588135316967964
183392,1868,96.45,,-96.38,,,0.07,8205,22,,,
184128,1872,96.45,,-96.38,,,0.07,8219,22,,,
184288,1876,96.88,,-96.82,,,0.06,8223,22,,,
184576,1880,96.54,0.06712044827872887,-96.47,5760,0.0001,0.07,8285,22,0.5639684991911054,-4.999727703630924,-2.890455897897482
184864,1884,97.0,,-96.94,,,0.06,8291,22,,,
184992,1888,97.0,,-96.94,,,0.06,8295,22,,,
185184,1892,97.0,,-96.94,,,0.06,8298,22,,,
185312,1896,96.3,,-96.23,,,0.07,8301,22,,,
185664,1900,96.86,,-96.8,,,0.06,8307,22,,,
187296,1904,96.86,0.0663942948449403,-96.8,5824,0.0001,0.06,8389,22,0.5603714073076844,-4.837723381817341,-2.923171877861023
187456,1908,96.86,,-96.8,,,0.06,8394,22,,,
187776,1912,96.86,,-96.8,,,0.06,8401,22,,,
188064,1916,96.86,,-96.8,,,0.06,8408,22,,,
188192,1920,96.86,,-96.8,,,0.06,8410,22,,,
188384,1924,96.86,,-96.8,,,0.06,8414,22,,,
188512,1928,96.17,0.06661334994714707,-96.1,5888,0.0001,0.07,8474,22,0.5567965283989906,-4.682129316031933,-2.9557433612644672
188768,1932,96.17,,-96.1,,,0.07,8479,22,,,
190208,1936,95.71,,-95.63,,,0.08,8502,22,,,
190560,1940,96.19,0.06624776410171762,-96.12,5952,0.0001,0.07,8560,22,0.5532448077574372,-4.534128695726395,-2.9870887398719788
190976,1944,96.19,,-96.12,,,0.07,8569,22,,,
191264,1948,96.19,,-96.12,,,0.07,8576,22,,,
191392,1952,96.19,,-96.12,,,0.07,8579,22,,,
191584,1956,95.75,,-95.67,,,0.08,8583,22,,,
191648,1960,95.75,,-95.67,,,0.08,8585,22,,,
191904,1964,96.19,,-96.12,,,0.07,8590,22,,,
192288,1968,96.76,,-96.7,,,0.06,8598,22,,,
193664,1972,95.61,0.06460876460187137,-95.53,6016,0.0001,0.08,8678,22,0.5497160945087671,-4.373631685972214,-3.020660948008299
193888,1976,95.61,,-95.53,,,0.08,8682,22,,,
194272,1980,95.95,,-95.88,,,0.07,8688,22,,,
194560,1984,95.95,,-95.88,,,0.07,8693,22,,,
194656,1988,95.95,0.06491022708360106,-95.88,6080,0.0001,0.07,8747,22,0.5462089758366346,-4.21371354162693,-3.0523305870592594
194816,1992,95.95,,-95.88,,,0.07,8751,22,,,
194912,1996,96.65,,-96.59,,,0.06,8753,22,,,
195328,2000,96.11,,-96.04,,,0.07,8762,22,,,
196608,2004,96.11,,-96.04,,,0.07,8783,22,,,
197088,2008,96.11,0.06375120527809486,-96.04,6144,0.0001,0.07,8850,22,0.5427247602492571,-4.060749314725399,-3.084741245955229
197472,2012,96.11,,-96.04,,,0.07,8856,22,,,
197760,2016,96.11,,-96.04,,,0.07,8861,22,,,
197856,2020,96.11,,-96.04,,,0.07,8864,22,,,
198016,2024,96.11,,-96.04,,,0.07,8867,22,,,
198112,2028,96.8,,-96.74,,,0.06,8869,22,,,
198528,2032,96.8,,-96.74,,,0.06,8876,22,,,
199808,2036,97.36,0.06343377125449479,-97.31,6208,0.0001,0.05,8949,22,0.5392622286453843,-3.9106107018887997,-3.117275968194008
200288,2040,97.36,,-97.31,,,0.05,8957,22,,,
200672,2044,97.36,,-97.31,,,0.05,8963,22,,,
200960,2048,97.28,0.06342099927132949,-97.22,6272,0.0001,0.06,9027,22,0.5358223663643003,-3.7588854767382145,-3.148241352289915
201056,2052,97.28,,-97.22,,,0.06,9029,22,,,
201216,2056,97.72,,-97.67,,,0.05,9034,22,,,
201312,2060,97.72,,-97.67,,,0.05,9036,22,,,
201728,2064,97.72,,-97.67,,,0.05,9043,22,,,
203008,2068,98.23,0.06418036320246756,-98.19,6336,0.0001,0.04,9112,22,0.5324048660695553,-3.6143119409680367,-3.1813534311950207
203488,2072,98.93,,-98.9,,,0.03,9122,22,,,
203840,2076,98.93,,-98.9,,,0.03,9129,22,,,
204064,2080,98.93,,-98.9,,,0.03,9135,22,,,
204256,2084,98.93,,-98.9,,,0.03,9138,22,,,
204384,2088,98.93,,-98.9,,,0.03,9141,22,,,
204512,2092,98.93,,-98.9,,,0.03,9143,22,,,
204768,2096,98.93,,-98.9,,,0.03,9148,22,,,
206208,2100,99.47,0.06171520269708708,-99.45,6400,0.0001,0.02,9228,22,0.529008811339736,-3.4650182649493217,-3.213565230369568
206688,2104,99.47,,-99.45,,,0.02,9237,22,,,
207040,2108,99.47,0.06186963518848643,-99.45,6464,0.0001,0.02,9291,22,0.5256341071799397,-3.326944898813963,-3.2461071833968163
207264,2112,99.47,,-99.45,,,0.02,9296,22,,,
207456,2116,99.47,,-99.45,,,0.02,9302,22,,,
207584,2120,99.47,,-99.45,,,0.02,9305,22,,,
207712,2124,99.47,,-99.45,,,0.02,9308,22,,,
207968,2128,99.47,,-99.45,,,0.02,9312,22,,,
209408,2132,99.02,0.06204631325090304,-98.99,6528,0.0001,0.03,9392,22,0.5222812024876475,-3.200534228235483,-3.2780898809432983
209824,2136,99.02,,-98.99,,,0.03,9399,22,,,
210176,2140,99.02,,-98.99,,,0.03,9407,22,,,
210368,2144,98.42,,-98.39,,,0.03,9411,22,,,
210560,2148,98.42,,-98.39,,,0.03,9414,22,,,
210656,2152,98.32,,-98.28,,,0.04,9416,22,,,
210816,2156,98.32,,-98.28,,,0.04,9420,22,,,
210976,2160,97.15,0.062369309132918715,-97.09,6592,0.0001,0.06,9471,22,0.5189496614038944,-3.067319229245186,-3.3104457706212997
211168,2164,96.66,,-96.59,,,0.07,9475,22,,,
212864,2168,96.12,,-96.04,,,0.08,9503,22,,,
213312,2172,96.23,0.06256250746082515,-96.15,6656,0.0001,0.08,9567,22,0.515639666467905,-2.9180180728435516,-3.342514242976904
213536,2176,96.23,,-96.15,,,0.08,9573,22,,,
213728,2180,96.14,,-96.05,,,0.09,9577,22,,,
213792,2184,96.14,,-96.05,,,0.09,9579,22,,,
213984,2188,96.14,,-96.05,,,0.09,9582,22,,,
214176,2192,96.14,,-96.05,,,0.09,9586,22,,,
214304,2196,96.14,,-96.05,,,0.09,9588,22,,,
216064,2200,96.14,0.06170552468392998,-96.05,6720,0.0001,0.09,9663,22,0.5123503636568785,-2.772022321820259,-3.375406224280596
216288,2204,95.36,,-95.25,,,0.11,9667,22,,,
216640,2208,95.36,,-95.25,,,0.11,9675,22,,,
216768,2212,95.36,,-95.25,,,0.11,9677,22,,,
216960,2216,95.36,,-95.25,,,0.11,9681,22,,,
217056,2220,95.36,,-95.25,,,0.11,9683,22,,,
217248,2224,95.36,0.06057776469970122,-95.25,6784,0.0001,0.11,9744,22,0.5090818172320724,-2.630833186209202,-3.4071887359023094
217504,2228,95.36,,-95.25,,,0.11,9749,22,,,
219264,2232,95.5,0.06112250016303733,-95.39,6848,0.0001,0.11,9824,22,0.5058348551392555,-2.495404116809368,-3.4390437342226505
219488,2236,95.23,,-95.11,,,0.12,9829,22,,,
219712,2240,95.23,,-95.11,,,0.12,9832,22,,,
219936,2244,95.23,,-95.11,,,0.12,9837,22,,,
220128,2248,95.91,,-95.8,,,0.11,9842,22,,,
220192,2252,96.01,,-95.91,,,0.1,9843,22,,,
220448,2256,96.01,,-95.91,,,0.1,9847,22,,,
220704,2260,97.18,,-97.1,,,0.08,9852,22,,,
221088,2264,96.44,,-96.35,,,0.09,9858,22,,,
222464,2268,96.35,0.06002466642530635,-96.26,6912,0.0001,0.09,9937,22,0.5026082014665008,-2.358789399266243,-3.4725027829408646
222688,2272,96.69,,-96.61,,,0.08,9942,22,,,
223040,2276,96.69,,-96.61,,,0.08,9948,22,,,
223264,2280,96.78,0.05865567014552653,-96.71,6976,0.0001,0.07,9996,22,0.4994020378217101,-2.219693798571825,-3.503753837198019
223392,2284,96.78,,-96.71,,,0.07,9999,22,,,
223584,2288,96.78,,-96.71,,,0.07,10003,22,,,
223776,2292,96.78,,-96.71,,,0.07,10007,22,,,
224288,2296,96.74,,-96.67,,,0.07,10015,22,,,
225472,2300,95.49,0.06041786295827478,-95.39,7040,0.0001,0.1,10091,22,0.49621647084131837,-2.086962642148137,-3.536507062613964
225760,2304,95.76,,-95.67,,,0.09,10096,22,,,
225888,2308,95.59,,-95.49,,,0.1,10098,22,,,
226272,2312,95.59,,-95.49,,,0.1,10105,22,,,
226560,2316,95.59,,-95.49,,,0.1,10111,22,,,
226784,2320,95.59,,-95.49,,,0.1,10115,22,,,
226976,2324,95.59,,-95.49,,,0.1,10119,22,,,
227488,2328,95.59,0.05937442136928439,-95.49,7104,0.0001,0.1,10172,22,0.4930511969141662,-1.9648615214973688,-3.5678493566811085
228672,2332,95.9,,-95.81,,,0.09,10190,22,,,
228864,2336,95.81,,-95.72,,,0.09,10193,22,,,
229088,2340,96.08,,-96.0,,,0.08,10197,22,,,
229440,2344,95.76,0.058868039632216096,-95.67,7168,0.0001,0.09,10261,22,0.4899068148806691,-1.8344143815338612,-3.600161273032427
229760,2348,95.76,,-95.67,,,0.09,10267,22,,,
229856,2352,95.76,,-95.67,,,0.09,10269,22,,,
230112,2356,95.76,,-95.67,,,0.09,10275,22,,,
230624,2360,95.37,,-95.27,,,0.1,10284,22,,,
230752,2364,96.11,,-96.02,,,0.09,10286,22,,,
232064,2368,96.36,0.05853980279061943,-96.27,7232,0.0001,0.09,10353,22,0.48678253311663866,-1.7009464967995882,-3.632224142551422
232288,2372,96.36,,-96.27,,,0.09,10356,22,,,
232640,2376,96.36,,-96.27,,,0.09,10362,22,,,
232896,2380,96.07,,-95.97,,,0.1,10367,22,,,
232992,2384,96.07,,-95.97,,,0.1,10369,22,,,
233248,2388,96.07,,-95.97,,,0.1,10373,22,,,
233504,2392,96.07,0.056120009103324264,-95.97,7296,0.0001,0.1,10435,22,0.4836782435886562,-1.5730037707835436,-3.664906468242407
233952,2396,96.19,,-96.09,,,0.1,10445,22,,,
235008,2400,96.44,,-96.35,,,0.09,10461,22,,,
235360,2404,96.95,,-96.87,,,0.08,10468,22,,,
235584,2408,96.65,0.05751475569559261,-96.57,7360,0.0001,0.08,10520,22,0.48059335071593523,-1.4508470315486193,-3.6966750659048557
235968,2412,96.65,,-96.57,,,0.08,10528,22,,,
236160,2416,96.65,,-96.57,,,0.08,10532,22,,,
236384,2420,96.65,,-96.57,,,0.08,10536,22,,,
236704,2424,96.65,,-96.57,,,0.08,10542,22,,,
237152,2428,96.65,,-96.57,,,0.08,10550,22,,,
238208,2432,96.29,0.057271470373962075,-96.2,7424,0.0001,0.09,10624,22,0.4775283560156822,-1.3129707798361778,-3.7289910428225994
238464,2436,96.29,,-96.2,,,0.09,10629,22,,,
238752,2440,96.29,,-96.2,,,0.09,10634,22,,,
239072,2444,96.61,,-96.53,,,0.08,10641,22,,,
239296,2448,96.26,,-96.17,,,0.09,10648,22,,,
239456,2452,96.26,,-96.17,,,0.09,10651,22,,,
239776,2456,96.26,0.05637144739739597,-96.17,7488,0.0001,0.09,10706,22,0.4744827700778842,-1.1916648112237453,-3.7612399607896805
240256,2460,96.65,,-96.57,,,0.08,10716,22,,,
241120,2464,96.52,,-96.44,,,0.08,10730,22,,,
241664,2468,96.9,,-96.83,,,0.07,10738,22,,,
241888,2472,96.32,0.058373295702040195,-96.24,7552,0.0001,0.08,10800,22,0.4714568592607975,-1.061697551049292,-3.792851474136114
242112,2476,96.32,,-96.24,,,0.08,10804,22,,,
242464,2480,96.61,,-96.54,,,0.07,10811,22,,,
242592,2484,96.61,,-96.54,,,0.07,10816,22,,,
242912,2488,96.61,,-96.54,,,0.07,10823,22,,,
243168,2492,96.05,,-95.97,,,0.08,10828,22,,,
243552,2496,96.54,,-96.47,,,0.07,10836,22,,,
244608,2500,96.43,0.05836747115245089,-96.36,7616,0.0001,0.07,10906,22,0.46845025988295674,-0.9338260609656572,-3.825744390487671
244864,2504,96.14,,-96.06,,,0.08,10910,22,,,
245152,2508,96.61,,-96.54,,,0.07,10917,22,,,
245632,2512,96.61,,-96.54,,,0.07,10924,22,,,
245792,2516,96.61,0.05585787130985409,-96.54,7680,0.0001,0.07,10985,22,0.4654624084942043,-0.8096168637275696,-3.857936169952154
246112,2520,96.61,,-96.54,,,0.07,10992,22,,,
246368,2524,96.61,,-96.54,,,0.07,10998,22,,,
246688,2528,96.03,,-95.95,,,0.08,11004,22,,,
247520,2532,95.84,,-95.76,,,0.08,11021,22,,,
248000,2536,95.84,0.05636451003374532,-95.76,7744,0.0001,0.08,11084,22,0.4624938569031656,-0.6858615223318338,-3.8899723440408707
248288,2540,95.84,,-95.76,,,0.08,11089,22,,,
248640,2544,95.84,,-95.76,,,0.08,11096,22,,,
248992,2548,96.19,,-96.12,,,0.07,11102,22,,,
249312,2552,96.19,,-96.12,,,0.07,11108,22,,,
249504,2556,96.04,,-95.97,,,0.07,11111,22,,,
249856,2560,96.16,,-96.09,,,0.07,11119,22,,,
250464,2564,96.16,0.059349192248191684,-96.09,7808,0.0001,0.07,11187,22,0.459544260520488,-0.560123851057142,-3.9223784431815147
251040,2568,96.16,,-96.09,,,0.07,11198,22,,,
251392,2572,96.29,,-96.22,,,0.07,11205,22,,,
251712,2576,96.29,,-96.22,,,0.07,11211,22,,,
252160,2580,96.29,0.05924417037749663,-96.22,7872,0.0001,0.07,11274,22,0.4566133194603026,-0.45474206330254674,-3.9541913382709026
252448,2584,96.29,,-96.22,,,0.07,11280,22,,,
252704,2588,96.29,,-96.22,,,0.07,11286,22,,,
253056,2592,96.85,,-96.79,,,0.06,11292,22,,,
253248,2596,96.35,,-96.28,,,0.07,11295,22,,,
254208,2600,96.89,0.05959032959071919,-96.83,7936,0.0001,0.06,11367,22,0.45370130706578493,-0.34710782254114747,-3.9865453764796257
254464,2604,97.18,,-97.13,,,0.05,11373,22,,,
254688,2608,96.69,,-96.63,,,0.06,11378,22,,,
255264,2612,96.69,,-96.63,,,0.06,11391,22,,,
255584,2616,96.69,,-96.63,,,0.06,11397,22,,,
255904,2620,96.69,,-96.63,,,0.06,11404,22,,,
256128,2624,96.14,0.05958856758661568,-96.07,8000,0.0001,0.07,11465,22,0.4508080193772912,-0.22836199298035353,-4.01851824298501
256352,2628,96.72,,-96.66,,,0.06,11470,22,,,
257408,2632,97.36,,-97.31,,,0.05,11489,22,,,
257632,2636,97.36,,-97.31,,,0.05,11493,22,,,
257888,2640,97.36,,-97.31,,,0.05,11498,22,,,
258240,2644,96.54,0.05951521027600393,-96.47,8064,0.0001,0.07,11559,22,0.44793272158131003,-0.10012210476270411,-4.051738940179348
258560,2648,95.9,,-95.82,,,0.08,11565,22,,,
258848,2652,95.9,,-95.82,,,0.08,11571,22,,,
259104,2656,96.05,,-95.97,,,0.08,11577,22,,,
259456,2660,96.55,,-96.48,,,0.07,11584,22,,,
260320,2664,96.55,0.059631871758028865,-96.48,8128,0.0001,0.07,11658,22,0.44507562881335616,0.027925473492359743,-4.082783326506615
260832,2668,96.25,,-96.17,,,0.08,11667,22,,,
260960,2672,96.66,,-96.59,,,0.07,11669,22,,,
261408,2676,96.66,,-96.59,,,0.07,11677,22,,,
261760,2680,96.66,,-96.59,,,0.07,11683,22,,,
262048,2684,96.66,,-96.59,,,0.07,11689,22,,,
262304,2688,96.66,0.05885678995400667,-96.59,8192,0.0001,0.07,11746,22,0.4422373780980706,0.14539556519594043,-4.115336827933788
262656,2692,96.66,,-96.59,,,0.07,11755,22,,,
263520,2696,97.04,,-96.98,,,0.06,11772,22,,,
264000,2700,96.48,,-96.41,,,0.07,11781,22,,,
264096,2704,96.48,,-96.41,,,0.07,11783,22,,,
264512,2708,96.97,0.06220958771882579,-96.91,8256,0.0001,0.06,11848,22,0.4394173128530383,0.2688896192703396,-4.14699699729681
264832,2712,96.55,,-96.48,,,0.07,11855,22,,,
264992,2716,96.45,,-96.37,,,0.08,11859,22,,,
265376,2720,96.45,,-96.37,,,0.08,11865,22,,,
265632,2724,96.56,,-96.48,,,0.08,11870,22,,,
265952,2728,96.53,,-96.45,,,0.08,11875,22,,,
267200,2732,96.23,0.05960180819965899,-96.14,8320,0.0001,0.09,11950,22,0.4366152258589864,0.3880383218638599,-4.179431334137917
267264,2736,96.23,,-96.14,,,0.09,11952,22,,,
267680,2740,96.12,,-96.03,,,0.09,11962,22,,,
267840,2744,96.94,,-96.87,,,0.07,11966,22,,,
268192,2748,97.58,,-97.52,,,0.06,11972,22,,,
268576,2752,97.58,0.06183976691681892,-97.52,8384,0.0001,0.06,12037,22,0.43383076740428805,0.49540708446875215,-4.2111008912324905
268832,2756,97.58,,-97.52,,,0.06,12042,22,,,
269152,2760,97.0,,-96.93,,,0.07,12047,22,,,
270240,2764,97.0,,-96.93,,,0.07,12064,22,,,
270432,2768,97.0,0.06012744054896757,-96.93,8448,0.0001,0.07,12119,22,0.43106483574956656,0.60609095916152,-4.242408685386181
270592,2772,96.79,,-96.72,,,0.07,12125,22,,,
270912,2776,96.79,,-96.72,,,0.07,12131,22,,,
271360,2780,96.79,,-96.72,,,0.07,12140,22,,,
271648,2784,96.79,,-96.72,,,0.07,12146,22,,,
271968,2788,96.79,,-96.72,,,0.07,12152,22,,,
272256,2792,96.03,,-95.95,,,0.08,12159,22,,,
272416,2796,95.25,0.06293417821871117,-95.15,8512,0.0001,0.1,12218,22,0.4283164478838444,0.726455757394433,-4.274334073066711
273440,2800,95.19,,-95.09,,,0.1,12237,22,,,
273632,2804,95.19,,-95.09,,,0.1,12240,22,,,
274080,2808,95.19,,-95.09,,,0.1,12247,22,,,
274336,2812,95.61,,-95.52,,,0.09,12252,22,,,
274784,2816,95.71,0.06334785709623247,-95.63,8576,0.0001,0.08,12313,22,0.4255855716764927,0.8245832799002528,-4.306764163076878
275040,2820,94.54,,-94.44,,,0.1,12318,22,,,
275328,2824,94.98,,-94.89,,,0.09,12325,22,,,
275552,2828,95.01,,-94.92,,,0.09,12330,22,,,
276608,2832,95.01,0.0648630557116121,-94.92,8640,0.0001,0.09,12404,22,0.4228719365783036,0.9554200479760766,-4.339648239314556
276800,2836,94.71,,-94.62,,,0.09,12408,22,,,
276896,2840,94.82,,-94.73,,,0.09,12410,22,,,
277440,2844,94.82,,-94.73,,,0.09,12418,22,,,
277760,2848,94.43,,-94.33,,,0.1,12425,22,,,
278048,2852,94.31,,-94.2,,,0.11,12430,22,,,
278304,2856,94.31,,-94.2,,,0.11,12435,22,,,
278752,2860,94.89,0.06536654307274148,-94.79,8704,0.0001,0.1,12494,22,0.42017547879368067,1.0652739126235247,-4.370288081467152
279808,2864,94.89,,-94.79,,,0.1,12513,22,,,
280000,2868,94.89,,-94.79,,,0.1,12516,22,,,
280096,2872,95.44,,-95.35,,,0.09,12518,22,,,
280640,2876,95.44,0.06267481407849118,-95.35,8768,0.0001,0.09,12585,22,0.41749680833891034,1.1859241165220737,-4.402555391192436
280960,2880,95.44,,-95.35,,,0.09,12591,22,,,
281184,2884,95.3,,-95.2,,,0.1,12597,22,,,
281440,2888,95.3,,-95.2,,,0.1,12601,22,,,
281728,2892,94.37,,-94.25,,,0.12,12606,22,,,
281952,2896,95.27,,-95.17,,,0.1,12610,22,,,
283040,2900,95.89,0.06274807901354507,-95.8,8832,0.0001,0.09,12678,22,0.41483541997149587,1.3061497304588556,-4.434666693210602
283232,2904,95.89,,-95.8,,,0.09,12682,22,,,
283520,2908,94.7,,-94.59,,,0.11,12688,22,,,
283904,2912,94.7,,-94.59,,,0.11,12695,22,,,
284256,2916,94.7,,-94.59,,,0.11,12701,22,,,
284448,2920,95.71,,-95.61,,,0.1,12705,22,,,
284832,2924,95.07,0.06480496365111321,-94.96,8896,0.0001,0.11,12770,22,0.41219052067026496,1.434777706861496,-4.466816239058971
284960,2928,95.07,,-94.96,,,0.11,12772,22,,,
285920,2932,95.07,,-94.96,,,0.11,12787,22,,,
286432,2936,95.67,,-95.57,,,0.1,12797,22,,,
286656,2940,95.67,,-95.57,,,0.1,12801,22,,,
