time/total_timesteps,time/time_elapsed,train/n_updates,train/ent_coef_loss,rollout/ep_len_mean,train/learning_rate,time/fps,train/actor_loss,train/ent_coef,rollout/success_rate,train/critic_loss,rollout/ep_rew_mean,time/episodes
417760,10964,,,94.88,,38,,,0.07,,-94.81,4332
418176,10993,13056,-6.536973558366299,94.85,0.0001,38,7.367242150008678,0.2719729063101113,0.07,0.09938769286964089,-94.78,4336
418560,10999,,,94.89,,38,,,0.07,,-94.82,4340
418880,11004,,,94.82,,38,,,0.07,,-94.75,4344
419392,11011,,,95.87,,38,,,0.05,,-95.82,4348
419712,11016,,,95.83,,38,,,0.05,,-95.78,4352
419872,11043,13120,-6.565795317292213,95.86,0.0001,38,7.433821298182011,0.2702424176968634,0.05,0.10442600003443658,-95.81,4356
420608,11053,,,95.8,,38,,,0.05,,-95.75,4360
420768,11055,,,95.59,,38,,,0.05,,-95.54,4364
421312,11063,,,96.12,,38,,,0.04,,-96.08,4368
421760,11070,,,96.14,,38,,,0.04,,-96.1,4372
422080,11099,13184,-6.5964774414896965,96.17,0.0001,38,7.491409383714199,0.2685237876139581,0.04,0.09751260874327272,-96.13,4376
422560,11106,,,96.19,,38,,,0.04,,-96.15,4380
422816,11110,,,96.11,,38,,,0.04,,-96.07,4384
423072,11114,,,96.72,,38,,,0.03,,-96.69,4388
423616,11121,,,97.1,,38,,,0.02,,-97.08,4392
423968,11150,13248,-6.627191849052906,97.25,0.0001,38,7.538438759744167,0.2668155478313565,0.02,0.10518280160613358,-97.23,4396
424256,11155,,,96.56,,38,,,0.04,,-96.52,4400
424544,11159,,,96.16,,38,,,0.05,,-96.11,4404
424736,11162,,,95.81,,38,,,0.06,,-95.75,4408
425248,11170,,,95.29,,38,,,0.07,,-95.22,4412
425600,11175,,,95.63,,38,,,0.06,,-95.57,4416
426048,11205,13312,-6.6562942042946815,95.73,0.0001,38,7.602108404040337,0.26511867763474584,0.06,0.10777629632502794,-95.67,4420
426368,11210,,,94.92,,38,,,0.08,,-94.84,4424
426784,11216,,,94.21,,38,,,0.09,,-94.12,4428
427200,11222,,,94.06,,38,,,0.09,,-93.97,4432
427456,11226,,,93.92,,38,,,0.09,,-93.83,4436
427744,11230,,,93.57,,38,,,0.09,,-93.48,4440
428096,11259,13376,-6.683042749762535,94.02,0.0001,38,7.6474065482616425,0.2634329991415143,0.08,0.11723840225022286,-93.94,4444
428448,11265,,,93.57,,38,,,0.09,,-93.48,4448
429216,11275,,,93.52,,38,,,0.09,,-93.43,4452
429440,11279,,,93.28,,38,,,0.09,,-93.19,4456
429984,11287,,,93.28,,38,,,0.09,,-93.19,4460
430208,11314,13440,-6.710322789847851,92.96,0.0001,38,7.704924114048481,0.26175864692777395,0.1,0.12570750317536294,-92.86,4464
430496,11319,,,92.79,,38,,,0.1,,-92.69,4468
430816,11324,,,92.83,,38,,,0.1,,-92.73,4472
431040,11327,,,92.76,,38,,,0.1,,-92.66,4476
431456,11333,,,92.29,,38,,,0.11,,-92.18,4480
431936,11340,,,92.21,,38,,,0.11,,-92.1,4484
432448,11371,13504,-6.741391241550446,92.09,0.0001,38,7.753973230719566,0.26009569643065333,0.11,0.11700787290465087,-91.98,4488
432896,11378,,,91.77,,38,,,0.12,,-91.65,4492
433184,11382,,,91.4,,38,,,0.12,,-91.28,4496
433440,11386,,,91.48,,38,,,0.11,,-91.37,4500
433760,11391,,,91.99,,38,,,0.1,,-91.89,4504
434080,11396,,,92.22,,38,,,0.09,,-92.13,4508
434496,11425,13568,-6.7658127173781395,92.66,0.0001,38,7.794388614594936,0.25844368105754256,0.08,0.11470639880280942,-92.58,4512
434752,11429,,,92.36,,38,,,0.09,,-92.27,4516
435456,11439,,,91.42,,38,,,0.1,,-91.32,4520
435648,11442,,,92.14,,38,,,0.08,,-92.06,4524
435904,11446,,,92.43,,38,,,0.07,,-92.36,4528
436256,11475,13632,-6.793386742472649,92.34,0.0001,38,7.852069221436977,0.25680284667760134,0.07,0.11893746827263385,-92.27,4532
436800,11483,,,92.23,,38,,,0.08,,-92.15,4536
437056,11487,,,92.54,,38,,,0.08,,-92.46,4540
437344,11491,,,92.11,,38,,,0.09,,-92.02,4544
437920,11499,,,92.52,,38,,,0.08,,-92.44,4548
438240,11504,,,92.42,,38,,,0.08,,-92.34,4552
438752,11535,13696,-6.81642808765173,92.48,0.0001,38,7.899650432169437,0.25517344661056995,0.08,0.1231518933782354,-92.4,4556
439040,11540,,,92.19,,38,,,0.08,,-92.11,4560
439232,11543,,,92.69,,38,,,0.07,,-92.62,4564
439616,11549,,,92.08,,38,,,0.08,,-92.0,4568
439968,11554,,,91.23,,38,,,0.09,,-91.14,4572
440128,11556,,,91.12,,38,,,0.09,,-91.03,4576
440864,11590,13760,-6.838876575231552,91.49,0.0001,38,7.932064950466156,0.2535559316165745,0.08,0.137908932287246,-91.41,4580
441120,11594,,,91.29,,38,,,0.08,,-91.21,4584
441664,11602,,,91.18,,38,,,0.08,,-91.1,4588
441824,11604,,,91.45,,38,,,0.07,,-91.38,4592
442080,11608,,,91.5,,38,,,0.07,,-91.43,4596
442784,11642,13824,-6.865453779697418,91.4,0.0001,38,7.960222437977791,0.2519496949389577,0.07,0.13073160825297236,-91.33,4600
442976,11645,,,91.44,,38,,,0.07,,-91.37,4604
443200,11648,,,91.31,,38,,,0.07,,-91.24,4608
443488,11652,,,91.18,,38,,,0.07,,-91.11,4612
444320,11664,,,91.53,,38,,,0.06,,-91.47,4616
444512,11691,13888,-6.890809670090675,92.22,0.0001,38,8.016160972416401,0.25035427208058536,0.05,0.13072540878783911,-92.17,4620
444864,11696,,,92.06,,38,,,0.05,,-92.01,4624
445120,11701,,,92.14,,38,,,0.05,,-92.09,4628
445376,11704,,,92.07,,38,,,0.05,,-92.02,4632
446016,11714,,,91.91,,38,,,0.05,,-91.86,4636
446336,11718,,,91.9,,38,,,0.04,,-91.86,4640
446432,11720,,,92.33,,38,,,0.03,,-92.3,4644
446752,11748,13952,-6.909130394458771,91.6,0.0001,38,8.05720104277134,0.24877000669948757,0.05,0.12841164181008935,-91.55,4648
447424,11758,,,90.78,,38,,,0.06,,-90.72,4652
447584,11761,,,90.76,,38,,,0.06,,-90.7,4656
448064,11768,,,90.24,,38,,,0.07,,-90.17,4660
448288,11771,,,90.45,,38,,,0.06,,-90.39,4664
448480,11774,,,90.49,,38,,,0.06,,-90.43,4668
448928,11805,14016,-6.938423700630665,90.54,0.0001,38,8.11156778037548,0.24719706503674388,0.06,0.14257320063188672,-90.48,4672
449344,11811,,,89.7,,38,,,0.08,,-89.62,4676
449536,11814,,,89.74,,38,,,0.08,,-89.66,4680
449824,11818,,,89.48,,38,,,0.08,,-89.4,4684
450176,11823,,,88.92,,38,,,0.08,,-88.84,4688
450720,11855,14080,-6.9640026316046715,88.22,0.0001,38,8.138428643345833,0.24563430226407945,0.09,0.1508096264442429,-88.13,4692
451264,11862,,,88.75,,38,,,0.08,,-88.67,4696
451520,11866,,,88.91,,38,,,0.08,,-88.83,4700
451904,11872,,,88.73,,38,,,0.08,,-88.65,4704
452128,11876,,,88.89,,38,,,0.08,,-88.81,4708
452448,11881,,,88.66,,38,,,0.08,,-88.58,4712
452768,11909,14144,-6.984943099319935,88.72,0.0001,38,8.169923558831215,0.2440820017363876,0.08,0.14381109178066254,-88.64,4716
453184,11915,,,88.48,,38,,,0.09,,-88.39,4720
453600,11921,,,88.5,,38,,,0.09,,-88.41,4724
453792,11924,,,88.43,,38,,,0.09,,-88.34,4728
454208,11931,,,88.09,,38,,,0.09,,-88.0,4732
454464,11935,,,86.98,,38,,,0.1,,-86.88,4736
454976,11966,14208,-7.01777283847332,86.78,0.0001,38,8.23019389808178,0.24253976135514677,0.1,0.15023194334935397,-86.68,4740
455328,11971,,,86.71,,38,,,0.1,,-86.61,4744
455776,11978,,,87.74,,38,,,0.08,,-87.66,4748
455968,11981,,,87.32,,38,,,0.09,,-87.23,4752
456352,11986,,,87.29,,38,,,0.09,,-87.2,4756
456800,12017,14272,-7.039293423295021,88.04,0.0001,38,8.293405279517174,0.24100699019618332,0.09,0.1597221567062661,-87.95,4760
456992,12020,,,88.03,,38,,,0.09,,-87.94,4764
457472,12026,,,87.57,,38,,,0.1,,-87.47,4768
457696,12030,,,88.2,,38,,,0.1,,-88.1,4772
457920,12033,,,88.16,,38,,,0.09,,-88.07,4776
458336,12039,,,87.64,,38,,,0.09,,-87.55,4780
458848,12070,14336,-7.069071181118488,87.51,0.0001,38,8.330402448773384,0.23948478163219988,0.1,0.165936206583865,-87.41,4784
459072,12074,,,87.55,,38,,,0.1,,-87.45,4788
459264,12077,,,88.34,,38,,,0.09,,-88.25,4792
459776,12084,,,88.14,,38,,,0.09,,-88.05,4796
460192,12090,,,87.54,,38,,,0.09,,-87.45,4800
460576,12096,,,87.54,,38,,,0.09,,-87.45,4804
460832,12123,14400,-7.0989712327718735,87.17,0.0001,38,8.397127211093903,0.2379713940899819,0.09,0.16472868737764657,-87.08,4808
461280,12130,,,87.52,,38,,,0.09,,-87.43,4812
461664,12136,,,87.06,,38,,,0.09,,-86.97,4816
461728,12137,,,86.75,,38,,,0.08,,-86.67,4820
462048,12142,,,86.87,,38,,,0.08,,-86.79,4824
462368,12147,,,86.81,,38,,,0.08,,-86.73,4828
463072,12180,14464,-7.127069890499115,86.32,0.0001,38,8.45660676062107,0.2364666354842484,0.09,0.15760767192114145,-86.23,4832
463392,12185,,,87.61,,38,,,0.08,,-87.53,4836
463744,12190,,,87.27,,38,,,0.09,,-87.18,4840
463936,12194,,,86.86,,38,,,0.09,,-86.77,4844
464256,12198,,,86.91,,38,,,0.08,,-86.83,4848
464480,12202,,,87.11,,38,,,0.07,,-87.04,4852
464576,12203,,,86.01,,38,,,0.08,,-85.93,4856
465056,12234,14528,-7.1551710814237595,85.39,0.0001,38,8.511617824435234,0.23497170442715287,0.08,0.16584696830250323,-85.31,4860
465792,12244,,,85.28,,38,,,0.08,,-85.2,4864
466240,12251,,,85.43,,38,,,0.07,,-85.36,4868
466496,12255,,,85.46,,38,,,0.07,,-85.39,4872
466592,12256,,,85.91,,38,,,0.05,,-85.86,4876
466944,12262,,,85.77,,38,,,0.05,,-85.72,4880
467008,12286,14592,-7.179318197071552,86.12,0.0001,38,8.569121167063713,0.23348629218526185,0.05,0.15780779533088207,-86.07,4884
467168,12289,,,85.85,,38,,,0.06,,-85.79,4888
468256,12304,,,85.95,,38,,,0.07,,-85.88,4892
468512,12308,,,85.81,,38,,,0.07,,-85.74,4896
468832,12313,,,85.55,,38,,,0.07,,-85.48,4900
469056,12340,14656,-7.20430713146925,85.62,0.0001,38,8.615152105689049,0.23201058409176767,0.07,0.16537965077441186,-85.55,4904
469472,12345,,,85.69,,38,,,0.07,,-85.62,4908
469760,12350,,,85.4,,38,,,0.07,,-85.33,4912
469984,12353,,,85.73,,38,,,0.07,,-85.66,4916
470080,12355,,,86.17,,38,,,0.07,,-86.1,4920
470816,12365,,,85.42,,38,,,0.08,,-85.34,4924
471264,12395,14720,-7.238014481961727,85.12,0.0001,38,8.69045077264309,0.23054377874359488,0.08,0.16786053183022887,-85.04,4928
471712,12402,,,85.7,,38,,,0.07,,-85.63,4932
472000,12406,,,85.47,,38,,,0.07,,-85.4,4936
472256,12410,,,85.88,,38,,,0.06,,-85.82,4940
472576,12415,,,85.94,,38,,,0.06,,-85.88,4944
472672,12416,,,86.01,,38,,,0.06,,-85.95,4948
472992,12421,,,86.01,,38,,,0.06,,-85.95,4952
473408,12451,14784,-7.263820365071297,87.04,0.0001,38,8.756328672170639,0.22908597206696868,0.05,0.17172748455777764,-86.99,4956
473952,12459,,,87.17,,38,,,0.05,,-87.12,4960
474400,12465,,,85.89,,38,,,0.07,,-85.82,4964
474560,12468,,,85.77,,38,,,0.07,,-85.7,4968
475008,12474,,,85.45,,38,,,0.07,,-85.38,4972
475200,12501,14848,-7.297337599098682,85.74,0.0001,38,8.819272622466087,0.2276370481122285,0.07,0.16903925966471434,-85.67,4976
475360,12504,,,85.86,,38,,,0.07,,-85.79,4980
475680,12508,,,85.44,,38,,,0.07,,-85.37,4984
476192,12516,,,85.93,,38,,,0.06,,-85.87,4988
476512,12521,,,85.39,,38,,,0.05,,-85.34,4992
476864,12526,,,85.52,,38,,,0.05,,-85.47,4996
477440,12558,14912,-7.322498664259911,85.73,0.0001,38,8.856300920248032,0.2261965968646109,0.05,0.16281611158046871,-85.68,5000
477728,12563,,,85.37,,38,,,0.05,,-85.32,5004
477952,12566,,,85.15,,38,,,0.05,,-85.1,5008
478400,12573,,,85.59,,38,,,0.05,,-85.54,5012
478464,12574,,,85.4,,38,,,0.05,,-85.35,5016
478976,12581,,,85.44,,38,,,0.05,,-85.39,5020
479168,12584,,,86.06,,38,,,0.04,,-86.02,5024
479648,12615,14976,-7.355114534497261,85.97,0.0001,38,8.943253740668297,0.22476528654806316,0.04,0.15734480950050056,-85.93,5028
480032,12621,,,85.75,,38,,,0.05,,-85.7,5032
480224,12624,,,85.43,,38,,,0.05,,-85.38,5036
480768,12631,,,85.22,,38,,,0.05,,-85.17,5040
480928,12634,,,84.96,,38,,,0.05,,-84.91,5044
481184,12638,,,84.74,,38,,,0.05,,-84.69,5048
481600,12668,15040,-7.384604901075363,84.37,0.0001,38,8.984062254428864,0.22334195347502828,0.05,0.1625233618542552,-84.32,5052
481984,12674,,,83.77,,38,,,0.05,,-83.72,5056
482208,12677,,,84.09,,38,,,0.04,,-84.05,5060
482752,12685,,,85.09,,38,,,0.02,,-85.07,5064
482912,12688,,,84.77,,38,,,0.02,,-84.75,5068
483296,12693,,,84.89,,38,,,0.02,,-84.87,5072
483488,12720,15104,-7.4115874990820885,83.92,0.0001,38,9.020580247044563,0.22192766633816063,0.03,0.15214904386084527,-83.89,5076
483584,12721,,,82.75,,38,,,0.05,,-82.7,5080
483744,12724,,,82.83,,38,,,0.04,,-82.79,5084
484128,12730,,,82.25,,38,,,0.05,,-82.2,5088
484800,12739,,,81.99,,38,,,0.06,,-81.93,5092
485216,12745,,,82.14,,38,,,0.06,,-82.08,5096
485760,12777,15168,-7.4359366819262505,82.18,0.0001,38,9.063726007938385,0.22052268940024078,0.06,0.1543917778180912,-82.12,5100
485792,12777,,,82.36,,38,,,0.06,,-82.3,5104
485920,12779,,,82.13,,38,,,0.06,,-82.07,5108
486304,12785,,,81.62,,38,,,0.06,,-81.56,5112
486720,12791,,,81.31,,38,,,0.06,,-81.25,5116
486816,12793,,,81.41,,38,,,0.06,,-81.35,5120
487360,12801,,,81.25,,38,,,0.06,,-81.19,5124
487872,12832,15232,-7.46261914819479,80.96,0.0001,38,9.103161796927452,0.21912710461765528,0.06,0.1614247455727309,-80.9,5128
488128,12836,,,80.75,,38,,,0.05,,-80.7,5132
488384,12840,,,80.78,,38,,,0.06,,-80.72,5136
488640,12844,,,80.69,,38,,,0.06,,-80.63,5140
488864,12848,,,80.28,,38,,,0.07,,-80.21,5144
489024,12850,,,79.72,,38,,,0.07,,-79.65,5148
489344,12855,,,79.74,,38,,,0.07,,-79.67,5152
489984,12888,15296,-7.488331638276577,79.72,0.0001,38,9.164133429527283,0.21774044842459261,0.07,0.15394408872816712,-79.65,5156
490432,12895,,,79.56,,38,,,0.07,,-79.49,5160
490592,12897,,,79.24,,38,,,0.08,,-79.16,5164
490848,12901,,,78.92,,38,,,0.09,,-78.83,5168
491264,12907,,,78.82,,38,,,0.09,,-78.73,5172
491424,12910,,,79.33,,38,,,0.09,,-79.24,5176
491808,12939,15360,-7.517892017960548,80.68,0.0001,38,9.186609223484993,0.21636242442764342,0.07,0.16237328737042844,-80.61,5180
491904,12941,,,81.32,,38,,,0.07,,-81.25,5184
492256,12946,,,81.12,,38,,,0.07,,-81.05,5188
492896,12955,,,80.92,,38,,,0.08,,-80.84,5192
493056,12958,,,80.5,,38,,,0.08,,-80.42,5196
493408,12963,,,80.27,,38,,,0.08,,-80.19,5200
493728,12991,15424,-7.540517829358578,80.11,0.0001,38,9.200306326150894,0.2149933371692896,0.08,0.17368856794200838,-80.03,5204
494208,12999,,,80.34,,38,,,0.08,,-80.26,5208
494432,13002,,,80.0,,38,,,0.09,,-79.91,5212
494624,13005,,,79.91,,38,,,0.09,,-79.82,5216
494880,13009,,,79.6,,38,,,0.09,,-79.51,5220
495264,13015,,,79.09,,38,,,0.1,,-78.99,5224
495520,13019,,,79.13,,38,,,0.1,,-79.03,5228
495968,13049,15488,-7.561721660196781,79.21,0.0001,38,9.225168749690056,0.21363350958563387,0.1,0.16761724569369107,-79.11,5232
496256,13054,,,79.31,,38,,,0.09,,-79.22,5236
496448,13057,,,79.13,,38,,,0.09,,-79.04,5240
497024,13065,,,79.61,,38,,,0.08,,-79.53,5244
497312,13069,,,79.84,,38,,,0.08,,-79.76,5248
497664,13074,,,80.05,,38,,,0.08,,-79.97,5252
497792,13100,15552,-7.5892859399318695,80.24,0.0001,37,9.251709133386612,0.2122830948792398,0.08,0.16369616007432342,-80.16,5256
498016,13104,,,79.9,,38,,,0.08,,-79.82,5260
498464,13110,,,80.15,,38,,,0.07,,-80.08,5264
498848,13116,,,80.29,,38,,,0.07,,-80.22,5268
499104,13120,,,79.98,,38,,,0.07,,-79.91,5272
499552,13126,,,80.13,,38,,,0.07,,-80.06,5276
499808,13154,15616,-7.61724803596735,80.11,0.0001,37,9.275563433766365,0.21094114030711353,0.06,0.16102388279978186,-80.05,5280
500192,13159,,,79.2,,38,,,0.06,,-79.14,5284
500416,13163,,,79.64,,38,,,0.05,,-79.59,5288
500736,13167,,,80.07,,38,,,0.04,,-80.03,5292
501248,13175,,,80.39,,38,,,0.03,,-80.36,5296
501440,13178,,,80.46,,38,,,0.03,,-80.43,5300
501696,13182,,,79.79,,38,,,0.04,,-79.75,5304
501952,13209,15680,-7.646740339696407,79.4,0.0001,37,9.314270436763763,0.20960752805694938,0.05,0.16232032352127135,-79.35,5308
502208,13213,,,79.7,,38,,,0.04,,-79.66,5312
502432,13217,,,78.87,,38,,,0.05,,-78.82,5316
502816,13222,,,78.67,,38,,,0.05,,-78.62,5320
503072,13226,,,79.25,,38,,,0.04,,-79.21,5324
503552,13233,,,79.03,,38,,,0.04,,-78.99,5328
503808,13237,,,78.8,,38,,,0.04,,-78.76,5332
504192,13267,15744,-7.6626304760575294,78.89,0.0001,38,9.325694635510445,0.20828233775682747,0.04,0.16778049408458173,-78.85,5336
504576,13272,,,79.02,,38,,,0.04,,-78.98,5340
504864,13276,,,78.54,,38,,,0.04,,-78.5,5344
505056,13280,,,78.94,,38,,,0.04,,-78.9,5348
505216,13282,,,78.79,,38,,,0.04,,-78.75,5352
505696,13289,,,78.5,,38,,,0.04,,-78.46,5356
506016,13317,15808,-7.680092096328735,78.39,0.0001,37,9.337984442710876,0.2069673480000347,0.04,0.15167624945752323,-78.35,5360
506464,13324,,,78.73,,38,,,0.04,,-78.69,5364
506656,13327,,,78.87,,38,,,0.03,,-78.84,5368
507040,13333,,,78.82,,38,,,0.03,,-78.79,5372
507328,13337,,,78.11,,38,,,0.03,,-78.08,5376
507648,13342,,,77.68,,38,,,0.04,,-77.64,5380
507808,13344,,,78.21,,38,,,0.04,,-78.17,5384
508032,13371,15872,-7.7018318474292755,77.55,0.0001,37,9.353744089603424,0.20566173386760056,0.04,0.1407014667056501,-77.51,5388
508320,13375,,,77.31,,38,,,0.04,,-77.27,5392
508608,13380,,,76.25,,38,,,0.06,,-76.19,5396
508864,13384,,,75.65,,38,,,0.06,,-75.59,5400
509024,13386,,,76.47,,38,,,0.04,,-76.43,5404
509696,13396,,,76.28,,38,,,0.04,,-76.24,5408
509952,13400,,,75.63,,38,,,0.05,,-75.58,5412
510432,13431,15936,-7.726714506745338,76.19,0.0001,38,9.367641687393188,0.20436432911083102,0.04,0.17013502190820873,-76.15,5416
510560,13433,,,76.54,,38,,,0.04,,-76.5,5420
510720,13435,,,76.35,,38,,,0.04,,-76.31,5424
510976,13439,,,76.5,,38,,,0.04,,-76.46,5428
511200,13443,,,76.51,,38,,,0.04,,-76.47,5432
511552,13448,,,76.3,,38,,,0.04,,-76.26,5436
512032,13479,16000,-7.7459510788321495,74.94,0.0001,37,9.35187578201294,0.20307622803375125,0.06,0.16542635671794415,-74.88,5440
512224,13482,,,75.32,,37,,,0.06,,-75.26,5444
512512,13486,,,74.49,,38,,,0.07,,-74.42,5448
512832,13491,,,74.01,,38,,,0.07,,-73.94,5452
513024,13494,,,74.1,,38,,,0.07,,-74.03,5456
513344,13499,,,73.45,,38,,,0.08,,-73.37,5460
513664,13504,,,73.5,,38,,,0.08,,-73.42,5464
513984,13508,,,73.53,,38,,,0.09,,-73.44,5468
514336,13537,16064,-7.768913067877293,73.16,0.0001,37,9.386068940162659,0.201796418055892,0.09,0.17706030933186412,-73.07,5472
514464,13540,,,73.2,,37,,,0.1,,-73.1,5476
514752,13544,,,73.54,,38,,,0.1,,-73.44,5480
515072,13549,,,73.32,,38,,,0.1,,-73.22,5484
515424,13554,,,72.52,,38,,,0.11,,-72.41,5488
515712,13558,,,72.64,,38,,,0.12,,-72.52,5492
516064,13564,,,73.31,,38,,,0.11,,-73.2,5496
516416,13593,16128,-7.7887874990701675,73.6,0.0001,37,9.418426558375359,0.20052528521046042,0.11,0.17027801694348454,-73.49,5500
516704,13597,,,73.64,,37,,,0.11,,-73.53,5504
517088,13603,,,73.47,,38,,,0.12,,-73.35,5508
517344,13607,,,74.01,,38,,,0.12,,-73.89,5512
517536,13610,,,74.35,,38,,,0.12,,-74.23,5516
517920,13615,,,74.05,,38,,,0.12,,-73.93,5520
518144,13619,,,73.76,,38,,,0.13,,-73.63,5524
518400,13646,16192,-7.822431556880474,74.02,0.0001,37,9.454259619116783,0.19926194800063968,0.13,0.17194763093721122,-73.89,5528
518784,13652,,,74.29,,37,,,0.13,,-74.16,5532
519104,13657,,,74.25,,38,,,0.13,,-74.12,5536
519456,13662,,,75.3,,38,,,0.11,,-75.19,5540
519712,13666,,,74.93,,38,,,0.11,,-74.82,5544
519808,13668,,,75.28,,38,,,0.1,,-75.18,5548
520288,13699,16256,-7.846802443265915,74.62,0.0001,37,9.450152203440666,0.19800581270828843,0.12,0.18037300265859812,-74.5,5552
520608,13703,,,74.71,,37,,,0.12,,-74.59,5556
520704,13705,,,75.22,,37,,,0.11,,-75.11,5560
520864,13708,,,74.62,,37,,,0.12,,-74.5,5564
521440,13716,,,73.9,,38,,,0.12,,-73.78,5568
521760,13721,,,74.25,,38,,,0.12,,-74.13,5572
522208,13727,,,74.69,,38,,,0.11,,-74.58,5576
522272,13752,16320,-7.866677336394787,74.79,0.0001,37,9.448881715536118,0.1967576858587563,0.1,0.1733960994752124,-74.69,5580
522688,13758,,,74.68,,37,,,0.1,,-74.58,5584
522976,13762,,,75.17,,38,,,0.09,,-75.08,5588
523168,13765,,,74.76,,38,,,0.09,,-74.67,5592
523456,13769,,,74.79,,38,,,0.08,,-74.71,5596
523744,13774,,,75.63,,38,,,0.08,,-75.55,5600
523872,13776,,,74.89,,38,,,0.09,,-74.8,5604
524448,13808,16384,-7.892916522920132,74.98,0.0001,37,9.480456665158272,0.1955180314835161,0.07,0.18082649901043624,-74.91,5608
524736,13812,,,74.26,,37,,,0.08,,-74.18,5612
524928,13815,,,73.9,,37,,,0.08,,-73.82,5616
525088,13818,,,73.46,,38,,,0.08,,-73.38,5620
525440,13823,,,73.37,,38,,,0.08,,-73.29,5624
525664,13826,,,72.58,,38,,,0.09,,-72.49,5628
526048,13832,,,72.37,,38,,,0.09,,-72.28,5632
526176,13834,,,72.11,,38,,,0.09,,-72.02,5636
526592,13864,16448,-7.922898754477501,72.21,0.0001,37,9.477478042244911,0.19428537716157734,0.09,0.18131857411935925,-72.12,5640
526944,13869,,,72.4,,37,,,0.09,,-72.31,5644
527264,13874,,,72.14,,38,,,0.09,,-72.05,5648
527584,13879,,,72.58,,38,,,0.08,,-72.5,5652
527872,13883,,,72.72,,38,,,0.07,,-72.65,5656
528064,13886,,,72.91,,38,,,0.07,,-72.84,5660
528384,13891,,,72.46,,38,,,0.07,,-72.39,5664
528512,13917,16512,-7.9346951097249985,73.14,0.0001,37,9.519738852977753,0.19306149845942855,0.06,0.18191319017205387,-73.08,5668
528736,13920,,,73.08,,37,,,0.06,,-73.02,5672
529216,13927,,,72.76,,37,,,0.06,,-72.7,5676
529792,13935,,,72.33,,38,,,0.06,,-72.27,5680
529984,13938,,,72.61,,38,,,0.06,,-72.55,5684
530432,13945,,,72.83,,38,,,0.06,,-72.77,5688
530688,13972,16576,-7.952404111623764,73.2,0.0001,37,9.555086225271225,0.19184589735232294,0.05,0.1996112319175154,-73.15,5692
530784,13974,,,72.99,,37,,,0.06,,-72.93,5696
530912,13976,,,72.89,,37,,,0.06,,-72.83,5700
531328,13982,,,73.53,,37,,,0.05,,-73.48,5704
531488,13985,,,73.56,,38,,,0.05,,-73.51,5708
531744,13989,,,73.91,,38,,,0.04,,-73.87,5712
532416,13998,,,73.64,,38,,,0.04,,-73.6,5716
532800,14028,16640,-7.96973842382431,73.67,0.0001,37,9.534843310713768,0.1906388693023473,0.04,0.17887637706007808,-73.63,5720
532992,14031,,,73.66,,37,,,0.04,,-73.62,5724
533216,14034,,,74.22,,37,,,0.03,,-74.19,5728
533344,14037,,,73.56,,37,,,0.04,,-73.52,5732
533600,14040,,,73.98,,38,,,0.04,,-73.94,5736
533696,14042,,,73.11,,38,,,0.06,,-73.05,5740
533888,14045,,,72.97,,38,,,0.06,,-72.91,5744
534240,14051,,,73.01,,38,,,0.06,,-72.95,5748
534912,14084,16704,-7.988018244504929,73.08,0.0001,37,9.558023899793625,0.1894406194332987,0.06,0.17688562662806362,-73.02,5752
535392,14091,,,72.98,,37,,,0.06,,-72.92,5756
535520,14093,,,72.73,,37,,,0.06,,-72.67,5760
535712,14096,,,73.14,,38,,,0.05,,-73.09,5764
535904,14099,,,73.08,,38,,,0.05,,-73.03,5768
536160,14103,,,73.0,,38,,,0.05,,-72.95,5772
536288,14105,,,73.18,,38,,,0.05,,-73.13,5776
536576,14110,,,72.97,,38,,,0.06,,-72.91,5780
536864,14138,16768,-7.993355937302113,72.02,0.0001,37,9.550828337669373,0.1882511624135077,0.08,0.18771451467182487,-71.94,5784
537216,14143,,,70.96,,37,,,0.09,,-70.87,5788
537504,14147,,,70.46,,37,,,0.1,,-70.36,5792
537792,14152,,,70.63,,38,,,0.09,,-70.54,5796
538016,14155,,,69.77,,38,,,0.09,,-69.68,5800
538272,14159,,,69.71,,38,,,0.09,,-69.62,5804
538688,14189,16832,-8.010425351560116,69.51,0.0001,37,9.562735602259636,0.18707080371677876,0.09,0.19429510389454663,-69.42,5808
538816,14191,,,69.55,,37,,,0.09,,-69.46,5812
539072,14195,,,69.41,,37,,,0.1,,-69.31,5816
539456,14201,,,68.8,,37,,,0.11,,-68.69,5820
539712,14205,,,68.55,,37,,,0.11,,-68.44,5824
539840,14207,,,68.43,,37,,,0.11,,-68.32,5828
540288,14213,,,68.73,,38,,,0.1,,-68.63,5832
540608,14218,,,68.47,,38,,,0.1,,-68.37,5836
540768,14244,16896,-8.02951231598854,69.21,0.0001,37,9.563293129205704,0.18589810840785503,0.09,0.1984666653443128,-69.12,5840
541056,14249,,,68.26,,37,,,0.11,,-68.15,5844
541248,14252,,,68.31,,37,,,0.11,,-68.2,5848
541632,14257,,,68.36,,37,,,0.11,,-68.25,5852
541824,14260,,,68.17,,37,,,0.11,,-68.06,5856
542048,14264,,,67.97,,38,,,0.11,,-67.86,5860
542368,14268,,,67.5,,38,,,0.12,,-67.38,5864
542752,14298,16960,-8.050034135580063,67.54,0.0001,37,9.562999978661537,0.18473367090336978,0.12,0.19733984919730574,-67.42,5868
543072,14303,,,67.35,,37,,,0.12,,-67.23,5872
