time/time_elapsed,time/fps,train/ent_coef,train/ent_coef_loss,time/total_timesteps,rollout/ep_len_mean,train/n_updates,rollout/success_rate,train/actor_loss,rollout/ep_rew_mean,train/critic_loss,time/episodes,train/learning_rate
40047,8,,,341440,93.3,,0.08,,-93.22,,3524,
40215,8,0.34460805682465434,-5.346129477024078,342144,93.66,10688,0.07,4.384977802634239,-93.59,0.07656022225273773,3528,0.0001
40218,8,,,342304,93.42,,0.07,,-93.35,,3532,
40229,8,,,342816,93.28,,0.07,,-93.21,,3536,
40233,8,,,343072,93.07,,0.07,,-93.0,,3540,
40235,8,,,343136,93.18,,0.08,,-93.1,,3544,
40242,8,,,343616,93.21,,0.08,,-93.13,,3548,
40408,8,0.34241719637066126,-5.377454988658428,344128,93.06,10752,0.08,4.476379439234734,-92.98,0.07802088075550273,3552,0.0001
40416,8,,,344544,93.06,,0.08,,-92.98,,3556,
40429,8,,,345312,94.01,,0.07,,-93.94,,3560,
40432,8,,,345472,93.92,,0.07,,-93.85,,3564,
40436,8,,,345664,94.22,,0.06,,-94.16,,3568,
40602,8,0.34024070389568806,-5.4064765721559525,346208,94.35,10816,0.06,4.573581516742706,-94.29,0.07480936381034553,3572,0.0001
40605,8,,,346336,95.25,,0.05,,-95.2,,3576,
40610,8,,,346592,95.14,,0.05,,-95.09,,3580,
40615,8,,,346880,94.48,,0.06,,-94.42,,3584,
40624,8,,,347424,93.95,,0.07,,-93.88,,3588,
40636,8,,,348128,93.82,,0.07,,-93.75,,3592,
40801,8,0.33807834750041366,-5.43627092987299,348512,94.02,10880,0.07,4.657094813883305,-93.95,0.07468978432007134,3596,0.0001
40807,8,,,348800,93.88,,0.08,,-93.8,,3600,
40813,8,,,349152,93.14,,0.09,,-93.05,,3604,
40818,8,,,349440,92.72,,0.1,,-92.62,,3608,
40821,8,,,349600,92.77,,0.1,,-92.67,,3612,
40825,8,,,349792,93.23,,0.09,,-93.14,,3616,
40994,8,0.3359306827187538,-5.464421361684799,350528,93.04,10944,0.09,4.740669876337051,-92.95,0.07808276946889237,3620,0.0001
41000,8,,,350784,93.7,,0.08,,-93.62,,3624,
41008,8,,,351264,92.78,,0.08,,-92.7,,3628,
41015,8,,,351712,92.67,,0.08,,-92.59,,3632,
41020,8,,,352000,92.45,,0.08,,-92.37,,3636,
41185,8,0.3337971521541476,-5.492300428450108,352416,92.19,11008,0.08,4.82141525298357,-92.11,0.07845193019602448,3640,0.0001
41190,8,,,352736,92.19,,0.07,,-92.12,,3644,
41195,8,,,352992,92.84,,0.06,,-92.78,,3648,
41208,8,,,353728,93.64,,0.05,,-93.59,,3652,
41211,8,,,353856,93.45,,0.05,,-93.4,,3656,
41216,8,,,354176,92.78,,0.06,,-92.72,,3660,
41384,8,0.3316778037697077,-5.522696815431118,354848,92.99,11072,0.06,4.916840501129627,-92.93,0.07896576554048806,3664,0.0001
41387,8,,,354976,93.18,,0.06,,-93.12,,3668,
41391,8,,,355232,92.3,,0.07,,-92.23,,3672,
41402,8,,,355776,92.08,,0.07,,-92.01,,3676,
41405,8,,,355936,91.59,,0.08,,-91.51,,3680,
41411,8,,,356320,92.16,,0.07,,-92.09,,3684,
41576,8,0.32957218354567885,-5.552049428224564,356800,91.89,11136,0.08,5.012846291065216,-91.81,0.08145712153054774,3688,0.0001
41581,8,,,357056,92.07,,0.08,,-91.99,,3692,
41585,8,,,357312,91.57,,0.08,,-91.49,,3696,
41587,8,,,357408,90.87,,0.08,,-90.79,,3700,
41600,8,,,358208,91.12,,0.08,,-91.04,,3704,
41760,8,0.32748041907325387,-5.578333728015423,358432,91.3,11200,0.07,5.100623942911625,-91.23,0.13711233931826428,3708,0.0001
41772,8,,,359040,91.5,,0.07,,-91.43,,3712,
41777,8,,,359296,91.5,,0.07,,-91.43,,3716,
41782,8,,,359648,91.26,,0.07,,-91.19,,3720,
41789,8,,,360064,90.61,,0.08,,-90.53,,3724,
41792,8,,,360224,91.41,,0.08,,-91.33,,3728,
41953,8,0.32539854012429714,-5.642935052514076,360480,91.79,11264,0.08,5.10309374332428,-91.71,0.11764823296107352,3732,0.0001
41967,8,,,361312,91.98,,0.08,,-91.9,,3736,
41972,8,,,361536,91.67,,0.09,,-91.58,,3740,
41977,8,,,361792,91.45,,0.09,,-91.36,,3744,
41983,8,,,362208,91.17,,0.09,,-91.08,,3748,
42149,8,0.3233225545845926,-5.6687078177928925,362688,90.81,11328,0.09,5.167803592979908,-90.72,0.08342790114693344,3752,0.0001
42158,8,,,363232,90.31,,0.1,,-90.21,,3756,
42160,8,,,363328,90.98,,0.09,,-90.89,,3760,
42164,8,,,363584,90.92,,0.09,,-90.83,,3764,
42175,8,,,364224,90.93,,0.09,,-90.84,,3768,
42180,8,,,364512,89.92,,0.11,,-89.81,,3772,
42341,8,0.3212633174844086,-5.689012572169304,364736,90.74,11392,0.1,5.288182713091373,-90.64,0.08523566863732412,3776,0.0001
42346,8,,,364992,90.74,,0.1,,-90.64,,3780,
42351,8,,,365312,90.33,,0.1,,-90.23,,3784,
42361,8,,,365888,91.23,,0.08,,-91.15,,3788,
42370,8,,,366432,91.23,,0.08,,-91.15,,3792,
42533,8,0.31922037759795785,-5.715392008423805,366784,91.75,11456,0.08,5.335642978549004,-91.67,0.09331533015938476,3796,0.0001
42542,8,,,367200,92.45,,0.07,,-92.38,,3800,
42548,8,,,367552,92.87,,0.07,,-92.8,,3804,
42554,8,,,367904,92.91,,0.07,,-92.84,,3808,
42556,8,,,368032,92.81,,0.07,,-92.74,,3812,
42561,8,,,368288,92.66,,0.07,,-92.59,,3816,
42566,8,,,368608,92.72,,0.07,,-92.65,,3820,
42740,8,0.3171901577152312,-5.748172141611576,369120,92.96,11520,0.06,5.386539839208126,-92.9,0.08831634890520945,3824,0.0001
42752,8,,,369728,93.08,,0.06,,-93.02,,3828,
42759,8,,,370144,92.56,,0.06,,-92.5,,3832,
42766,8,,,370592,91.78,,0.07,,-91.71,,3836,
42927,8,0.315174023155123,-5.77337783575058,370752,91.4,11584,0.07,5.505224302411079,-91.33,0.09052892529871315,3840,0.0001
42931,8,,,371008,91.62,,0.07,,-91.55,,3844,
42935,8,,,371232,91.92,,0.07,,-91.85,,3848,
42944,8,,,371712,92.16,,0.07,,-92.09,,3852,
42951,8,,,372096,92.85,,0.06,,-92.79,,3856,
43118,8,0.3131718374788761,-5.799629248678684,372768,91.63,11648,0.07,5.616874434053898,-91.56,0.08900918223662302,3860,0.0001
43122,8,,,372928,91.69,,0.07,,-91.62,,3864,
43129,8,,,373344,92.04,,0.06,,-91.98,,3868,
43136,8,,,373792,92.33,,0.05,,-92.28,,3872,
43139,8,,,373952,92.14,,0.05,,-92.09,,3876,
43140,8,,,373984,91.47,,0.06,,-91.41,,3880,
43147,8,,,374336,91.15,,0.07,,-91.08,,3884,
43152,8,,,374592,91.21,,0.07,,-91.14,,3888,
43318,8,0.31118353176862,-5.830430343747139,375168,90.09,11712,0.08,5.713282503187656,-90.01,0.09518983884481713,3892,0.0001
43327,8,,,375680,89.16,,0.09,,-89.07,,3896,
43333,8,,,376032,88.95,,0.09,,-88.86,,3900,
43337,8,,,376288,89.13,,0.09,,-89.04,,3904,
43341,8,,,376544,88.74,,0.09,,-88.65,,3908,
43506,8,0.30920848436653614,-5.851332023739815,377024,88.49,11776,0.09,5.779686518013477,-88.4,0.0991582169663161,3912,0.0001
43509,8,,,377184,88.64,,0.09,,-88.55,,3916,
43515,8,,,377440,87.54,,0.11,,-87.43,,3920,
43521,8,,,377792,88.03,,0.11,,-87.92,,3924,
43528,8,,,378272,87.23,,0.12,,-87.11,,3928,
43533,8,,,378592,87.02,,0.13,,-86.89,,3932,
43700,8,0.3072455623187125,-5.909465275704861,379168,87.19,11840,0.13,5.933743968605995,-87.06,0.15977757691871375,3936,0.0001
43705,8,,,379488,88.14,,0.12,,-88.02,,3940,
43710,8,,,379744,88.13,,0.12,,-88.01,,3944,
43715,8,,,380032,87.87,,0.12,,-87.75,,3948,
43723,8,,,380448,87.38,,0.13,,-87.25,,3952,
43730,8,,,380832,86.64,,0.14,,-86.5,,3956,
43896,8,0.3052871394902468,-5.9388541877269745,381344,87.86,11904,0.13,6.017384111881256,-87.73,0.10863164276815951,3960,0.0001
43902,8,,,381728,87.86,,0.13,,-87.73,,3964,
43907,8,,,382016,88.13,,0.13,,-88.0,,3968,
43914,8,,,382400,88.07,,0.13,,-87.94,,3972,
43920,8,,,382688,88.1,,0.13,,-87.97,,3976,
44082,8,0.30334480945020914,-5.954934656620026,383104,88.18,11968,0.13,6.0514755845069885,-88.05,0.11156132287578657,3980,0.0001
44086,8,,,383232,88.41,,0.12,,-88.29,,3984,
44093,8,,,383648,88.41,,0.12,,-88.29,,3988,
44102,8,,,384192,89.19,,0.11,,-89.08,,3992,
44110,8,,,384672,89.88,,0.11,,-89.77,,3996,
44114,8,,,384928,89.66,,0.11,,-89.55,,4000,
44275,8,0.30141879664734006,-5.977241054177284,385152,89.19,12032,0.11,6.12117138504982,-89.08,0.1028721391921863,4004,0.0001
44283,8,,,385600,89.29,,0.11,,-89.18,,4008,
44290,8,,,385920,89.36,,0.11,,-89.25,,4012,
44293,8,,,386080,88.68,,0.12,,-88.56,,4016,
44297,8,,,386336,89.68,,0.1,,-89.58,,4020,
44306,8,,,386848,89.65,,0.1,,-89.55,,4024,
44472,8,0.29950667172670364,-6.000514402985573,387456,89.87,12096,0.09,6.211731001734734,-89.78,0.10165447799954563,4028,0.0001
44483,8,,,388064,90.33,,0.08,,-90.25,,4032,
44485,8,,,388192,90.62,,0.07,,-90.55,,4036,
44489,8,,,388352,90.1,,0.08,,-90.02,,4040,
44494,8,,,388640,89.71,,0.08,,-89.63,,4044,
44502,8,,,389120,89.93,,0.08,,-89.85,,4048,
44666,8,0.2976088132709265,-6.025540120899677,389504,91.26,12160,0.06,6.270907796919346,-91.2,0.1071096759987995,4052,0.0001
44671,8,,,389856,90.9,,0.06,,-90.84,,4056,
44679,8,,,390368,90.5,,0.06,,-90.44,,4060,
44684,8,,,390656,89.4,,0.07,,-89.33,,4064,
44687,8,,,390816,89.01,,0.08,,-88.93,,4068,
44852,8,0.29572407342493534,-6.050168313086033,391392,89.94,12224,0.07,6.345618359744549,-89.87,0.1068868642905727,4072,0.0001
44856,8,,,391584,90.09,,0.07,,-90.02,,4076,
44861,8,,,391840,90.01,,0.06,,-89.95,,4080,
44869,8,,,392288,89.99,,0.06,,-89.93,,4084,
44876,8,,,392736,89.99,,0.06,,-89.93,,4088,
44882,8,,,393056,89.87,,0.06,,-89.81,,4092,
45044,8,0.29385208524763584,-6.076416060328484,393344,89.0,12288,0.06,6.398867458105087,-88.94,0.10969776741694659,4096,0.0001
45048,8,,,393568,88.97,,0.05,,-88.92,,4100,
45054,8,,,393920,88.84,,0.06,,-88.78,,4104,
45062,8,,,394272,88.32,,0.06,,-88.26,,4108,
45067,8,,,394592,88.36,,0.06,,-88.3,,4112,
45073,8,,,394912,88.15,,0.06,,-88.09,,4116,
45239,8,0.2919934391975403,-6.101856984198093,395520,87.5,12352,0.07,6.453158713877201,-87.43,0.11515787255484611,4120,0.0001
45245,8,,,395904,87.43,,0.08,,-87.35,,4124,
45251,8,,,396224,87.84,,0.08,,-87.76,,4128,
45255,8,,,396448,87.6,,0.08,,-87.52,,4132,
45260,8,,,396736,87.94,,0.08,,-87.86,,4136,
45267,8,,,397120,87.85,,0.07,,-87.78,,4140,
45428,8,0.2901470633223653,-6.126394093036652,397472,87.97,12416,0.07,6.516655839979649,-87.9,0.11074797832407057,4144,0.0001
45433,8,,,397664,87.68,,0.07,,-87.61,,4148,
45438,8,,,397984,87.29,,0.07,,-87.22,,4152,
45448,8,,,398592,86.5,,0.08,,-86.42,,4156,
45455,8,,,399072,86.66,,0.08,,-86.58,,4160,
45617,8,0.2883134875446558,-6.150715507566929,399392,86.7,12480,0.08,6.5684987753629684,-86.62,0.10713481804123148,4164,0.0001
45622,8,,,399648,87.6,,0.06,,-87.54,,4168,
45632,8,,,400160,87.14,,0.07,,-87.07,,4172,
45637,8,,,400416,87.15,,0.07,,-87.08,,4176,
45641,8,,,400672,87.56,,0.07,,-87.49,,4180,
45647,8,,,400992,87.57,,0.07,,-87.5,,4184,
45811,8,0.286491384729743,-6.178921647369862,401440,87.19,12544,0.07,6.625281147658825,-87.12,0.1153791764518246,4188,0.0001
45819,8,,,401920,87.65,,0.07,,-87.58,,4192,
45823,8,,,402144,87.31,,0.08,,-87.23,,4196,
45830,8,,,402560,88.17,,0.08,,-88.09,,4200,
45838,8,,,403040,88.89,,0.06,,-88.83,,4204,
45842,8,,,403232,87.91,,0.08,,-87.83,,4208,
45846,8,,,403424,87.39,,0.09,,-87.3,,4212,
46008,8,0.2846813350915909,-6.2029325142502785,403776,87.8,12608,0.08,6.6861749067902565,-87.72,0.11267668864456937,4216,0.0001
46011,8,,,403904,87.8,,0.08,,-87.72,,4220,
46019,8,,,404448,88.18,,0.06,,-88.12,,4224,
46027,8,,,404928,87.47,,0.06,,-87.41,,4228,
46030,8,,,405120,87.5,,0.07,,-87.43,,4232,
46035,8,,,405312,86.56,,0.07,,-86.49,,4236,
46196,8,0.28288381500169635,-6.2275464832782745,405632,86.31,12672,0.07,6.73703345656395,-86.24,0.11407320958096534,4240,0.0001
46199,8,,,405824,86.39,,0.07,,-86.32,,4244,
46211,8,,,406464,85.41,,0.08,,-85.33,,4248,
46219,8,,,406976,85.43,,0.08,,-85.35,,4252,
46221,8,,,407104,86.41,,0.08,,-86.33,,4256,
46225,8,,,407328,85.94,,0.08,,-85.86,,4260,
46388,8,0.28109858417883515,-6.249838106334209,407776,85.59,12736,0.08,6.783506587147713,-85.51,0.11232011381071061,4264,0.0001
46396,8,,,408192,84.79,,0.08,,-84.71,,4268,
46401,8,,,408448,85.25,,0.07,,-85.18,,4272,
46403,8,,,408544,85.03,,0.07,,-84.96,,4276,
46413,8,,,409120,84.87,,0.07,,-84.8,,4280,
46578,8,0.27932518580928445,-6.273927457630634,409664,84.48,12800,0.08,6.845270656049252,-84.4,0.11452512885443866,4284,0.0001
46585,8,,,410080,84.59,,0.08,,-84.51,,4288,
46590,8,,,410304,84.08,,0.08,,-84.0,,4292,
46592,8,,,410432,84.09,,0.08,,-84.01,,4296,
46599,8,,,410880,83.45,,0.08,,-83.37,,4300,
46608,8,,,411328,82.49,,0.09,,-82.4,,4304,
46611,8,,,411456,83.21,,0.08,,-83.13,,4308,
46615,8,,,411648,83.56,,0.08,,-83.48,,4312,
46774,8,0.2775636976584792,-6.30151342600584,411840,84.04,12864,0.08,6.890581972897053,-83.96,0.11836188315646723,4316,0.0001
46786,8,,,412544,83.88,,0.08,,-83.8,,4320,
46790,8,,,412736,83.51,,0.08,,-83.43,,4324,
46798,8,,,413216,82.87,,0.1,,-82.77,,4328,
46803,8,,,413504,83.47,,0.09,,-83.38,,4332,
46806,8,,,413664,82.37,,0.11,,-82.26,,4336,
46969,8,0.2758136224001646,-6.319081783294678,414080,82.88,12928,0.12,6.9493419006466866,-82.76,0.12249215005431324,4340,0.0001
46973,8,,,414304,82.67,,0.12,,-82.55,,4344,
46982,8,,,414720,83.53,,0.11,,-83.42,,4348,
46986,8,,,414912,83.85,,0.11,,-83.74,,4352,
46993,8,,,415392,82.71,,0.11,,-82.6,,4356,
47157,8,0.2740776794962585,-6.336747072637081,415936,83.26,12992,0.11,7.013491936028004,-83.15,0.12403900281060487,4360,0.0001
47161,8,,,416160,82.47,,0.12,,-82.35,,4364,
47167,8,,,416480,82.7,,0.12,,-82.58,,4368,
47172,8,,,416704,82.44,,0.13,,-82.31,,4372,
47174,8,,,416832,82.47,,0.14,,-82.33,,4376,
47184,8,,,417344,82.29,,0.14,,-82.15,,4380,
47190,8,,,417760,83.06,,0.13,,-82.93,,4384,
47354,8,0.27235409803688526,-6.357351787388325,418112,82.88,13056,0.14,7.051577374339104,-82.74,0.1263155931374058,4388,0.0001
47363,8,,,418592,82.7,,0.14,,-82.56,,4392,
47367,8,,,418848,82.94,,0.15,,-82.79,,4396,
47376,8,,,419360,83.32,,0.15,,-83.17,,4400,
47383,8,,,419680,83.68,,0.14,,-83.54,,4404,
47386,8,,,419840,82.58,,0.16,,-82.42,,4408,
47544,8,0.2706421362236142,-6.382630415260792,420000,82.98,13120,0.15,7.090727128088474,-82.83,0.13362302735913545,4412,0.0001
47550,8,,,420288,82.45,,0.16,,-82.29,,4416,
47555,8,,,420544,83.07,,0.17,,-82.9,,4420,
47562,8,,,420960,82.44,,0.18,,-82.26,,4424,
47569,8,,,421376,83.1,,0.17,,-82.93,,4428,
47574,8,,,421664,82.03,,0.17,,-81.86,,4432,
47733,8,0.26894106855615973,-6.402261845767498,422016,83.12,13184,0.17,7.121729701757431,-82.95,0.1388904268387705,4436,0.0001
47741,8,,,422496,83.2,,0.16,,-83.04,,4440,
47749,8,,,422912,83.21,,0.17,,-83.04,,4444,
47753,8,,,423104,83.33,,0.17,,-83.16,,4448,
47759,8,,,423456,81.93,,0.21,,-81.72,,4452,
47762,8,,,423648,82.11,,0.21,,-81.9,,4456,
47766,8,,,423808,81.69,,0.21,,-81.48,,4460,
47923,8,0.2672519152984023,-6.4221033826470375,424064,82.64,13248,0.2,7.1640937477350235,-82.44,0.1517252620542422,4464,0.0001
47926,8,,,424224,82.75,,0.2,,-82.55,,4468,
47936,8,,,424864,82.59,,0.2,,-82.39,,4472,
47941,8,,,425120,81.56,,0.21,,-81.35,,4476,
47947,8,,,425440,80.36,,0.23,,-80.13,,4480,
47954,8,,,425760,80.17,,0.23,,-79.94,,4484,
47957,8,,,425952,79.58,,0.22,,-79.36,,4488,
48114,8,0.26557381404563785,-6.448353588581085,426176,79.32,13312,0.21,7.1909512504935265,-79.11,0.15048056363593787,4492,0.0001
48125,8,,,426720,79.18,,0.2,,-78.98,,4496,
48128,8,,,426880,77.95,,0.21,,-77.74,,4500,
48131,8,,,427072,78.02,,0.22,,-77.8,,4504,
48136,8,,,427328,78.71,,0.19,,-78.52,,4508,
48138,8,,,427424,78.28,,0.19,,-78.09,,4512,
48146,8,,,427872,77.51,,0.18,,-77.33,,4516,
48306,8,0.2639080830849707,-6.4563098549842834,428224,76.02,13376,0.18,7.196464449167252,-75.84,0.1520020158495754,4520,0.0001
48311,8,,,428480,76.07,,0.2,,-75.87,,4524,
48322,8,,,429024,75.25,,0.23,,-75.02,,4528,
48324,8,,,429120,75.45,,0.23,,-75.22,,4532,
48332,8,,,429536,74.84,,0.22,,-74.62,,4536,
48335,8,,,429696,74.27,,0.23,,-74.04,,4540,
48339,8,,,429888,74.64,,0.23,,-74.41,,4544,
48504,8,0.2622543405741453,-6.479392848908901,430304,74.18,13440,0.23,7.213618233799934,-73.95,0.14451260527130216,4548,0.0001
48509,8,,,430560,73.52,,0.21,,-73.31,,4552,
48516,8,,,430976,74.75,,0.19,,-74.56,,4556,
48525,8,,,431360,74.31,,0.19,,-74.12,,4560,
48530,8,,,431680,74.44,,0.19,,-74.25,,4564,
48535,8,,,431904,72.69,,0.22,,-72.47,,4568,
48696,8,0.2606125958263874,-6.490151785314083,432320,72.66,13504,0.22,7.242135465145111,-72.44,0.15193864121101797,4572,0.0001
48701,8,,,432576,73.02,,0.21,,-72.81,,4576,
48705,8,,,432800,73.97,,0.19,,-73.78,,4580,
48709,8,,,432992,74.56,,0.2,,-74.36,,4584,
48717,8,,,433504,74.67,,0.21,,-74.46,,4588,
48723,8,,,433760,73.83,,0.23,,-73.6,,4592,
48727,8,,,433984,73.91,,0.23,,-73.68,,4596,
48885,8,0.2589825433678925,-6.5132927894592285,434336,73.49,13568,0.24,7.289621628820896,-73.25,0.1536173620261252,4600,0.0001
48891,8,,,434560,74.11,,0.23,,-73.88,,4604,
48894,8,,,434720,74.19,,0.24,,-73.95,,4608,
48902,8,,,435200,74.26,,0.25,,-74.01,,4612,
48906,8,,,435392,73.95,,0.27,,-73.68,,4616,
48911,8,,,435680,73.53,,0.29,,-73.24,,4620,
48915,8,,,435936,74.31,,0.28,,-74.03,,4624,
49077,8,0.2573637724854052,-6.52532234787941,436416,74.91,13632,0.26,7.323470115661621,-74.65,0.15744448127225041,4628,0.0001
49079,8,,,436512,74.24,,0.26,,-73.98,,4632,
49085,8,,,436896,74.83,,0.27,,-74.56,,4636,
49089,8,,,437056,75.34,,0.26,,-75.08,,4640,
49094,8,,,437248,74.5,,0.25,,-74.25,,4644,
49104,8,,,437856,74.43,,0.28,,-74.15,,4648,
49106,8,,,437984,73.99,,0.29,,-73.7,,4652,
49281,8,0.2557578347623348,-6.530227802693844,438304,73.29,13696,0.29,7.331327214837074,-73.0,0.16296010208316147,4656,0.0001
49288,8,,,438656,73.7,,0.29,,-73.41,,4660,
49291,8,,,438816,73.03,,0.3,,-72.73,,4664,
49299,8,,,439168,74.13,,0.28,,-73.85,,4668,
49300,8,,,439232,74.02,,0.29,,-73.73,,4672,
49309,8,,,439744,73.85,,0.28,,-73.57,,4676,
49315,8,,,440096,73.51,,0.29,,-73.22,,4680,
49478,8,0.2541634296067059,-6.5522720366716385,440416,72.54,13760,0.29,7.369751513004303,-72.25,0.18399345560465008,4684,0.0001
49483,8,,,440672,72.47,,0.28,,-72.19,,4688,
49488,8,,,440928,73.06,,0.26,,-72.8,,4692,
49492,8,,,441152,72.57,,0.28,,-72.29,,4696,
49500,8,,,441472,73.14,,0.27,,-72.87,,4700,
49505,8,,,441760,72.54,,0.29,,-72.25,,4704,
49510,8,,,442048,71.78,,0.28,,-71.5,,4708,
49677,8,0.25258089788258076,-6.559923477470875,442496,71.67,13824,0.28,7.3723117634654045,-71.39,0.17138840979896486,4712,0.0001
49679,8,,,442624,72.4,,0.25,,-72.15,,4716,
49682,8,,,442720,72.9,,0.26,,-72.64,,4720,
49688,8,,,443072,71.93,,0.26,,-71.67,,4724,
49697,8,,,443456,71.91,,0.25,,-71.66,,4728,
49704,8,,,443872,71.79,,0.26,,-71.53,,4732,
49710,8,,,444160,71.7,,0.26,,-71.44,,4736,
49872,8,0.25101101165637374,-6.561108343303204,444512,72.02,13888,0.26,7.377990022301674,-71.76,0.167040029540658,4740,0.0001
49876,8,,,444704,72.62,,0.26,,-72.36,,4744,
49880,8,,,444928,72.37,,0.23,,-72.14,,4748,
49888,8,,,445440,73.05,,0.22,,-72.83,,4752,
49893,8,,,445696,73.05,,0.25,,-72.8,,4756,
49898,8,,,445920,73.18,,0.25,,-72.93,,4760,
49903,8,,,446144,72.75,,0.27,,-72.48,,4764,
50063,8,0.24945428525097668,-6.571238286793232,446528,73.02,13952,0.28,7.407940924167633,-72.74,0.18873571522999555,4768,0.0001
50084,8,,,446720,72.76,,0.26,,-72.5,,4772,
50092,8,,,447200,73.16,,0.29,,-72.87,,4776,
50095,8,,,447360,72.44,,0.3,,-72.14,,4780,
50100,8,,,447488,72.54,,0.32,,-72.22,,4784,
50104,8,,,447744,71.8,,0.34,,-71.46,,4788,
50107,8,,,447872,72.2,,0.35,,-71.85,,4792,
50116,8,,,448416,71.95,,0.36,,-71.59,,4796,
50280,8,0.24790854565799236,-6.5835437551140785,448896,72.48,14016,0.37,7.419219397008419,-72.11,0.19396776845678687,4800,0.0001
50288,8,,,449312,72.42,,0.37,,-72.05,,4804,
50293,8,,,449568,72.75,,0.37,,-72.38,,4808,
50297,8,,,449792,73.04,,0.38,,-72.66,,4812,
50302,8,,,449920,74.07,,0.38,,-73.69,,4816,
50304,8,,,450016,73.24,,0.37,,-72.87,,4820,
50308,8,,,450272,74.15,,0.36,,-73.79,,4824,
50467,8,0.24637413560412824,-6.619497336447239,450592,73.73,14080,0.36,7.455207400023937,-73.37,0.3267652014037594,4828,0.0001
50481,8,,,451328,75.16,,0.36,,-74.8,,4832,
50494,8,,,452128,75.28,,0.34,,-74.94,,4836,
50499,8,,,452416,74.89,,0.34,,-74.55,,4840,
50657,8,0.24483825615607202,-6.677232809364796,452704,75.45,14144,0.34,7.437741503119469,-75.11,0.21489797485992312,4844,0.0001
50660,8,,,452832,75.28,,0.35,,-74.93,,4848,
50663,8,,,453024,76.18,,0.34,,-75.84,,4852,
50665,8,,,453120,77.51,,0.32,,-77.19,,4856,
50674,8,,,453504,77.44,,0.32,,-77.12,,4860,
50685,8,,,454208,78.28,,0.31,,-77.97,,4864,
50689,8,,,454400,77.3,,0.31,,-76.99,,4868,
50866,8,0.24331266153603792,-6.659756928682327,454976,78.14,14208,0.32,7.464304842054844,-77.82,0.20449883153196424,4872,0.0001
50869,8,,,455136,77.2,,0.32,,-76.88,,4876,
50877,8,,,455456,78.66,,0.31,,-78.35,,4880,
50878,8,,,455520,78.75,,0.3,,-78.45,,4884,
50881,8,,,455648,79.43,,0.31,,-79.12,,4888,
50885,8,,,455872,79.45,,0.3,,-79.15,,4892,
50893,8,,,456288,79.97,,0.29,,-79.68,,4896,
50898,8,,,456544,78.62,,0.3,,-78.32,,4900,
51063,8,0.2418023538775742,-6.662864670157433,457120,78.75,14272,0.31,7.501477628946304,-78.44,0.20567033218685538,4904,0.0001
51068,8,,,457408,78.51,,0.32,,-78.19,,4908,
51071,8,,,457600,78.68,,0.3,,-78.38,,4912,
51076,8,,,457792,77.72,,0.33,,-77.39,,4916,
51084,8,,,458240,78.36,,0.33,,-78.03,,4920,
51085,8,,,458272,78.22,,0.32,,-77.9,,4924,
51091,8,,,458688,79.23,,0.32,,-78.91,,4928,
51269,8,0.24030370311811566,-6.678964488208294,458976,78.67,14336,0.33,7.520237900316715,-78.34,0.21327243326231837,4932,0.0001
51276,8,,,459264,77.5,,0.36,,-77.14,,4936,
51282,8,,,459616,76.72,,0.37,,-76.35,,4940,
51287,8,,,459904,75.72,,0.4,,-75.32,,4944,
51292,8,,,460160,75.13,,0.42,,-74.71,,4948,
51298,8,,,460544,73.84,,0.44,,-73.4,,4952,
51457,8,0.2388145038858056,-6.699083499610424,460896,73.89,14400,0.43,7.557216949760914,-73.46,0.23953152867034078,4956,0.0001
51460,8,,,461056,73.06,,0.45,,-72.61,,4960,
51465,8,,,461376,73.23,,0.47,,-72.76,,4964,
51467,8,,,461472,73.7,,0.47,,-73.23,,4968,
51473,8,,,461792,72.67,,0.48,,-72.19,,4972,
51481,8,,,462208,71.57,,0.49,,-71.08,,4976,
51483,8,,,462272,70.49,,0.51,,-69.98,,4980,
51486,8,,,462432,70.12,,0.5,,-69.62,,4984,
51492,8,,,462784,69.7,,0.5,,-69.2,,4988,
51646,8,0.2373340493068099,-6.716116867959499,462912,69.51,14464,0.51,7.594512045383453,-69.0,0.24619711167179048,4992,0.0001
51652,8,,,463232,69.24,,0.52,,-68.72,,4996,
51654,8,,,463328,69.94,,0.52,,-69.42,,5000,
51663,8,,,463808,69.09,,0.53,,-68.56,,5004,
51668,8,,,464160,68.97,,0.54,,-68.43,,5008,
51674,8,,,464480,68.98,,0.55,,-68.43,,5012,
51679,8,,,464672,68.45,,0.55,,-67.9,,5016,
51834,8,0.23586319270543754,-6.718627825379372,464928,69.14,14528,0.56,7.631525106728077,-68.58,0.26122568268328905,5020,0.0001
51842,8,,,465344,68.16,,0.58,,-67.58,,5024,
51848,8,,,465568,67.97,,0.59,,-67.38,,5028,
51854,8,,,465952,67.97,,0.58,,-67.39,,5032,
51860,8,,,466272,68.84,,0.57,,-68.27,,5036,
51864,8,,,466496,69.85,,0.57,,-69.28,,5040,
52025,8,0.23440260253846645,-6.746037386357784,467008,70.2,14592,0.56,7.657012522220612,-69.64,0.2597001485992223,5044,0.0001
52032,8,,,467424,70.67,,0.55,,-70.12,,5048,
52037,8,,,467680,70.66,,0.56,,-70.1,,5052,
52042,8,,,467936,70.66,,0.56,,-70.1,,5056,
52049,8,,,468224,70.19,,0.56,,-69.63,,5060,
52054,9,,,468512,69.94,,0.55,,-69.39,,5064,
