rollout/success_rate,train/ent_coef_loss,train/critic_loss,train/actor_loss,train/n_updates,time/time_elapsed,train/learning_rate,rollout/ep_rew_mean,time/episodes,time/total_timesteps,time/fps,train/ent_coef,rollout/ep_len_mean
0.0625,-0.01592252442969766,0.36688597360625863,-3.189175743609667,64,107,0.0001,-96.84375,4,3200,29,0.9968539094552398,96.90625
0.0625,,,,,107,,-96.84375,8,3200,29,,96.90625
0.0625,,,,,107,,-96.84375,12,3200,29,,96.90625
0.0625,,,,,107,,-96.84375,16,3200,29,,96.90625
0.0625,,,,,107,,-96.84375,20,3200,29,,96.90625
0.0625,,,,,107,,-96.84375,24,3200,29,,96.90625
0.0625,,,,,107,,-96.84375,28,3200,29,,96.90625
0.0625,,,,,107,,-96.84375,32,3200,29,,96.90625
0.08333333333333333,-0.04827334015863016,0.09867649991065264,-5.419510677456856,128,208,0.0001,-95.72222222222223,36,6080,29,0.9904896980151534,95.80555555555556
0.046875,-0.08062140573747456,0.1145052770152688,-7.144497141242027,192,259,0.0001,-97.59375,40,6400,24,0.9841680619865656,97.640625
0.046875,,,,,259,,-97.59375,44,6400,24,,97.640625
0.046875,,,,,259,,-97.59375,48,6400,24,,97.640625
0.046875,,,,,259,,-97.59375,52,6400,24,,97.640625
0.046875,,,,,259,,-97.59375,56,6400,24,,97.640625
0.046875,,,,,259,,-97.59375,60,6400,24,,97.640625
0.046875,,,,,259,,-97.59375,64,6400,24,,97.640625
0.07352941176470588,-0.11294735956471413,0.11038945126347244,-8.677490130066872,256,340,0.0001,-96.19117647058823,68,8288,24,0.9778880449011922,96.26470588235294
0.08333333333333333,,,,,362,,-95.91666666666667,72,9376,25,,96.0
0.0625,,,,,366,,-96.9375,76,9600,26,,97.0
0.0625,,,,,366,,-96.9375,80,9600,26,,97.0
0.0625,,,,,366,,-96.9375,84,9600,26,,97.0
0.0625,,,,,366,,-96.9375,88,9600,26,,97.0
0.0625,,,,,366,,-96.9375,92,9600,26,,97.0
0.0625,,,,,366,,-96.9375,96,9600,26,,97.0
0.07,-0.1452694816980511,0.14088719349820167,-10.43535926938057,320,441,0.0001,-96.59,100,11136,25,0.9716487461701035,96.66
0.06,,,,,457,,-97.14,104,11936,26,,97.2
0.06,-0.17754053813405335,0.200108605902642,-11.902961120009422,384,519,0.0001,-97.14,108,12800,24,0.9654498966410756,97.2
0.06,,,,,519,,-97.14,112,12800,24,,97.2
0.06,,,,,519,,-97.14,116,12800,24,,97.2
0.06,,,,,519,,-97.14,120,12800,24,,97.2
0.06,,,,,519,,-97.14,124,12800,24,,97.2
0.06,,,,,519,,-97.14,128,12800,24,,97.2
0.07,,,,,549,,-96.56,132,14304,26,,96.63
0.07,-0.209885208401829,0.18516300211194903,-13.121580362319946,448,601,0.0001,-96.56,136,14688,24,0.9592914907261729,96.63
0.08,,,,,621,,-96.21,140,15680,25,,96.29
0.08,,,,,627,,-96.21,144,16000,25,,96.29
0.08,,,,,627,,-96.21,148,16000,25,,96.29
0.08,,,,,627,,-96.21,152,16000,25,,96.29
0.08,,,,,627,,-96.21,156,16000,25,,96.29
0.08,,,,,627,,-96.21,160,16000,25,,96.29
0.09,-0.24226004257798195,0.22355689597316086,-14.132643222808838,512,695,0.0001,-95.49,164,17216,24,0.9531711470335722,95.58
0.08,,,,,702,,-96.23,168,17536,24,,96.31
0.09,,,,,714,,-95.79,172,18080,25,,95.88
0.09,-0.2745788786560297,0.2687078247545287,-14.941958874464035,576,780,0.0001,-95.79,176,19200,24,0.9470893861725926,95.88
0.09,,,,,780,,-95.79,180,19200,24,,95.88
0.09,,,,,780,,-95.79,184,19200,24,,95.88
0.09,,,,,780,,-95.79,188,19200,24,,95.88
0.09,,,,,780,,-95.79,192,19200,24,,95.88
0.09,,,,,804,,-95.79,196,20416,25,,95.88
0.08,-0.30686296010389924,0.2522388162324205,-15.577156484127045,640,855,0.0001,-96.26,200,20736,24,0.9410469708964229,96.34
0.07,,,,,866,,-96.72,204,21280,24,,96.79
0.08,,,,,885,,-96.64,208,22176,25,,96.72
0.08,,,,,889,,-96.64,212,22400,25,,96.72
0.08,,,,,889,,-96.64,216,22400,25,,96.72
0.08,,,,,889,,-96.64,220,22400,25,,96.72
0.08,,,,,889,,-96.64,224,22400,25,,96.72
0.09,-0.3392019756138325,0.29424303490668535,-16.087865099310875,704,958,0.0001,-96.32,228,23616,24,0.935044027864933,96.41
0.08,,,,,964,,-96.9,232,23936,24,,96.98
0.08,,,,,972,,-96.98,236,24288,24,,97.06
0.09,-0.37146375700831413,0.3054730042349547,-16.486626356840134,768,1024,0.0001,-96.65,240,24608,24,0.9290793174877763,96.74
0.09,,,,,1044,,-96.65,244,25600,24,,96.74
0.09,,,,,1044,,-96.65,248,25600,24,,96.74
0.09,,,,,1044,,-96.65,252,25600,24,,96.74
0.09,,,,,1044,,-96.65,256,25600,24,,96.74
0.11,-0.4038299797102809,0.2677827210864052,-16.783557534217834,832,1113,0.0001,-95.66,260,26816,24,0.9231518935412169,95.77
0.09,,,,,1117,,-96.6,264,26976,24,,96.69
0.09,,,,,1126,,-96.6,268,27392,24,,96.69
0.08,,,,,1132,,-96.97,272,27680,24,,97.05
0.09,,,,,1138,,-96.64,276,27936,24,,96.73
0.1,-0.4361349274404347,0.3359012708533555,-16.992632567882538,896,1200,0.0001,-96.37,280,28800,23,0.9172629471868277,96.47
0.1,,,,,1200,,-96.37,284,28800,23,,96.47
0.1,,,,,1200,,-96.37,288,28800,23,,96.47
0.11,,,,,1222,,-95.78,292,29888,24,,95.89
0.11,,,,,1224,,-95.78,296,30016,24,,95.89
0.12,,,,,1231,,-95.25,300,30336,24,,95.37
0.12,,,,,1239,,-95.25,304,30688,24,,95.37
0.13,-0.46844542073085904,0.3363858733791858,-17.1220460832119,960,1288,0.0001,-94.7,308,30912,23,0.9114110684022307,94.83
0.13,,,,,1294,,-94.7,312,31136,24,,94.83
0.14,,,,,1311,,-94.08,316,32000,24,,94.22
0.14,,,,,1311,,-94.08,320,32000,24,,94.22
0.14,-0.5007883086800575,0.3393947813892737,-17.19826513528824,1024,1379,0.0001,-94.08,324,33056,23,0.9055972648784518,94.22
0.13,,,,,1383,,-94.4,328,33216,24,,94.53
0.13,,,,,1390,,-94.4,332,33536,24,,94.53
0.12,,,,,1398,,-94.85,336,33856,24,,94.97
0.1,,,,,1404,,-95.53,340,34112,24,,95.63
0.1,,,,,1409,,-95.53,344,34336,24,,95.63
0.1,-0.5331371203064919,0.31762283004354686,-17.231859296560287,1088,1473,0.0001,-95.53,348,35200,23,0.8998194644227624,95.63
0.1,,,,,1473,,-95.53,352,35200,23,,95.63
0.1,,,,,1496,,-95.53,356,36256,24,,95.63
0.08,,,,,1499,,-96.61,360,36416,24,,96.69
0.08,,,,,1506,,-96.61,364,36736,24,,96.69
0.08,-0.5653993356972933,0.2747684101341292,-17.221662402153015,1152,1560,0.0001,-96.61,368,37056,23,0.8940788488835096,96.69
0.07,,,,,1566,,-97.03,372,37312,23,,97.1
0.06,,,,,1571,,-97.36,376,37536,23,,97.42
0.07,,,,,1589,,-96.71,380,38336,24,,96.78
0.07,,,,,1591,,-96.71,384,38400,24,,96.78
0.08,,,,,1593,,-96.25,388,38496,24,,96.33
0.09,-0.5977016687393188,0.3357335039181635,-17.173707216978073,1216,1655,0.0001,-96.02,392,39264,23,0.888375605456531,96.11
0.09,,,,,1663,,-96.02,396,39616,23,,96.11
0.09,,,,,1672,,-96.06,400,40000,23,,96.15
0.09,,,,,1683,,-95.96,404,40480,24,,96.05
0.08,,,,,1686,,-96.31,408,40576,24,,96.39
0.07,-0.630076783709228,0.3008707894477993,-17.1068854033947,1280,1749,0.0001,-96.52,412,41376,23,0.882708658464253,96.59
0.06,,,,,1754,,-97.14,416,41600,23,,97.2
0.06,,,,,1756,,-97.14,420,41696,23,,97.2
0.06,,,,,1773,,-97.14,424,42464,23,,97.2
0.06,,,,,1781,,-97.14,428,42816,24,,97.2
0.06,-0.6622988218441606,0.28476446273270994,-17.019157230854034,1344,1837,0.0001,-97.14,432,43200,23,0.8770776959136128,97.2
0.06,,,,,1847,,-97.14,436,43680,23,,97.2
0.06,,,,,1850,,-97.14,440,43776,23,,97.2
0.06,,,,,1867,,-97.14,444,44576,23,,97.2
0.06,,,,,1873,,-97.14,448,44800,23,,97.2
0.06,,,,,1875,,-97.14,452,44896,23,,97.2
0.07,-0.6947632590308785,0.24705519917188212,-16.914865791797638,1408,1937,0.0001,-96.63,456,45632,23,0.8714824244379997,96.7
0.07,,,,,1945,,-96.63,460,46016,23,,96.7
0.07,,,,,1952,,-96.63,464,46336,23,,96.7
0.08,,,,,1961,,-96.11,468,46688,23,,96.19
0.08,,,,,1967,,-96.11,472,46912,23,,96.19
0.08,-0.726909052580595,0.2699258407810703,-16.789007157087326,1472,2028,0.0001,-96.11,476,47616,23,0.8659225925803185,96.19
0.06,,,,,2037,,-97.03,480,48000,23,,97.09
0.06,,,,,2037,,-97.03,484,48000,23,,97.09
0.06,,,,,2053,,-97.23,488,48800,23,,97.29
0.04,-0.7592877978459001,0.27846914483234286,-16.64407354593277,1536,2109,0.0001,-98.05,492,49216,23,0.8603991894051433,98.09
0.04,,,,,2113,,-98.05,496,49376,23,,98.09
0.03,,,,,2125,,-98.54,500,49888,23,,98.57
0.03,,,,,2131,,-98.64,504,50112,23,,98.67
0.03,,,,,2145,,-98.64,508,50816,23,,98.67
0.03,,,,,2154,,-98.71,512,51200,23,,98.74
0.03,,,,,2154,,-98.71,516,51200,23,,98.74
0.03,-0.791742623783648,0.29590384860057384,-16.487061142921448,1600,2214,0.0001,-98.71,520,52000,23,0.8549101520329714,98.74
0.04,,,,,2220,,-98.13,524,52256,23,,98.17
0.04,,,,,2227,,-98.13,528,52576,23,,98.17
0.04,,,,,2235,,-98.13,532,52960,23,,98.17
0.04,-0.8241453338414431,0.29657455917913467,-16.307066828012466,1664,2286,0.0001,-98.13,536,53280,23,0.8494555279612541,98.17
0.05,,,,,2289,,-97.55,540,53376,23,,97.6
0.07,,,,,2305,,-96.56,544,54176,23,,96.63
0.07,,,,,2310,,-96.56,548,54400,23,,96.63
0.08,,,,,2311,,-95.91,552,54464,23,,95.99
0.07,,,,,2328,,-96.42,556,55232,23,,96.49
0.07,-0.8563670115545392,0.27628376754000783,-16.130616381764412,1728,2382,0.0001,-96.42,560,55616,23,0.8440353134647012,96.49
0.07,,,,,2392,,-96.42,564,56064,23,,96.49
0.07,,,,,2400,,-96.83,568,56448,23,,96.9
0.07,,,,,2404,,-96.83,572,56576,23,,96.9
0.07,-0.8885108167305589,0.26250158390030265,-15.952713385224342,1792,2467,0.0001,-96.83,576,57376,23,0.838650880381465,96.9
0.07,,,,,2472,,-96.83,580,57600,23,,96.9
0.07,,,,,2473,,-96.83,584,57664,23,,96.9
0.06,,,,,2490,,-97.09,588,58432,23,,97.15
0.06,,,,,2498,,-97.09,592,58816,23,,97.15
0.07,,,,,2505,,-96.87,596,59136,23,,96.94
0.07,-0.9211701452732086,0.24276013055350631,-15.766991347074509,1856,2560,0.0001,-96.87,600,59488,23,0.8333009565249085,96.94
0.07,,,,,2567,,-96.87,604,59776,23,,96.94
0.07,,,,,2584,,-96.87,608,60576,23,,96.94
0.08,,,,,2590,,-96.29,612,60800,23,,96.37
0.08,,,,,2590,,-96.29,616,60800,23,,96.37
0.09,,,,,2600,,-96.06,620,61312,23,,96.15
0.08,-0.9532595667988062,0.23833844950422645,-15.58656607568264,1920,2661,0.0001,-96.64,624,62016,23,0.8279840350151062,96.72
0.08,,,,,2666,,-96.64,628,62208,23,,96.72
0.1,,,,,2675,,-95.65,632,62624,23,,95.75
0.1,,,,,2682,,-95.65,636,62880,23,,95.75
0.1,,,,,2689,,-95.75,640,63136,23,,95.85
0.08,-0.9855607282370329,0.2541456330800429,-15.391981437802315,1984,2748,0.0001,-96.74,644,63808,23,0.8227021666243672,96.82
0.1,,,,,2753,,-95.46,648,64000,23,,95.56
0.09,,,,,2754,,-96.11,652,64064,23,,96.2
0.09,,,,,2771,,-96.11,656,64832,23,,96.2
0.1,,,,,2779,,-95.58,660,65216,23,,95.68
0.1,,,,,2785,,-95.58,664,65472,23,,95.68
0.09,-1.0179556384682655,0.24596257030498236,-15.19076293706894,2048,2840,0.0001,-95.69,668,65856,23,0.8174536004662514,95.78
0.1,,,,,2848,,-95.27,672,66176,23,,95.37
0.1,,,,,2865,,-95.27,676,66976,23,,95.37
0.1,,,,,2870,,-95.27,680,67200,23,,95.37
0.1,,,,,2872,,-95.27,684,67264,23,,95.37
0.1,-1.050231721252203,0.2419710042886436,-14.996346265077591,2112,2933,0.0001,-95.27,688,68032,23,0.8122388320043683,95.37
0.1,,,,,2942,,-95.27,692,68416,23,,95.37
0.09,,,,,2948,,-95.49,696,68672,23,,95.58
0.09,,,,,2957,,-95.49,700,69056,23,,95.58
0.09,,,,,2965,,-95.49,704,69376,23,,95.58
0.09,-1.0825408808887005,0.2633142600534484,-14.790373146533966,2176,3028,0.0001,-95.49,708,70176,23,0.8070570761337876,95.58
0.08,,,,,3034,,-96.07,712,70400,23,,96.15
0.08,,,,,3036,,-96.07,716,70464,23,,96.15
0.08,,,,,3050,,-96.05,720,71104,23,,96.13
0.08,,,,,3061,,-96.05,724,71616,23,,96.13
0.08,-1.1149765495210886,0.20571092434693128,-14.587226212024689,2240,3111,0.0001,-96.05,728,71808,23,0.8019087072461843,96.13
0.06,,,,,3121,,-97.04,732,72256,23,,97.1
0.06,,,,,3128,,-97.04,736,72576,23,,97.1
0.06,,,,,3136,,-96.94,740,72864,23,,97.0
0.07,,,,,3149,,-96.84,744,73440,23,,96.91
0.06,,,,,3153,,-97.52,748,73600,23,,97.58
0.06,-1.1474577654153109,0.20421106409048662,-14.4013070166111,2304,3210,0.0001,-97.82,752,74112,23,0.7967919874936342,97.88
0.07,,,,,3221,,-97.16,756,74624,23,,97.23
0.06,,,,,3229,,-97.69,760,74976,23,,97.75
0.07,,,,,3238,,-97.17,764,75392,23,,97.24
0.07,,,,,3246,,-97.17,768,75680,23,,97.24
0.06,-1.1794506944715977,0.1939826481975615,-14.209574073553085,2368,3297,0.0001,-97.59,772,75936,23,0.7917084023356438,97.65
0.06,,,,,3311,,-97.59,776,76576,23,,97.65
0.06,,,,,3317,,-97.59,780,76800,23,,97.65
0.07,,,,,3327,,-97.23,784,77280,23,,97.3
0.09,,,,,3330,,-96.26,788,77376,23,,96.35
0.09,-1.2121042907238007,0.21040398033801466,-14.004490450024605,2432,3386,0.0001,-96.26,792,77888,22,0.7866574125364423,96.35
0.1,,,,,3393,,-95.51,796,78176,23,,95.61
0.1,,,,,3404,,-95.51,800,78656,23,,95.61
0.1,,,,,3412,,-95.51,804,78976,23,,95.61
0.1,,,,,3428,,-95.51,808,79712,23,,95.61
0.1,-1.244100108742714,0.1782908531022258,-13.794826939702034,2496,3479,0.0001,-95.51,812,80000,22,0.7816383829340339,95.61
0.1,,,,,3488,,-95.51,816,80416,23,,95.61
0.09,,,,,3492,,-95.76,820,80576,23,,95.85
0.09,,,,,3504,,-95.76,824,81088,23,,95.85
0.1,,,,,3510,,-95.34,828,81344,23,,95.44
0.1,,,,,3520,,-95.27,832,81792,23,,95.37
0.1,-1.276791550219059,0.17001752147916704,-13.598006382584572,2560,3573,0.0001,-95.27,836,82112,22,0.7766519850119948,95.37
0.09,,,,,3590,,-95.85,840,82912,23,,95.94
0.09,,,,,3594,,-95.43,844,83040,23,,95.52
0.09,,,,,3599,,-95.43,848,83264,23,,95.52
0.08,,,,,3609,,-95.73,852,83712,23,,95.81
0.07,-1.3089370895177126,0.18774635391309857,-13.390669032931328,2624,3666,0.0001,-96.39,856,84224,22,0.7716966588050127,96.46
0.07,,,,,3671,,-96.39,860,84416,22,,96.46
0.07,,,,,3678,,-96.17,864,84736,23,,96.24
0.08,,,,,3689,,-95.61,868,85216,23,,95.69
0.08,,,,,3696,,-95.61,872,85536,23,,95.69
0.08,-1.341221895068884,0.16898742323974147,-13.195016637444496,2688,3754,0.0001,-95.61,876,86176,22,0.7667734948918223,95.69
0.09,,,,,3759,,-95.12,880,86400,22,,95.21
0.08,,,,,3767,,-95.48,884,86816,23,,95.56
0.06,,,,,3776,,-96.45,888,87232,23,,96.51
0.06,,,,,3785,,-96.45,892,87616,23,,96.51
0.05,,,,,3789,,-97.2,896,87776,23,,97.25
0.05,-1.3731828276067972,0.16478833404835314,-12.991353198885918,2752,3849,0.0001,-97.2,900,88416,22,0.7618826283141971,97.25
0.05,,,,,3857,,-97.2,904,88736,23,,97.25
0.06,,,,,3870,,-96.64,908,89344,23,,96.7
0.06,,,,,3876,,-96.64,912,89600,23,,96.7
0.06,,,,,3878,,-96.64,916,89664,23,,96.7
0.06,-1.405367461964488,0.17502147005870938,-12.782109037041664,2816,3938,0.0001,-96.64,920,90304,22,0.7570230588316917,96.7
0.06,,,,,3948,,-96.64,924,90752,22,,96.7
0.05,,,,,3953,,-97.06,928,90976,23,,97.11
0.05,,,,,3967,,-97.13,932,91616,23,,97.18
0.06,,,,,3972,,-96.52,936,91776,23,,96.58
0.06,-1.4382183607667685,0.18260490969987586,-12.574802041053772,2880,4033,0.0001,-96.52,940,92512,22,0.752194382250309,96.58
0.05,,,,,4037,,-97.04,944,92640,22,,97.09
0.05,,,,,4041,,-97.04,948,92800,22,,97.09
0.06,,,,,4051,,-96.74,952,93280,23,,96.8
0.07,,,,,4063,,-96.31,956,93824,23,,96.38
0.07,,,,,4071,,-96.31,960,94144,23,,96.38
0.06,-1.470349796116352,0.16552747547393665,-12.369842052459717,2944,4129,0.0001,-97.05,964,94688,22,0.7473959773778915,97.11
0.05,,,,,4134,,-97.61,968,94912,22,,97.66
0.06,,,,,4150,,-97.0,972,95616,23,,97.06
0.06,,,,,4154,,-97.0,976,95808,23,,97.06
0.05,,,,,4159,,-97.49,980,96000,23,,97.54
0.05,-1.5026032999157906,0.17258024599868804,-12.169539615511894,3008,4213,0.0001,-97.49,984,96416,22,0.7426280369982123,97.54
0.06,,,,,4221,,-97.0,988,96704,22,,97.06
0.06,,,,,4232,,-97.0,992,97216,22,,97.06
0.06,,,,,4246,,-97.0,996,97856,23,,97.06
0.06,,,,,4252,,-97.0,1000,98112,23,,97.06
0.06,-1.5352383498102427,0.1498034976539202,-11.975693255662918,3072,4313,0.0001,-97.0,1004,98816,22,0.7378904260694981,97.06
0.05,,,,,4318,,-97.56,1008,99008,22,,97.61
0.05,,,,,4322,,-97.56,1012,99200,22,,97.61
0.05,,,,,4331,,-97.56,1016,99616,22,,97.61
0.05,,,,,4338,,-97.56,1020,99904,23,,97.61
0.05,-1.5666824020445347,0.15475074225105345,-11.775877013802528,3136,4395,0.0001,-97.56,1024,100416,22,0.7331837704405189,97.61
0.05,,,,,4409,,-97.56,1028,101056,22,,97.61
0.05,,,,,4415,,-97.56,1032,101312,22,,97.61
0.04,,,,,4430,,-98.17,1036,102016,23,,98.21
0.04,,,,,4435,,-98.17,1040,102208,23,,98.21
0.04,,,,,4440,,-98.17,1044,102400,23,,98.21
0.04,-1.5993488263338804,0.13390084193088114,-11.588853359222412,3200,4494,0.0001,-98.17,1048,102816,22,0.7285078121349216,98.21
0.03,,,,,4501,,-98.47,1052,103104,22,,98.5
0.03,,,,,4509,,-98.3,1056,103488,22,,98.33
0.04,,,,,4521,,-97.88,1060,104032,23,,97.92
0.04,,,,,4530,,-97.88,1064,104416,23,,97.92
0.04,-1.6318364813923836,0.12478960386943072,-11.408924773335457,3264,4584,0.0001,-97.88,1068,104736,22,0.7238609585911036,97.92
0.05,,,,,4597,,-97.99,1072,105312,22,,98.04
0.05,,,,,4604,,-97.91,1076,105600,22,,97.96
0.05,,,,,4613,,-97.91,1080,106016,22,,97.96
0.06,,,,,4617,,-97.5,1084,106176,22,,97.56
0.05,-1.664139986038208,0.14178513537626714,-11.221839606761932,3328,4673,0.0001,-97.99,1088,106624,22,0.7192431706935167,98.04
0.05,,,,,4681,,-97.99,1092,106976,22,,98.04
0.06,,,,,4693,,-97.36,1096,107488,22,,97.42
0.06,,,,,4700,,-97.36,1100,107776,22,,97.42
0.06,,,,,4707,,-97.36,1104,108096,22,,97.42
0.06,-1.6965498868376017,0.13053070759633556,-11.033065021038055,3392,4764,0.0001,-97.36,1108,108640,22,0.7146549271419644,97.42
0.06,,,,,4769,,-97.36,1112,108864,22,,97.42
0.06,,,,,4781,,-97.36,1116,109376,22,,97.42
0.07,,,,,4791,,-96.91,1120,109824,22,,96.98
0.09,,,,,4795,,-95.78,1124,109984,22,,95.87
0.09,,,,,4805,,-95.78,1128,110432,22,,95.87
0.1,-1.728948162868619,0.1340419968473725,-10.83796189725399,3456,4858,0.0001,-95.16,1132,110752,22,0.7100962661206722,95.26
0.11,,,,,4864,,-94.88,1136,110976,22,,94.99
0.11,,,,,4872,,-94.88,1140,111296,22,,94.99
0.12,,,,,4886,,-94.74,1144,112000,22,,94.86
0.13,,,,,4897,,-94.11,1148,112480,22,,94.24
0.15,-1.7615570109337568,0.12749855540459976,-10.64400526881218,3520,4948,0.0001,-93.26,1152,112704,22,0.7055655773729086,93.41
0.14,,,,,4956,,-93.86,1156,113024,22,,94.0
0.13,,,,,4961,,-94.28,1160,113216,22,,94.41
0.13,,,,,4974,,-94.28,1164,113760,22,,94.41
0.13,,,,,4983,,-94.28,1168,114176,22,,94.41
0.11,,,,,4991,,-94.78,1172,114496,22,,94.89
0.11,-1.7932578064501286,0.12606962403515354,-10.450761884450912,3584,5051,0.0001,-94.86,1176,115200,22,0.7010642802342772,94.97
0.12,,,,,5061,,-94.15,1180,115616,22,,94.27
0.11,,,,,5066,,-94.56,1184,115776,22,,94.67
0.12,,,,,5074,,-94.03,1188,116128,22,,94.15
0.12,,,,,5079,,-94.03,1192,116320,22,,94.15
0.11,,,,,5085,,-94.66,1196,116576,22,,94.77
0.13,-1.825939830392599,0.12548448413144797,-10.255125150084496,3648,5141,0.0001,-93.64,1200,117056,22,0.6965918131172657,93.77
0.14,,,,,5147,,-92.97,1204,117312,22,,93.11
0.14,,,,,5166,,-92.97,1208,118176,22,,93.11
0.14,,,,,5172,,-92.97,1212,118464,22,,93.11
0.14,-1.8575441017746925,0.11506166239269078,-10.069620817899704,3712,5228,0.0001,-92.97,1216,118912,22,0.6921483147889376,93.11
0.13,,,,,5234,,-93.41,1220,119168,22,,93.54
0.11,,,,,5243,,-94.54,1224,119520,22,,94.65
0.11,,,,,5249,,-94.54,1228,119776,22,,94.65
0.11,,,,,5258,,-94.86,1232,120160,22,,94.97
0.11,,,,,5263,,-94.54,1236,120352,22,,94.65
0.11,-1.8899270202964544,0.10912133945384994,-9.884152948856354,3776,5320,0.0001,-94.54,1240,120864,22,0.6877341028302908,94.65
0.12,,,,,5335,,-93.99,1244,121600,22,,94.11
0.11,,,,,5345,,-94.62,1248,122016,22,,94.73
0.09,,,,,5353,,-95.47,1252,122336,22,,95.56
0.09,,,,,5361,,-95.47,1256,122688,22,,95.56
0.09,-1.9224136602133512,0.12291850394103676,-9.689808130264282,3840,5413,0.0001,-95.47,1260,122976,22,0.6833480233326554,95.56
0.09,,,,,5422,,-95.47,1264,123360,22,,95.56
0.09,,,,,5427,,-95.47,1268,123552,22,,95.56
0.1,,,,,5432,,-94.96,1272,123776,22,,95.06
0.1,,,,,5449,,-94.96,1276,124576,22,,95.06
0.09,-1.9543256536126137,0.11556661711074412,-9.504110217094421,3904,5506,0.0001,-95.67,1280,125056,22,0.6789893647655845,95.76
0.1,,,,,5516,,-95.24,1284,125504,22,,95.34
0.09,,,,,5524,,-95.77,1288,125824,22,,95.86
0.09,,,,,5531,,-95.77,1292,126144,22,,95.86
0.09,,,,,5541,,-95.77,1296,126560,22,,95.86
0.07,,,,,5546,,-96.79,1300,126752,22,,96.86
0.06,,,,,5551,,-97.46,1304,126976,22,,97.52
0.08,-1.987020168453455,0.11609123140806332,-9.320190399885178,3968,5612,0.0001,-96.34,1308,127648,22,0.6746585452929139,96.42
0.08,,,,,5621,,-96.34,1312,128032,22,,96.42
0.08,,,,,5630,,-96.34,1316,128480,22,,96.42
0.08,,,,,5637,,-96.35,1320,128768,22,,96.43
0.09,-2.0191326439380646,0.1072421133867465,-9.138302072882652,4032,5691,0.0001,-95.97,1324,129088,22,0.6703555127605796,96.06
0.1,,,,,5698,,-95.23,1328,129376,22,,95.33
0.09,,,,,5709,,-95.45,1332,129856,22,,95.54
0.08,,,,,5715,,-96.05,1336,130112,22,,96.13
0.09,,,,,5723,,-95.39,1340,130496,22,,95.48
0.07,,,,,5734,,-96.08,1344,130976,22,,96.15
0.07,-2.051925651729107,0.11356483271811157,-8.960514023900032,4096,5791,0.0001,-96.08,1348,131488,22,0.6660795109346509,96.15
0.08,,,,,5801,,-95.99,1352,131936,22,,96.07
0.08,,,,,5808,,-95.99,1356,132224,22,,96.07
0.08,,,,,5816,,-95.99,1360,132544,22,,96.07
0.08,,,,,5827,,-95.99,1364,133056,22,,96.07
0.07,-2.083951510488987,0.10839157568989322,-8.772209852933884,4160,5878,0.0001,-96.5,1368,133312,22,0.6618302520364523,96.57
0.07,,,,,5887,,-96.5,1372,133696,22,,96.57
0.09,,,,,5896,,-95.43,1376,134112,22,,95.52
0.09,,,,,5904,,-95.43,1380,134432,22,,95.52
0.08,,,,,5915,,-95.86,1384,134912,22,,95.94
0.09,,,,,5922,,-95.71,1388,135168,22,,95.8
0.09,-2.1163532622158527,0.10700344946235418,-8.593019977211952,4224,5975,0.0001,-95.71,1392,135520,22,0.6576083553954959,95.8
0.09,,,,,5990,,-95.71,1396,136256,22,,95.8
0.09,,,,,5997,,-95.71,1400,136512,22,,95.8
0.09,,,,,6005,,-95.71,1404,136896,22,,95.8
0.07,-2.1485080383718014,0.10204011062160134,-8.414998009800911,4288,6060,0.0001,-96.83,1408,137312,22,0.6534136580303311,96.9
0.07,,,,,6068,,-96.83,1412,137632,22,,96.9
0.07,,,,,6078,,-96.83,1416,138112,22,,96.9
0.07,,,,,6084,,-96.83,1420,138368,22,,96.9
0.07,,,,,6092,,-96.87,1424,138688,22,,96.94
0.06,-2.1806330159306526,0.10707189794629812,-8.242700085043907,4352,6151,0.0001,-97.61,1428,139296,22,0.6492457082495093,97.67
0.07,,,,,6157,,-97.14,1432,139584,22,,97.21
0.07,,,,,6169,,-97.14,1436,140096,22,,97.21
0.07,,,,,6173,,-97.38,1440,140256,22,,97.45
0.07,,,,,6180,,-97.38,1444,140576,22,,97.45
0.07,,,,,6192,,-97.38,1448,141088,22,,97.45
0.07,-2.2127118445932865,0.09002764872275293,-8.072877623140812,4416,6247,0.0001,-97.08,1452,141536,22,0.645104912109673,97.15
0.08,,,,,6254,,-96.56,1456,141824,22,,96.64
0.09,,,,,6257,,-96.23,1460,141920,22,,96.32
0.1,,,,,6273,,-95.7,1464,142656,22,,95.8
0.1,,,,,6277,,-95.7,1468,142816,22,,95.8
0.1,,,,,6289,,-95.7,1472,143360,22,,95.8
0.09,-2.245491109788418,0.09749139414634556,-7.895189136266708,4480,6343,0.0001,-96.29,1476,143712,22,0.6409900896251202,96.38
0.09,,,,,6350,,-96.29,1480,144032,22,,96.38
0.09,,,,,6365,,-96.29,1484,144736,22,,96.38
0.08,,,,,6371,,-96.44,1488,144960,22,,96.52
0.08,,,,,6375,,-96.44,1492,145120,22,,96.52
0.09,-2.277575310319662,0.10015321196988225,-7.733153365552425,4544,6433,0.0001,-95.73,1496,145696,22,0.636901137419045,95.82
0.09,,,,,6439,,-95.73,1500,145984,22,,95.82
0.1,,,,,6451,,-95.35,1504,146496,22,,95.45
0.1,,,,,6458,,-95.35,1508,146784,22,,95.45
0.11,,,,,6463,,-94.97,1512,146976,22,,95.08
0.12,,,,,6471,,-94.53,1516,147296,22,,94.65
