rollout/ep_len_mean,time/time_elapsed,train/ent_coef_loss,time/fps,train/n_updates,train/learning_rate,time/episodes,rollout/ep_rew_mean,time/total_timesteps,train/critic_loss,train/actor_loss,rollout/success_rate,train/ent_coef
82.46,13693,,22,,,3176,-82.09,303840,,,0.37,
82.92,13699,,22,,,3180,-82.55,304096,,,0.37,
82.4,13705,,22,,,3184,-82.02,304384,,,0.38,
81.73,13722,,22,,,3188,-81.34,305120,,,0.39,
81.66,13774,-4.679345078766346,22,9536,0.0001,3192,-81.27,305408,0.0575606525526382,2.947643671184778,0.39,0.38706452678889036
82.73,13779,,22,,,3196,-82.36,305600,,,0.37,
83.35,13784,,22,,,3200,-82.99,305792,,,0.36,
82.52,13796,,22,,,3204,-82.15,306336,,,0.37,
82.51,13805,,22,,,3208,-82.14,306752,,,0.37,
82.24,13810,,22,,,3212,-81.88,306912,,,0.36,
82.0,13863,-4.707342118024826,22,9600,0.0001,3216,-81.63,307296,0.05931798863457516,3.0369687154889107,0.37,0.38462365698069334
82.49,13868,,22,,,3220,-82.13,307456,,,0.36,
83.64,13875,,22,,,3224,-83.3,307744,,,0.34,
81.5,13884,,22,,,3228,-81.12,308160,,,0.38,
80.99,13892,,22,,,3232,-80.6,308480,,,0.39,
80.2,13898,,22,,,3236,-79.8,308704,,,0.4,
80.62,13903,,22,,,3240,-80.23,308896,,,0.39,
80.87,13960,-4.731022797524929,22,9664,0.0001,3244,-80.46,309472,0.05985024879919365,3.1184024177491665,0.41,0.3821994923055172
81.04,13964,,22,,,3248,-80.64,309600,,,0.4,
78.84,13970,,22,,,3252,-78.4,309824,,,0.44,
77.0,13981,,22,,,3256,-76.53,310304,,,0.47,
77.96,13987,,22,,,3260,-77.51,310560,,,0.45,
78.02,13992,,22,,,3264,-77.58,310784,,,0.44,
78.07,14002,,22,,,3268,-77.63,311200,,,0.44,
79.24,14056,-4.755865260958672,22,9728,0.0001,3272,-78.82,311616,0.061868805438280106,3.197863645851612,0.42,0.3797923931851983
79.82,14065,,22,,,3276,-79.4,312000,,,0.42,
79.89,14072,,22,,,3280,-79.48,312320,,,0.41,
79.57,14083,,22,,,3284,-79.16,312800,,,0.41,
80.47,14087,,22,,,3288,-80.08,312960,,,0.39,
80.75,14093,,22,,,3292,-80.36,313152,,,0.39,
80.65,14150,-4.776988543570042,22,9792,0.0001,3296,-80.26,313728,0.06247059069573879,3.2761253602802753,0.39,0.3774019693955779
80.0,14154,,22,,,3300,-79.6,313856,,,0.4,
80.04,14157,,22,,,3304,-79.64,313984,,,0.4,
79.39,14163,,22,,,3308,-78.98,314240,,,0.41,
79.26,14173,,22,,,3312,-78.85,314688,,,0.41,
78.86,14183,,22,,,3316,-78.45,315104,,,0.41,
79.09,14237,-4.80597497522831,22,9856,0.0001,3320,-78.68,315488,0.06202139431843534,3.358234826475382,0.41,0.37502741906791925
78.25,14246,,22,,,3324,-77.82,315872,,,0.43,
77.76,14249,,22,,,3328,-77.32,315968,,,0.44,
77.58,14253,,22,,,3332,-77.14,316160,,,0.44,
78.38,14260,,22,,,3336,-77.95,316448,,,0.43,
78.05,14269,,22,,,3340,-77.61,316800,,,0.44,
77.98,14272,,22,,,3344,-77.56,316928,,,0.42,
77.33,14284,,22,,,3348,-76.9,317440,,,0.43,
77.75,14332,-4.833185322582722,22,9920,0.0001,3352,-77.33,317536,0.06588859221665189,3.4332620315253735,0.42,0.3726672688499093
78.56,14342,,22,,,3356,-78.15,317984,,,0.41,
77.85,14348,,22,,,3360,-77.42,318240,,,0.43,
77.66,14351,,22,,,3364,-77.22,318336,,,0.44,
76.14,14361,,22,,,3368,-75.66,318784,,,0.48,
76.08,14368,,22,,,3372,-75.6,319072,,,0.48,
75.84,14375,,22,,,3376,-75.36,319360,,,0.48,
75.29,14427,-4.857228487730026,22,9984,0.0001,3380,-74.8,319648,0.06707011355319992,3.5139807015657425,0.49,0.3703225743956864
74.43,14432,,22,,,3384,-73.91,319840,,,0.52,
74.13,14439,,22,,,3388,-73.6,320096,,,0.53,
74.64,14452,,22,,,3392,-74.12,320672,,,0.52,
73.95,14457,,22,,,3396,-73.41,320896,,,0.54,
72.73,14464,,22,,,3400,-72.17,321152,,,0.56,
71.87,14472,,22,,,3404,-71.29,321472,,,0.58,
73.19,14524,-4.875034406781197,22,10048,0.0001,3408,-72.63,321824,0.06840644212206826,3.5822492949664593,0.56,0.3679949473589659
71.82,14528,,22,,,3412,-71.23,321984,,,0.59,
72.11,14535,,22,,,3416,-71.51,322272,,,0.6,
71.63,14540,,22,,,3420,-71.03,322464,,,0.6,
72.47,14549,,22,,,3424,-71.89,322816,,,0.58,
74.32,14554,,22,,,3428,-73.77,323008,,,0.55,
73.4,14562,,22,,,3432,-72.83,323360,,,0.57,
71.99,14615,-4.897197127342224,22,10112,0.0001,3436,-71.39,323712,0.07091368891997263,3.658225540071726,0.6,0.36568459309637547
71.23,14621,,22,,,3440,-70.63,323936,,,0.6,
70.83,14627,,22,,,3444,-70.22,324192,,,0.61,
71.71,14633,,22,,,3448,-71.1,324416,,,0.61,
71.31,14640,,22,,,3452,-70.68,324704,,,0.63,
71.39,14647,,22,,,3456,-70.76,324960,,,0.63,
70.88,14658,,22,,,3460,-70.23,325440,,,0.65,
71.51,14707,-4.918957278132439,22,10176,0.0001,3464,-70.88,325664,0.0706790687981993,3.7294227965176105,0.63,0.3633897961117327
72.24,14726,,22,,,3468,-71.63,326528,,,0.61,
72.91,14733,,22,,,3472,-72.31,326784,,,0.6,
73.53,14740,,22,,,3476,-72.94,327072,,,0.59,
74.19,14745,,22,,,3480,-73.61,327264,,,0.58,
75.76,14751,,22,,,3484,-75.21,327520,,,0.55,
75.64,14801,-4.947046615183353,22,10240,0.0001,3488,-75.09,327744,0.07659316039644182,3.798163216561079,0.55,0.36111056664958596
75.18,14808,,22,,,3492,-74.62,328032,,,0.56,
74.87,14818,,22,,,3496,-74.31,328448,,,0.56,
75.74,14824,,22,,,3500,-75.19,328672,,,0.55,
76.16,14829,,22,,,3504,-75.62,328864,,,0.54,
75.7,14835,,22,,,3508,-75.16,329120,,,0.54,
76.17,14840,,22,,,3512,-75.64,329344,,,0.53,
75.4,14894,-4.961540162563324,22,10304,0.0001,3516,-74.87,329760,0.0778030637302436,3.8554744981229305,0.53,0.35884667187929153
76.09,14909,,22,,,3520,-75.57,330464,,,0.52,
75.19,14913,,22,,,3524,-74.65,330592,,,0.54,
75.27,14921,,22,,,3528,-74.73,330880,,,0.54,
75.78,14925,,22,,,3532,-75.25,331040,,,0.53,
76.43,14934,,22,,,3536,-75.9,331424,,,0.53,
76.94,14988,-4.980089671909809,22,10368,0.0001,3540,-76.42,331840,0.07749492162838578,3.9154857583343983,0.52,0.35660114232450724
77.51,14991,,22,,,3544,-77.0,331968,,,0.51,
77.84,14997,,22,,,3548,-77.34,332224,,,0.5,
78.01,15001,,22,,,3552,-77.53,332384,,,0.48,
78.6,15014,,22,,,3556,-78.13,332928,,,0.47,
77.03,15025,,22,,,3560,-76.55,333472,,,0.48,
77.51,15033,,22,,,3564,-77.04,333792,,,0.47,
77.44,15083,-5.006704770028591,22,10432,0.0001,3568,-76.97,333984,0.08247532532550395,3.971832476556301,0.47,0.3543707448989153
77.93,15093,,22,,,3572,-77.47,334432,,,0.46,
77.53,15097,,22,,,3576,-77.06,334592,,,0.47,
76.28,15104,,22,,,3580,-75.79,334880,,,0.49,
75.82,15109,,22,,,3584,-75.33,335072,,,0.49,
76.35,15114,,22,,,3588,-75.86,335264,,,0.49,
76.52,15119,,22,,,3592,-76.04,335488,,,0.48,
76.35,15174,-5.023955628275871,22,10496,0.0001,3596,-75.87,335936,0.08093187998747453,4.034678503870964,0.48,0.3521542767994106
76.45,15182,,22,,,3600,-75.97,336288,,,0.48,
75.25,15186,,22,,,3604,-74.74,336448,,,0.51,
74.69,15192,,22,,,3608,-74.16,336672,,,0.53,
75.09,15198,,22,,,3612,-74.57,336896,,,0.52,
73.85,15203,,22,,,3616,-73.3,337120,,,0.55,
73.2,15207,,22,,,3620,-72.64,337280,,,0.56,
72.83,15218,,22,,,3624,-72.27,337728,,,0.56,
72.53,15220,,22,,,3628,-71.96,337792,,,0.57,
72.99,15273,-5.04930629581213,22,10560,0.0001,3632,-72.43,338112,0.08035952958744019,4.094917081296444,0.56,0.3499538470059633
71.52,15277,,22,,,3636,-70.96,338304,,,0.56,
70.14,15281,,22,,,3640,-69.55,338400,,,0.59,
69.21,15284,,22,,,3644,-68.61,338528,,,0.6,
67.93,15294,,22,,,3648,-67.32,339008,,,0.61,
66.97,15301,,22,,,3652,-66.34,339296,,,0.63,
66.4,15307,,22,,,3656,-65.76,339520,,,0.64,
67.35,15313,,22,,,3660,-66.72,339776,,,0.63,
66.33,15315,,22,,,3664,-65.68,339840,,,0.65,
65.23,15366,-5.058385647833347,22,10624,0.0001,3668,-64.56,340064,0.09200630919076502,4.135640390217304,0.67,0.3477678159251809
62.78,15368,,22,,,3672,-62.07,340128,,,0.71,
62.68,15372,,22,,,3676,-61.98,340320,,,0.7,
60.95,15381,,22,,,3680,-60.23,340704,,,0.72,
59.65,15386,,22,,,3684,-58.91,340928,,,0.74,
58.63,15392,,22,,,3688,-57.89,341184,,,0.74,
58.61,15398,,22,,,3692,-57.87,341408,,,0.74,
58.88,15401,,22,,,3696,-58.14,341536,,,0.74,
58.39,15408,,22,,,3700,-57.64,341824,,,0.75,
57.56,15411,,22,,,3704,-56.81,341920,,,0.75,
57.28,15464,-5.0773918479681015,22,10688,0.0001,3708,-56.54,342240,0.09289933776017278,4.1814921498298645,0.74,0.34560029581189156
57.25,15468,,22,,,3712,-56.5,342400,,,0.75,
57.37,15480,,22,,,3716,-56.62,342912,,,0.75,
56.72,15485,,22,,,3720,-55.97,343104,,,0.75,
56.78,15491,,22,,,3724,-56.03,343328,,,0.75,
56.31,15495,,22,,,3728,-55.56,343488,,,0.75,
55.02,15502,,22,,,3732,-54.25,343776,,,0.77,
54.72,15510,,22,,,3736,-53.94,344064,,,0.78,
55.97,15558,-5.091035850346088,22,10752,0.0001,3740,-55.21,344192,0.09873636451084167,4.2187418937683105,0.76,0.34344932762905955
56.75,15564,,22,,,3744,-56.0,344416,,,0.75,
57.2,15570,,22,,,3748,-56.46,344704,,,0.74,
57.93,15574,,22,,,3752,-57.2,344832,,,0.73,
57.63,15578,,22,,,3756,-56.9,345024,,,0.73,
57.83,15590,,22,,,3760,-57.11,345536,,,0.72,
58.13,15592,,22,,,3764,-57.42,345600,,,0.71,
56.76,15597,,22,,,3768,-56.03,345792,,,0.73,
57.21,15653,-5.104105517268181,22,10816,0.0001,3772,-56.49,346272,0.09439497103448957,4.2580277770757675,0.72,0.341313935816288
56.67,15657,,22,,,3776,-55.94,346432,,,0.73,
58.59,15665,,22,,,3780,-57.89,346784,,,0.7,
58.62,15671,,22,,,3784,-57.92,347008,,,0.7,
59.91,15679,,22,,,3788,-59.23,347328,,,0.68,
59.28,15682,,22,,,3792,-58.59,347456,,,0.69,
58.58,15692,,22,,,3796,-57.89,347872,,,0.69,
59.8,15695,,22,,,3800,-59.13,347968,,,0.67,
59.22,15746,-5.133593685925007,22,10880,0.0001,3804,-58.55,348192,0.09558858897071332,4.302395820617676,0.67,0.33919271221384406
59.88,15751,,22,,,3808,-59.2,348384,,,0.68,
59.59,15756,,22,,,3812,-58.91,348576,,,0.68,
60.7,15762,,22,,,3816,-60.04,348800,,,0.66,
61.25,15765,,22,,,3820,-60.6,348928,,,0.65,
60.78,15773,,22,,,3824,-60.12,349312,,,0.66,
60.42,15778,,22,,,3828,-59.76,349504,,,0.66,
61.06,15783,,22,,,3832,-60.41,349664,,,0.65,
61.24,15791,,22,,,3836,-60.6,350016,,,0.64,
59.86,15842,-5.151717849075794,22,10944,0.0001,3840,-59.2,350240,0.10407230292912573,4.340787403285503,0.66,0.3370837951079011
60.15,15844,,22,,,3844,-59.48,350336,,,0.67,
59.71,15850,,22,,,3848,-59.03,350560,,,0.68,
59.88,15855,,22,,,3852,-59.2,350752,,,0.68,
58.44,15864,,22,,,3856,-57.74,351104,,,0.7,
58.3,15866,,22,,,3860,-57.6,351168,,,0.7,
58.04,15872,,22,,,3864,-57.34,351424,,,0.7,
58.64,15877,,22,,,3868,-57.95,351616,,,0.69,
58.96,15882,,22,,,3872,-58.27,351776,,,0.69,
58.19,15887,,22,,,3876,-57.49,351936,,,0.7,
57.93,15891,,22,,,3880,-57.22,352128,,,0.71,
57.33,15943,-5.160953849554062,22,11008,0.0001,3884,-56.61,352448,0.10232890222687274,4.3774691969156265,0.72,0.33499056892469525
56.69,15950,,22,,,3888,-55.96,352704,,,0.73,
56.83,15954,,22,,,3892,-56.1,352864,,,0.73,
56.14,15957,,22,,,3896,-55.4,352992,,,0.74,
54.24,15969,,22,,,3900,-53.47,353504,,,0.77,
54.06,15974,,22,,,3904,-53.29,353728,,,0.77,
54.18,15982,,22,,,3908,-53.42,354080,,,0.76,
54.94,15988,,22,,,3912,-54.2,354304,,,0.74,
55.68,16036,-5.178707920014858,22,11072,0.0001,3916,-54.95,354432,0.10404861706774682,4.403653644025326,0.73,0.3329123007133603
54.99,16041,,22,,,3920,-54.25,354624,,,0.74,
55.21,16051,,22,,,3924,-54.47,355040,,,0.74,
56.07,16055,,22,,,3928,-55.34,355200,,,0.73,
55.59,16059,,22,,,3932,-54.86,355360,,,0.73,
56.16,16062,,22,,,3936,-55.43,355456,,,0.73,
56.18,16066,,22,,,3940,-55.45,355584,,,0.73,
55.86,16075,,22,,,3944,-55.13,356000,,,0.73,
55.43,16078,,22,,,3948,-54.7,356096,,,0.73,
55.26,16080,,22,,,3952,-54.53,356192,,,0.73,
55.03,16085,,22,,,3956,-54.3,356352,,,0.73,
54.76,16137,-5.190347917377949,22,11136,0.0001,3960,-54.02,356640,0.10408666357398033,4.430312916636467,0.74,0.33084847778081894
54.93,16141,,22,,,3964,-54.19,356800,,,0.74,
54.88,16147,,22,,,3968,-54.13,357024,,,0.75,
54.71,16151,,22,,,3972,-53.96,357184,,,0.75,
54.85,16154,,22,,,3976,-54.1,357280,,,0.75,
54.87,16159,,22,,,3980,-54.12,357472,,,0.75,
55.55,16163,,22,,,3984,-54.81,357632,,,0.74,
54.23,16171,,22,,,3988,-53.47,358016,,,0.76,
52.32,16175,,22,,,3992,-51.53,358176,,,0.79,
52.56,16228,-5.198081471025944,22,11200,0.0001,3996,-51.77,358496,0.10549444728530943,4.452072955667973,0.79,0.3288024556823075
53.36,16232,,22,,,4000,-52.58,358656,,,0.78,
53.87,16239,,22,,,4004,-53.1,358944,,,0.77,
53.51,16244,,22,,,4008,-52.73,359168,,,0.78,
52.9,16248,,22,,,4012,-52.11,359264,,,0.79,
51.09,16251,,22,,,4016,-50.27,359392,,,0.82,
51.9,16254,,22,,,4020,-51.09,359520,,,0.81,
50.54,16263,,22,,,4024,-49.72,359936,,,0.82,
50.77,16265,,22,,,4028,-49.95,360000,,,0.82,
50.69,16267,,22,,,4032,-49.87,360064,,,0.82,
50.22,16271,,22,,,4036,-49.4,360224,,,0.82,
49.87,16275,,22,,,4040,-49.05,360352,,,0.82,
48.68,16325,-5.222017079591751,22,11264,0.0001,4044,-47.85,360576,0.10634363151621073,4.462835282087326,0.83,0.3267710483632982
48.63,16331,,22,,,4048,-47.8,360800,,,0.83,
47.81,16342,,22,,,4052,-46.97,361280,,,0.84,
47.82,16345,,22,,,4056,-46.98,361376,,,0.84,
47.65,16350,,22,,,4060,-46.81,361568,,,0.84,
47.63,16355,,22,,,4064,-46.79,361792,,,0.84,
48.19,16360,,22,,,4068,-47.37,362016,,,0.82,
48.07,16365,,22,,,4072,-47.25,362208,,,0.82,
49.0,16371,,22,,,4076,-48.19,362432,,,0.81,
48.51,16420,-5.227984845638275,22,11328,0.0001,4080,-47.69,362560,0.11050543421879411,4.488735988736153,0.82,0.32475176407024264
48.49,16425,,22,,,4084,-47.67,362784,,,0.82,
50.14,16434,,22,,,4088,-49.34,363168,,,0.8,
50.72,16437,,22,,,4092,-49.93,363296,,,0.79,
50.95,16442,,22,,,4096,-50.16,363520,,,0.79,
51.03,16448,,22,,,4100,-50.24,363776,,,0.79,
51.72,16453,,22,,,4104,-50.94,363936,,,0.78,
51.75,16462,,22,,,4108,-50.97,364320,,,0.78,
51.04,16513,-5.246295191347599,22,11392,0.0001,4112,-50.25,364576,0.10877452045679092,4.510454878211021,0.79,0.3227482340298593
52.02,16516,,22,,,4116,-51.24,364704,,,0.78,
51.39,16520,,22,,,4120,-50.6,364832,,,0.79,
51.97,16530,,22,,,4124,-51.18,365280,,,0.79,
50.82,16537,,22,,,4128,-50.02,365568,,,0.8,
51.61,16539,,22,,,4132,-50.82,365664,,,0.79,
52.52,16541,,22,,,4136,-51.74,365728,,,0.78,
54.0,16548,,22,,,4140,-53.24,366016,,,0.76,
53.86,16550,,22,,,4144,-53.1,366080,,,0.76,
53.89,16558,,22,,,4148,-53.12,366432,,,0.77,
56.1,16560,,22,,,4152,-55.36,366496,,,0.74,
56.12,16609,-5.26315101981163,22,11456,0.0001,4156,-55.38,366624,0.11252136109396815,4.538676865398884,0.74,0.32075743889436126
55.31,16613,,22,,,4160,-54.56,366784,,,0.75,
55.21,16615,,22,,,4164,-54.45,366848,,,0.76,
53.57,16617,,22,,,4168,-52.79,366944,,,0.78,
53.42,16627,,22,,,4172,-52.64,367392,,,0.78,
52.32,16633,,22,,,4176,-51.53,367616,,,0.79,
52.27,16638,,22,,,4180,-51.48,367808,,,0.79,
52.93,16647,,22,,,4184,-52.14,368192,,,0.79,
53.15,16653,,22,,,4188,-52.37,368448,,,0.78,
51.64,16709,-5.27706066519022,22,11520,0.0001,4192,-50.84,368928,0.11054830939974636,4.567150428891182,0.8,0.31877961196005344
52.52,16716,,22,,,4196,-51.74,369184,,,0.78,
52.53,16726,,22,,,4200,-51.75,369632,,,0.78,
53.53,16733,,22,,,4204,-52.76,369920,,,0.77,
55.2,16735,,22,,,4208,-54.46,370016,,,0.74,
56.15,16738,,22,,,4212,-55.43,370080,,,0.72,
55.93,16745,,22,,,4216,-55.21,370368,,,0.72,
56.47,16747,,22,,,4220,-55.75,370432,,,0.72,
57.62,16752,,22,,,4224,-56.92,370688,,,0.7,
58.15,16805,-5.311922833323479,22,11584,0.0001,4228,-57.46,371040,0.11339718685485423,4.603214412927628,0.69,0.31681211991235614
56.91,16809,,22,,,4232,-56.2,371168,,,0.71,
57.28,16816,,22,,,4236,-56.58,371456,,,0.7,
57.15,16821,,22,,,4240,-56.45,371648,,,0.7,
56.24,16827,,22,,,4244,-55.53,371904,,,0.71,
56.65,16836,,22,,,4248,-55.95,372288,,,0.7,
55.36,16843,,22,,,4252,-54.65,372544,,,0.71,
55.09,16893,-5.322011716663837,22,11648,0.0001,4256,-54.38,372768,0.11197060823906213,4.629677601158619,0.71,0.3148530004546046
56.34,16901,,22,,,4260,-55.65,373120,,,0.69,
57.05,16905,,22,,,4264,-56.38,373280,,,0.67,
57.84,16910,,22,,,4268,-57.18,373504,,,0.66,
60.05,16914,,22,,,4272,-59.42,373632,,,0.63,
60.81,16917,,22,,,4276,-60.19,373728,,,0.62,
62.15,16921,,22,,,4280,-61.55,373888,,,0.6,
62.31,16927,,22,,,4284,-61.72,374144,,,0.59,
60.82,16931,,22,,,4288,-60.21,374240,,,0.61,
60.98,16933,,22,,,4292,-60.37,374304,,,0.61,
60.26,16941,,22,,,4296,-59.64,374624,,,0.62,
60.22,16943,,22,,,4300,-59.6,374720,,,0.62,
59.14,16995,-5.347054667770863,22,11712,0.0001,4304,-58.51,375008,0.11621224822010845,4.675848685204983,0.63,0.31290765991434455
57.25,17000,,22,,,4308,-56.59,375200,,,0.66,
54.52,17004,,22,,,4312,-53.82,375360,,,0.7,
53.43,17006,,22,,,4316,-52.71,375424,,,0.72,
52.81,17009,,22,,,4320,-52.09,375552,,,0.72,
52.68,17014,,22,,,4324,-51.95,375744,,,0.73,
51.72,17021,,22,,,4328,-50.98,376000,,,0.74,
51.47,17024,,22,,,4332,-50.73,376128,,,0.74,
49.27,17027,,22,,,4336,-48.5,376224,,,0.77,
48.48,17034,,22,,,4340,-47.7,376512,,,0.78,
49.18,17039,,22,,,4344,-48.41,376704,,,0.77,
49.31,17042,,22,,,4348,-48.54,376832,,,0.77,
48.4,17091,-5.356807559728622,22,11776,0.0001,4352,-47.62,376960,0.11463448370341212,4.698553375899792,0.78,0.31097447918727994
48.75,17095,,22,,,4356,-47.97,377120,,,0.78,
47.42,17100,,22,,,4360,-46.62,377280,,,0.8,
46.9,17106,,22,,,4364,-46.09,377504,,,0.81,
46.77,17109,,22,,,4368,-45.96,377632,,,0.81,
44.64,17117,,22,,,4372,-43.79,377952,,,0.85,
45.1,17121,,22,,,4376,-44.26,378112,,,0.84,
44.09,17125,,22,,,4380,-43.24,378272,,,0.85,
43.09,17127,,22,,,4384,-42.22,378336,,,0.87,
43.45,17131,,22,,,4388,-42.58,378496,,,0.87,
44.06,17137,,22,,,4392,-43.2,378720,,,0.86,
43.89,17189,-5.367029622197151,22,11840,0.0001,4396,-43.02,378976,0.12259496015030891,4.718314006924629,0.87,0.30905471881851554
43.1,17193,,22,,,4400,-42.23,379136,,,0.87,
42.2,17203,,22,,,4404,-41.32,379552,,,0.88,
41.98,17206,,22,,,4408,-41.1,379648,,,0.88,
41.79,17210,,22,,,4412,-40.91,379776,,,0.88,
42.5,17216,,22,,,4416,-41.63,380032,,,0.87,
42.71,17222,,22,,,4420,-41.85,380288,,,0.86,
42.05,17226,,22,,,4424,-41.19,380416,,,0.86,
41.8,17229,,22,,,4428,-40.94,380512,,,0.86,
42.88,17232,,22,,,4432,-42.03,380640,,,0.85,
44.22,17237,,22,,,4436,-43.38,380832,,,0.84,
45.36,17289,-5.391858443617821,22,11904,0.0001,4440,-44.53,381088,0.1201036951970309,4.76671227812767,0.83,0.30714907590299845
46.1,17291,,22,,,4444,-45.28,381152,,,0.82,
46.57,17295,,22,,,4448,-45.76,381312,,,0.81,
45.88,17298,,22,,,4452,-45.06,381408,,,0.82,
46.77,17305,,22,,,4456,-45.97,381696,,,0.8,
46.91,17307,,22,,,4460,-46.11,381760,,,0.8,
45.55,17311,,22,,,4464,-44.73,381952,,,0.82,
45.4,17316,,22,,,4468,-44.58,382144,,,0.82,
44.62,17321,,22,,,4472,-43.8,382368,,,0.82,
43.43,17328,,22,,,4476,-42.59,382656,,,0.84,
42.67,17331,,22,,,4480,-41.82,382752,,,0.85,
42.86,17336,,22,,,4484,-42.02,382912,,,0.84,
42.75,17383,-5.400558151304722,22,11968,0.0001,4488,-41.91,383008,0.1245367064839229,4.777982980012894,0.84,0.30525260092690587
42.38,17387,,22,,,4492,-41.53,383136,,,0.85,
43.12,17393,,22,,,4496,-42.28,383360,,,0.84,
43.11,17396,,22,,,4500,-42.27,383488,,,0.84,
43.79,17400,,22,,,4504,-42.96,383648,,,0.83,
44.4,17402,,22,,,4508,-43.58,383712,,,0.82,
45.0,17409,,22,,,4512,-44.19,384000,,,0.81,
44.13,17413,,22,,,4516,-43.31,384160,,,0.82,
44.24,17417,,22,,,4520,-43.42,384320,,,0.82,
44.1,17420,,22,,,4524,-43.28,384416,,,0.82,
44.53,17424,,22,,,4528,-43.71,384544,,,0.82,
44.48,17429,,22,,,4532,-43.66,384768,,,0.82,
42.57,17432,,22,,,4536,-41.74,384864,,,0.83,
41.72,17436,,22,,,4540,-40.88,385024,,,0.84,
40.9,17485,-5.40972663462162,22,12032,0.0001,4544,-40.04,385152,0.12211278593167663,4.78999026119709,0.86,0.30337177123874426
40.19,17489,,22,,,4548,-39.32,385344,,,0.87,
40.47,17494,,22,,,4552,-39.6,385536,,,0.87,
40.06,17497,,22,,,4556,-39.18,385664,,,0.88,
39.16,17501,,22,,,4560,-38.27,385792,,,0.89,
39.75,17505,,22,,,4564,-38.87,385952,,,0.88,
40.26,17508,,22,,,4568,-39.39,386080,,,0.87,
41.22,17515,,22,,,4572,-40.36,386368,,,0.86,
40.79,17520,,22,,,4576,-39.93,386528,,,0.86,
41.05,17523,,22,,,4580,-40.19,386656,,,0.86,
41.39,17527,,22,,,4584,-40.54,386816,,,0.85,
41.41,17533,,22,,,4588,-40.56,387040,,,0.85,
41.45,17583,-5.426859334111214,22,12096,0.0001,4592,-40.6,387232,0.12868122663348913,4.8169615268707275,0.85,0.30150289135053754
39.64,17588,,22,,,4596,-38.77,387424,,,0.87,
40.92,17593,,22,,,4600,-40.06,387616,,,0.86,
40.15,17595,,22,,,4604,-39.28,387680,,,0.87,
39.8,17599,,22,,,4608,-38.92,387840,,,0.88,
39.98,17603,,22,,,4612,-39.1,388032,,,0.88,
40.37,17611,,22,,,4616,-39.5,388352,,,0.87,
39.51,17615,,22,,,4620,-38.63,388480,,,0.88,
39.62,17621,,22,,,4624,-38.74,388704,,,0.88,
40.68,17626,,22,,,4628,-39.82,388928,,,0.86,
40.37,17676,-5.43285746127367,22,12160,0.0001,4632,-39.51,389152,0.12802317342720926,4.829975299537182,0.86,0.29964729864150286
40.38,17677,,22,,,4636,-39.52,389184,,,0.86,
41.46,17680,,22,,,4640,-40.61,389344,,,0.85,
41.75,17686,,22,,,4644,-40.91,389568,,,0.84,
41.25,17695,,22,,,4648,-40.4,389952,,,0.85,
42.52,17699,,22,,,4652,-41.69,390080,,,0.83,
43.85,17705,,22,,,4656,-43.03,390336,,,0.82,
44.28,17709,,22,,,4660,-43.46,390496,,,0.82,
45.8,17714,,22,,,4664,-45.0,390688,,,0.8,
45.72,17718,,22,,,4668,-44.92,390816,,,0.8,
44.64,17722,,22,,,4672,-43.83,390976,,,0.81,
46.09,17773,-5.464576870203018,22,12224,0.0001,4676,-45.29,391232,0.1266652422491461,4.88573095202446,0.8,0.2978024729527533
45.95,17779,,22,,,4680,-45.15,391488,,,0.8,
46.3,17782,,22,,,4684,-45.5,391584,,,0.8,
45.33,17790,,22,,,4688,-44.52,391904,,,0.81,
45.39,17793,,22,,,4692,-44.58,392000,,,0.81,
47.31,17802,,22,,,4696,-46.52,392352,,,0.79,
48.33,17807,,22,,,4700,-47.55,392544,,,0.78,
48.65,17808,,22,,,4704,-47.87,392576,,,0.78,
49.23,17815,,22,,,4708,-48.46,392832,,,0.77,
50.93,17816,,22,,,4712,-50.18,392864,,,0.75,
51.29,17818,,22,,,4716,-50.54,392960,,,0.75,
50.76,17824,,22,,,4720,-50.0,393216,,,0.76,
49.24,17876,-5.485416017472744,22,12288,0.0001,4724,-48.46,393536,0.1277913092635572,4.93754830211401,0.78,0.2959652147255838
48.46,17880,,22,,,4728,-47.67,393696,,,0.79,
48.96,17889,,22,,,4732,-48.18,394048,,,0.78,
49.04,17892,,22,,,4736,-48.26,394176,,,0.78,
47.99,17899,,22,,,4740,-47.2,394432,,,0.79,
48.12,17907,,22,,,4744,-47.33,394784,,,0.79,
50.08,17914,,22,,,4748,-49.32,395104,,,0.76,
49.61,17965,-5.498738698661327,22,12352,0.0001,4752,-48.84,395360,0.13322593073826283,4.972573146224022,0.77,0.29413865227252245
49.14,17970,,22,,,4756,-48.37,395584,,,0.77,
50.27,17975,,22,,,4760,-49.52,395744,,,0.75,
49.65,17979,,22,,,4764,-48.88,395904,,,0.77,
50.4,17982,,22,,,4768,-49.64,396032,,,0.76,
52.09,17986,,22,,,4772,-51.35,396160,,,0.74,
52.01,17989,,22,,,4776,-51.28,396256,,,0.73,
52.33,17992,,22,,,4780,-51.61,396384,,,0.72,
52.13,17997,,22,,,4784,-51.41,396576,,,0.72,
51.54,18005,,22,,,4788,-50.82,396896,,,0.72,
51.35,18009,,22,,,4792,-50.63,397056,,,0.72,
50.4,18011,,22,,,4796,-49.67,397120,,,0.73,
