rollout/ep_len_mean,time/time_elapsed,train/ent_coef_loss,time/fps,train/n_updates,train/learning_rate,time/episodes,rollout/ep_rew_mean,time/total_timesteps,train/critic_loss,train/actor_loss,rollout/success_rate,train/ent_coef
96.90625,114,-0.015925391229757224,27,64,0.0001,4,-96.84375,3200,0.3443141174502671,-3.2839207351207733,0.0625,0.99685338139534
96.90625,114,,27,,,8,-96.84375,3200,,,0.0625,
96.90625,114,,27,,,12,-96.84375,3200,,,0.0625,
96.90625,114,,27,,,16,-96.84375,3200,,,0.0625,
96.90625,114,,27,,,20,-96.84375,3200,,,0.0625,
96.90625,114,,27,,,24,-96.84375,3200,,,0.0625,
96.90625,114,,27,,,28,-96.84375,3200,,,0.0625,
96.90625,114,,27,,,32,-96.84375,3200,,,0.0625,
95.80555555555556,218,-0.048278051253873855,27,128,0.0001,36,-95.72222222222223,6080,0.09530525503214449,-5.612305246293545,0.08333333333333333,0.9904886428266764
97.640625,271,-0.08062749600503594,23,192,0.0001,40,-97.59375,6400,0.10939755255822092,-7.803777679800987,0.046875,0.9841668009757996
97.640625,271,,23,,,44,-97.59375,6400,,,0.046875,
97.640625,271,,23,,,48,-97.59375,6400,,,0.046875,
97.640625,271,,23,,,52,-97.59375,6400,,,0.046875,
97.640625,271,,23,,,56,-97.59375,6400,,,0.046875,
97.640625,271,,23,,,60,-97.59375,6400,,,0.046875,
97.640625,271,,23,,,64,-97.59375,6400,,,0.046875,
96.82608695652173,366,-0.11295492213685066,23,256,0.0001,68,-96.7536231884058,8736,0.1138680133735761,-9.735382705926895,0.07246376811594203,0.9778866404667497
96.58333333333333,380,,24,,,72,-96.5,9376,,,0.08333333333333333,
97.4375,384,,24,,,76,-97.375,9600,,,0.0625,
97.4375,384,,24,,,80,-97.375,9600,,,0.0625,
97.4375,384,,24,,,84,-97.375,9600,,,0.0625,
97.4375,384,,24,,,88,-97.375,9600,,,0.0625,
97.4375,384,,24,,,92,-97.375,9600,,,0.0625,
97.4375,384,,24,,,96,-97.375,9600,,,0.0625,
96.61,466,-0.1452800442930311,24,320,0.0001,100,-96.53,11296,0.1594421765767038,-11.356243789196014,0.08,0.9716471750289202
97.6,484,,25,,,104,-97.54,12160,,,0.06,
97.6,544,-0.17755117686465383,23,384,0.0001,108,-97.54,12800,0.20416730863507837,-12.6946652084589,0.06,0.965448185801506
97.6,544,,23,,,112,-97.54,12800,,,0.06,
97.6,544,,23,,,116,-97.54,12800,,,0.06,
97.6,544,,23,,,120,-97.54,12800,,,0.06,
97.6,544,,23,,,124,-97.54,12800,,,0.06,
97.6,544,,23,,,128,-97.54,12800,,,0.06,
96.55,577,,24,,,132,-96.47,14336,,,0.08,
96.73,635,-0.20990278734825552,23,448,0.0001,136,-96.65,14912,0.20596300612669438,-13.799289181828499,0.08,0.9592895926907659
96.73,658,,24,,,140,-96.65,16000,,,0.08,
96.73,658,,24,,,144,-96.65,16000,,,0.08,
96.73,658,,24,,,148,-96.65,16000,,,0.08,
96.73,658,,24,,,152,-96.65,16000,,,0.08,
96.73,658,,24,,,156,-96.65,16000,,,0.08,
96.73,658,,24,,,160,-96.65,16000,,,0.08,
95.45,730,-0.24227393348701298,23,512,0.0001,164,-95.35,17216,0.18888018932193518,-14.711068779230118,0.1,0.9531691242009401
95.72,737,,23,,,168,-95.63,17536,,,0.09,
95.55,751,,24,,,172,-95.46,18112,,,0.09,
95.55,819,-0.27460583904758096,23,576,0.0001,176,-95.46,19200,0.28582625882700086,-15.433038786053658,0.09,0.9470872040838003
95.55,819,,23,,,180,-95.46,19200,,,0.09,
95.55,819,,23,,,184,-95.46,19200,,,0.09,
95.55,819,,23,,,188,-95.46,19200,,,0.09,
95.55,819,,23,,,192,-95.46,19200,,,0.09,
95.55,846,,24,,,196,-95.46,20416,,,0.09,
96.48,899,-0.30689292401075363,23,640,0.0001,200,-96.41,20736,0.2609058490488678,-15.996333837509155,0.07,0.9410445103421807
95.98,907,,23,,,204,-95.9,21088,,,0.08,
95.06,925,,23,,,208,-94.96,21888,,,0.1,
95.0,937,,23,,,212,-94.89,22400,,,0.11,
95.0,937,,23,,,216,-94.89,22400,,,0.11,
95.0,937,,23,,,220,-94.89,22400,,,0.11,
95.0,937,,23,,,224,-94.89,22400,,,0.11,
95.0,1007,-0.3392292493954301,23,704,0.0001,228,-94.89,23584,0.2787896783556789,-16.44082522392273,0.11,0.9350413782522082
96.05,1016,,23,,,232,-95.96,23936,,,0.09,
95.95,1022,,23,,,236,-95.86,24192,,,0.09,
95.29,1078,-0.3714976334013045,22,768,0.0001,240,-95.18,24608,0.3293394810752943,-16.78185996413231,0.11,0.9290765877813101
94.84,1095,,23,,,244,-94.72,25408,,,0.12,
94.84,1099,,23,,,248,-94.72,25600,,,0.12,
94.84,1099,,23,,,252,-94.72,25600,,,0.12,
94.84,1099,,23,,,256,-94.72,25600,,,0.12,
94.51,1112,,23,,,260,-94.38,26144,,,0.13,
95.87,1178,-0.40386668546125293,23,832,0.0001,264,-95.76,27136,0.44674697809387,-15.432707011699677,0.11,0.9231490595266223
96.2,1184,,23,,,268,-96.1,27392,,,0.1,
96.22,1192,,23,,,272,-96.12,27712,,,0.1,
95.63,1198,,23,,,276,-95.51,27936,,,0.12,
95.63,1213,,23,,,280,-95.51,28608,,,0.12,
95.63,1263,-0.436164453625679,22,896,0.0001,284,-95.51,28800,0.2743438129546121,-15.278370290994644,0.12,0.9172600163146853
95.63,1263,,22,,,288,-95.51,28800,,,0.12,
95.63,1275,,23,,,292,-95.51,29344,,,0.12,
95.17,1290,,23,,,296,-95.04,30016,,,0.13,
94.88,1301,,23,,,300,-94.74,30496,,,0.14,
95.38,1306,,23,,,304,-95.25,30688,,,0.13,
96.3,1359,-0.46847552713006735,22,960,0.0001,308,-96.19,31008,0.2879494847729802,-15.67890128493309,0.11,0.9114081570878625
95.8,1377,,23,,,312,-95.69,31808,,,0.11,
95.8,1382,,23,,,316,-95.69,32000,,,0.11,
95.8,1382,,23,,,320,-95.69,32000,,,0.11,
95.8,1387,,23,,,324,-95.69,32224,,,0.11,
95.76,1453,-0.5008098254911602,22,1024,0.0001,328,-95.65,33184,0.30160180607344955,-15.985105469822884,0.11,0.9055943954735994
95.76,1464,,23,,,332,-95.65,33696,,,0.11,
96.2,1470,,23,,,336,-96.1,33888,,,0.1,
96.86,1477,,23,,,340,-96.78,34208,,,0.08,
97.31,1540,-0.5331476563587785,22,1088,0.0001,344,-97.24,35008,0.28359957109205425,-16.204311162233353,0.07,0.8998167300596833
97.31,1545,,22,,,348,-97.24,35200,,,0.07,
97.31,1545,,22,,,352,-97.24,35200,,,0.07,
97.31,1550,,22,,,356,-97.24,35424,,,0.07,
97.64,1570,,23,,,360,-97.58,36384,,,0.06,
97.64,1627,-0.5654175840318203,22,1152,0.0001,364,-97.58,36896,0.28371285973116755,-16.355965435504913,0.06,0.8940762579441071
97.64,1633,,22,,,368,-97.58,37088,,,0.06,
98.06,1641,,22,,,372,-98.01,37408,,,0.05,
98.28,1654,,22,,,376,-98.24,38016,,,0.04,
98.28,1663,,23,,,380,-98.24,38400,,,0.04,
98.28,1663,,23,,,384,-98.24,38400,,,0.04,
98.28,1663,,23,,,388,-98.24,38400,,,0.04,
98.22,1734,-0.5977121256291866,22,1216,0.0001,392,-98.18,39584,0.2994859635946341,-16.454585403203964,0.04,0.8883731309324503
98.68,1745,,22,,,396,-98.65,40096,,,0.03,
98.97,1750,,23,,,400,-98.95,40288,,,0.02,
98.97,1758,,23,,,404,-98.95,40608,,,0.02,
98.97,1819,-0.6300863735377789,22,1280,0.0001,408,-98.95,41216,0.28048371768090874,-16.497161716222763,0.02,0.8827063217759132
99.45,1828,,22,,,412,-99.44,41600,,,0.01,
99.45,1828,,22,,,416,-99.44,41600,,,0.01,
99.45,1828,,22,,,420,-99.44,41600,,,0.01,
99.45,1854,,23,,,424,-99.44,42784,,,0.01,
99.05,1907,-0.6623063515871763,22,1344,0.0001,428,-99.03,43136,0.2503880898002535,-16.51232460141182,0.02,0.8770755436271429
99.05,1914,,22,,,432,-99.03,43456,,,0.02,
99.05,1922,,22,,,436,-99.03,43776,,,0.02,
99.05,1934,,22,,,440,-99.03,44288,,,0.02,
99.05,1946,,23,,,444,-99.03,44800,,,0.02,
99.05,1946,,23,,,448,-99.03,44800,,,0.02,
99.05,1946,,23,,,452,-99.03,44800,,,0.02,
98.03,2005,-0.6947789639234543,22,1408,0.0001,456,-97.99,45408,0.268206384498626,-16.48606914281845,0.04,0.8714804034680128
97.71,2019,,22,,,460,-97.66,46016,,,0.05,
97.71,2030,,22,,,464,-97.66,46496,,,0.05,
97.71,2040,,22,,,468,-97.66,46912,,,0.05,
97.71,2098,-0.7269161129370332,22,1472,0.0001,472,-97.66,47488,0.26369259250350296,-16.427063167095184,0.05,0.8659206284210086
98.08,2110,,22,,,476,-98.04,48000,,,0.04,
98.08,2110,,22,,,480,-98.04,48000,,,0.04,
98.08,2110,,22,,,484,-98.04,48000,,,0.04,
98.08,2124,,22,,,488,-98.04,48608,,,0.04,
98.14,2183,-0.7593312412500381,22,1536,0.0001,492,-98.1,49216,0.2683756883488968,-16.341190367937088,0.04,0.8603972336277366
98.14,2194,,22,,,496,-98.1,49696,,,0.04,
98.14,2204,,22,,,500,-98.1,50112,,,0.04,
97.36,2210,,22,,,504,-97.3,50368,,,0.06,
97.36,2224,,22,,,508,-97.3,51008,,,0.06,
97.44,2228,,22,,,512,-97.38,51200,,,0.06,
97.44,2228,,22,,,516,-97.38,51200,,,0.06,
97.44,2287,-0.7917462727054954,22,1600,0.0001,520,-97.38,51808,0.25437187124043703,-16.23678892850876,0.06,0.8549081441015005
97.44,2301,,22,,,524,-97.38,52416,,,0.06,
97.88,2311,,22,,,528,-97.83,52896,,,0.05,
97.88,2366,-0.8241591025143862,22,1664,0.0001,532,-97.83,53312,0.25738243642263114,-16.116802096366882,0.05,0.8494536420330405
97.58,2372,,22,,,536,-97.52,53536,,,0.06,
96.91,2383,,22,,,540,-96.84,54016,,,0.07,
96.91,2392,,22,,,544,-96.84,54400,,,0.07,
96.91,2392,,22,,,548,-96.84,54400,,,0.07,
96.91,2397,,22,,,552,-96.84,54656,,,0.07,
97.93,2461,-0.8563809841871262,22,1728,0.0001,556,-97.88,55520,0.23669570253696293,-15.976515129208565,0.05,0.8440334890037775
98.25,2474,,22,,,560,-98.21,56096,,,0.04,
98.15,2483,,22,,,564,-98.1,56480,,,0.05,
98.15,2489,,22,,,568,-98.1,56736,,,0.05,
98.02,2500,,22,,,572,-97.97,57184,,,0.05,
98.02,2554,-0.8885241001844406,22,1792,0.0001,576,-97.97,57600,0.2329991466831416,-15.827314555644989,0.05,0.8386491294950247
98.02,2554,,22,,,580,-97.97,57600,,,0.05,
98.02,2560,,22,,,584,-97.97,57856,,,0.05,
98.02,2578,,22,,,588,-97.97,58720,,,0.05,
98.01,2592,,22,,,592,-97.96,59296,,,0.05,
97.86,2642,-0.9211673038080335,22,1856,0.0001,596,-97.8,59488,0.21349589951569214,-15.671417638659477,0.06,0.8332992866635323
97.86,2650,,22,,,600,-97.8,59840,,,0.06,
98.64,2662,,22,,,604,-98.6,60384,,,0.04,
98.64,2672,,22,,,608,-98.6,60800,,,0.04,
98.64,2672,,22,,,612,-98.6,60800,,,0.04,
98.64,2678,,22,,,616,-98.6,61056,,,0.04,
98.46,2735,-0.9532676078379154,22,1920,0.0001,620,-98.41,61568,0.2434988286695443,-15.508332133293152,0.05,0.8279824983328581
97.92,2751,,22,,,624,-97.86,62336,,,0.06,
97.49,2759,,22,,,628,-97.42,62656,,,0.07,
97.49,2765,,22,,,632,-97.42,62912,,,0.07,
97.32,2771,,22,,,636,-97.25,63136,,,0.07,
97.99,2827,-0.9856003979220986,22,1984,0.0001,640,-97.93,63616,0.21992531919386238,-15.331969618797302,0.06,0.8227005722001195
97.99,2835,,22,,,644,-97.93,64000,,,0.06,
97.99,2840,,22,,,648,-97.93,64224,,,0.06,
97.34,2851,,22,,,652,-97.27,64704,,,0.07,
97.34,2870,,22,,,656,-97.27,65536,,,0.07,
97.34,2921,-1.0179809890687466,22,2048,0.0001,660,-97.27,65824,0.20194058935157955,-15.153044998645782,0.07,0.8174519687891006
97.44,2927,,22,,,664,-97.38,66080,,,0.06,
97.44,2933,,22,,,668,-97.38,66304,,,0.06,
97.57,2945,,22,,,672,-97.51,66816,,,0.06,
97.57,2954,,22,,,676,-97.51,67200,,,0.06,
96.92,2957,,22,,,680,-96.85,67360,,,0.07,
96.92,3012,-1.0502444636076689,22,2112,0.0001,684,-96.85,67808,0.20127276447601616,-14.973770573735237,0.07,0.8122372226789594
96.92,3031,,22,,,688,-96.85,68672,,,0.07,
96.44,3037,,22,,,692,-96.36,68896,,,0.08,
96.59,3043,,22,,,696,-96.52,69088,,,0.07,
96.01,3048,,22,,,700,-95.93,69312,,,0.08,
96.01,3056,,22,,,704,-95.93,69632,,,0.08,
96.01,3114,-1.082602920010686,22,2176,0.0001,708,-95.93,70208,0.19113029463915154,-14.791581079363823,0.08,0.8070554183796048
96.01,3118,,22,,,712,-95.93,70400,,,0.08,
95.49,3124,,22,,,716,-95.4,70656,,,0.09,
95.41,3136,,22,,,720,-95.32,71168,,,0.09,
95.95,3200,-1.1149940583854914,22,2240,0.0001,724,-95.87,72032,0.22473654110217467,-14.592278942465782,0.08,0.8019069777801633
96.38,3206,,22,,,728,-96.31,72256,,,0.07,
96.38,3212,,22,,,732,-96.31,72512,,,0.07,
96.85,3220,,22,,,736,-96.79,72832,,,0.06,
96.85,3233,,22,,,740,-96.79,73408,,,0.06,
96.33,3237,,22,,,744,-96.26,73600,,,0.07,
96.33,3288,-1.147475577890873,22,2304,0.0001,748,-96.26,73824,0.1941879201331176,-14.402841165661812,0.07,0.7967903101816773
96.98,3299,,22,,,752,-96.92,74304,,,0.06,
96.98,3317,,22,,,756,-96.92,75136,,,0.06,
96.98,3325,,22,,,760,-96.92,75456,,,0.06,
96.98,3332,,22,,,764,-96.92,75712,,,0.06,
96.98,3385,-1.1794995199888945,22,2368,0.0001,768,-96.92,76032,0.17382885422557592,-14.208713933825493,0.06,0.7917067259550095
96.98,3397,,22,,,772,-96.92,76608,,,0.06,
96.98,3402,,22,,,776,-96.92,76800,,,0.06,
97.63,3407,,22,,,780,-97.58,77024,,,0.05,
96.87,3416,,22,,,784,-96.8,77408,,,0.07,
96.87,3474,-1.2121406868100166,22,2432,0.0001,788,-96.8,77920,0.1779146657208912,-14.012137964367867,0.07,0.7866556951776147
96.78,3488,,22,,,792,-96.71,78592,,,0.07,
96.78,3495,,22,,,796,-96.71,78880,,,0.07,
97.02,3501,,22,,,800,-96.95,79104,,,0.07,
97.02,3513,,22,,,804,-96.95,79616,,,0.07,
97.02,3567,-1.2441461607813835,22,2496,0.0001,808,-96.95,80000,0.17590637865941972,-13.813515469431877,0.07,0.7816366059705615
97.02,3571,,22,,,812,-96.95,80224,,,0.07,
97.11,3578,,22,,,816,-97.04,80512,,,0.07,
97.37,3585,,22,,,820,-97.31,80768,,,0.06,
96.54,3602,,22,,,824,-96.47,81536,,,0.07,
96.54,3657,-1.276845883578062,22,2560,0.0001,828,-96.47,81952,0.16547419968992472,-13.622063785791397,0.07,0.776650152169168
96.54,3663,,22,,,832,-96.47,82240,,,0.07,
96.54,3672,,22,,,836,-96.47,82592,,,0.07,
96.54,3685,,22,,,840,-96.47,83168,,,0.07,
97.06,3690,,22,,,844,-97.0,83360,,,0.06,
97.06,3699,,22,,,848,-97.0,83712,,,0.06,
97.06,3703,,22,,,852,-97.0,83904,,,0.06,
97.06,3766,-1.3089850153774023,22,2624,0.0001,856,-97.0,84736,0.18346863065380603,-13.418773710727692,0.06,0.7716947998851538
96.37,3774,,22,,,860,-96.3,85056,,,0.07,
96.37,3781,,22,,,864,-96.3,85312,,,0.07,
96.37,3789,,22,,,868,-96.3,85632,,,0.07,
96.37,3846,-1.3412853758782148,22,2688,0.0001,872,-96.3,86208,0.16355876915622503,-13.220218256115913,0.07,0.7667715149000287
96.37,3851,,22,,,876,-96.3,86400,,,0.07,
96.37,3861,,22,,,880,-96.3,86816,,,0.07,
97.13,3868,,22,,,884,-97.08,87104,,,0.05,
97.13,3885,,22,,,888,-97.08,87936,,,0.05,
97.71,3939,-1.3732276111841202,22,2752,0.0001,892,-97.67,88256,0.1663832933991216,-13.028373122215271,0.04,0.7618806632235646
97.71,3945,,22,,,896,-97.67,88512,,,0.04,
97.82,3953,,22,,,900,-97.78,88832,,,0.04,
97.82,3966,,22,,,904,-97.78,89408,,,0.04,
97.82,3970,,22,,,908,-97.78,89600,,,0.04,
97.82,3980,,22,,,912,-97.78,90016,,,0.04,
98.25,4033,-1.4054557122290134,22,2816,0.0001,916,-98.22,90304,0.14704863692168146,-12.831730052828789,0.03,0.7570209866389632
97.92,4050,,22,,,920,-97.88,91104,,,0.04,
98.75,4058,,22,,,924,-98.72,91456,,,0.03,
98.75,4064,,22,,,928,-98.72,91712,,,0.03,
98.75,4072,,22,,,932,-98.72,92032,,,0.03,
98.75,4131,-1.4382943715900183,22,2880,0.0001,936,-98.72,92608,0.1603519013733603,-12.632915988564491,0.03,0.7521921526640654
98.75,4135,,22,,,940,-98.72,92800,,,0.03,
98.75,4144,,22,,,944,-98.72,93216,,,0.03,
98.75,4151,,22,,,948,-98.72,93504,,,0.03,
98.33,4214,-1.4704493787139654,22,2944,0.0001,952,-98.29,94304,0.14535999106010422,-12.432155773043633,0.04,0.7473935727030039
98.33,4218,,22,,,956,-98.29,94400,,,0.04,
99.02,4229,,22,,,960,-98.99,94912,,,0.03,
99.02,4237,,22,,,964,-98.99,95232,,,0.03,
99.02,4249,,22,,,968,-98.99,95808,,,0.03,
99.02,4254,,22,,,972,-98.99,96000,,,0.03,
99.02,4309,-1.5027053579688072,22,3008,0.0001,976,-98.99,96416,0.12369540246436372,-12.245436146855354,0.03,0.7426254227757454
98.54,4314,,22,,,980,-98.5,96640,,,0.04,
98.54,4325,,22,,,984,-98.5,97120,,,0.04,
98.26,4335,,22,,,988,-98.21,97536,,,0.05,
97.58,4343,,22,,,992,-97.52,97856,,,0.06,
97.18,4354,,22,,,996,-97.11,98304,,,0.07,
97.18,4405,-1.5353819504380226,22,3072,0.0001,1000,-97.11,98592,0.1424477167893201,-12.047243103384972,0.07,0.737887641415
96.8,4415,,22,,,1004,-96.73,99008,,,0.07,
96.8,4425,,22,,,1008,-96.73,99424,,,0.07,
96.8,4432,,22,,,1012,-96.73,99712,,,0.07,
96.8,4438,,22,,,1016,-96.73,99968,,,0.07,
96.48,4500,-1.56677938811481,22,3136,0.0001,1020,-96.41,100704,0.15071732649812475,-11.859576895833015,0.07,0.7331805983558297
95.58,4502,,22,,,1024,-95.49,100768,,,0.09,
95.58,4510,,22,,,1028,-95.49,101120,,,0.09,
95.58,4520,,22,,,1032,-95.49,101536,,,0.09,
95.58,4531,,22,,,1036,-95.49,101984,,,0.09,
95.58,4590,-1.5994811858981848,22,3200,0.0001,1040,-95.49,102624,0.1346663911244832,-11.665309250354767,0.09,0.7285045478492975
95.58,4597,,22,,,1044,-95.49,102912,,,0.09,
95.58,4603,,22,,,1048,-95.49,103168,,,0.09,
96.0,4620,,22,,,1052,-95.92,103904,,,0.08,
96.0,4622,,22,,,1056,-95.92,103968,,,0.08,
96.0,4630,,22,,,1060,-95.92,104320,,,0.08,
96.0,4685,-1.631960216909647,22,3264,0.0001,1064,-95.92,104736,0.1373011787654832,-11.47802285850048,0.08,0.7238575173541903
96.0,4695,,22,,,1068,-95.92,105184,,,0.08,
96.0,4710,,22,,,1072,-95.92,105824,,,0.08,
96.0,4716,,22,,,1076,-95.92,106112,,,0.08,
96.08,4722,,22,,,1080,-96.0,106336,,,0.08,
95.57,4777,-1.664212802425027,22,3328,0.0001,1084,-95.48,106720,0.12925576884299517,-11.292618975043297,0.09,0.7192396642640233
95.85,4787,,22,,,1088,-95.77,107168,,,0.08,
96.53,4790,,22,,,1092,-96.46,107264,,,0.07,
96.31,4800,,22,,,1096,-96.24,107712,,,0.07,
96.31,4811,,22,,,1100,-96.24,108192,,,0.07,
96.92,4873,-1.6966427322477102,22,3392,0.0001,1104,-96.86,108960,0.13024555769516155,-11.10159918665886,0.06,0.7146513778716326
96.45,4879,,22,,,1108,-96.38,109216,,,0.07,
95.75,4883,,22,,,1112,-95.67,109376,,,0.08,
95.75,4889,,22,,,1116,-95.67,109600,,,0.08,
96.4,4905,,22,,,1120,-96.33,110304,,,0.07,
97.3,4907,,22,,,1124,-97.25,110368,,,0.05,
97.3,4961,-1.7290180679410696,22,3456,0.0001,1128,-97.25,110752,0.13001226383494213,-10.909989804029465,0.05,0.7100927177816629
97.3,4972,,22,,,1132,-97.25,111232,,,0.05,
96.79,4990,,22,,,1136,-96.73,112032,,,0.06,
96.79,4995,,22,,,1140,-96.73,112256,,,0.06,
96.55,5002,,22,,,1144,-96.48,112512,,,0.07,
96.55,5053,-1.7615983095020056,22,3520,0.0001,1148,-96.48,112736,0.12312275427393615,-10.720484375953674,0.07,0.7055620923638344
96.55,5066,,22,,,1152,-96.48,113344,,,0.07,
95.98,5072,,22,,,1156,-95.9,113568,,,0.08,
95.52,5076,,22,,,1160,-95.43,113728,,,0.09,
95.52,5089,,22,,,1164,-95.43,114304,,,0.09,
95.52,5149,-1.7933716755360365,22,3584,0.0001,1168,-95.43,115008,0.12211327656405047,-10.530717507004738,0.09,0.7010608045384288
95.52,5160,,22,,,1172,-95.43,115456,,,0.09,
95.52,5166,,22,,,1176,-95.43,115712,,,0.09,
95.92,5172,,22,,,1180,-95.84,115936,,,0.08,
96.43,5186,,22,,,1184,-96.36,116544,,,0.07,
96.43,5237,-1.8260218538343906,22,3648,0.0001,1188,-96.36,116768,0.12789470015559345,-10.33717928826809,0.07,0.6965881986543536
96.43,5241,,22,,,1192,-96.36,116928,,,0.07,
97.05,5254,,22,,,1196,-96.99,117504,,,0.06,
97.05,5270,,22,,,1200,-96.99,118208,,,0.06,
96.55,5280,,22,,,1204,-96.48,118656,,,0.07,
97.02,5331,-1.8575912360101938,22,3712,0.0001,1208,-96.96,118912,0.10796160355675966,-10.152109801769257,0.06,0.6921448623761535
97.72,5336,,22,,,1212,-97.67,119104,,,0.05,
97.72,5342,,22,,,1216,-97.67,119328,,,0.05,
97.72,5356,,22,,,1220,-97.67,119936,,,0.05,
97.72,5361,,22,,,1224,-97.67,120128,,,0.05,
96.79,5369,,22,,,1228,-96.72,120512,,,0.07,
96.79,5377,,22,,,1232,-96.72,120832,,,0.07,
97.3,5444,-1.890110930427909,22,3776,0.0001,1236,-97.24,121824,0.11350005707936361,-9.970257565379143,0.06,0.6877306262031198
97.3,5449,,22,,,1240,-97.24,122016,,,0.06,
97.47,5452,,22,,,1244,-97.42,122144,,,0.05,
97.47,5461,,22,,,1248,-97.42,122528,,,0.05,
97.47,5519,-1.9225915018469095,22,3840,0.0001,1252,-97.42,123136,0.10335181240225211,-9.78630256652832,0.05,0.6833444442600012
98.04,5524,,22,,,1256,-98.0,123328,,,0.04,
97.78,5530,,22,,,1260,-97.74,123552,,,0.04,
97.28,5538,,22,,,1264,-97.23,123904,,,0.05,
97.28,5554,,22,,,1268,-97.23,124608,,,0.05,
97.28,5609,-1.954538095742464,22,3904,0.0001,1272,-97.23,125056,0.09894709178479388,-9.599326774477959,0.05,0.6789855798706412
97.28,5615,,22,,,1276,-97.23,125312,,,0.05,
97.28,5622,,22,,,1280,-97.23,125600,,,0.05,
97.28,5638,,22,,,1284,-97.23,126336,,,0.05,
96.65,5642,,22,,,1288,-96.59,126496,,,0.06,
96.65,5648,,22,,,1292,-96.59,126720,,,0.06,
96.65,5653,,22,,,1296,-96.59,126912,,,0.06,
96.65,5709,-1.9871908649802208,22,3968,0.0001,1300,-96.59,127392,0.10266971139935777,-9.422136545181274,0.06,0.6746546663343906
96.63,5727,,22,,,1304,-96.57,128224,,,0.06,
96.63,5734,,22,,,1308,-96.57,128512,,,0.06,
96.21,5740,,22,,,1312,-96.14,128768,,,0.07,
96.21,5801,-2.019310500472784,22,4032,0.0001,1316,-96.14,129504,0.10531038034241647,-9.246876984834671,0.07,0.6703515583649278
96.21,5803,,22,,,1320,-96.14,129568,,,0.07,
96.22,5811,,22,,,1324,-96.15,129888,,,0.07,
96.56,5815,,22,,,1328,-96.5,130016,,,0.06,
96.43,5823,,22,,,1332,-96.37,130336,,,0.06,
95.83,5888,-2.0521486029028893,22,4096,0.0001,1336,-95.76,131232,0.09726563998265192,-9.07615353167057,0.07,0.666075274348259
95.83,5893,,22,,,1340,-95.76,131456,,,0.07,
95.9,5903,,22,,,1344,-95.83,131904,,,0.07,
95.37,5906,,22,,,1348,-95.29,132000,,,0.08,
95.11,5922,,22,,,1352,-95.02,132704,,,0.09,
95.11,5924,,22,,,1356,-95.02,132768,,,0.09,
95.83,5931,,22,,,1360,-95.75,133088,,,0.08,
95.8,5982,-2.08419468998909,22,4160,0.0001,1364,-95.72,133312,0.09453170734923333,-8.896296098828316,0.08,0.6618257723748684
95.27,6003,,22,,,1368,-95.18,134272,,,0.09,
95.27,6012,,22,,,1372,-95.18,134624,,,0.09,
95.27,6019,,22,,,1376,-95.18,134912,,,0.09,
95.27,6025,,22,,,1380,-95.18,135168,,,0.09,
95.27,6086,-2.1165909245610237,22,4224,0.0001,1384,-95.18,135904,0.09504772629588842,-8.71724471449852,0.09,0.6576038030907512
95.9,6088,,22,,,1388,-95.82,135968,,,0.08,
95.9,6096,,22,,,1392,-95.82,136288,,,0.08,
95.44,6101,,22,,,1396,-95.35,136480,,,0.09,
95.44,6167,-2.1487218402326107,22,4288,0.0001,1400,-95.35,137408,0.0982071619364433,-8.545238316059113,0.09,0.6534090926870704
95.96,6173,,22,,,1404,-95.88,137664,,,0.08,
95.96,6184,,22,,,1408,-95.88,138112,,,0.08,
96.35,6190,,22,,,1412,-96.28,138368,,,0.07,
95.63,6206,,22,,,1416,-95.55,139104,,,0.08,
95.63,6208,,22,,,1420,-95.55,139168,,,0.08,
96.21,6261,-2.181014958769083,22,4352,0.0001,1424,-96.14,139488,0.09621307096676901,-8.366151005029678,0.07,0.6492410181090236
96.21,6264,,22,,,1428,-96.14,139616,,,0.07,
96.34,6271,,22,,,1432,-96.27,139904,,,0.07,
96.25,6290,,22,,,1436,-96.18,140800,,,0.07,
95.82,6296,,22,,,1440,-95.74,141024,,,0.08,
95.82,6352,-2.213113233447075,22,4416,0.0001,1444,-95.74,141504,0.09431235585361719,-8.197912484407425,0.08,0.6450998485088348
96.35,6362,,22,,,1448,-96.28,141952,,,0.07,
96.09,6370,,22,,,1452,-96.02,142304,,,0.07,
96.09,6376,,22,,,1456,-96.02,142528,,,0.07,
96.09,6381,,22,,,1460,-96.02,142720,,,0.07,
96.62,6387,,22,,,1464,-96.56,142976,,,0.06,
96.97,6452,-2.2457126639783382,22,4480,0.0001,1468,-96.91,143872,0.09673108096467331,-8.021484315395355,0.06,0.6409846423193812
96.76,6458,,22,,,1472,-96.69,144128,,,0.07,
96.76,6471,,22,,,1476,-96.69,144704,,,0.07,
96.76,6481,,22,,,1480,-96.69,145152,,,0.07,
96.76,6535,-2.2780997715890408,22,4544,0.0001,1484,-96.69,145504,0.09239762183278799,-7.854115962982178,0.07,0.636895471252501
96.76,6540,,22,,,1488,-96.69,145728,,,0.07,
96.76,6544,,22,,,1492,-96.69,145920,,,0.07,
97.22,6551,,22,,,1496,-97.16,146176,,,0.06,
97.22,6570,,22,,,1500,-97.16,147072,,,0.06,
97.22,6577,,22,,,1504,-97.16,147328,,,0.06,
97.22,6635,-2.3102627620100975,22,4608,0.0001,1508,-97.16,147904,0.08841381472302601,-7.6767475083470345,0.06,0.6328329294919968
